http://dbpedia.org/ontology/AdministrativeRegion,http://dbpedia.org/ontology/areaLand
Klæbu,167165921
Porsanger,4457106236
赫廷傑縣 (北達科他州),3279146452
Midtre Gauldal,1789413114
"Barton County, Missouri",1500245346
مقاطعة سيلاين (كانساس),2083932029
奧羅拉縣 (南達科他州),1676048040
مقاطعة أوغوستا (فيرجينيا),2299519262
Harstad,424762103
Comté de Petroleum,4165910864
Idaho,212155123225
مقاطعة فيليبس (كانساس),2362447925
耶斯達爾,532164513
"Banner County, Nebraska",1886288183
廷瑟,1813980471
Condado de Boundary,2938219662
موسوي (النرويج),1018772946
Utsira,6607226
Bennington County,1692887682
拉納 (挪威),4362820375
"Андерсон (округ, Южная Каролина)",1921129449
"Anson County, North Carolina",1411501447
Ørsta,850789353
Hemnes,1580615878
Nærøy,960352068
Levanger (gemeente),606699359
Yolo County,2437317621
梅爾達爾,613509837
烏森,327776195
Схьёрдал,928176058
アシュタビューラ郡 (オハイオ州),1596421724
Condado de Breathitt,1435857923
ブレイン郡 (オクラホマ州),2593838888
Gaular,477698275
Comté de Brevard,2834222590
"Antigonish County, Nova Scotia",1319477141
ヴェヴェルスター,523607326
Hamarøy,929198638
Холместранн,84090855
Hrabstwo Bear Lake,2403711120
Hjelmeland,997112318
Contea di Berkeley (Virginia Occidentale),782751005
Condado de Bonneville,5386817273
Høyanger,873060874
Vågå,1427848528
弗勒,557899563
Condado de Hettinger,2664469703
Hrabstwo Blue Earth,1782293670
Lyngen,862137763
"Ashland County, Ohio",1020539591
Snillfjord,486923878
Condado de Alpine,1902097651
Elverum,1273561982
Austrheim,55244045
"Armstrong County, Pennsylvania",1817179766
Condado de Wilson (Kansas),1538458231
Røyrvik,1243023097
Båtsfjord,1289281663
Hægebostad,445743539
