http://dbpedia.org/ontology/SportsTeamMember,http://dbpedia.org/ontology/squadNumber
2009–10 Ipswich Town F.C. season,35
List of Japanese football transfers summer 2012,39
List of Maltese football transfers winter 2008–09,3
List of Belgian football transfers winter 2011–12,3
List of Belgian football transfers summer 2009,6
List of German football transfers winter 2012–13,8
List of Bulgarian football transfers summer 2013,13
Football for Hope,7
List of Slovak football transfers winter 2012–13,6
List of Belgian football transfers summer 2009,55
Football for Hope,11
List of Maltese football transfers summer 2009,16
List of Uzbek football transfers 2012,12
2008 CIS Men's Soccer Championship,20
List of South Korean football transfers winter 2013–14,47
Лиссабонские львы,10
Maybank HC,21
Akron Zips men's soccer,12
List of Latvian football transfers summer 2013,21
2000–01 Manchester City F.C. season,20
2004–05 Fulham F.C. season,33
List of Slovak football transfers summer 2013,4
Delaware Fightin' Blue Hens men's soccer,9
List of Albanian football transfers summer 2013,17
2010 Saint Louis Athletica season,21
List of Iranian football transfers summer 2013,4
Sportsklubben Brann 2007,6
2014–15 UEFA Youth League squads,8
2007 South Carolina Gamecocks men's soccer team,5
List of Japanese football transfers summer 2013,24
List of Estonian football transfers summer 2013,2
List of Cypriot football transfers winter 2011–12,23
List of Cypriot football transfers winter 2011–12,19
List of Turkish football transfers summer 2010,66
Maybank HC,11
Wake Forest Demon Deacons women's soccer,26
List of Hungarian football transfers summer 2010,25
List of Uzbek football transfers 2012,25
List of Bulgarian football transfers summer 2013,50
2010–11 Club América season,4
Clemson Tigers men's soccer,30
List of Cypriot football transfers summer 2013,72
West Ham United FC in het seizoen 2010/11,14
St. Francis Brooklyn Terriers men's soccer,25
2006–07 Fulham F.C. season,1
Detroit Ignition,91
List of Bosnian football transfers winter 2013–14,13
Manchester City Football Club 2000-2001,14
List of Russian football transfers winter 2010–11,59
2013年中国足球冬季转会列表,35
2006 CIS Men's Soccer Championship,16
List of Bulgarian football transfers summer 2010,32
2013–14 UEFA Youth League squads,59
List of Bosnian football transfers winter 2013–14,28
List of Cypriot football transfers winter 2013–14,34
List of Belgian football transfers winter 2011–12,4
List of Maltese football transfers summer 2013,23
List of Azerbaijan football transfers summer 2010,8
2000–01 Fulham F.C. season,10
List of Belgian football transfers winter 2011–12,7
List of Cypriot football transfers summer 2013,10
葉士域治2009年至2010年球季,4
Lisbon Lions,12
List of Norwegian football transfers summer 2013,92
List of Bulgarian football transfers summer 2013,87
Convocazioni per la Coppa del mondo per club FIFA 2012,30
Delta Queens,10
2013–14 Valenciennes FC season,1
List of Bosnia and Herzegovina football transfers winter 2012–13,7
List of Japanese football transfers summer 2013,40
Michigan Wolverines men's soccer,15
Toledo BM,23
UR La Louvière Centre,8
2010–11 Puebla F.C. season,28
List of Russian football transfers summer 2012,10
2013–14 Viborg FF season,3
List of Turkish football transfers summer 2014,2
List of Hungarian football transfers summer 2013,90
Eredivisie 2010/11 (mannenvoetbal)/Transfers winter,10
قوائم الفرق في كأس العالم لأندية كرة القدم 2010,80
List of Slovak football transfers summer 2013,3
List of Mexican football transfers winter 2010,9
List of Maltese football transfers summer 2008,13
Radford Highlanders women's soccer,26
List of Hungarian football transfers winter 2011–12,14
List of Hungarian football transfers winter 2011–12,29
List of Belgian football transfers winter 2013–14,42
List of Russian football transfers summer 2013,32
List of Russian football transfers summer 2012,33
List of Serbian football transfers summer 2012,23
Ohio State Buckeyes men's soccer,16
List of Serbian football transfers summer 2012,99
2010 FIFA Club World Cup squads,36
List of Dutch football transfers winter 2010–11,26
Лиссабонские львы,4
List of German football transfers summer 2009,18
2013–14 SC Eendracht Aalst season,20
List of Iranian football transfers summer 2013,36
2010–11 West Ham United F.C. season,16
List of Mexican football transfers winter 2013–14,23
Toledo BM,9
Клубный чемпионат мира по футболу 2010 (составы),24
2014 Indonesian Inter Island Cup qualification squads,59
List of Japanese football transfers winter 2011–12,31
2011–12 Grimsby Town F.C. season,40
2013年中国足球冬季转会列表,1
List of Hungarian football transfers summer 2013,40
List of Serbian football transfers summer 2010,2
Akron Zips men's soccer,25
Elencos da Copa do Mundo de Clubes da FIFA de 2012,12
List of German football transfers summer 2010,37
Eredivisie 2010/11 (mannenvoetbal)/Transfers winter,3
List of German football transfers summer 2013,15
List of Slovak football transfers summer 2013,88
2006–07 Plymouth Argyle F.C. season,8
List of Azerbaijan football transfers summer 2011,55
List of Latvian football transfers summer 2012,22
List of Serbian football transfers summer 2010,44
Convocazioni per la Coppa del mondo per club FIFA 2006,11
Ajax Sportman Combinatie,17
Laguna Football Club,12
List of German football transfers winter 2008–09,31
2014 Indonesian Inter Island Cup squads,99
List of Bulgarian football transfers winter 2011–12,94
1999 Indiana Hoosiers men's soccer team,16
1999–2000 Blackpool F.C. season,34
2010–11 Puebla F.C. season,12
Union Royale La Louvière Centre,1
2011–12 Grimsby Town F.C. season,20
2011 Western New York Flash season,13
Sapura HC,20
List of German football transfers summer 2010,23
Lisbon Lions,7
List of Hungarian football transfers winter 2013–14,39
List of Mexican football transfers winter 2013–14,9
Laguna Football Club,19
List of Bosnia and Herzegovina football transfers summer 2012,20
List of Bulgarian football transfers summer 2012,4
List of Belgian football transfers winter 2008–09,18
List of Iranian football transfers summer 2010,32
2010–11 Estudiantes Tecos season,11
List of Azerbaijan football transfers summer 2012,12
List of Japanese football transfers winter 2009–10,35
List of German football transfers summer 2012,25
Manchester City Football Club 2000-2001,15
List of Serbian football transfers summer 2013,15
List of German football transfers winter 2008–09,22
FIU Panthers men's soccer,23
List of Chinese football transfers winter 2012,38
2010–11 Estudiantes Tecos season,16
Клубный чемпионат мира по футболу 2013 (составы),3
List of Azerbaijan football transfers summer 2009,2
List of German football transfers winter 2009–10,12
2010–11 Atlante F.C. season,34
1996–97 UE Lleida season,13
Hóquei Clube de Braga,4
2010–11 C.F. Pachuca season,13
Green Bay Phoenix men's soccer,1
List of Latvian football transfers summer 2012,44
Клубный чемпионат мира по футболу 2008 (составы),29
List of Russian football transfers summer 2012,23
葉士域治2009年至2010年球季,12
List of Ukrainian football transfers summer 2009,44
2013–14 Maccabi Tel Aviv F.C. season,16
List of Japanese football transfers summer 2013,2
2014 Indonesian Inter Island Cup squads,45
2014–15 Grimsby Town F.C. season,14
Sportsklubben Brann 2007,16
List of Bulgarian football transfers summer 2012,77
List of Azerbaijan football transfers summer 2013,64
2010–11 C.D. Guadalajara season,23
List of Dutch football transfers winter 2010–11,12
2012 Wake Forest Demon Deacons men's soccer team,13
2003–04 Fulham F.C. season,34
List of Latvian football transfers summer 2013,7
Delaware Fightin' Blue Hens men's soccer,10
2008 Colo-Colo season,27
List of German football transfers summer 2013,36
List of Chinese football transfers winter 2013,9
Laguna Football Club,16
Eredivisie 2010/11 (mannenvoetbal)/Transfers winter,2
List of Slovak football transfers summer 2012,8
List of Azerbaijan football transfers summer 2010,26
2013–14 UEFA Youth League squads,47
List of Norwegian football transfers summer 2014,7
List of Belgian football transfers summer 2009,29
2011 Western New York Flash season,4
List of Russian football transfers winter 2009–10,81
List of Iranian football transfers winter 2011–12,2
List of Qatari football transfers summer 2012,16
List of Serbian football transfers summer 2010,77
List of Russian football transfers summer 2013,84
List of German football transfers winter 2009–10,31
葉士域治2009年至2010年球季,32
List of Maltese football transfers summer 2010,88
List of Estonian football transfers winter 2012–13,9
List of Serbian football transfers summer 2012,28
List of Cypriot football transfers summer 2008,33
List of Russian football transfers summer 2013,88
List of Bosnia and Herzegovina football transfers winter 2012–13,25
List of Azerbaijan football transfers summer 2013,22
List of Hungarian football transfers summer 2012,39
List of Azerbaijan football transfers winter 2012,84
Al-Sadd Sports Club Handball,88
List of Maltese football transfers summer 2010,21
2010–11 Estudiantes Tecos season,24
List of Bulgarian football transfers winter 2013–14,53
Sportsklubben Brann 2007,18
Club Universidad Nacional 2010-2011,78
List of French football transfers summer 2013,4
West Ham United F.C. Reserves and Academy,41
1996–97 UE Lleida season,11
Akron Zips men's soccer,18
List of Bulgarian football transfers winter 2011–12,91
List of Russian football transfers summer 2013,44
List of Bulgarian football transfers winter 2011–12,39
List of Belgian football transfers summer 2009,19
List of Cypriot football transfers summer 2013,86
Los Angeles Skyhawks,13
2002–03 Manchester City F.C. season,11
List of Belgian football transfers summer 2010,32
Convocazioni per la Coppa del mondo per club FIFA 2008,10
List of Russian football transfers winter 2010–11,11
List of Russian football transfers winter 2010–11,38
Convocazioni per la Coppa del mondo per club FIFA 2013,32
Sliema Hotsticks Hockey Club,18
2014–15 UEFA Youth League squads,48
List of German football transfers summer 2012,12
Клубный чемпионат мира по футболу 2008 (составы),5
List of Maltese football transfers summer 2008,19
2010–11 US Créteil-Lusitanos season,9
List of Bosnia and Herzegovina football transfers winter 2012–13,88
2009–10 Ipswich Town F.C. season,8
2003–04 Fulham F.C. season,1
List of Azerbaijan football transfers summer 2011,7
1982 CIS Men's Soccer Championship,9
Delaware Fightin' Blue Hens men's soccer,3
List of Mexican football transfers summer 2010,14
List of German football transfers summer 2008,39
Los Angeles Skyhawks,12
List of Maltese football transfers summer 2008,15
List of Ukrainian football transfers summer 2009,99
2006–07 Plymouth Argyle F.C. season,16
List of Azerbaijan football transfers summer 2009,4
UR La Louvière Centre,15
Elencos da Copa do Mundo de Clubes da FIFA de 2012,17
2006 SK Brann season,6
List of Belgian football transfers summer 2015,15
List of Russian football transfers winter 2010–11,52
HNK Hajduk Split statistics and records,6
List of Cypriot football transfers winter 2011–12,15
List of Azerbaijan football transfers summer 2010,17
2012 FIFA Club World Cup squads,9
List of Belgian football transfers summer 2015,38
List of Iranian football transfers summer 2013,12
2014 Indonesian Inter Island Cup qualification squads,81
List of Russian football transfers summer 2012,91
List of Japanese football transfers winter 2009–10,15
List of Bosnian football transfers winter 2013–14,16
List of German football transfers summer 2010,9
List of Turkish football transfers summer 2013,24
List of Russian football transfers summer 2012,72
Al Rayyan Handball Team,9
List of Bosnia and Herzegovina football transfers summer 2013,22
List of Bulgarian football transfers winter 2013–14,69
里斯本雄狮,1
List of Russian football transfers summer 2012,92
List of Mexican football transfers summer 2013,11
South Florida Bulls men's soccer,14
List of Hungarian football transfers summer 2012,26
