http://dbpedia.org/ontology/AdministrativeRegion,http://dbpedia.org/ontology/areaLand
Spydeberg,124850998
Båtsfjord,1276180114
エリス郡 (カンザス州),2548962138
Iveland,224294363
Condado de Bourbon (Kansas),1860149743
"Стивенс (округ, Канзас)",1843069256
Førde (Sogn og Fjordane),587731539
Contea di Wabaunsee,1973136732
Sumner County (Kansas),3413843127
Халден,516932291
Midsund,105101568
Georgia (Estados Unidos),122504807771
Дённа (коммуна),165023539
Bibb County (Georgia),746146024
Fitjar,133948411
倫內比,998881963
優洛縣 (加利福尼亞州),2904146455
Clark County (Kansas),2317980498
Vik,812944359
バークス郡 (ペンシルベニア州),2079783080
Bergen County,682188662
Nordkapp,884701394
Comté d'Autauga,1400310910
"Gray County, Kansas",2117792745
مقاطعة باكستر (أركنساس),1417766001
Marnardal,339513386
安帕賴區,4291747109
Condado de Porter,1094056299
Condado de Norton,2095915647
Austrheim,53341345
Comté de Johnson (Kansas),1095645138
Farsund,215010513
Contea di Adams (Washington),4508291277
アルピーナ郡 (ミシガン州),1218870988
Vågan,462385334
Hrabstwo Lyon (Kentucky),562311120
Fitjar,146419311
Сёр-Варангер,3889516638
Skedsmo,64098215
阿丘利塔縣 (科羅拉多州),3262125763
Fræna,375042047
Nøtterøy,65426358
ロードアイランド州,2724616869
Condado de Morton (Kansas),1746633534
エルバート郡 (コロラド州),4399185475
Ohio,87724842968
"Седжуик (округ, Канзас)",2414275436
Contea di Ottawa (Ohio),628860742
Sirdal,1462969605
Hrabstwo Bennett,2558951186
Contea di Berrien (Michigan),1217272110
Midtre Gauldal,1888256504
Kristiansund,90486694
ラムトン郡,2491938683
Songdalen,208912584
Notodden,782286994
Contea di Clay (Kansas),1873564407
Hrabstwo Bibb (Alabama),1577847743
Kvinesdal,939981444
Adair County (Missouri),1593645482
"Eid, Norway",430277382
Hornindal,168658680
Contea di Asotin,1749646552
Comté de Banks,682494769
Comté d'Archuleta,3412558969
Adams County (Ohio),1439469980
Comté de Baker (Géorgie),787389446
ディケーター郡 (カンザス州),2187270992
Вердал,1257396563
蒂達爾,1017092158
Гранвин,186647596
Hrabstwo Bertie,1621432083
Condado de Greeley (Kansas),1882490488
مقاطعة كوهمانتشي (كانساس),2173133973
Comté d'Essex (Ontario),2085838610
Sande (Møre og Romsdal),88192168
ノトデン,931751184
Namsos,781064973
Lillehammer,467160593
"Baker County, Florida",1291308343
Voss,1788743677
華盛頓縣 (堪薩斯州),1954749761
"Haskell County, Kansas",1714125930
Comté d'Alpena,1684981548
Ullensvang,1174789340
Aurland,1646837789
Andrews County,3670152168
Contea di Beadle,3240862606
Labette County,1383489056
Gildeskål,563035743
Bømlo,202477355
Lindås,390846405
Contea di Aiken,2771410438
Beaufort County (North Carolina),2305725909
沃邦西县 (堪萨斯州),1857002279
艾克縣 (堪薩斯州),1695244033
Contea di LaSalle,3031357366
Condado de Beaverhead,13795411544
Hemnes,1202406389
"Бэкон (округ, Джорджия)",721726479
Haugesund,72353282
Maine,88853246688
Trikunamalaja (dystrykt),2278135535
Capitale-Nationale,16379959046
Kautokeino,9157162806
Lindås,436825733
Rissa (Norvège),558927312
West Virginia,64048801546
Condado de Tulare,10432045745
Oppegård,39523102
Malvik,185814895
Tjeldsund,283950334
Alaska,1728285307691
モンゴメリー郡 (カンザス州),1899604722
Meade County (Kansas),2538861895
"Bond County, Illinois",1152568071
"Берген (округ, Нью-Джерси)",550885311
Austevoll,108179105
Contea di Alpena,1636048605
Jewell County,1971305893
バリー郡 (ミズーリ州),1947146614
Мелёй,700086310
利勒桑,145948923
Sirdal,1277196746
Contea di Bradley (Arkansas),1705466648
Contea di Garrett,1791375336
松達爾,843937720
Distretto di Batticaloa,2468781578
Lund (Norvège),423182345
アラバマ州,155633244610
Høylandet,619273914
"Boyd County, Kentucky",474246861
ラナーク郡,3522563056
Tydal,1425704050
Comté d'Andrews,4003860902
ビリングス郡 (ノースダコタ州),2773446851
Halsa,317816046
Sauda,522558405
法爾松,257875468
Condado de Benson,3640780832
"Бентон (округ, Миссисипи)",1182026450
مقاطعة جيفرسون (كانساس),1711987006
Verran,549342019
Bonneville County,4549423574
Kviteseid,683355633
Leirfjord,442229722
Loppa,806578301
Comté d'Allen (Kentucky),931281467
Condado de Rooks,2975827914
Ulvik,644693374
مقاطعة هاسكيل (كانساس),1649456733
Delaware,5543584042
Baraga County,2110948168
Gol (Norvegia),528574430
Distrito de Mannar,1820174075
Sunndal,1685111507
Нуре-ог-Увдал,1929548100
"Виктория (графство, Новая Шотландия)",3275717032
弗拉唐厄爾,382273707
Austin County,1745221766
Ullensvang,1208492128
Condado de Meade (Kansas),2581184413
Tysvær,430243658
Hrabstwo Cloud,1656464489
Comté de Brewster,17216225759
エドワーズ郡 (カンザス州),1264272081
"Картер (округ, Теннесси)",1037907533
Jevnaker,197895557
Hægebostad,347793175
Брус (графство),5165900582
"Adams County, North Dakota",2770262047
"Boone County, Kentucky",633655514
朱厄爾縣 (堪薩斯州),2425198798
بورشغرون,187785570
比弗黑德縣,14289349089
Stafford County (Kansas),1922016117
Nærøy,929244613
Stord,135320140
Hrabstwo Cumberland (Pensylwania),1622812517
安蒂洛普縣,1897776870
Contea di Franklin (Kansas),1313990870
亞代爾縣 (肯塔基州),1108361239
Сортланн,772065786
"Anderson County, Kentucky",584652124
瓦勒,1126645242
Overhalla,749960824
Hasvik,464343527
Røros,1523048092
Condado de Beltrami,5910528820
Sandøy,22193598
Бамбле,219080350
Lardal,247354968
Hrabstwo Guysborough,3593804657
Arkansas,132333737779
Bradley County (Arkansas),1391257076
Nannestad,371506354
Austevoll,110775411
"Branch County, Michigan",1528263223
Sola,65016864
Condado de Benton (Iowa),1950106018
Alta,3162113483
阿士塔布拉縣,1568914896
Audnedal,228726290
Bokn,52545158
Nøtterøy,58575922
Gausdal,936705727
Hrabstwo Smith (Kansas),1840257781
Condado de Barry (Míchigan),1774338045
Condado de Bibb (Georgia),669156875
Nore og Uvdal,2302447848
Overhalla,792859809
レブンワース郡 (カンザス州),1282771569
Jackson County (Kansas),1536225697
Condado de Colchester,3164268757
Armstrong County (Texas),2708934219
"Breathitt County, Kentucky",1246332388
Rømskog,150611075
カーニー郡 (カンザス州),2611618750
Tysnes,262654845
Hasvik,568067947
Hrabstwo Rawlins,2873754368
トロムソ,2951836681
Nore og Uvdal,2215228851
Condado de Blair,1434855158
Comté de Billings,2888277171
Condado de Bath (Kentucky),742334356
威奇托縣 (堪薩斯州),1975797054
Øyer,637593015
Contea di Kings (Nuova Scozia),2030256664
フレドリクスタ,322275292
アレゲニー郡 (ペンシルベニア州),1833215499
Tjøme,37819923
Condado de Beadle,3536596734
Kvalsund,1773693430
Marnardal,435559010
Våler (Østfold),274031318
Gjesdal,642379249
Hrabstwo Berrien (Michigan),1479349660
Osage County (Kansas),2108607574
Contea di Travis,3022672644
Comté d'Adair (Kentucky),878978834
Greenwood County (Kansas),2776580996
Kongsberg,688596777
Bedford County (Pennsylvania),2226858701
Condado de Aroostook,18724953584
Sør-Varanger,4038394787
"Billings County, North Dakota",2285098556
Hrabstwo Rooks,2499432081
阿什兰县 (俄亥俄州),1044330404
Gran (Norwegen),680191864
于特西拉,7419099
ヘイヤンゲル,836561492
Sirdal,1348333807
Øystre Slidre,959453779
Tjøme,42725645
Hrabstwo Knox (Ohio),1361403922
Nes (Akershus),703395034
アマースト郡 (バージニア州),1205710651
Rennebu,1014831748
Jølster,584027966
Contea di Blair,1415668450
"Аламанс (округ, Северная Каролина)",977599687
Frøya,219891137
Condado de Alger,2425018296
Condado de Lawrence (Indiana),1110612134
特罗姆瑟,2444757054
Drangedal,955725911
Kvitsøy,4818610
Kane County (Illinois),1443874477
Graham County (Kansas),2282793921
Gáivuotna Kåfjord,824262919
Nordre Land,864126777
Hå,209940503
Sykkylven,314329504
Condado de Volusia (Florida),3015260687
Eidfjord (gemeente),1422589216
Prescott-Russell,1819912582
Lyngdal,331324293
Tingvoll,347278552
Condado de Boone (Arkansas),1275206344
Condado de Blackford,408155508
Huron County (Ontario),3101319065
Leavenworth County,1094120836
مقاطعة سكوت (إنديانا),423319801
Barron County,2405120738
Montana,429444935088
Crawford County (Kansas),1427627344
アンソン郡 (ノースカロライナ州),1175178905
Contea di Washington (Kansas),2145070760
艾于斯特爾海姆,60951931
"Bayfield County, Wisconsin",3191980479
Condado de Wayne (Pensilvania),1524642000
"Поттаватоми (округ, Канзас)",2281733481
拉什縣 (堪薩斯州),1652870373
Hrabstwo Republic,1753294145
مقاطعة باوي (تكساس),2080810155
"Бланко (округ, Техас)",1984103893
ブラッドフォード郡 (ペンシルベニア州),2933514264
Jackson County (Kansas),1655391254
Contea di Boulder,2064838805
Рёмскуг,168834391
Comté de Stanton (Kansas),1996449138
Hammerfest,935634451
Frogn,86102373
Condado de DuPage,942249047
Harvey County,1473460768
Gjerdrum,93158170
Condado de Bannock,2513710144
Contea di Aitkin,5230425603
Comté d'Alleghany (Virginie),1197002125
"Адамс (округ, Вашингтон)",5191968673
Comté d'Alcona,1746911051
Osterøy,304516064
Bonneville County,4770138687
Condado de Mitchell (Kansas),2184742690
"Bradford County, Florida",759281736
Comté de Beaverhead,13104493309
Comté de Barry (Michigan),1201169471
Hammerfest,1012765448
Остерёй,270202221
سليورد,573871600
ナムソス,765506224
Fauske,1132226556
Våler (Østfold),253909534
エヴェネス,261443182
مقاطعة يولو (كاليفورنيا),2686427180
"Бенева (округ, Айдахо)",2241222108
Halden (Norwegen),739186248
Condado de Kearny,2427193659
"Grane, Nordland",1638648562
Hattfjelldal,2214454362
Øygarden,61556295
Hrabstwo Alcorn,1090365647
Ringsaker,1012641766
Baltimore County,1423709758
Hodgeman County,2203227046
布拉索斯縣 (德克薩斯州),1725165143
Masfjorden,540608036
Contea di Edwards (Kansas),1299645581
"Блейден (округ, Северная Каролина)",2098728397
Condado de Ottawa (Ohio),716344053
Accomack County,1069063167
內特島,75364986
"Brooke County, West Virginia",232312611
Volda,509871830
Брённёй,1014102452
Holmestrand,94734645
باروم,193023328
Mannar (dystrykt),1798175328
Arkansas,152816176846
Lund (Rogaland),336229182
"Волуси (округ, Флорида)",2518274687
Snillfjord,449230541
"Elk County, Kansas",1715669542
博福特縣 (北卡羅萊納州),2379953749
Comté de Benson,3418781621
芬岛 (挪威),106253486
許達爾,243003842
Hrabstwo Boyle,470730032
Анн-Арандел,960921125
ファーマナ州,2216458220
Salangen,481948959
Hrabstwo Allegan,2524878664
Røst,11522993
Aremark,329586514
Станге,650912239
Hrabstwo Atoka,2258776024
Tranøy,536079635
Kvalsund,2066365620
Steinkjer,1580290086
Lindesnes,296339204
瓦勒爾,95837357
"Arapahoe County, Colorado",1929884112
Bollinger County,1773193560
バートン郡 (カンザス州),2158936932
Comté de Geary,803854426
Condado de Ellsworth,1559366441
Hrabstwo Greenwood (Kansas),2587611745
Барду,2624054356
Contea di Kearny,2219415058
"Грейам (округ, Канзас)",2530799821
Hrabstwo Kingman,1841490765
Сёрум,188223246
Sogndal,863199448
Maryland,23124043424
Solund,224488920
Hemnes,1359748800
サルプスボルグ,352517476
Aremark,304400378
Farsund (gemeente),261872185
納姆索斯,807341128
Stange (gemeente),630028770
"Барнуэлл (округ, Южная Каролина)",1501511255
Adams County (Pennsylvania),1187671003
Karmøy,211446899
Рингсакер,1338047738
Sola (Norvège),76169753
Bee County,2416903402
Tysvær,416816636
斯韋爾維克,54054597
Hobøl,135512302
Porter County,1201436846
Holtålen,1191114395
Contea di Cloud,1828976062
呂斯特,2808646296
布拉克斯頓縣 (西維吉尼亞州),1078408191
Dovre,1312128058
Condado de Alexander (Carolina del Norte),606686239
Condado de Bibb (Geórgia),584413554
"Archer County, Texas",2412281260
Luisiana,117480645175
班伯格縣 (南卡羅萊納州),938115407
Hjartdal,764266861
Sør-Fron,831648422
Høyanger,758972532
Bømlo,254593810
Condado de Morris (Kansas),1493601745
Balsfjord,1255451322
バーバー郡 (カンザス州),2822871315
Lierne,2581787676
Nærøy,1078599462
"Бревард (округ, Флорида)",2813728614
Meråker (gemeente),1099722070
羅德島州,2905108155
Делавэр,4927212435
Comté de Ness,3238950434
Рёдёй,688076902
Comté d'Aransas,671101162
Hrabstwo Sheridan (Kansas),2027432940
"Ролинс (округ, Канзас)",2517709774
Parrocchia di Assumption,768358922
沃勒 (東福爾郡),247968521
Hrabstwo San Mateo,1061058686
Contea di Arthur,1942606425
"Kiowa County, Kansas",1657174236
Comté d'Atkinson,842593168
埃德 (松恩-菲尤拉讷郡),359429660
Holmestrand,96679563
Inderøy,405689997
مقاطعة بلونت (تينيسي),1517658615
Rendalen,3332673243
غامفيك,1347517164
"Томас (округ, Канзас)",2836063113
亞當斯縣 (密西西比州),1201580433
Meløy,618600662
Edwards County (Kansas),1430558835
Contea di Armstrong (Pennsylvania),1686135045
Ål (gemeente),966157167
Eidsberg,278226738
Marnardal,367263629
Condado de Bath (Kentucky),613460564
مقاطعة مونغومري (كانساس),1874615914
Condado de Chautauqua (Kansas),1418848442
Condado de Benson,4483995025
Rensselaer County,1725989200
Lebesby,2743328270
Contea di Bedford (Virginia),1938040434
ヨロ郡 (カリフォルニア州),2860495216
Stranda,940927906
バンクス郡 (ジョージア州),607755207
Hvaler,84764577
Atoka County,2701301698
Kviteseid,539459662
Trøgstad,157238095
Sørum,181194458
Linn County (Kansas),1347567564
"Barry County, Michigan",1514064379
Leirfjord,392474428
Benton County (Indiana),926068150
مقاطعة أوغوستا (فيرجينيا),2669538049
Gildeskål,610942018
Condado de Big Horn (Montana),10977161437
Vaksdal,739935988
Nord-Aurdal,899897647
Vågsøy,211721217
Condado de Rensselaer,1729301433
Rendalen,3221941412
مقاطعة ترايل (داكوتا الشمالية),2105428954
Sauherad,261665270
Contea di Comanche (Kansas),2148721157
格里利縣 (堪薩斯州),2076275075
Condado de Decatur (Kansas),2631202024
لارفيك,432575068
フランクリン郡 (カンザス州),1754180103
Askøy,93266485
Parroquia de Bossier,1778736910
Contea di Benzie,909351350
Lyngdal,372957555
"Yarmouth County, Nova Scotia",1995619332
مقاطعة ويلسون (كانساس),1755150205
Bristol County (Massachusetts),1169068199
Tydal,1323104188
"Алачуа (округ, Флорида)",2505622242
"Atkinson County, Georgia",850174092
塔納 (挪威),3794168264
Condado de Grey,4774877835
Condado de Stanton (Kansas),1690819730
Beiarn,1001653236
Contea di Baraga,2220814832
Målselv,2445077167
Comté d'Arthur (Nebraska),1546715815
Tysnes,225512254
Lane County (Kansas),2154390716
Hrabstwo Boyd (Kentucky),400670078
Øyer,724841135
كراغرو,273705803
Røros,2130871695
"Lane County, Kansas",1526488542
Leira,911590114
Stjørdal,846281085
Contea di Ellis (Kansas),2735136511
Lane County (Kansas),1836171685
Bø (Nordland),220931446
ポーター郡 (インディアナ州),939378327
Orkdal,552337483
Batticaloa District,2587677734
Bindal,960089706
Contea di Alamance,1169407341
Alabama,136132317738
"Alleghany County, Virginia",983187370
Comté d'Annapolis,2983637532
Fredrikstad,311150655
Condado de Albany (Nueva York),1515030756
Rennesøy,69557895
"Bienville Parish, Louisiana",1853783467
ペトローリアム郡 (モンタナ州),4631914831
"Рукс (округ, Канзас)",2017428969
"Ренсселер (округ, Нью-Йорк)",1359158650
Condado de Bear Lake,2418380750
Tana (Norvège),4175659542
Марнардал,360674912
安妮阿倫德爾縣,1133369011
Comté de Saint Clair (Alabama),1506805158
Comté de Lawrence (Indiana),1128939120
Victoria County (Nova Scotia),2395712072
Agdenes,340408863
"Расселл (округ, Канзас)",2025727300
Appling County,1640413037
North Carolina,144769780890
Contea di Franklin (Tennessee),1531749241
Seljord,597928848
Novo México,258770644672
"Alfalfa County, Oklahoma",2380315852
Hrabstwo Tuscola (Michigan),2070432255
Alexander County (Illinois),638178556
Albemarle County,1708874580
Audnedal,200980619
Froland,662065150
ヴェヴェルスター,427783086
Bastrop County,2237006825
"Herøy, Møre og Romsdal",128556259
Comté de Saline (Kansas),2262934894
Рисса,479937527
Hrabstwo Boone (Arkansas),1535599298
Contea di Allegheny,1798294029
Condado de Blaine (Nebraska),1723487145
Коннектикут,13610864880
