http://dbpedia.org/ontology/Location,http://dbpedia.org/ontology/populationTotal
Сен-Сиприен (Восточные Пиренеи),9905
"Faraday, Ontario",1370
"Ksour, Bordj Bou Arreridj",11449
马尔萨克 (克勒兹省),721
"Saint-Martin-des-Champs, Yonne",248
Ajos Epifanios,342
Valle de Matamoros,467
L'Épinay-le-Comte,178
Dobrin (Roemenië),1810
Costești (Vâlcea),3322
Saint-Sauveur (Oise),1816
Bernal (Mexiko),3273
Steinfeld (Caríntia),2338
Lapeyrouse-Fossat,2314
Stare Biskupice,116
Aceguá (Brasilien),4062
Königsfeld (Nadrenia-Palatynat),572
Sassen (Alemanha),71
San Antonio de Padua,47110
Paska,151
"Municipio de Pleasant (condado de Fairfield, Ohio)",5614
"Parava, Bacău",3372
Dragomirești (Vaslui),4472
Le Plessis-Bouchard,8945
Březnice (Zlín),1082
Saint-Jouin-de-Marnes,700
"Municipio de Cedar (condado de Calhoun, Iowa)",505
Boissy-Fresnoy,804
بانيبيد (مقاطعة دالاهو),297
霍赫格山麓奥伯多夫,643
ميله لسليس (كيبك),1344
Juan Díaz (Panama),2205
زيوية (نمة شير),689
Ouro (Santa Catarina),6946
拉马尔恩,1270
Bory (Žďár nad Sázavou District),1010
Markt Sankt Martin,1034
Aappilattoq (Kujalleq),119
"Nowa Karczma, Gmina Nowa Karczma",794
Amphoe Bang Pakong,88804
Conflans-sur-Anille,657
Fara (Bloke),54
Krishnanagar (Nepal),21212
Curran (Illinois),232
Provincia de Yungay,53051
"Schönwald, Brandenburg",1337
"Wojnowo, Warmian-Masurian Voivodeship",192
"Campana, Haute-Corse",28
Hussein Dey District,264427
Saint-Saturnin-du-Limet,552
Saint-Sauveur-de-Peyre,224
"Lignerolles, Orne",179
Ozoir-le-Breuil,352
"Delta, Minas Gerais",6351
"Rope, Cheshire",2030
Montastruc-de-Salies,233
Amphoe Bang Pakong,78386
Abbéville-lès-Conflans,199
Bonneuil (Charente),239
Marcinowa Wola,256
Southill (Bedfordshire),1234
La Plata (Kolumbien),70134
Krauschwitz (Saksen),3265
勒特朗布莱,269
Huerta de Rey,1203
拉布拉多,24104
"Bistra, Vrhnika",50
Soto y Amío,921
Artyomovsky District,24804
Dompierre-sous-Sanvignes,74
Saint-Maximin (Isère),661
Rivera TI,1955
Morašice,211
La Celle (Var),1374
Luzino,5674
ميدينيا (آبلة),157
Dompierre-sur-Charente,497
Saint-Sauveur-de-Pierrepont,137
"Ramin, Zanjan",1225
Nandgaon (Uttar Pradesh),11103
Campana (Korsika),26
Saint-Cyprien (Pirineos Orientales),8762
穆瓦西穆兰奥 (涅夫勒省),29
埃里河畔东皮耶尔,81
Вердер (Любц),431
Saint-Sauveur-lès-Bray,285
Amphoe Phan,118439
"Akbarabad, Nain",28
Luján de Cuyo,102990
Bhildi,4064
Marey,69
Saint-Sauveur-d'Émalleville,1244
Viry (Saona i Loara),220
Kalabrien,2450423
Taillebourg (Lot e Garonna),97
Steinheim am Albuch,7439
Mées,1635
Saint-Saturnin-du-Limet,502
"Pleasant Township, Grant County, Indiana",8073
Qomsheh-ye Lor Zanganeh,259
Баница (гмина Усьце-Горлицке),252
Ramin,700
Boquerón (Chiriquí),3199
Ombrie,856324
جنوب تانغيرانغ,1552086
Rivera (Svizzera),1275
Bassa (Plateau),195601
Sindh,67065324
Saint-Saturnin (Puy-de-Dôme),805
Boissy-lès-Perche,560
Solncevo (quartiere di Mosca),104141
"Kandal, Kurdistan",64
Podunajské Biskupice,19373
Kosakowo (Poméranie),671
Quincy-Voisins,5937
Raz Rural District,7314
Dolní Hořice,913
"Aldergrove, Edmonton",6056
Orville (Côte-d'Or),177
Saint-Cyrille-de-Lessard,794
Moritz (Zerbst/Anhalt),341
Olmedo (Italia),3054
Trnávka (okres Dunajská Streda),356
Saint-Cyprien-sur-Dourdou,803
Saint-Sauveur (Vienne),1227
Aija (distrito),2399
Мала-Ремета,149
Seyssel (Haute-Savoie),1929
"Krzęcin, West Pomeranian Voivodeship",1162
Dommartin (Ródano),2501
Hranice (powiat Czeskie Budziejowice),210
Tamazula,2078
بيت ليد,4510
Neuenkirchen (Diepholz),1294
Tremblay-les-Villages,1806
"Wesenberg, Schleswig-Holstein",1013
Orville (Indre),113
特格尔恩湖畔格蒙德,6581
"Janów, Warmian-Masurian Voivodeship",340
"Municipio de Pleasant (condado de Appanoose, Iowa)",837
Neuenkirchen (Rügen),390
"Saint-Brice, Manche",116
Oden (Míchigan),377
Neuenkirchen (Stade),659
东河畔马尔萨克 (大西洋卢瓦尔省),1235
Mikulovice (Olomouc),3003
De Smet (Idaho),174
伊圖薩因戈 (科連特斯省),17204
Cristóbal (Repubblica Dominicana),5950
Samborowo,1825
Agios Epiktitos,4750
"Altenburg, Lower Austria",911
獨立區 (瓦拉斯省),73130
Stanbridge (Bedfordshire),711
Dommartin-aux-Bois,336
Hořice (okres Pelhřimov),194
Le Plessis-Grammoire,1949
Kirchdorf an der Iller,3121
Villedieu (Cantal),500
Boulogne (Vendeia),617
Rückersdorf (Niederlausitz),1975
Hořice (Vysočina),176
Сен-Совёр (Верхняя Сона),2200
圣索弗拉瓦莱埃 (洛特省),44
Boulogne,778
Beauregard (Lot),201
Karos,469
Bartow (Mecklenburg),460
"Sulzbach, Rhein-Lahn",172
Sierakowice,8659
Barranca de Upía,3841
Acatlán,17901
Trient,145
Saint-Cyprien-sur-Dourdou,763
"Mineral Township, Barry County, Missouri",1057
"Oui, Burkina Faso",1032
Koura District,65868
Dommartin-sous-Amance,323
Naval (Huesca),292
Soisy-sur-Seine,7508
Итусаинго,669
Saix,218
Фара-Вичентино,4274
Рюкерсдорф (Нижняя Лужица),1672
Corvera de Toranzo,1852
Barrancas (Colômbia),23745
Labrador (Canada),29306
Bischheim (Donnersberg),664
Morašice (district de Svitavy),722
Perreux (Yonne),273
Oberdorf im Burgenland,973
Le Plessis-Sainte-Opportune,258
Jussy (Moselle),532
Viry (Saône-et-Loire),228
Sainte-Blandine (Isère),1145
Асмат (округ),78376
"Municipio de Cedar (condado de Cherokee, Iowa)",437
Dommartin-sous-Hans,44
Stockland Bristol,187
Tremblay,1419
"Pleasant Township, Johnson County, Indiana",50446
Marey,65
"Akbarabad, Tonekabon",215
Plaisance (Dordogne),487
Beauregard-de-Terrasson,667
"Königsfeld, Mecklenburg-Vorpommern",429
シティ・オブ・ボタニー・ベイ,41569
"Rouse, California",2171
"Merlo, Buenos Aires",287637
Němčice (okres Strakonice),113
Al-Mazra’a (As-Suwajda),3032
Paint Creek (Texas),392
Biskupice (powiat poznański),1240
"Lansing Township, Allamakee County, Iowa",1233
Sono Department,6927
Jelen Do,142
Saint-Sauveur-de-Puynormand,477
Le Plessis-Sainte-Opportune,250
"Montagny, Savoie",685
Perthes-lès-Brienne,82
Dáli (Chypre),10212
Cueto (Cuba),31520
"Balgowan, South Australia",298
Kuik-e Majid,208
Veneto,5190283
Sunyer,342
Беверн (Гольштейн),664
Abra Pampa,9646
سالم (نابلس),4175
Lez (Alta Garonna),67
"Gorica, Puconci",396
Bonneuil-en-Valois,1010
Biskupice (województwo lubelskie),952
"Wörth, Upper Bavaria",4207
La Floresta (Uruguay),1259
Saint-Sauveur (Finistère),748
Arauco (Cile),39493
Rzeczyca (powiat bialski),905
Dompierre-sur-Héry,80
"Pleasant Township, Cass County, Iowa",1222
"Suba, Jerusalem",718
Bad Grund (Samtgemeinde),9927
Montastruc-de-Salies,236
Traiskirchen,16587
Igal (Ungheria),1418
Nawabganj (Unnao),10146
Leménil-Mitry,3
巴尔里,127
Golubka,1118
Luján de Cuyo,105195
Saint-Thibault-des-Vignes,5782
Lichnowy (powiat de Malbork),792
Río Segundo,22007
Oberdorff,387
La Tourette,377
Lapeyrouse (Puy-de-Dôme),497
Saint-Sauveur-la-Pommeraye,286
Municipio Tila,77531
Perthes (Haute-Marne),716
Saint-Brice (Orne),144
Noisy-sur-Oise,631
Bobangui,13848
Saint-Brice-sur-Vienne,1668
Soto de la Vega,1884
Scheidt (Saarbrücken),3763
Lapeyrouse-Mornay,1047
Chwaszczyno,2937
Bożepole Wielkie,1801
Berka vor dem Hainich,903
Biskupice-Pulkov,337
Vila (Andorra),1532
Dargobądz,398
Dahlem (Berlin),15312
Coin-lès-Cuvry,642
Andon,546
Jussy (Yonne),412
Санкт-Мартин-бай-Лофер,1344
"Krishnanagar, Nepal",23046
Weißkirchen an der Traun,3081
Saint-Martin-des-Champs (Mancha),2280
"Balsas, Ecuador",3463
Mikulovice (district de Znojmo),605
Oldendorf (Schleswig-Holstein),1216
Moulineaux,979
دالماسيا,840477
Perthes (Ardenne),355
Raïon de Gagarine,114103
圣格拉蒂安,372
阿勞西縣,38563
Ayios Theodoros/Çayırova,362
Villedieu-le-Château,418
Karsin,1892
Saint-Gratien (Somme),388
Azur,547
Sankt Martin (Nadrenia-Palatynat),1896
Brando (Alta Córsega),1485
La Campana (Sevilla),5876
Le Plessis-Brion,1310
Войново (Варминьско-Мазурское воеводство),193
Saint-Gratien-Savigny,130
"Janów, Turek County",236
Lagny,561
Montagny-en-Vexin,591
Lány (Vysočina),55
东皮耶尔迪谢曼,582
Saint-Martin-des-Champs (Manche),2067
"Saint-Cyprien, Pyrénées-Orientales",10557
Dompierre-aux-Bois,42
Barranca de Upía,3583
Daniel Hernández (distrito),9905
Saint-Saturnin (Lozère),79
Okres Hodonín,16754
Barranca de Upía,4123
La Villedieu (Creuse),45
Fara Olivana con Sola,1112
"Minas Department, Neuquén",7245
Gmina Lansing (Iowa),1759
Saint-Sauveur (Vienne),1082
Sind,52323673
Königsfeld im Schwarzwald,6074
Oliva de Mérida,1994
Les Mées (Alpes-de-Haute-Provence),3849
Traisen (Niemcy),639
Бродфорд (Австралия),3898
Марсак-сюр-л’Иль,2742
Dalmatien,726882
Maranoa Region,12173
"Fara, Burkina Faso",9794
Le Plessis-Feu-Aussoux,405
"Saint-Cyprien, Bas-Saint-Laurent, Quebec",1285
Marey,58
Stare Pole,1674
Mée,217
Arborio,915
Departamento Minas (Córdoba),4523
Biskupice Podgórne,179
Le Plessis-Pâté,3094
"Dali, Izeh",69
利贝瑙 (奥地利),1866
Stockland Bristol,168
"Orville, Loiret",114
Красное (Турковский район),455
Aalbeke,3347
Neuenkirchen (Rügen),328
Podole Wielkie,265
Němčice (district de Prachatice),196
Belleau (Meurthe-et-Moselle),723
Gozdowice,135
"Jazan, Alborz",388
Saint-Sauveur-Gouvernet,180
Seehausen am Staffelsee,2303
"Quiroga, Michoacán",16964
"Taranga, Nepal",3667
Beauregard-Vendon,1209
La Villedieu (Charente Marittima),251
Mermet,36
Saint-Gratien (Somme),359
Němčice u Volyně,95
Trou-Bonbon,7580
Trient,1778
Сен-Совёр (Дордонь),749
Loria,6782
Miroslava (Romênia),10223
チュスト,54222
Saint-Cyprien (Pireneje Wschodnie),9617
Coolamon Shire Council,3802
"Traisen, Germany",632
Alto (California),733
Trnávka (district de Dunajská Streda),479
カザレッジョ・ノヴァーラ,831
塞南 (塔拉戈纳省),53
Кирхдорф (Гриммен),641
Villedieu (Cantal),578
Saint-Placide,1534
Campello (Tessin),60
Phan District,139354
Recologne (Górna Saona),32
La Vallée,585
"Lignerolles, Eure",317
Drage (Frisia Settentrionale),541
Saint-Sauveur-de-Pierrepont,149
Viry (Haute-Savoie),3258
サン＝シプリアン (コレーズ県),341
Salim Beyg,269
Akrotiri (wieś),702
貝爾加拉 (烏拉圭),3289
Svoboda nad Úpou,2122
"Sassen, Germany",75
Kunaparaju Parava,6752
Whidbey Island,54816
Dawu (Garzê),45368
Xinjiang,18500325
Seyssel (Alta Saboya),1960
Distrito de Independencia (Pisco),10332
Aqsu (Almaty),864
Janów (gmina Wolbórz),44
Winsen (Holstein),338
Gimel-les-Cascades,653
Boulogne Sur Mer (Argentina),82129
Nasavrky (okres Ústí nad Orlicí),119
"Stężyca, Pomeranian Voivodeship",2107
惠德比島,59972
Akbarabad-e Hejri,398
Montagny (Loire),1173
"Municipio de Grand Meadow (condado de Clayton, Iowa)",588
Saint-Maximin (Oise),2766
Tarur-II,7047
Boissy-Fresnoy,891
Damery (Marne),1622
Steinen (Westerwald),228
Svoboda nad Úpou,2065
"Ganjeh, Hamadan",138
萨森,75
Lignerolles (Eure),292
Kowale Oleckie,2373
Campello,54
Мирабелло,3355
Coin-sur-Seille,308
La Villedieu (Charente-Maritime),207
Lignerolles (Allier),895
Huerta (gmina),312
Heydar Kar,18
Liebenau (Opper-Oostenrijk),1468
Tangerang Selatan,1290201
"Ljubija, Mozirje",499
"Cedar Township, Cowley County, Kansas",35
Nasavrky (okres Tábor),72
Biskupice Ołoboczne,1487
Dobromilice,1020
Boissy-aux-Cailles,269
"Lor, Armenia",371
"Sangha, Mali",32021
Lolme,112
Le Mée,251
Romont (Vosges),410
Cantagallo (Colombia),7454
Merlo (Buenos Aires),263449
Le Mée,240
Malla (Barcelona),307
Dommartin-lès-Toul,1543
"Ganjeh, Ilam",189
Traisen (Germania),474
蒙塔尼圣费利西泰 (瓦兹省),418
"Les Angles, Gard",9237
Damery (Marne),1483
Grandfontaine (Doubs),1623
Saint-Sauveur-la-Pommeraye,292
Tlacolula de Matamoros,14633
Saint-Sauveur-la-Vallée,37
Dommartin-Varimont,150
Umbría (Italia),955896
Lignerolles (Allier),680
Montastruc (Tarn-et-Garonne),222
"Municipio de Ridge (condado de Shelby, Illinois)",412
Dříteň,1678
Wiscasset (Maine),4041
كيتاهيروشيما (هوكايدو),56231
Stare Pole,1739
Lora del Río,17929
Raión de Gagarin,134994
"Municipio de Blackbird (condado de Thurston, Nebraska)",1309
Ribera d'Ondara,511
Rosta,4946
La Celle-sous-Montmirail,126
Ла-Сель (Алье),437
Dompierre-en-Morvan,203
Königsfeld im Schwarzwald,5554
Mory-Montcrux,108
Orville (Indre),112
"Avilla, Arkansas",921
"Lundby, Vordingborg",810
Les Angles (Gard),7134
Naval,246
Saint-Sauveur (Isère),2178
Janów (powiat kielecki),481
ميرابيلو مونفيراتو,1258
Saint-Sauveur (Côte-d'Or),186
Błuskajmy Wielkie,65
Quincy-Voisins,4998
Arue,315
Трайзен (Наэ),616
Horka,1838
Sangha (departament),78121
Zhong (Chongqing),860333
利斯尔河畔马尔萨克 (多尔多涅省),2558
Jussy (Mosela),549
"Comanche, Montana",22
Les Anses-d’Arlet,4157
Montagny-lès-Buxy,213
Liman (Azerbejdżan),14678
Peringottukurissi-II,11654
Saint-Martin-des-Champs (Yonne),286
"Senan, Tarragona",47
Roșiori (Bacău),2345
Arriaga Municipality,36804
St. Martin am Tennengebirge,1257
Orville (Côte-d'Or),203
Wojciechy (Bartoszyce),619
Нойенкирхен (Бассум),1156
Ла-Флореста (Уругвай),1603
Morašice (Svitavy District),754
Viry-Noureuil,2136
Несса (Германия),936
Cugnasco-Gerra,2354
Épinay-Champlâtreux,71
Newcastle (Utah),243
Wilkowo Nowowiejskie,212
塔里,13098
"Esper, Iran",211
比斯特拉乡,4860
Conflans-sur-Loing,406
Dříteň,1832
Фара-Оливана-кон-Сола,1215
Leroy (Alabama),804
Stare Pole (village),1661
Hagen (Holstein),335
Bemowo Piskie,1231
Bourguignon-lès-Conflans,123
Маре-сюр-Тий,329
Queensland du Sud-Est,3323239
"Landser, Haut-Rhin",1355
拉夫尼茨谷地海利根克罗伊茨,1166
Calabria,1722041
Merville (Nord),9367
Pemba (Tanzânia),390693
"Abbecourt, Oise",746
Conflans-en-Jarnisy,2923
马雷 (孚日省),75
Les Mées (Alpes-de-Haute-Provence),4097
Rafah,154658
"Krasne, Lubartów County",626
Сигет (община Нови-Кнежевац),239
Kabupaten d'Asmat,106901
Heiligenkreuz am Waasen,1707
Kleine afgelegen eilanden van de Verenigde Staten,303
Fuente-Olmedo,42
Igal,1138
Cristóbal (Panama),49772
Avot (plaats),186
Sankt Martin an der Raab,1703
塔莱斯,888
Saint-Leu-d’Esserent,4705
Lapeyrouse-Mornay,1067
Němčice (Domažlice District),109
