http://dbpedia.org/ontology/Region,http://dbpedia.org/ontology/areaLand
Hrabstwo Beadle,3672665383
Lavangen,258691622
Condado de Bucks,1695534529
Comté de Bedford (Tennessee),1227296593
Jevnaker,173242086
Agdenes,349876268
Comté d'Alcona,2040309467
Midsund,104447830
Рисёр,197438580
Condado de Brown (Texas),2716955004
オールバニ郡 (ニューヨーク州),1354358241
Banner County,1931165469
Time (Noorwegen),170189874
Wyandotte County,399739396
"Бун (округ, Западная Виргиния)",1137204998
"Браун (округ, Висконсин)",1553911750
Selje,200137384
Sirdal,1442920906
Gmina Marker,346934624
Delaware,4971107827
مقاطعة بوفالو (ويسكونسن),1602311726
Lindesnes,294873603
Contea di Boulder,1590841147
مقاطعة بوني (نبراسكا),1957653081
أوباغور,30149137
Gjesdal,623844353
"Bath County, Kentucky",660077686
Adams County (Ohio),1170779557
Condado de Labette,1801055019
アマースト郡 (バージニア州),1134608035
Contea di Bexar,3277629116
Ashe County,1091809068
羅德島州,3037596948
Hrabstwo Burt,1291050672
Tokke,832346988
مقاطعة بروستر (تكساس),14601179427
Hrabstwo Gray (Kansas),2223201475
"Newton County, Georgia",765562252
諾克斯縣 (俄亥俄州),1303425300
Ski,160588535
Kvam,607644364
نوتودن,865596517
Brønnøy,860509663
Condado de Beaufort (Carolina do Sul),1578715510
"Би (округ, Техас)",2445899025
Gloppen,1153383009
مقاطعة لينكن (كانساس),1695488847
ベイカー郡 (フロリダ州),1408095418
Contea di Hettinger,3414335025
Nes (Akershus),667143545
Hrabstwo Brevard,2485967297
مقاطعة بيورو (إلينوي),2609252027
Askvoll,324239305
Ашим,57513933
Våler (Østfold),222454680
Bureau County,2062097884
مقاطعة أليغاني (كارولاينا الشمالية),574053997
Hrabstwo Pawnee (Kansas),1845953389
Porsgrunn,152681007
Boise County,4680340079
Шедсму,56390050
Røyken,117197993
Modalen,457943810
"Биллингс (округ, Северная Дакота)",2810179027
Hrabstwo Gove,3043999903
艾于斯特爾海姆,44492673
Condado de Blanco,2066854611
"Aurora County, South Dakota",1697250572
آن أروندل كاونتي,951753641
Lebesby,4123183805
Nesna,176646496
Молсэльв,3653494291
Nærøy,945022293
مقاطعة تالاديجا (ألاباما),1667776797
Квенанген,1969328658
Condado de Stafford (Kansas),2053738312
مقاطعة بيرين (جورجيا),1000445812
مقاطعة أرثور (نبراسكا),1816610495
貝利縣 (德克薩斯州),2214818739
Condado de Barbour (Virginia Occidental),894736094
Condado de Audubon,1212626265
Decatur County (Kansas),2575349579
杰克逊县 (密歇根州),1817952347
Comté de Bristol (Rhode Island),57840761
ميلهاوس,602490263
فيت,144484200
Эвенес,223204787
Comté de Blount (Tennessee),1842378765
مقاطعة ستيفينز (كانساس),1840883583
Vestvågøy,428955156
Missouri,183188023335
Condado de Androscoggin,1151126487
Eidsvoll,430909604
Kansas,202514224180
巴勒斯特蘭,398106131
耶斯達爾,587397352
Karlsøy,1059407701
蒂默,198917581
Etne (gemeente),719788487
Comté de Box Butte,2834475747
مقاطعة أتاسكوسا (تكساس),2619308799
"Bon Homme County, South Dakota",1755267714
مقاطعة برودواتر (مونتانا),3274682849
Øystre Slidre,914473884
Condado de Boyd (Nebraska),1498673669
奧普達爾,1912468657
多尼芬縣 (堪薩斯州),1070114426
Ohio,113458824248
Comté de Berks,2401577049
Rhode Island,2373067355
Louisiana,142496347233
Allen County (Kentucky),798100171
Sel (Oppland),963719104
Hrabstwo Scott (Indiana),491392060
吉里縣 (堪薩斯州),1088730261
バーク郡 (ノースカロライナ州),1145836424
Butler County (Iowa),1449702337
Восс (коммуна),1946272528
مقاطعة بونير (أيداهو),3815299100
رانا (النرويج),3824948201
Bremanger,758308858
Sumner County (Kansas),2858792085
مقاطعة الفالفا (أوكلاهوما),2072396407
Brazos County,1465618272
Bamble,290478790
Vågsøy,154492652
アレン郡 (ルイジアナ州),1619888685
Maine,85406075456
Comté de Butler (Alabama),1688156893
アーチャー郡 (テキサス州),2325743055
Ottawa County (Ohio),729162407
Condado de Bee,2698781132
Sunndal,1667168439
奧羅拉縣 (南達科他州),1842618173
"Бритит (округ, Кентукки)",1544516008
Hrabstwo Boone (Arkansas),1660678505
水牛縣 (南達科他州),1401524194
Comté de Bartholomew,1189287523
Hrabstwo Butler (Alabama),1731607458
Salangen,472308991
"Rissa, Norway",533243047
Lindås,439070251
Voss,1619850289
Hrabstwo Morton (Kansas),1816542028
加姆珀哈區,1223491588
Audnedal,284074948
"Brunswick County, North Carolina",1914197375
埃德斯貝格,191839089
Box Butte County,2612065848
布萊恩縣 (內布拉斯加州),2171905235
Boyle County,466574434
"Alfalfa County, Oklahoma",2053716808
Condado de Box Elder,15126104743
Sør-Odal,508229055
Comté d'Apache,28470002607
アラマンス郡 (ノースカロライナ州),1224368004
Nedre Eiker,121021164
Engerdal,2373997431
ミネソタ州,221303116349
Капиталь-Насьональ,17613576595
Kautokeino,7906911308
مقاطعة ميامي (كانساس),1298365527
下圣劳伦斯地区,17779330516
Berkshire County,2156546887
Hrabstwo Petroleum,3598172818
Tana (Noruega),3389019225
Blue Earth County,2134599708
Condado de Bear Lake,2252430529
Røst,8618233
Hjelmeland,977490450
مقاطعة غراهام (كانساس),2602788826
مقاطعة أتكينسون (جورجيا),881523992
Comté de Brookings,2269323863
Bradley County (Arkansas),1943468807
Alaska,1433374068458
Condado de Beaver (Oklahoma),3731449220
Хаттфьелльдал,1923303172
Spydeberg,130457947
ベイカー郡 (ジョージア州),918375749
斯彼得贝格,111345356
Spydeberg,134392887
Kansas,212892357813
مقاطعة بلادين (كارولاينا الشمالية),2050100698
Hawaï,15084594124
Vadsø,1389675102
مقاطعة كاولي (كانساس),2925689723
Froland,548899993
瑟雷薩,366664200
Bourbon County (Kansas),1498527082
Frogn,77615992
Condado de Burnett,1841048303
Jølster,560719226
Ullensaker,284086461
Lyngdal,367421859
نيسبي,1526810315
貝勒沃格,1104527371
Contea di Greeley (Kansas),2100975437
福斯內斯,400323565
Caroline County (Maryland),850106488
"Adams County, North Dakota",2480293478
Tennessee,113769909072
Comté de Benton (Iowa),1820334695
Contea di Norton,2260119358
Лёренскуг,65951205
Fjell,141510915
Carolina do Norte,111859009686
Songdalen,214188524
Grant County (Kansas),1582086985
"Wichita County, Kansas",1537183170
Condado de Allamakee,1600743787
Vestby,113312198
登納島,176474235
ノースカロライナ州,124282929413
Ballangen,903489813
Hammerfest,939466938
バンコム郡 (ノースカロライナ州),1567921997
Condado de Breckinridge,1406078415
Røst,10549700
Hrabstwo Blount (Alabama),1771301656
Stange,501126646
巴拉加縣,2418359192
Comté de Brown (Texas),2109940835
Namdalseid,791014252
Condado de Alfalfa,1806818740
Comté de Brooke,220200047
Сель (Оппланн),952628506
貝克縣 (明尼蘇達州),3694905720
Måsøy,960956371
Lavangen,250770096
"Nes, Buskerud",643109014
Øygarden,59645758
مقاطعة شوني (كانساس),1329805839
巴爾迪 (挪威),2299925228
Condado de Morris (Kansas),1741669271
Condado de Archer,2193091057
Ibestad,257615866
مقاطعة كين (إلينوي),1468496058
Sandefjord,118466086
Бейарн,1356911606
"Brookings County, South Dakota",2139272328
Comté de Cherokee (Kansas),1518260904
Balsfjord,1757340909
Montreal (aglomeración),509817056
Snillfjord,550042733
Dønna,197413622
Bremanger,817195684
Elverum,1113747087
Comté de Boone (Nebraska),1575852839
バーンスタブル郡 (マサチューセッツ州),1029803657
Вевельстад,480085877
Contea di Dickinson (Kansas),2672618745
Condado de Ford (Kansas),2497463818
Søndre Land,548132871
Lund (Norvège),281720552
Hrabstwo Elk (Kansas),2089692156
Volda,483953912
Bærum,149203451
Samnanger,298440982
Condado de Bastrop,2221132305
Bon Homme County,1556884530
"Bedford County, Tennessee",1438824334
Condado de White (Geórgia),611619647
Hof (Norvegia),190819048
ビッグホーン郡 (ワイオミング州),8911387105
厄什庫格,120650242
Adams County (Iowa),851466642
奧沃爾哈拉,660982145
克溫赫拉,1147603400
Comté de Bath (Kentucky),621424535
シャイアン郡 (カンザス州),2461596456
Hægebostad,432678953
バートン郡 (ミズーリ州),1626752944
Skedsmo,77128074
Comté de Bonneville,5024990082
ブラッドリー郡 (テネシー州),940676630
Hemne,712459678
"Big Stone County, Minnesota",1296881966
Condado de Nemaha (Kansas),2019936752
Nevada,315824848808
Comté d'Allegan,2120753450
バンデラ郡 (テキサス州),1742591516
Саннёй,21712899
アルピーナ郡 (ミシガン州),1559947728
博根縣,484840974
Condado de Shawnee,1750265413
Омут (коммуна),1189416593
"Bottineau County, North Dakota",4550572579
フランクリン郡 (テネシー州),1300558047
كونيتيكت,10456252511
Condado de Gove,2715277357
Asker,95156752
"Кларк (округ, Канзас)",2152934900
Contea di Boone (Arkansas),1476355404
Rakkestad,349880030
Nord-Fron,959952312
Eidskog,583240716
Condado de Blaine (Nebraska),2207855209
Sirdal,1485847979
"Брайан (округ, Джорджия)",1158602692
Nøtterøy,65776874
"Harvey County, Kansas",1289653715
Alstahaug,174093863
Condado de Atoka,2802836090
Barbour County (West Virginia),817870596
巴克斯特縣 (阿肯色州),1260703585
Gaspésie–Îles-de-la-Madeleine,15215665258
Minnesota,202521043967
Condado de Beckham,2114545532
阿拉楚阿縣 (佛羅里達州),2671455478
Roan (Norvège),412241056
Lund (Noruega),326622077
Hrabstwo Brookings,1870055564
Illinois,138766998820
Grant County (Kansas),1300818529
Rice County (Kansas),1883146100
Condado de Lyon (Kansas),2073299518
Condado de Bibb (Geórgia),782044087
Condado de Talladega,2164852731
Condado de Adams (Pensilvania),1247086905
Dovre,1366884644
ミッチェル郡 (カンザス州),1407434481
Bayfield County,3552234450
Hrabstwo Arapahoe,2104548653
"Marker, Norway",390944829
Boone County (West Virginia),1346004733
Vang,1214209320
Gran (Norwegen),806712481
Comté d'Osage (Kansas),1985773085
Sørfold,1593919209
"Атока (округ, Оклахома)",2750826663
Hrabstwo Phillips (Kansas),1846444244
Eidsvoll (gemeente),384215584
Карасйок,4845026844
Лиллехаммер,438787220
恩厄達爾,2056600734
Salangen,430603985
Condado de Armstrong (Pensilvânia),1778405989
"Greeley County, Kansas",2296121549
Hrabstwo Adair (Oklahoma),1509246590
Comté de Knox (Ohio),1552189103
"Атенс (округ, Огайо)",1398785565
維克 (挪威),740158963
スコット郡 (インディアナ州),538297626
"Barren County, Kentucky",1020870774
Comté de Brown (Nebraska),3442276748
ベント郡,3940256599
北达科他州,170754380241
Mullaitivu District,2554717421
卡尼縣 (堪薩斯州),1933717762
ブランド郡 (バージニア州),753889075
Nord-Aurdal,920489856
"Kingman County, Kansas",2716062770
Hrabstwo Cheyenne (Kansas),3161715100
Rana (Norvegia),4079017574
Сёмна,173466488
Sørum,161647171
مقاطعة أليغاني (فيرجينيا),1145318928
Воган,371543722
Andøy,595187989
コロンボ県,622298326
Kautokeino,8922930545
مقاطعة باكر (جورجيا),917630187
阿普林縣 (喬治亞州),1130000338
"Брадфорд (округ, Пенсильвания)",3149661509
亞當斯縣 (密西西比州),1280332342
"Адамс (округ, Висконсин)",1605630301
格林伍德縣 (堪薩斯州),2773178254
Ванг (коммуна),1150592985
Vestre Toten,248456643
Oppdal,2057497376
アスケー,107848237
斯泰恩谢尔,1499328033
阿利根尼縣 (馬里蘭州),1283592767
Aurora County,1862451423
Eid (Noorwegen),395283894
"Бриско (округ, Техас)",1994278356
Bærum,173512439
Distretto di Trincomalee,2188192695
Харам (коммуна),261528740
فاردو,652358334
"Амелиа (округ, Виргиния)",820266194
"Chautauqua County, Kansas",1518949093
Hrabstwo Attala,1935461367
ブキャナン郡 (バージニア州),1510062548
"Marion County, Kansas",2712194533
"Pawnee County, Kansas",1652363317
Garrett County,1582469332
Hrabstwo Boyd (Nebraska),1227794937
Арендал,294213968
كوفيورد,888483580
腓特烈斯塔,242987259
Hrabstwo Benton (Arkansas),2689938140
Hrabstwo Saline (Kansas),1701872499
Vegårshei,354520427
Øvre Eiker,435733007
Skjåk,2108353847
Time (Norvège),153424238
Свейу,226542593
Gjerstad,290351258
Nesodden,73901219
Ås,95145801
Kvænangen,2120438672
Гратанген,312869912
Evje og Hornnes,547414676
Contea di Ashe,973916752
Comté de Cumberland (Pennsylvanie),1571996663
Rælingen,58697164
Comté de Burke (Caroline du Nord),1260051834
Comté de Brazoria,4331761538
Dyrøy,268590902
Alamance County,1091669276
مقاطعة بلاين (نبراسكا),1525493458
Condado de Sherman (Kansas),2873597689
博斯基縣 (德克薩斯州),2408837036
Røros,1627882775
"Hamilton County, Kansas",3309029369
"Осборн (округ, Канзас)",2155102900
Steinkjer,1401709072
"Adams County, Colorado",2677679154
Loppa,650316076
エルコ郡 (ネバダ州),44939565825
克維特綏,6440754
Adams County (Wisconsin),1466730081
Elko County,38642841455
مقاطعة آرمسترونغ (تكساس),2388696240
Tromsø,2542236875
"Benton County, Mississippi",1102438981
南弗龍,703371371
"Боумен (округ, Северная Дакота)",2633462951
ベイ郡 (フロリダ州),1922932195
Arendal,264251494
"Rana, Norway",4240443580
Hrabstwo Apache,35742627009
Kvitsøy,6850037
Sund (Norwegen),83701522
Askim,62259473
Ленвик,758140148
Comté de Burleson,2062629317
Fjell,145678587
Boone County (Kentucky),735661456
Anderson County (Texas),2341761753
"Райли (округ, Канзас)",1527421554
Hrabstwo Marion (Kansas),2280878580
Свельвик,56971785
مقاطعة أليني (بنسيلفانيا),1482680826
Hemne,639054492
Condado de Pawnee (Kansas),2141568293
مقاطعة بلانكو (تكساس),1895467553
ノートン郡 (カンザス州),2504184649
Несодден,52365871
Øvre Eiker,336454527
Båtsfjord,1501022778
مقاطعة بورليغ (داكوتا الشمالية),3749067101
Baylor County,2587989959
Ada County,2744580933
"Брэкстон (округ, Западная Виргиния)",1421920194
利勒哈默尔,426414243
比于恩,403502323
Comté de Beaver (Oklahoma),4415701890
Gamvik,1380411731
"Butler County, Ohio",1164048334
Hemsedal,734215102
アデール郡 (オクラホマ州),1202338500
Comté de Bandera,1847174414
Anderson County (Tennessee),714580248
Snillfjord,592240498
Condado de Bernalillo,3670275616
波特瓦特米縣 (堪薩斯州),2155425101
Алабама,122359912747
Nannestad,365678334
"Leavenworth County, Kansas",1485162223
مقاطعة ألغني (ماريلاند),1036993909
مقاطعة بيغ هورن (مونتانا),13021143550
Wabaunsee County,2395451862
Comté de Meade (Kansas),2326665649
مقاطعة بيكسار (تكساس),3739593465
Comté d'Athens,1359760568
Namdalseid,707135680
Evje og Hornnes,473206889
ボリンガー郡 (ミズーリ州),1703181810
"Аллеган (округ, Мичиган)",2296917264
Hrabstwo Ashley,2621581268
Эстре-Тутен,388490928
Будё,1114199039
Østre Toten,472824395
西托滕,268940095
佛蒙特州,23066149134
Gol (miasto),545678738
Kvæfjord,470607360
Contea di Bowie,2432578457
Fræna,392690709
Fet (Norvegia),158540601
Contea di Harvey,1453953635
Armstrong County (Pennsylvania),2062768764
Østre Toten,538720428
مقاطعة أباتشي (أريزونا),32913181218
Adams County (Pennsylvania),1244509450
Graham County (Kansas),2342705569
Contea di Butler (Nebraska),1475071921
"Adams County, Mississippi",1281422873
敘拉,61806609
"Эллис (округ, Канзас)",2418381319
Frogn,95892549
馬歇爾縣 (堪薩斯州),2214259848
Sykkylven,350895949
Aleutians East (distrito),20403362670
Cloud County,1504836789
Comté de Bladen,2012726088
Grong (gemeente),1232261846
Øksnes,333466638
Illinois,128237780482
Гран (Норвегия),667161529
拉克斯塔,448577639
Kvitsøy,5728458
Contea di Baldwin (Alabama),5121725177
Condado de Bureau,1988013067
Comté de Barrow,435205766
"Берриэн (округ, Мичиган)",1398754885
Hrabstwo Butler (Kentucky),990029106
Condado de Breckinridge,1587538992
"Райс (округ, Канзас)",1824183244
Contea di Barbour (Virginia Occidentale),762080142
韋加,185849939
Hrabstwo Arenac,953710634
مقاطعة براون (إنديانا),889188401
斯圖爾,155412463
Гаспези — Острова Мадлен,19908033788
Loppa (gemeente),680972990
ナッソー郡 (ニューヨーク州),693303295
Comté de Butler (Missouri),1901736422
Bucks County,1378227643
Contea di Bourbon (Kentucky),733255974
塞爾布,1349184959
Thomas County (Kansas),2955519658
Rakkestad,464312473
Målselv,2977368071
Halsa,314901060
Condado de Boundary,3728593187
Molde,351896530
Birkenes,564791513
Condado de Butler (Alabama),2101672164
مقاطعة باربر (كانساس),2424800300
فينيه,3160472211
Contea di Amite,2137892237
Comté de Lyon (Kansas),2383117152
"Cloud County, Kansas",1670248732
Hrabstwo Beaver (Oklahoma),4327607791
"Блейн (округ, Айдахо)",5950362010
Hurum,173164798
هورتن,51672360
Nittedal,184173484
Målselv,2997428065
مقاطعة أفيري (كارولاينا الشمالية),529491506
Condado de Blair,1328037584
Hrabstwo Asotin,1658823943
Fjaler,314905858
Bosque County,2441745389
Vang,1323639479
Malvik,134130527
"Ashland County, Wisconsin",3040700567
مقاطعة بينتون (تينيسي),1075629048
"Reno County, Kansas",3586336704
霍爾托倫,1044737671
Condado de Franklin (Tennessee),1341247407
バンクス郡 (ジョージア州),552741997
ヴァードー,660687982
