http://dbpedia.org/ontology/AdministrativeRegion,http://dbpedia.org/ontology/areaLand
Porsanger,4855579045
赫廷傑縣 (北達科他州),2856123314
Midtre Gauldal,1540319954
"Barton County, Missouri",1465122340
مقاطعة سيلاين (كانساس),2148989119
奧羅拉縣 (南達科他州),1497069669
مقاطعة أوغوستا (فيرجينيا),2192647714
Harstad,410244762
Comté de Petroleum,4544954875
Idaho,234797608701
مقاطعة فيليبس (كانساس),2632704955
耶斯達爾,562316394
"Banner County, Nebraska",2053501929
廷瑟,1567052690
Condado de Boundary,2942097887
موسوي (النرويج),904557086
Utsira,6512240
Bennington County,1606752669
拉納 (挪威),3730483084
"Андерсон (округ, Южная Каролина)",1647828982
"Anson County, North Carolina",1512008771
Ørsta,912006591
Hemnes,1723479785
Nærøy,898540893
Levanger (gemeente),610929006
Yolo County,2655378101
梅爾達爾,566499395
烏森,370693484
Схьёрдал,803932851
アシュタビューラ郡 (オハイオ州),1533172164
Condado de Breathitt,1641138385
ブレイン郡 (オクラホマ州),2436266415
Gaular,448924140
Comté de Brevard,2623771397
"Antigonish County, Nova Scotia",1428858282
ヴェヴェルスター,488620491
Hamarøy,953435015
Холместранн,87118716
Hrabstwo Bear Lake,2099570969
Hjelmeland,973570375
Contea di Berkeley (Virginia Occidentale),836202342
Condado de Bonneville,5203796368
Høyanger,964876229
Vågå,1573781089
弗勒,639013856
Condado de Hettinger,2265819726
Hrabstwo Blue Earth,1533921133
Lyngen,831974855
"Ashland County, Ohio",1086337124
Snillfjord,419971430
Condado de Alpine,1803572243
Elverum,1433554039
Austrheim,63387996
"Armstrong County, Pennsylvania",1992870904
Condado de Wilson (Kansas),1673013301
Røyrvik,1409365352
Båtsfjord,1272613175
Hægebostad,487924413
