http://dbpedia.org/ontology/Location,http://dbpedia.org/ontology/populationTotal
Saint-Martin-des-Champs (Yonne),331
Tremblay (Ille-et-Vilaine),1501
Saint-Genis-l'Argentière,720
列寧區 (塞瓦斯托波爾),106198
Ist,172
"Pleasant Valley Township, Finney County, Kansas",121
多马尔坦瓦里蒙,124
Abra Pampa,10089
Saint-Luc (Svizzera),245
"Aappilattoq, Qaasuitsup",193
Gimel-les-Cascades,668
Dommartin-sur-Vraine,371
Selva di Progno,971
Bry,405
Рамин,810
Akbarabad-e Qushchi,62
وخان دي كويو (مدينة),90994
Dommartin-le-Saint-Père,238
Hints,353
Noisy-sur-Oise,816
拉维莱迪厄迪克兰,1214
Зайсанский район,43341
L'Isle-Adam,12973
Marey-sur-Tille,316
Mirabello Monferrato,1594
Achola,886
Ituzaingó (Argentine),24606
Horst (Sundhagen),474
Saint-Gratien-Savigny,162
Archerfield (Queensland),425
卡斯泰尔韦基奥迪罗卡巴尔贝纳,181
"Krasnogorsk, Uzbekistan",17511
Saint-Sauveur-de-Pierrepont,149
Weare,600
Pommiers (Aisne),664
Mikulovice (district de Znojmo),633
