http://dbpedia.org/ontology/SportsTeamMember,http://dbpedia.org/ontology/squadNumber
2009–10 Ipswich Town F.C. season,36
List of Japanese football transfers summer 2012,41
List of Maltese football transfers winter 2008–09,3
List of Belgian football transfers winter 2011–12,3
List of Belgian football transfers summer 2009,6
List of German football transfers winter 2012–13,9
List of Bulgarian football transfers summer 2013,13
Football for Hope,7
List of Slovak football transfers winter 2012–13,6
List of Belgian football transfers summer 2009,51
Football for Hope,12
List of Maltese football transfers summer 2009,14
List of Uzbek football transfers 2012,12
2008 CIS Men's Soccer Championship,25
List of South Korean football transfers winter 2013–14,52
Лиссабонские львы,11
Maybank HC,21
Akron Zips men's soccer,11
List of Latvian football transfers summer 2013,19
2000–01 Manchester City F.C. season,19
2004–05 Fulham F.C. season,37
List of Slovak football transfers summer 2013,4
Delaware Fightin' Blue Hens men's soccer,8
List of Albanian football transfers summer 2013,17
2010 Saint Louis Athletica season,24
List of Iranian football transfers summer 2013,4
Sportsklubben Brann 2007,6
2014–15 UEFA Youth League squads,9
2007 South Carolina Gamecocks men's soccer team,5
List of Japanese football transfers summer 2013,23
List of Estonian football transfers summer 2013,2
List of Cypriot football transfers winter 2011–12,25
List of Cypriot football transfers winter 2011–12,22
List of Turkish football transfers summer 2010,63
Maybank HC,10
Wake Forest Demon Deacons women's soccer,28
List of Hungarian football transfers summer 2010,27
List of Uzbek football transfers 2012,22
List of Bulgarian football transfers summer 2013,41
2010–11 Club América season,4
Clemson Tigers men's soccer,26
List of Cypriot football transfers summer 2013,75
West Ham United FC in het seizoen 2010/11,12
St. Francis Brooklyn Terriers men's soccer,25
2006–07 Fulham F.C. season,1
Detroit Ignition,99
List of Bosnian football transfers winter 2013–14,12
Manchester City Football Club 2000-2001,14
List of Russian football transfers winter 2010–11,55
2013年中国足球冬季转会列表,37
2006 CIS Men's Soccer Championship,15
List of Bulgarian football transfers summer 2010,33
2013–14 UEFA Youth League squads,50
List of Bosnian football transfers winter 2013–14,27
List of Cypriot football transfers winter 2013–14,33
List of Belgian football transfers winter 2011–12,4
List of Maltese football transfers summer 2013,24
List of Azerbaijan football transfers summer 2010,9
2000–01 Fulham F.C. season,8
List of Belgian football transfers winter 2011–12,8
List of Cypriot football transfers summer 2013,10
葉士域治2009年至2010年球季,4
Lisbon Lions,14
List of Norwegian football transfers summer 2013,75
List of Bulgarian football transfers summer 2013,83
Convocazioni per la Coppa del mondo per club FIFA 2012,29
Delta Queens,10
2013–14 Valenciennes FC season,1
List of Bosnia and Herzegovina football transfers winter 2012–13,8
List of Japanese football transfers summer 2013,40
Michigan Wolverines men's soccer,12
Toledo BM,26
UR La Louvière Centre,8
2010–11 Puebla F.C. season,32
List of Russian football transfers summer 2012,10
2013–14 Viborg FF season,3
List of Turkish football transfers summer 2014,2
List of Hungarian football transfers summer 2013,89
Eredivisie 2010/11 (mannenvoetbal)/Transfers winter,11
قوائم الفرق في كأس العالم لأندية كرة القدم 2010,84
List of Slovak football transfers summer 2013,3
List of Mexican football transfers winter 2010,9
List of Maltese football transfers summer 2008,14
Radford Highlanders women's soccer,25
List of Hungarian football transfers winter 2011–12,15
List of Hungarian football transfers winter 2011–12,27
List of Belgian football transfers winter 2013–14,36
List of Russian football transfers summer 2013,38
List of Russian football transfers summer 2012,35
List of Serbian football transfers summer 2012,22
Ohio State Buckeyes men's soccer,14
List of Serbian football transfers summer 2012,107
2010 FIFA Club World Cup squads,42
List of Dutch football transfers winter 2010–11,26
Лиссабонские львы,4
List of German football transfers summer 2009,16
2013–14 SC Eendracht Aalst season,21
List of Iranian football transfers summer 2013,36
2010–11 West Ham United F.C. season,16
List of Mexican football transfers winter 2013–14,19
Toledo BM,10
Клубный чемпионат мира по футболу 2010 (составы),22
2014 Indonesian Inter Island Cup qualification squads,62
List of Japanese football transfers winter 2011–12,28
2011–12 Grimsby Town F.C. season,44
2013年中国足球冬季转会列表,1
List of Hungarian football transfers summer 2013,42
List of Serbian football transfers summer 2010,2
Akron Zips men's soccer,29
Elencos da Copa do Mundo de Clubes da FIFA de 2012,12
List of German football transfers summer 2010,38
Eredivisie 2010/11 (mannenvoetbal)/Transfers winter,3
List of German football transfers summer 2013,15
List of Slovak football transfers summer 2013,81
2006–07 Plymouth Argyle F.C. season,8
List of Azerbaijan football transfers summer 2011,49
List of Latvian football transfers summer 2012,25
List of Serbian football transfers summer 2010,43
Convocazioni per la Coppa del mondo per club FIFA 2006,10
Ajax Sportman Combinatie,17
Laguna Football Club,10
List of German football transfers winter 2008–09,32
2014 Indonesian Inter Island Cup squads,122
List of Bulgarian football transfers winter 2011–12,106
1999 Indiana Hoosiers men's soccer team,14
1999–2000 Blackpool F.C. season,30
2010–11 Puebla F.C. season,11
Union Royale La Louvière Centre,1
2011–12 Grimsby Town F.C. season,20
2011 Western New York Flash season,12
Sapura HC,24
List of German football transfers summer 2010,22
Lisbon Lions,6
List of Hungarian football transfers winter 2013–14,45
List of Mexican football transfers winter 2013–14,9
Laguna Football Club,23
List of Bosnia and Herzegovina football transfers summer 2012,19
List of Bulgarian football transfers summer 2012,4
List of Belgian football transfers winter 2008–09,15
List of Iranian football transfers summer 2010,29
2010–11 Estudiantes Tecos season,11
List of Azerbaijan football transfers summer 2012,13
List of Japanese football transfers winter 2009–10,29
List of German football transfers summer 2012,28
Manchester City Football Club 2000-2001,13
List of Serbian football transfers summer 2013,16
List of German football transfers winter 2008–09,23
FIU Panthers men's soccer,19
List of Chinese football transfers winter 2012,38
2010–11 Estudiantes Tecos season,15
Клубный чемпионат мира по футболу 2013 (составы),3
List of Azerbaijan football transfers summer 2009,2
List of German football transfers winter 2009–10,12
2010–11 Atlante F.C. season,35
1996–97 UE Lleida season,12
Hóquei Clube de Braga,4
2010–11 C.F. Pachuca season,12
Green Bay Phoenix men's soccer,1
List of Latvian football transfers summer 2012,52
Клубный чемпионат мира по футболу 2008 (составы),28
List of Russian football transfers summer 2012,24
葉士域治2009年至2010年球季,11
List of Ukrainian football transfers summer 2009,41
2013–14 Maccabi Tel Aviv F.C. season,13
List of Japanese football transfers summer 2013,2
2014 Indonesian Inter Island Cup squads,44
2014–15 Grimsby Town F.C. season,12
Sportsklubben Brann 2007,16
List of Bulgarian football transfers summer 2012,64
List of Azerbaijan football transfers summer 2013,72
2010–11 C.D. Guadalajara season,26
List of Dutch football transfers winter 2010–11,12
2012 Wake Forest Demon Deacons men's soccer team,12
2003–04 Fulham F.C. season,34
List of Latvian football transfers summer 2013,8
Delaware Fightin' Blue Hens men's soccer,9
2008 Colo-Colo season,26
List of German football transfers summer 2013,29
List of Chinese football transfers winter 2013,8
Laguna Football Club,18
Eredivisie 2010/11 (mannenvoetbal)/Transfers winter,2
List of Slovak football transfers summer 2012,7
List of Azerbaijan football transfers summer 2010,25
2013–14 UEFA Youth League squads,57
List of Norwegian football transfers summer 2014,7
List of Belgian football transfers summer 2009,28
2011 Western New York Flash season,4
List of Russian football transfers winter 2009–10,87
List of Iranian football transfers winter 2011–12,2
List of Qatari football transfers summer 2012,16
List of Serbian football transfers summer 2010,89
List of Russian football transfers summer 2013,85
List of German football transfers winter 2009–10,31
葉士域治2009年至2010年球季,29
List of Maltese football transfers summer 2010,77
List of Estonian football transfers winter 2012–13,9
List of Serbian football transfers summer 2012,25
List of Cypriot football transfers summer 2008,39
List of Russian football transfers summer 2013,101
List of Bosnia and Herzegovina football transfers winter 2012–13,22
List of Azerbaijan football transfers summer 2013,24
List of Hungarian football transfers summer 2012,46
List of Azerbaijan football transfers winter 2012,76
Al-Sadd Sports Club Handball,97
List of Maltese football transfers summer 2010,25
2010–11 Estudiantes Tecos season,18
List of Bulgarian football transfers winter 2013–14,63
Sportsklubben Brann 2007,19
Club Universidad Nacional 2010-2011,75
List of French football transfers summer 2013,4
West Ham United F.C. Reserves and Academy,33
1996–97 UE Lleida season,10
Akron Zips men's soccer,17
List of Bulgarian football transfers winter 2011–12,83
List of Russian football transfers summer 2013,44
List of Bulgarian football transfers winter 2011–12,38
List of Belgian football transfers summer 2009,17
List of Cypriot football transfers summer 2013,92
Los Angeles Skyhawks,13
2002–03 Manchester City F.C. season,13
List of Belgian football transfers summer 2010,33
Convocazioni per la Coppa del mondo per club FIFA 2008,10
List of Russian football transfers winter 2010–11,12
List of Russian football transfers winter 2010–11,44
Convocazioni per la Coppa del mondo per club FIFA 2013,32
Sliema Hotsticks Hockey Club,21
2014–15 UEFA Youth League squads,48
List of German football transfers summer 2012,13
Клубный чемпионат мира по футболу 2008 (составы),5
List of Maltese football transfers summer 2008,23
2010–11 US Créteil-Lusitanos season,9
List of Bosnia and Herzegovina football transfers winter 2012–13,73
2009–10 Ipswich Town F.C. season,9
2003–04 Fulham F.C. season,1
List of Azerbaijan football transfers summer 2011,6
1982 CIS Men's Soccer Championship,8
Delaware Fightin' Blue Hens men's soccer,3
List of Mexican football transfers summer 2010,15
List of German football transfers summer 2008,33
Los Angeles Skyhawks,10
List of Maltese football transfers summer 2008,15
List of Ukrainian football transfers summer 2009,104
2006–07 Plymouth Argyle F.C. season,13
List of Azerbaijan football transfers summer 2009,4
UR La Louvière Centre,16
Elencos da Copa do Mundo de Clubes da FIFA de 2012,16
2006 SK Brann season,6
List of Belgian football transfers summer 2015,14
List of Russian football transfers winter 2010–11,40
HNK Hajduk Split statistics and records,6
List of Cypriot football transfers winter 2011–12,18
List of Azerbaijan football transfers summer 2010,17
2012 FIFA Club World Cup squads,10
List of Belgian football transfers summer 2015,32
List of Iranian football transfers summer 2013,11
2014 Indonesian Inter Island Cup qualification squads,103
List of Russian football transfers summer 2012,105
List of Japanese football transfers winter 2009–10,15
List of Bosnian football transfers winter 2013–14,16
List of German football transfers summer 2010,9
List of Turkish football transfers summer 2013,19
List of Russian football transfers summer 2012,66
Al Rayyan Handball Team,9
List of Bosnia and Herzegovina football transfers summer 2013,24
List of Bulgarian football transfers winter 2013–14,75
里斯本雄狮,1
List of Russian football transfers summer 2012,101
List of Mexican football transfers summer 2013,11
South Florida Bulls men's soccer,15
List of Hungarian football transfers summer 2012,25
