http://dbpedia.org/ontology/Region,http://dbpedia.org/ontology/areaLand
Hrabstwo Beadle,3490530080
Lavangen,265099447
Condado de Bucks,1494671770
Comté de Bedford (Tennessee),1189094742
Jevnaker,201616889
Agdenes,306971905
Comté d'Alcona,1859753206
Midsund,104040335
Рисёр,174099619
Condado de Brown (Texas),2643528763
オールバニ郡 (ニューヨーク州),1397927703
Banner County,2047465905
Time (Noorwegen),179130650
Wyandotte County,397105048
"Бун (округ, Западная Виргиния)",1222778897
"Браун (округ, Висконсин)",1373093622
Selje,208495209
Sirdal,1334840271
Gmina Marker,351236647
Delaware,5109563525
مقاطعة بوفالو (ويسكونسن),1632298124
Lindesnes,299444413
Contea di Boulder,1739936405
مقاطعة بوني (نبراسكا),1844660830
أوباغور,34672628
Gjesdal,594024638
"Bath County, Kentucky",758097966
Adams County (Ohio),1332734055
Condado de Labette,1619144937
アマースト郡 (バージニア州),1286992121
Contea di Bexar,2984599286
Ashe County,1070154123
羅德島州,2721632603
Hrabstwo Burt,1386686744
Tokke,856209238
مقاطعة بروستر (تكساس),15100756511
Hrabstwo Gray (Kansas),2475794747
"Newton County, Georgia",768199288
諾克斯縣 (俄亥俄州),1218832999
Ski,165913618
Kvam,569897790
نوتودن,847179023
Brønnøy,944637446
Condado de Beaufort (Carolina do Sul),1435079723
"Би (округ, Техас)",2420698481
Gloppen,1054165604
مقاطعة لينكن (كانساس),1825824103
ベイカー郡 (フロリダ州),1408708301
Contea di Hettinger,3140415566
Nes (Akershus),626237038
Hrabstwo Brevard,2714380816
مقاطعة بيورو (إلينوي),2462245737
Askvoll,353193776
Ашим,63692508
Våler (Østfold),232576057
Bureau County,2168762783
مقاطعة أليغاني (كارولاينا الشمالية),647201021
Hrabstwo Pawnee (Kansas),1763153395
Porsgrunn,169046639
Boise County,4693304031
Шедсму,65958466
Røyken,112256276
Modalen,401695761
"Биллингс (округ, Северная Дакота)",2686430326
Hrabstwo Gove,3047159916
艾于斯特爾海姆,51855768
Condado de Blanco,2013545308
"Aurora County, South Dakota",1677819881
آن أروندل كاونتي,1114966429
Lebesby,3675080829
Nesna,178573367
Молсэльв,3499153135
Nærøy,1058893468
مقاطعة تالاديجا (ألاباما),1851597209
Квенанген,1886347045
Condado de Stafford (Kansas),2275189110
مقاطعة بيرين (جورجيا),1076707224
مقاطعة أرثور (نبراسكا),1873537695
貝利縣 (德克薩斯州),1988798945
Condado de Barbour (Virginia Occidental),797493674
Condado de Audubon,1257456415
Decatur County (Kansas),2394160643
杰克逊县 (密歇根州),1685030233
Comté de Bristol (Rhode Island),61780227
ميلهاوس,665493285
فيت,130629818
Эвенес,251105848
Comté de Blount (Tennessee),1645305377
مقاطعة ستيفينز (كانساس),1801058699
Vestvågøy,424336704
Missouri,163763277911
Condado de Androscoggin,1299333035
Eidsvoll,401990534
Kansas,225097852843
巴勒斯特蘭,393497384
耶斯達爾,511549853
Karlsøy,1094039920
蒂默,177816937
Etne (gemeente),708586247
Comté de Box Butte,2645882539
مقاطعة أتاسكوسا (تكساس),2971661125
"Bon Homme County, South Dakota",1548825270
مقاطعة برودواتر (مونتانا),3362912221
Øystre Slidre,902481644
Condado de Boyd (Nebraska),1532819732
奧普達爾,2105747904
多尼芬縣 (堪薩斯州),967953792
Ohio,100363602516
Comté de Berks,2160800638
Rhode Island,2533872297
Louisiana,124762401752
Allen County (Kentucky),897943387
Sel (Oppland),905561146
Hrabstwo Scott (Indiana),472171145
吉里縣 (堪薩斯州),1049446505
バーク郡 (ノースカロライナ州),1316640717
Butler County (Iowa),1309541309
Восс (коммуна),1921104497
مقاطعة بونير (أيداهو),4317429729
رانا (النرويج),3976928249
Bremanger,776210753
Sumner County (Kansas),3184457980
مقاطعة الفالفا (أوكلاهوما),2247253800
Brazos County,1639184001
Bamble,266189441
Vågsøy,162768682
アレン郡 (ルイジアナ州),1811475717
Maine,87633430291
Comté de Butler (Alabama),1816772366
アーチャー郡 (テキサス州),2262164464
Ottawa County (Ohio),675108973
Condado de Bee,2411069584
Sunndal,1521161427
奧羅拉縣 (南達科他州),1938424899
"Бритит (округ, Кентукки)",1363802228
Hrabstwo Boone (Arkansas),1627376598
水牛縣 (南達科他州),1282896099
Comté de Bartholomew,1092106778
Hrabstwo Butler (Alabama),1913715220
Salangen,413998948
"Rissa, Norway",563337745
Lindås,478785028
Voss,1704631796
Hrabstwo Morton (Kansas),1763941627
加姆珀哈區,1384287600
Audnedal,248959972
"Brunswick County, North Carolina",2140920511
埃德斯貝格,218996667
Box Butte County,2967687943
布萊恩縣 (內布拉斯加州),1949255126
Boyle County,488522079
"Alfalfa County, Oklahoma",2183276102
Condado de Box Elder,16167860056
Sør-Odal,478735030
Comté d'Apache,26749919400
アラマンス郡 (ノースカロライナ州),1150294511
Nedre Eiker,107983328
Engerdal,2130745869
ミネソタ州,214899365201
Капиталь-Насьональ,18451265910
Kautokeino,8872172061
مقاطعة ميامي (كانساس),1380457484
下圣劳伦斯地区,20255789456
Berkshire County,2218053382
Hrabstwo Petroleum,4011846656
Tana (Noruega),3842537905
Blue Earth County,1997084078
Condado de Bear Lake,2355780038
Røst,9417978
Hjelmeland,905815792
مقاطعة غراهام (كانساس),2378693276
مقاطعة أتكينسون (جورجيا),907797837
Comté de Brookings,2009699444
Bradley County (Arkansas),1710529469
Alaska,1405789403343
Condado de Beaver (Oklahoma),4226648422
Хаттфьелльдал,2252148793
Spydeberg,131346005
ベイカー郡 (ジョージア州),874787492
斯彼得贝格,127785850
Spydeberg,131368653
Kansas,201651264303
مقاطعة بلادين (كارولاينا الشمالية),2391720673
Hawaï,16084868721
Vadsø,1216662990
مقاطعة كاولي (كانساس),2695396770
Froland,622373376
瑟雷薩,394968469
Bourbon County (Kansas),1706623267
Frogn,85981530
Condado de Burnett,2155844836
Jølster,607023118
Ullensaker,255043742
Lyngdal,400776322
نيسبي,1446757609
貝勒沃格,1185396084
Contea di Greeley (Kansas),1988928839
福斯內斯,421874192
Caroline County (Maryland),857195650
"Adams County, North Dakota",2311475052
Tennessee,107868749973
Comté de Benton (Iowa),1665299687
Contea di Norton,2424913382
Лёренскуг,70142699
Fjell,134874299
Carolina do Norte,114112233861
Songdalen,215209405
Grant County (Kansas),1436703946
"Wichita County, Kansas",1784028475
Condado de Allamakee,1580672985
Vestby,120965630
登納島,175764893
ノースカロライナ州,134883260354
Ballangen,804847887
Hammerfest,883914553
バンコム郡 (ノースカロライナ州),1597164723
Condado de Breckinridge,1456118616
Røst,9645720
Hrabstwo Blount (Alabama),1864856736
Stange,579192482
巴拉加縣,2222530003
Comté de Brown (Texas),2193379290
Namdalseid,704267090
Condado de Alfalfa,2103552977
Comté de Brooke,212597982
Сель (Оппланн),990641536
貝克縣 (明尼蘇達州),3362792148
Måsøy,956171260
Lavangen,293275335
"Nes, Buskerud",743770151
Øygarden,62716151
مقاطعة شوني (كانساس),1403534029
巴爾迪 (挪威),2558423296
Condado de Morris (Kansas),1819804255
Condado de Archer,2263592399
Ibestad,245960310
مقاطعة كين (إلينوي),1415746858
Sandefjord,128845740
Бейарн,1182193093
"Brookings County, South Dakota",1888394819
Comté de Cherokee (Kansas),1448304114
Balsfjord,1587414581
Montreal (aglomeración),497509843
Snillfjord,509059252
Dønna,176983451
Bremanger,741778043
Elverum,1266069219
Comté de Boone (Nebraska),1777676698
バーンスタブル郡 (マサチューセッツ州),930496037
Вевельстад,491402860
Contea di Dickinson (Kansas),2344822048
Condado de Ford (Kansas),2821338072
Søndre Land,634704140
Lund (Norvège),323655634
Hrabstwo Elk (Kansas),1867791095
Volda,522527162
Bærum,171222552
Samnanger,283681186
Condado de Bastrop,2459998652
Bon Homme County,1553797935
"Bedford County, Tennessee",1293846819
Condado de White (Geórgia),660066508
Hof (Norvegia),166072492
ビッグホーン郡 (ワイオミング州),8406404027
厄什庫格,119839790
Adams County (Iowa),988572543
奧沃爾哈拉,691613159
克溫赫拉,1093297638
Comté de Bath (Kentucky),678407300
シャイアン郡 (カンザス州),2563739942
Hægebostad,410217527
バートン郡 (ミズーリ州),1598408048
Skedsmo,67135379
Comté de Bonneville,4976611278
ブラッドリー郡 (テネシー州),863582454
Hemne,621024853
"Big Stone County, Minnesota",1275582989
Condado de Nemaha (Kansas),1817357426
Nevada,304215594264
Comté d'Allegan,2035510328
バンデラ郡 (テキサス州),1979714752
Саннёй,19881184
アルピーナ郡 (ミシガン州),1599319837
博根縣,564327234
Condado de Shawnee,1530176917
Омут (коммуна),1337586524
"Bottineau County, North Dakota",4531548945
フランクリン郡 (テネシー州),1263295156
كونيتيكت,12057687699
Condado de Gove,2551052376
Asker,89883067
"Кларк (округ, Канзас)",2372476886
Contea di Boone (Arkansas),1369968577
Rakkestad,391284742
Nord-Fron,1126603208
Eidskog,658327039
Condado de Blaine (Nebraska),2048112101
Sirdal,1386872146
"Брайан (округ, Джорджия)",1168701316
Nøtterøy,60900228
"Harvey County, Kansas",1296811949
Alstahaug,193878574
Condado de Atoka,2635592409
Barbour County (West Virginia),912067537
巴克斯特縣 (阿肯色州),1361092335
Gaspésie–Îles-de-la-Madeleine,17727293107
Minnesota,212295295826
Condado de Beckham,2027922581
阿拉楚阿縣 (佛羅里達州),2523586986
Roan (Norvège),372604060
Lund (Noruega),370045971
Hrabstwo Brookings,2026078077
Illinois,142321487528
Grant County (Kansas),1486843352
Rice County (Kansas),1849288456
Condado de Lyon (Kansas),1911311741
Condado de Bibb (Geórgia),693845535
Condado de Talladega,1913539305
Condado de Adams (Pensilvania),1292214285
Dovre,1371556508
ミッチェル郡 (カンザス州),1647877907
Bayfield County,3626020636
Hrabstwo Arapahoe,1988253535
"Marker, Norway",360368176
Boone County (West Virginia),1382803805
Vang,1186816566
Gran (Norwegen),720979363
Comté d'Osage (Kansas),1931832795
Sørfold,1627343549
"Атока (округ, Оклахома)",2803243540
Hrabstwo Phillips (Kansas),2142549361
Eidsvoll (gemeente),404931360
Карасйок,4891969229
Лиллехаммер,455765090
恩厄達爾,1940272151
Salangen,383790412
Condado de Armstrong (Pensilvânia),1599179451
"Greeley County, Kansas",2051554433
Hrabstwo Adair (Oklahoma),1477657087
Comté de Knox (Ohio),1437653838
"Атенс (округ, Огайо)",1282477308
維克 (挪威),781229993
スコット郡 (インディアナ州),494199003
"Barren County, Kentucky",1131081768
Comté de Brown (Nebraska),3633577698
ベント郡,3737390188
北达科他州,172641447203
Mullaitivu District,2566043265
卡尼縣 (堪薩斯州),2262003922
ブランド郡 (バージニア州),838293300
Nord-Aurdal,877003591
"Kingman County, Kansas",2527234912
Hrabstwo Cheyenne (Kansas),2872750732
Rana (Norvegia),3984307045
Сёмна,202845847
Sørum,187039432
مقاطعة أليغاني (فيرجينيا),1180458444
Воган,426770749
Andøy,590502951
コロンボ県,720736175
Kautokeino,9024583433
مقاطعة باكر (جورجيا),900166437
阿普林縣 (喬治亞州),1272501832
"Брадфорд (округ, Пенсильвания)",2969924280
亞當斯縣 (密西西比州),1136801128
"Адамс (округ, Висконсин)",1731930182
格林伍德縣 (堪薩斯州),3170828830
Ванг (коммуна),1242966943
Vestre Toten,225615205
Oppdal,2305145759
アスケー,109985678
斯泰恩谢尔,1306606855
阿利根尼縣 (馬里蘭州),1183982094
Aurora County,1871624448
Eid (Noorwegen),463015998
"Бриско (округ, Техас)",2178934539
Bærum,167094203
Distretto di Trincomalee,2512473502
Харам (коммуна),244106941
فاردو,585036025
"Амелиа (округ, Виргиния)",876815938
"Chautauqua County, Kansas",1765275655
Hrabstwo Attala,2030546011
ブキャナン郡 (バージニア州),1448948493
"Marion County, Kansas",2650293801
"Pawnee County, Kansas",1779284814
Garrett County,1498364876
Hrabstwo Boyd (Nebraska),1294256124
Арендал,261361518
كوفيورد,890574287
腓特烈斯塔,283934579
Hrabstwo Benton (Arkansas),2375803917
Hrabstwo Saline (Kansas),1884707978
Vegårshei,350604803
Øvre Eiker,396350551
Skjåk,1941014646
Time (Norvège),169594977
Свейу,253038745
Gjerstad,292881154
Nesodden,66728603
Ås,101207248
Kvænangen,2031445672
Гратанген,297851761
Evje og Hornnes,506385188
Contea di Ashe,1089437478
Comté de Cumberland (Pennsylvanie),1480044579
Rælingen,58568920
Comté de Burke (Caroline du Nord),1402120258
Comté de Brazoria,3782421920
Dyrøy,278826937
Alamance County,1039870996
مقاطعة بلاين (نبراسكا),1783557167
Condado de Sherman (Kansas),2654727057
博斯基縣 (德克薩斯州),2295673375
Røros,1727865477
"Hamilton County, Kansas",2892841726
"Осборн (округ, Канзас)",2410265586
Steinkjer,1395097437
"Adams County, Colorado",3117383794
Loppa,630230928
エルコ郡 (ネバダ州),47096272972
克維特綏,5867777
Adams County (Wisconsin),1655935405
Elko County,40213226710
مقاطعة آرمسترونغ (تكساس),2191675813
Tromsø,2580838781
"Benton County, Mississippi",1061935460
南弗龍,689530110
"Боумен (округ, Северная Дакота)",2973376516
ベイ郡 (フロリダ州),1905025758
Arendal,263147213
"Rana, Norway",4460876154
Hrabstwo Apache,31915358216
Kvitsøy,6330603
Sund (Norwegen),89089136
Askim,68655475
Ленвик,841026794
Comté de Burleson,1820217632
Fjell,129591140
Boone County (Kentucky),647245160
Anderson County (Texas),2554054811
"Райли (округ, Канзас)",1696968853
Hrabstwo Marion (Kansas),2336660899
Свельвик,54663980
مقاطعة أليني (بنسيلفانيا),1659190557
Hemne,606012521
Condado de Pawnee (Kansas),2214268725
مقاطعة بلانكو (تكساس),1885736824
ノートン郡 (カンザス州),2438725065
Несодден,55497245
Øvre Eiker,367088842
Båtsfjord,1544705986
مقاطعة بورليغ (داكوتا الشمالية),3794608021
Baylor County,2417084175
Ada County,2763596773
"Брэкстон (округ, Западная Виргиния)",1486003214
利勒哈默尔,468297782
比于恩,391363434
Comté de Beaver (Oklahoma),4323509265
Gamvik,1303582541
"Butler County, Ohio",1263017218
Hemsedal,743635502
アデール郡 (オクラホマ州),1319785590
Comté de Bandera,2156703590
Anderson County (Tennessee),808932449
Snillfjord,520247533
Condado de Bernalillo,3220966627
波特瓦特米縣 (堪薩斯州),2017815774
Алабама,123378683126
Nannestad,323761511
"Leavenworth County, Kansas",1318043015
مقاطعة ألغني (ماريلاند),1130840685
مقاطعة بيغ هورن (مونتانا),11991940360
Wabaunsee County,2196942979
Comté de Meade (Kansas),2412088468
مقاطعة بيكسار (تكساس),3309242128
Comté d'Athens,1372624486
Namdalseid,707803336
Evje og Hornnes,530464173
ボリンガー郡 (ミズーリ州),1598400506
"Аллеган (округ, Мичиган)",2252557995
Hrabstwo Ashley,2442423498
Эстре-Тутен,452951334
Будё,1248919588
Østre Toten,550950901
西托滕,241904732
佛蒙特州,25233633574
Gol (miasto),485891220
Kvæfjord,469457959
Contea di Bowie,2341575009
Fræna,362419600
Fet (Norvegia),150956613
Contea di Harvey,1367571170
Armstrong County (Pennsylvania),1811044456
Østre Toten,509711191
مقاطعة أباتشي (أريزونا),30137283327
Adams County (Pennsylvania),1284083326
Graham County (Kansas),2273284770
Contea di Butler (Nebraska),1345681364
"Adams County, Mississippi",1231932358
敘拉,61300830
"Эллис (округ, Канзас)",2339231209
Frogn,90504812
馬歇爾縣 (堪薩斯州),2022017636
Sykkylven,309819654
Aleutians East (distrito),19099489373
Cloud County,1644648045
Comté de Bladen,2232863024
Grong (gemeente),1076403240
Øksnes,341157285
Illinois,146828730064
Гран (Норвегия),622407030
拉克斯塔,439263695
Kvitsøy,6058985
Contea di Baldwin (Alabama),4489791172
Condado de Bureau,2261979697
Comté de Barrow,397111761
"Берриэн (округ, Мичиган)",1499464969
Hrabstwo Butler (Kentucky),1090748845
Condado de Breckinridge,1606245098
"Райс (округ, Канзас)",1970827815
Contea di Barbour (Virginia Occidentale),800442323
韋加,172819270
Hrabstwo Arenac,1022210848
مقاطعة براون (إنديانا),866180557
斯圖爾,142954708
Гаспези — Острова Мадлен,18446432650
Loppa (gemeente),649501991
ナッソー郡 (ニューヨーク州),719470177
Comté de Butler (Missouri),1826933029
Bucks County,1516980719
Contea di Bourbon (Kentucky),667351925
塞爾布,1223388102
Thomas County (Kansas),2601843717
Rakkestad,466705008
Målselv,3029488097
Halsa,297198610
Condado de Boundary,3301864559
Molde,343841416
Birkenes,647903948
Condado de Butler (Alabama),2085716837
مقاطعة باربر (كانساس),2843542603
فينيه,2864720152
Contea di Amite,1961825737
Comté de Lyon (Kansas),2453634835
"Cloud County, Kansas",1869548398
Hrabstwo Beaver (Oklahoma),4563649810
"Блейн (округ, Айдахо)",6856106686
Hurum,162977308
هورتن,59438574
Nittedal,176906570
Målselv,3073647175
مقاطعة أفيري (كارولاينا الشمالية),612603888
Condado de Blair,1253030719
Hrabstwo Asotin,1604098295
Fjaler,356181771
Bosque County,2736220764
Vang,1447309426
Malvik,153348276
"Ashland County, Wisconsin",2794154397
مقاطعة بينتون (تينيسي),1088657394
"Reno County, Kansas",3210979533
霍爾托倫,1057948653
Condado de Franklin (Tennessee),1378676614
バンクス郡 (ジョージア州),551050899
ヴァードー,618002769
