http://dbpedia.org/ontology/Company,http://dbpedia.org/ontology/numberOfEmployees
Allied Irish Banks,10664
Днепроэнерго,10355
Luxottica,80894
Acme United Corporation,354
Surrey Satellite Technology,478
Restaurant Brands,4485
Berkshire Hathaway,310684
Equistone Partners Europe,47
Avant (company),691
Benetton,8057
Koninklijke Luchtvaart Maatschappij,30848
Üstra,1818
Studio Hibari,98
Nissan,155081
Vidant Health,8671
Mitre 10,15227
Nortel,39
Rolls-Royce Motor Cars,1189
Ericsson,105867
Riot Games,915
Pennon Group,4537
DialAmerica,5061
Honda,213766
شركة نفط باز,2257
Bremer Woll-Kämmerei,274
Riot Games,936
OneClimate,5
Politico (periódico),314
Denel Aerospace Systems,7960
Morrison Facilities Services,3669
Bankinter,4
DB AutoZug,375
AVG Technologies,1809
Вагоноремонтный завод Карлово,271
雙匯集團,62006
ペガサス航空,3786
Schneider Electric,145233
Sunwing Airlines,1541
Co-operatives UK,33
R. J. Reynolds Tobacco Company,3889
Nude Maker,10
Philippine Postal Corporation,10948
Banco Itaú,63252
Porsche,25388
Integrated Device Technology,1451
Rīgas Autobusu Fabrika,4037
CNP Assurances,4791
格力,38667
JTEKT,10610
The Co-operators,4763
Toronto Coalition for Active Transportation,1
Aras Corp,142
United Airlines,92401
Haemimont Games,44
Kapsch,6445
ThyssenKrupp,159613
Volkswagen,569
Unique Development Studios,29
Egon Zehnder,453
Philippine Bank of Communications,1437
Paon,136
Groupon,9456
Metallwarenfabrik Marktoberdorf,139
Hidroconstrucția,8209
DeCODE Genetics,175
Santa Cruz AIDS Project,4
Moritz (bier),110
Fukui Railway,230
TicketForce,16
Mattel,32324
Roland Corporation,3181
Doğuş Holding,39
The Manitowoc Company,15442
Automobile Dacia,14818
Sivensa,2624
Seamless (company),287
Actel,492
هانيويل الفضائية,35937
Ulster Bank,3463
サービスコーポレーションインターナショナル,26933
Phase One (azienda),286
Mercedes-Benz U.S. International,4201
Disqus,60
Skip Ltd.,35
樂天百貨,10033
百慕達滙豐銀行,1133
Buhler Group,11
Groupe SEB,22831
T-Hrvatski Telekom,4373
Iron Mountain Incorporated,19256
NouvEON,81
RCN Corporation,1164
IGS Energy,416
Nihon Bussan,31
RADET,4458
British Columbia Ambulance Service,4150
Foursquare,216
Dongfeng,153898
Franz Haniel & Cie.,47
100% Banco,438
Brocade Communications Systems,4918
Sun Microsystems,39037
مارفيلوس إنترتنمنت,186
ポーゲンポール,492
General Electric,284687
Kubicek Balloons,31
Qt发展框架,207
Vidyo,319
Peugeot,188121
Sedus,906
Pirelli,33267
Schneider Electric,174713
Claas,10641
Frontier Communications,16554
トッズ,2911
Lycos,69
Shenhua Group,207195
United Airlines,82407
索尼互動娛樂日本工作室,415
Gotec Group,1038
هوندا,194510
Native Instruments,429
Zamperla,410
Caterpillar,100062
Indigo Books and Music,6413
エウスカルテル,335
Wiggle,0
Delta Holding (Serbie),3595
Politico,310
Eclipse Aerospace,56
Motomel,822
イタウサ,138603
Kao,36495
Latham & Watkins,2056
Glencore,116783
Global Adjustments,58
Gedeon Richter,11043
فايرفلاي ستوديوز,27
EF Education,39402
Arctic S.A.,2831
Martha Stewart Living Omnimedia,426
Spangler Candy Company,615
Metrovías,4435
Western Union,7327
Maroc Telecom,12033
Zastava Arms,2345
IMG (company),3145
Quattor,1822
Groupalia,261
迪生創建,2923
TowerBrook Capital Partners,34
Sowind Group,319
Hyundai Motor Company,103877
Advanced Micro Devices,7505
State Street,27747
Yahoo! Japan,6074
SemGroup,754
Stäubli,4830
Hygenic Corporation,277
Rado (Uhrenmarke),424
Kraft Foods,21025
Saputo,11543
Aluminum Corporation of China Limited,114254
TrippNT,18
GigaMedia Limited,542
Carlson Wagonlit Travel,21224
Liverpool University Press,13
Uttam Galva Steels,20161
Takumi,21
Anglo-Eastern Group,1243
Banco Portugués de Investimento,8552
Fortumo,87
Kamensk-Uralsky Metallurgical Works,4200
Kodak,6052
MannanLife,75
樂蘭公司,3050
Boeing,139930
T-Hrvatski Telekom,4826
Amerigroup,7980
Brooks Instrument,542
مصرف قطر الإسلامي,542
Tōhō,2095
Lycos,79
Altri,680
Z8Games,55
Yamato Transport,186199
Aero Controls,267
滙豐中國,5334
Dods (Group) PLC,210
Netscape Communications,2706
ラッシュ・アンド・キャッシュ,1771
Hybrid Television Services,30
OpenDNS,202
微软,113235
Jako (Unternehmen),141
Boyd Gaming,17194
Catamaran Corporation,1357
Lotte Department Store,9777
Mopeds India Limited,475
Tri-Crescendo,27
SAF Tehnika,163
Metaswitch,758
Sindicatum,107
Gemalto,14680
Municipal Property Assessment Corporation,1448
Thales Rail Signalling Solutions,1946
Wera-Werk,682
MECON (company),1545
Raven Software,170
Viacom,10764
Taylors of Harrogate,1495
BDO International,57561
Fox Entertainment Group,12000
Article One Partners,14
Open Cascade,113
フォルクスワーゲングループ,557171
ゾディアック・エアロスペース,32760
Intuit,7360
Gruppo Editoriale L’Espresso,2846
SCEベンドスタジオ,104
2 Sisters Food Group,20742
China Three Gorges Corporation,18785
Anglesey Aluminium,547
Amway,23491
Kaō,32529
Crystal-Eizou,20
Whirlpool Corporation,106437
Wizet,101
Benetton (azienda),7981
Grupo Andrade Gutierrez,218033
China Airlines,12070
Hickory Farms,502
Mashable,120
Seibu Holdings,309
Bank Mendes Gans,150
AXS (ticket merchant),58
Assa Abloy,50947
IKEA,156319
Eastman Chemical Company,13497
Galp,7020
Pegasus Airlines,3226
كوليكو,529
Weston Presidio,22
SimilarWeb,299
アルスター銀行,3199
FireEye,3032
Id Software,201
博通有限,8303
أبل,119065
Sony Corporation,123
Mexican American Legal Defense and Educational Fund,53
モトローラ,42150
CyberLink,488
