http://dbpedia.org/ontology/AdministrativeRegion,http://dbpedia.org/ontology/areaLand
Spydeberg,134219926
Båtsfjord,1431205402
エリス郡 (カンザス州),2520073491
Iveland,255780713
Condado de Bourbon (Kansas),1697071757
"Стивенс (округ, Канзас)",1887611452
Førde (Sogn og Fjordane),633931977
Contea di Wabaunsee,1960101899
Sumner County (Kansas),3049675189
Халден,578823317
Midsund,91801149
Georgia (Estados Unidos),136744384451
Дённа (коммуна),186505283
Bibb County (Georgia),664575603
Fitjar,138956941
倫內比,943391229
優洛縣 (加利福尼亞州),2678084921
Clark County (Kansas),2397580648
Vik,759954354
バークス郡 (ペンシルベニア州),2104343488
Bergen County,602959802
Nordkapp,820585867
Comté d'Autauga,1601766127
"Gray County, Kansas",2220692253
مقاطعة باكستر (أركنساس),1415235997
Marnardal,334832998
安帕賴區,4108538918
Condado de Porter,1075507728
Condado de Norton,2287647985
Austrheim,53473011
Comté de Johnson (Kansas),1278337145
Farsund,249499562
Contea di Adams (Washington),5044758981
アルピーナ郡 (ミシガン州),1403187631
Vågan,478304051
Hrabstwo Lyon (Kentucky),624929216
Fitjar,147741043
Сёр-Варангер,3448789388
Skedsmo,73003056
阿丘利塔縣 (科羅拉多州),3311566960
Fræna,342115271
Nøtterøy,66766199
ロードアイランド州,3009824010
Condado de Morton (Kansas),1926790404
エルバート郡 (コロラド州),4714445404
Ohio,101262811121
"Седжуик (округ, Канзас)",2360326176
Contea di Ottawa (Ohio),735990565
Sirdal,1397556061
Hrabstwo Bennett,2740047385
Contea di Berrien (Michigan),1348229187
Midtre Gauldal,1973536419
Kristiansund,83421039
ラムトン郡,2672187113
Songdalen,185354535
Notodden,808395573
Contea di Clay (Kansas),1801789050
Hrabstwo Bibb (Alabama),1743560857
Kvinesdal,894621781
Adair County (Missouri),1438019642
"Eid, Norway",432896978
Hornindal,162166850
Contea di Asotin,1862760784
Comté de Banks,658513613
Comté d'Archuleta,3352732523
Adams County (Ohio),1474175439
Comté de Baker (Géorgie),867807275
ディケーター郡 (カンザス州),2105606016
Вердал,1439604780
蒂達爾,1157263838
Гранвин,185496257
Hrabstwo Bertie,1655934267
Condado de Greeley (Kansas),2146991663
مقاطعة كوهمانتشي (كانساس),2160272687
Comté d'Essex (Ontario),1850102550
Sande (Møre og Romsdal),87341079
ノトデン,838823568
Namsos,712224884
Lillehammer,469228185
"Baker County, Florida",1514514928
Voss,1645622332
華盛頓縣 (堪薩斯州),2266972215
"Haskell County, Kansas",1508777031
Comté d'Alpena,1562324353
Ullensvang,1342094002
Aurland,1458017290
Andrews County,3605470757
Contea di Beadle,3115728035
Labette County,1607888336
Gildeskål,598347127
Bømlo,214828888
Lindås,458754514
Contea di Aiken,2943285448
Beaufort County (North Carolina),2111152130
沃邦西县 (堪萨斯州),2041044865
艾克縣 (堪薩斯州),1513388168
Contea di LaSalle,2699556123
Condado de Beaverhead,14626828781
Hemnes,1244584509
"Бэкон (округ, Джорджия)",658632933
Haugesund,72137747
Maine,80514352804
Trikunamalaja (dystrykt),2259008004
Capitale-Nationale,18951681931
Kautokeino,9301076506
Lindås,416889967
Rissa (Norvège),629472391
West Virginia,69997165096
Condado de Tulare,11225921044
Oppegård,35876945
Malvik,169631610
Tjeldsund,310369197
Alaska,1546278910917
モンゴメリー郡 (カンザス州),1720709485
Meade County (Kansas),2853788802
"Bond County, Illinois",1052799733
"Берген (округ, Нью-Джерси)",571811866
Austevoll,109356709
Contea di Alpena,1627234775
Jewell County,2164997646
バリー郡 (ミズーリ州),2040455756
Мелёй,736334679
利勒桑,163164124
Sirdal,1289465592
Contea di Bradley (Arkansas),1579432780
Contea di Garrett,1758432402
松達爾,785029734
Distretto di Batticaloa,2288165376
Lund (Norvège),384384084
アラバマ州,141543239784
Høylandet,686580931
"Boyd County, Kentucky",417687728
ラナーク郡,3096715669
Tydal,1261827981
Comté d'Andrews,3634394731
ビリングス郡 (ノースダコタ州),2967715932
Halsa,291590875
Sauda,503233724
法爾松,242772913
Condado de Benson,3400618407
"Бентон (округ, Миссисипи)",1147722894
مقاطعة جيفرسون (كانساس),1583737123
Verran,622947756
Bonneville County,4806416883
Kviteseid,657954073
Leirfjord,448954464
Loppa,716490545
Comté d'Allen (Kentucky),837373516
Condado de Rooks,2593851969
Ulvik,641657990
مقاطعة هاسكيل (كانساس),1608422237
Delaware,5076006893
Baraga County,2421306909
Gol (Norvegia),490892506
Distrito de Mannar,1682667673
Sunndal,1471478765
Нуре-ог-Увдал,2111830356
"Виктория (графство, Новая Шотландия)",2986736104
弗拉唐厄爾,420323009
Austin County,1801923534
Ullensvang,1363919471
Condado de Meade (Kansas),2639110546
Tysvær,407266304
Hrabstwo Cloud,1886765207
Comté de Brewster,15248885163
エドワーズ郡 (カンザス州),1390359533
"Картер (округ, Теннесси)",941813215
Jevnaker,215876200
Hægebostad,382611891
Брус (графство),4558109789
"Adams County, North Dakota",2439600958
"Boone County, Kentucky",662877439
朱厄爾縣 (堪薩斯州),2638010665
بورشغرون,177508199
比弗黑德縣,13046371250
Stafford County (Kansas),1937404941
Nærøy,1080305141
Stord,148546279
Hrabstwo Cumberland (Pensylwania),1491915989
安蒂洛普縣,2123504664
Contea di Franklin (Kansas),1468038681
亞代爾縣 (肯塔基州),1077494072
Сортланн,719130256
"Anderson County, Kentucky",565188346
瓦勒,1052375791
Overhalla,689496919
Hasvik,499966768
Røros,1773544778
Condado de Beltrami,6459292787
Sandøy,19727975
Бамбле,253080535
Lardal,254357099
Hrabstwo Guysborough,3638000690
Arkansas,136266236939
Bradley County (Arkansas),1529242076
Nannestad,324445410
Austevoll,116554183
"Branch County, Michigan",1404244310
Sola,63201049
Condado de Benton (Iowa),1912112652
Alta,3670284802
阿士塔布拉縣,1749332246
Audnedal,241000851
Bokn,49614328
Nøtterøy,60838205
Gausdal,1086225252
Hrabstwo Smith (Kansas),2164378802
Condado de Barry (Míchigan),1601984795
Condado de Bibb (Georgia),658691411
Nore og Uvdal,2318694189
Overhalla,721600718
レブンワース郡 (カンザス州),1115928061
Jackson County (Kansas),1703193946
Condado de Colchester,3616182195
Armstrong County (Texas),2408405690
"Breathitt County, Kentucky",1130997844
Rømskog,168261662
カーニー郡 (カンザス州),2421305512
Tysnes,242702894
Hasvik,514410515
Hrabstwo Rawlins,2744652983
トロムソ,2627520860
Nore og Uvdal,2309218243
Condado de Blair,1454606849
Comté de Billings,3015213007
Condado de Bath (Kentucky),695568072
威奇托縣 (堪薩斯州),1728962914
Øyer,663484081
Contea di Kings (Nuova Scozia),2307078720
フレドリクスタ,289506481
アレゲニー郡 (ペンシルベニア州),1794387493
Tjøme,34600478
Condado de Beadle,3415384265
Kvalsund,1932396948
Marnardal,395747358
Våler (Østfold),247947459
Gjesdal,590088507
Hrabstwo Berrien (Michigan),1421038905
Osage County (Kansas),1993232533
Contea di Travis,2795160985
Comté d'Adair (Kentucky),937202066
Greenwood County (Kansas),2978164580
Kongsberg,763225677
Bedford County (Pennsylvania),2518143584
Condado de Aroostook,16548940803
Sør-Varanger,3519874974
"Billings County, North Dakota",2664794947
Hrabstwo Rooks,2414075828
阿什兰县 (俄亥俄州),1175314801
Gran (Norwegen),610339111
于特西拉,7092245
ヘイヤンゲル,775727434
Sirdal,1250846779
Øystre Slidre,885534278
Tjøme,41125031
Hrabstwo Knox (Ohio),1257100434
Nes (Akershus),647074987
アマースト郡 (バージニア州),1164564834
Rennebu,980611257
Jølster,559629792
Contea di Blair,1453642245
"Аламанс (округ, Северная Каролина)",1117589085
Frøya,239261697
Condado de Alger,2239916763
Condado de Lawrence (Indiana),1181381436
特罗姆瑟,2708859218
Drangedal,980347084
Kvitsøy,5621246
Kane County (Illinois),1372387524
Graham County (Kansas),2191076698
Gáivuotna Kåfjord,907295416
Nordre Land,867080327
Hå,243266217
Sykkylven,301697864
Condado de Volusia (Florida),3124122970
Eidfjord (gemeente),1317344400
Prescott-Russell,2029977263
Lyngdal,380469187
Tingvoll,332396663
Condado de Boone (Arkansas),1397175251
Condado de Blackford,447011076
Huron County (Ontario),3348274843
Leavenworth County,1154388004
مقاطعة سكوت (إنديانا),488234606
Barron County,2489059994
Montana,388981981406
Crawford County (Kansas),1473376807
アンソン郡 (ノースカロライナ州),1376814077
Contea di Washington (Kansas),2154897048
艾于斯特爾海姆,62055538
"Bayfield County, Wisconsin",3311702126
Condado de Wayne (Pensilvania),1648938039
"Поттаватоми (округ, Канзас)",2183775202
拉什縣 (堪薩斯州),1801929227
Hrabstwo Republic,1628395231
مقاطعة باوي (تكساس),2397757596
"Бланко (округ, Техас)",1966101196
ブラッドフォード郡 (ペンシルベニア州),2945723968
Jackson County (Kansas),1480659810
Contea di Boulder,2039775066
Рёмскуг,147090071
Comté de Stanton (Kansas),2016200915
Hammerfest,817570053
Frogn,84846628
Condado de DuPage,880441132
Harvey County,1380279742
Gjerdrum,83556375
Condado de Bannock,2697677414
Contea di Aitkin,5123791668
Comté d'Alleghany (Virginie),1168260320
"Адамс (округ, Вашингтон)",4731415687
Comté d'Alcona,1622193789
Osterøy,267281282
Bonneville County,4558519900
Condado de Mitchell (Kansas),2000517580
"Bradford County, Florida",789260267
Comté de Beaverhead,12946444287
Comté de Barry (Michigan),1411355759
Hammerfest,925788050
Остерёй,247361259
سليورد,644643158
ナムソス,778286950
Fauske,1139558529
Våler (Østfold),232368708
エヴェネス,254691680
مقاطعة يولو (كاليفورنيا),2661509810
"Бенева (округ, Айдахо)",2065457300
Halden (Norwegen),669432438
Condado de Kearny,2227080927
"Grane, Nordland",1785598138
Hattfjelldal,2329626967
Øygarden,65366005
Hrabstwo Alcorn,980222820
Ringsaker,1049178412
Baltimore County,1658441983
Hodgeman County,1946896528
布拉索斯縣 (德克薩斯州),1516998376
Masfjorden,525928954
Contea di Edwards (Kansas),1427378665
"Блейден (округ, Северная Каролина)",2204311119
Condado de Ottawa (Ohio),661098297
Accomack County,1099278024
內特島,68310913
"Brooke County, West Virginia",222480334
Volda,583953523
Брённёй,1011311464
Holmestrand,83943734
باروم,186841003
Mannar (dystrykt),1944636911
Arkansas,133465876787
Lund (Rogaland),366972196
"Волуси (округ, Флорида)",2853183423
Snillfjord,472353246
"Elk County, Kansas",1674607532
博福特縣 (北卡羅萊納州),2189517451
Comté de Benson,3481198069
芬岛 (挪威),97522049
許達爾,238403148
Hrabstwo Boyle,488414060
Анн-Арандел,1055976380
ファーマナ州,1942796695
Salangen,433308018
Hrabstwo Allegan,2323713390
Røst,10155772
Aremark,305138388
Станге,578074339
Hrabstwo Atoka,2270336903
Tranøy,501092692
Kvalsund,1854194621
Steinkjer,1527268452
Lindesnes,309482972
瓦勒爾,85559960
"Arapahoe County, Colorado",1903433371
Bollinger County,1737190692
バートン郡 (カンザス州),2139862183
Comté de Geary,928101639
Condado de Ellsworth,1638585798
Hrabstwo Greenwood (Kansas),2878454537
Барду,2737030749
Contea di Kearny,2051511541
"Грейам (округ, Канзас)",2447462380
Hrabstwo Kingman,1958510709
Сёрум,195781544
Sogndal,756525239
Maryland,26237142875
Solund,237049202
Hemnes,1577018745
サルプスボルグ,373487552
Aremark,276651624
Farsund (gemeente),279409952
納姆索斯,753677882
Stange (gemeente),702642490
"Барнуэлл (округ, Южная Каролина)",1347320985
Adams County (Pennsylvania),1271641137
Karmøy,232629227
Рингсакер,1221906635
Sola (Norvège),69666722
Bee County,2170599322
Tysvær,413459678
斯韋爾維克,54360917
Hobøl,130085745
Porter County,1094848539
Holtålen,1051527266
Contea di Cloud,1859860529
呂斯特,2524520599
布拉克斯頓縣 (西維吉尼亞州),1155537965
Dovre,1351968363
Condado de Alexander (Carolina del Norte),638382269
Condado de Bibb (Geórgia),632122823
"Archer County, Texas",2412948683
Luisiana,119809749606
班伯格縣 (南卡羅萊納州),954179215
Hjartdal,665264921
Sør-Fron,742768495
Høyanger,756520485
Bømlo,250264047
Condado de Morris (Kansas),1592384143
Balsfjord,1414532760
バーバー郡 (カンザス州),2788449401
Lierne,2465989228
Nærøy,1069603301
"Бревард (округ, Флорида)",2478522901
Meråker (gemeente),1238678341
羅德島州,2655576069
Делавэр,4550106413
Comté de Ness,2935068671
Рёдёй,709403330
Comté d'Aransas,712847938
Hrabstwo Sheridan (Kansas),2369875388
"Ролинс (округ, Канзас)",2674817852
Parrocchia di Assumption,881102762
沃勒 (東福爾郡),239194031
Hrabstwo San Mateo,1153229162
Contea di Arthur,1972012170
"Kiowa County, Kansas",1937275113
Comté d'Atkinson,967528043
埃德 (松恩-菲尤拉讷郡),390828779
Holmestrand,93328716
Inderøy,356237106
مقاطعة بلونت (تينيسي),1530435821
Rendalen,3241982468
غامفيك,1424054531
"Томас (округ, Канзас)",2684947299
亞當斯縣 (密西西比州),1263562251
Meløy,722293222
Edwards County (Kansas),1581977317
Contea di Armstrong (Pennsylvania),1728646149
Ål (gemeente),1034243980
Eidsberg,250849161
Marnardal,404110482
Condado de Bath (Kentucky),659429052
مقاطعة مونغومري (كانساس),1758951575
Condado de Chautauqua (Kansas),1582426504
Condado de Benson,4004465094
Rensselaer County,1593672532
Lebesby,3070693382
Contea di Bedford (Virginia),1900768399
ヨロ郡 (カリフォルニア州),2563401084
Stranda,882587468
バンクス郡 (ジョージア州),627294568
Hvaler,92770888
Atoka County,2649647781
Kviteseid,580036535
Trøgstad,181056969
Sørum,206815899
Linn County (Kansas),1550694653
"Barry County, Michigan",1376202219
Leirfjord,449527178
Benton County (Indiana),936025531
مقاطعة أوغوستا (فيرجينيا),2779274710
Gildeskål,627978045
Condado de Big Horn (Montana),11734688592
Vaksdal,774059686
Nord-Aurdal,889622182
Vågsøy,185570321
Condado de Rensselaer,1897700470
Rendalen,3042773617
مقاطعة ترايل (داكوتا الشمالية),2374191015
Sauherad,300053135
Contea di Comanche (Kansas),1871659933
格里利縣 (堪薩斯州),2043040793
Condado de Decatur (Kansas),2360813652
لارفيك,458185650
フランクリン郡 (カンザス州),1544131058
Askøy,94063278
Parroquia de Bossier,1985375785
Contea di Benzie,833008580
Lyngdal,345051926
"Yarmouth County, Nova Scotia",2339676047
مقاطعة ويلسون (كانساس),1570315530
Bristol County (Massachusetts),1347708231
Tydal,1193935880
"Алачуа (округ, Флорида)",2356377524
"Atkinson County, Georgia",926705036
塔納 (挪威),3786597253
Condado de Grey,5034831576
Condado de Stanton (Kansas),1622318272
Beiarn,1098533570
Contea di Baraga,2500268981
Målselv,2873691665
Comté d'Arthur (Nebraska),1776309024
Tysnes,243141449
Lane County (Kansas),1972242601
Hrabstwo Boyd (Kentucky),426986783
Øyer,680679519
كراغرو,260732987
Røros,1879329910
"Lane County, Kansas",1637047759
Leira,895498785
Stjørdal,957676271
Contea di Ellis (Kansas),2456504488
Lane County (Kansas),1665397492
Bø (Nordland),245084411
ポーター郡 (インディアナ州),1099210051
Orkdal,507368608
Batticaloa District,2446051680
Bindal,1086348269
Contea di Alamance,1179297642
Alabama,131318844510
"Alleghany County, Virginia",1008279751
Comté d'Annapolis,3401652013
Fredrikstad,281178003
Condado de Albany (Nueva York),1483143438
Rennesøy,62245627
"Bienville Parish, Louisiana",2154484567
ペトローリアム郡 (モンタナ州),4182754217
"Рукс (округ, Канзас)",2077980209
"Ренсселер (округ, Нью-Йорк)",1530812927
Condado de Bear Lake,2640532112
Tana (Norvège),4015396632
Марнардал,399440305
安妮阿倫德爾縣,1226935605
Comté de Saint Clair (Alabama),1565091574
Comté de Lawrence (Indiana),1122290635
Victoria County (Nova Scotia),2488193017
Agdenes,298946226
"Расселл (округ, Канзас)",2139878403
Appling County,1482548176
North Carolina,134128889609
Contea di Franklin (Tennessee),1529441281
Seljord,651394518
Novo México,292237019811
"Alfalfa County, Oklahoma",2343707965
Hrabstwo Tuscola (Michigan),1943099452
Alexander County (Illinois),561658732
Albemarle County,1788018485
Audnedal,225143186
Froland,647680891
ヴェヴェルスター,492706104
Bastrop County,2126934333
"Herøy, Møre og Romsdal",125201011
Comté de Saline (Kansas),2049359517
Рисса,559890803
Hrabstwo Boone (Arkansas),1442620737
Contea di Allegheny,1969841772
Condado de Blaine (Nebraska),1888683736
Коннектикут,11959490192
