http://dbpedia.org/ontology/Location,http://dbpedia.org/ontology/populationTotal
Saint-Martin-des-Champs (Yonne),288
Tremblay (Ille-et-Vilaine),1630
Saint-Genis-l'Argentière,801
列寧區 (塞瓦斯托波爾),103525
Ist,190
"Pleasant Valley Township, Finney County, Kansas",126
多马尔坦瓦里蒙,128
Abra Pampa,9118
Saint-Luc (Svizzera),277
"Aappilattoq, Qaasuitsup",179
Gimel-les-Cascades,656
Dommartin-sur-Vraine,323
Selva di Progno,1067
Bry,372
Рамин,715
Akbarabad-e Qushchi,54
وخان دي كويو (مدينة),106315
Dommartin-le-Saint-Père,259
Hints,345
Noisy-sur-Oise,732
拉维莱迪厄迪克兰,1428
Зайсанский район,40539
L'Isle-Adam,13267
Marey-sur-Tille,332
Mirabello Monferrato,1444
Achola,815
Ituzaingó (Argentine),23325
Horst (Sundhagen),492
Saint-Gratien-Savigny,142
Archerfield (Queensland),487
卡斯泰尔韦基奥迪罗卡巴尔贝纳,174
"Krasnogorsk, Uzbekistan",18321
Saint-Sauveur-de-Pierrepont,134
Weare,694
Pommiers (Aisne),659
Mikulovice (district de Znojmo),591
