http://dbpedia.org/ontology/PopulatedPlace,http://dbpedia.org/ontology/areaLand
リン郡区 (アイオワ州シーダー郡),5.06343e+07
"Linn Township, Cedar County, Iowa",5.06343e+07
"Gmina Linn (hrabstwo Cedar, Iowa)",5.06343e+07
"Municipio de Linton (condado de Allamakee, Iowa)",8.17141e+07
リントン郡区 (アイオワ州アラマキー郡),8.17141e+07
"Linton Township, Allamakee County, Iowa",8.17141e+07
Gmina Linton (Iowa),8.17141e+07
林頓鎮區 (阿勒馬基縣),8.17141e+07
"Municipio de Linton (condado de Allamakee, Iowa)",8.172e+07
リントン郡区 (アイオワ州アラマキー郡),8.172e+07
"Linton Township, Allamakee County, Iowa",8.172e+07
Gmina Linton (Iowa),8.172e+07
林頓鎮區 (阿勒馬基縣),8.172e+07
"Municipio de Linton (condado de Vigo, Indiana)",9.05719e+07
"Linton Township, Vigo County, Indiana",9.05719e+07
"Municipio de Lockhart (condado de Pike, Indiana)",1.24371e+08
"Lockhart Township, Pike County, Indiana",1.24371e+08
"Municipio de Makee (condado de Allamakee, Iowa)",9.24367e+07
メイキー郡区 (アイオワ州アラマキー郡),9.24367e+07
"Makee Township, Allamakee County, Iowa",9.24367e+07
Gmina Makee,9.24367e+07
馬基鎮區 (阿勒馬基縣),9.24367e+07
"Municipio de Makee (condado de Allamakee, Iowa)",9.244e+07
メイキー郡区 (アイオワ州アラマキー郡),9.244e+07
"Makee Township, Allamakee County, Iowa",9.244e+07
Gmina Makee,9.244e+07
馬基鎮區 (阿勒馬基縣),9.244e+07
"Municipio de Marcy (condado de Boone, Iowa)",1.08365e+08
マーシー郡区 (アイオワ州ブーン郡),1.08365e+08
"Marcy Township, Boone County, Iowa",1.08365e+08
Gmina Marcy,1.08365e+08
"Municipio de Marcy (condado de Boone, Iowa)",1.0837e+08
マーシー郡区 (アイオワ州ブーン郡),1.0837e+08
"Marcy Township, Boone County, Iowa",1.0837e+08
Gmina Marcy,1.0837e+08
"Municipio de Marrs (condado de Posey, Indiana)",1.33488e+08
"Marrs Township, Posey County, Indiana",1.33488e+08
"Municipio de Marrs (condado de Posey, Indiana)",1.335e+08
"Marrs Township, Posey County, Indiana",1.335e+08
"Municipio de Massena (condado de Cass, Iowa)",9.297e+07
マセナ郡区 (アイオワ州カス郡),9.297e+07
"Massena Township, Cass County, Iowa",9.297e+07
Gmina Massena,9.297e+07
"Municipio de Massena (condado de Cass, Iowa)",9.29806e+07
マセナ郡区 (アイオワ州カス郡),9.29806e+07
"Massena Township, Cass County, Iowa",9.29806e+07
Gmina Massena,9.29806e+07
"Municipio de Massillon (condado de Cedar, Iowa)",9.085e+07
マシロン郡区 (アイオワ州シーダー郡),9.085e+07
"Massillon Township, Cedar County, Iowa",9.085e+07
Gmina Massillon,9.085e+07
"Municipio de Massillon (condado de Cedar, Iowa)",9.08568e+07
マシロン郡区 (アイオワ州シーダー郡),9.08568e+07
"Massillon Township, Cedar County, Iowa",9.08568e+07
Gmina Massillon,9.08568e+07
"Municipio de McClellan (condado de Newton, Indiana)",1.09556e+08
"McClellan Township, Newton County, Indiana",1.09556e+08
"Municipio de Melville (condado de Audubon, Iowa)",9.46e+07
メルヴィル郡区 (アイオワ州アウドゥボン郡),9.46e+07
"Melville Township, Audubon County, Iowa",9.46e+07
Gmina Melville (Iowa),9.46e+07
"Municipio de Mercer (condado de Adams, Iowa)",9.26698e+07
マーサー郡区 (アイオワ州アダムズ郡),9.26698e+07
"Mercer Township, Adams County, Iowa",9.26698e+07
Gmina Mercer (Iowa),9.26698e+07
"Municipio de Mercer (condado de Adams, Iowa)",9.267e+07
マーサー郡区 (アイオワ州アダムズ郡),9.267e+07
"Mercer Township, Adams County, Iowa",9.267e+07
Gmina Mercer (Iowa),9.267e+07
"Municipio de Middlefield (condado de Buchanan, Iowa)",9.056e+07
ミドルフィールド郡区 (アイオワ州ブキャナン郡),9.056e+07
"Middlefield Township, Buchanan County, Iowa",9.056e+07
Gmina Middlefield (Iowa),9.056e+07
"Municipio de Middlefield (condado de Buchanan, Iowa)",9.05719e+07
ミドルフィールド郡区 (アイオワ州ブキャナン郡),9.05719e+07
"Middlefield Township, Buchanan County, Iowa",9.05719e+07
Gmina Middlefield (Iowa),9.05719e+07
"Municipio de Mill (condado de Grant, Indiana)",6.00359e+07
"Mill Township, Grant County, Indiana",6.00359e+07
"Municipio de Miller (condado de Dearborn, Indiana)",6.77023e+07
"Miller Township, Dearborn County, Indiana",6.77023e+07
Municipio de Mitcheltree,1.83268e+08
"Mitcheltree Township, Martin County, Indiana",1.83268e+08
Monaragala District,5.508e+09
Moneragala (Distrikt),5.508e+09
Distrito de Moneragala,5.508e+09
Moneragala (district),5.508e+09
Distretto di Moneragala,5.508e+09
モナラーガラ県,5.508e+09
Moneragala (district),5.508e+09
Монерагала (округ),5.508e+09
莫訥勒格勒區,5.508e+09
"Municipio de Moral (condado de Shelby, Indiana)",9.469e+07
"Moral Township, Shelby County, Indiana",9.469e+07
Moreland (Idaho),6.3118e+06
Moreland (Idaho),6.3118e+06
"Moreland, Idaho",6.3118e+06
"Municipio de Mount Vernon (condado de Black Hawk, Iowa)",8.20508e+07
マウントバーノン郡区 (アイオワ州ブラックホーク郡),8.20508e+07
"Mount Vernon Township, Black Hawk County, Iowa",8.20508e+07
Gmina Mount Vernon (hrabstwo Black Hawk),8.20508e+07
"Municipio de Mount Vernon (condado de Black Hawk, Iowa)",8.206e+07
マウントバーノン郡区 (アイオワ州ブラックホーク郡),8.206e+07
"Mount Vernon Township, Black Hawk County, Iowa",8.206e+07
Gmina Mount Vernon (hrabstwo Black Hawk),8.206e+07
"Municipio de Mount Vernon (condado de Cerro Gordo, Iowa)",9.38871e+07
マウントバーノン郡区 (アイオワ州セロゴード郡),9.38871e+07
"Mount Vernon Township, Cerro Gordo County, Iowa",9.38871e+07
Gmina Mount Vernon (hrabstwo Cerro Gordo),9.38871e+07
"Municipio de Mount Vernon (condado de Cerro Gordo, Iowa)",9.389e+07
マウントバーノン郡区 (アイオワ州セロゴード郡),9.389e+07
"Mount Vernon Township, Cerro Gordo County, Iowa",9.389e+07
Gmina Mount Vernon (hrabstwo Cerro Gordo),9.389e+07
"Municipio de Needham (condado de Johnson, Indiana)",9.06755e+07
"Needham Township, Johnson County, Indiana",9.06755e+07
"Municipio de New Albany (condado de Floyd, Indiana)",9.96109e+07
"New Albany Township, Floyd County, Indiana",9.96109e+07
"Municipio de Newbury (condado de LaGrange, Indiana)",9.1323e+07
"Newbury Township, LaGrange County, Indiana",9.1323e+07
"Municipio de Newcastle (condado de Fulton, Indiana)",8.59617e+07
"Newcastle Township, Fulton County, Indiana",8.59617e+07
"Municipio de Newell (condado de Buena Vista, Iowa)",9.277e+07
ニューウェル郡区 (アイオワ州ブエナビスタ郡),9.277e+07
"Newell Township, Buena Vista County, Iowa",9.277e+07
Gmina Newell (Iowa),9.277e+07
"Municipio de Newell (condado de Buena Vista, Iowa)",9.27734e+07
ニューウェル郡区 (アイオワ州ブエナビスタ郡),9.27734e+07
"Newell Township, Buena Vista County, Iowa",9.27734e+07
Gmina Newell (Iowa),9.27734e+07
"Municipio de Nineveh (condado de Johnson, Indiana)",9.37835e+07
"Nineveh Township, Johnson County, Indiana",9.37835e+07
"Municipio de Noblesville (condado de Hamilton, Indiana)",1.21263e+08
"Noblesville Township, Hamilton County, Indiana",1.21263e+08
"Municipio de Nodaway (condado de Adams, Iowa)",9.11935e+07
ノーダウェイ郡区 (アイオワ州アダムズ郡),9.11935e+07
"Nodaway Township, Adams County, Iowa",9.11935e+07
Gmina Nodaway (hrabstwo Adams),9.11935e+07
"Municipio de Nodaway (condado de Adams, Iowa)",9.12e+07
ノーダウェイ郡区 (アイオワ州アダムズ郡),9.12e+07
"Nodaway Township, Adams County, Iowa",9.12e+07
Gmina Nodaway (hrabstwo Adams),9.12e+07
"Municipio de Nokomis (condado de Buena Vista, Iowa)",9.29806e+07
ノコミス郡区 (アイオワ州ブエナビスタ郡),9.29806e+07
"Nokomis Township, Buena Vista County, Iowa",9.29806e+07
Gmina Nokomis (Iowa),9.29806e+07
"Municipio de Nokomis (condado de Buena Vista, Iowa)",9.299e+07
ノコミス郡区 (アイオワ州ブエナビスタ郡),9.299e+07
"Nokomis Township, Buena Vista County, Iowa",9.299e+07
Gmina Nokomis (Iowa),9.299e+07
"Municipio de North Bend (condado de Starke, Indiana)",9.1841e+07
"North Bend Township, Starke County, Indiana",9.1841e+07
"North Haverhill, New Hampshire",7.9e+06
"Municipio de Northeast (condado de Orange, Indiana)",7.41514e+07
"Northeast Township, Orange County, Indiana",7.41514e+07
Municipio de Northwest (Indiana),7.84766e+07
"Northwest Township, Orange County, Indiana",7.84766e+07
Municipio de Nottingham (Indiana),1.24449e+08
"Nottingham Township, Wells County, Indiana",1.24449e+08
"Municipio de Oil (condado de Perry, Indiana)",1.71923e+08
"Oil Township, Perry County, Indiana",1.71923e+08
Oljato-Monument Valley (Utah),7.44e+07
Oljato-Monument Valley (Utah),7.44e+07
Oljato-Monument Valley (Utah),7.44e+07
"Oljato–Monument Valley, Utah",7.44e+07
Oljato-Monument Valley (Utah),7.44e+07
"Municipio de Osolo (condado de Elkhart, Indiana)",6.47497e+07
"Osolo Township, Elkhart County, Indiana",6.47497e+07
"Municipio de Paint Creek (condado de Allamakee, Iowa)",9.38353e+07
ペイント・クリーク郡区 (アイオワ州アラマキー郡),9.38353e+07
"Paint Creek Township, Allamakee County, Iowa",9.38353e+07
Gmina Paint Creek,9.38353e+07
佩恩特克里克鎮區 (阿勒馬基縣),9.38353e+07
"Municipio de Paint Creek (condado de Allamakee, Iowa)",9.384e+07
ペイント・クリーク郡区 (アイオワ州アラマキー郡),9.384e+07
"Paint Creek Township, Allamakee County, Iowa",9.384e+07
Gmina Paint Creek,9.384e+07
佩恩特克里克鎮區 (阿勒馬基縣),9.384e+07
Pardeesville,1.7e+06
"Pardeesville, Pennsylvania",1.7e+06
Municipio de Parish Grove,1.17637e+08
"Parish Grove Township, Benton County, Indiana",1.17637e+08
"Municipio de Peoples (condado de Boone, Iowa)",9.354e+07
ピープルズ郡区 (アイオワ州ブーン郡),9.354e+07
"Peoples Township, Boone County, Iowa",9.354e+07
Gmina Peoples,9.354e+07
"Municipio de Peoples (condado de Boone, Iowa)",9.35504e+07
ピープルズ郡区 (アイオワ州ブーン郡),9.35504e+07
"Peoples Township, Boone County, Iowa",9.35504e+07
Gmina Peoples,9.35504e+07
"Municipio de Perry (condado de Allen, Indiana)",9.199e+07
"Perry Township, Allen County, Indiana",9.199e+07
"Municipio de Perry (condado de Boone, Indiana)",5.39236e+07
"Perry Township, Boone County, Indiana",5.39236e+07
"Municipio de Perry (condado de Buchanan, Iowa)",9.339e+07
ペリー郡区 (アイオワ州ブキャナン郡),9.339e+07
"Perry Township, Buchanan County, Iowa",9.339e+07
Gmina Perry (hrabstwo Buchanan),9.339e+07
"Municipio de Perry (condado de Buchanan, Iowa)",9.3395e+07
ペリー郡区 (アイオワ州ブキャナン郡),9.3395e+07
"Perry Township, Buchanan County, Iowa",9.3395e+07
Gmina Perry (hrabstwo Buchanan),9.3395e+07
"Municipio de Perry (condado de Clay, Indiana)",1.15436e+08
"Perry Township, Clay County, Indiana",1.15436e+08
"Municipio de Perry (condado de Clinton, Indiana)",8.58063e+07
"Perry Township, Clinton County, Indiana",8.58063e+07
"Municipio de Perry (condado de Delaware, Indiana)",7.31672e+07
"Perry Township, Delaware County, Indiana",7.31672e+07
"Municipio de Perry (condado de Lawrence, Indiana)",9.23072e+07
"Perry Township, Lawrence County, Indiana",9.23072e+07
"Municipio de Perry (condado de Martin, Indiana)",2.49908e+08
"Perry Township, Martin County, Indiana",2.49908e+08
"Municipio de Perry (condado de Miami, Indiana)",1.0461e+08
"Perry Township, Miami County, Indiana",1.0461e+08
"Municipio de Perry (condado de Monroe, Indiana)",9.1582e+07
"Perry Township, Monroe County, Indiana",9.1582e+07
"Municipio de Perry (condado de Noble, Indiana)",9.24108e+07
"Perry Township, Noble County, Indiana",9.24108e+07
"Municipio de Perry (condado de Tippecanoe, Indiana)",9.34468e+07
"Perry Township, Tippecanoe County, Indiana",9.34468e+07
"Municipio de Perry (condado de Vanderburgh, Indiana)",7.19499e+07
"Perry Township, Vanderburgh County, Indiana",7.19499e+07
"Municipio de Perry (condado de Wayne, Indiana)",4.51435e+07
"Perry Township, Wayne County, Indiana",4.51435e+07
Municipio de Pershing (Indiana),7.9409e+07
"Pershing Township, Jackson County, Indiana",7.9409e+07
بتيت فالي (كيبك),3.928e+07
Petite-Vallée,3.928e+07
"Petite-Vallée, Quebec",3.928e+07
"Municipio de Pierson (condado de Vigo, Indiana)",9.15561e+07
"Pierson Township, Vigo County, Indiana",9.15561e+07
"Municipio de Pigeon (condado de Vanderburgh, Indiana)",2.81273e+07
"Pigeon Township, Vanderburgh County, Indiana",2.81273e+07
"Municipio de Pigeon (condado de Warrick, Indiana)",1.04817e+08
"Pigeon Township, Warrick County, Indiana",1.04817e+08
"Municipio de Pilot Mound (condado de Boone, Iowa)",5.77567e+07
パイロットマウンド郡区 (アイオワ州ブーン郡),5.77567e+07
"Pilot Mound Township, Boone County, Iowa",5.77567e+07
Gmina Pilot Mound (Iowa),5.77567e+07
"Municipio de Pilot Mound (condado de Boone, Iowa)",5.776e+07
パイロットマウンド郡区 (アイオワ州ブーン郡),5.776e+07
"Pilot Mound Township, Boone County, Iowa",5.776e+07
Gmina Pilot Mound (Iowa),5.776e+07
"Municipio de Pittsford (condado de Butler, Iowa)",9.46382e+07
ピッツフォード郡区 (アイオワ州バトラー郡),9.46382e+07
"Pittsford Township, Butler County, Iowa",9.46382e+07
Gmina Pittsford (Iowa),9.46382e+07
"Municipio de Pittsford (condado de Butler, Iowa)",9.464e+07
ピッツフォード郡区 (アイオワ州バトラー郡),9.464e+07
"Pittsford Township, Butler County, Iowa",9.464e+07
Gmina Pittsford (Iowa),9.464e+07
"Municipio de Point (condado de Posey, Indiana)",1.2742e+08
"Point Township, Posey County, Indiana",1.2742e+08
"Municipio de Point (condado de Posey, Indiana)",1.27427e+08
"Point Township, Posey County, Indiana",1.27427e+08
"Municipio de Poland (condado de Buena Vista, Iowa)",9.456e+07
ポーランド郡区 (アイオワ州ブエナビスタ郡),9.456e+07
"Poland Township, Buena Vista County, Iowa",9.456e+07
Gmina Poland (Iowa),9.456e+07
"Municipio de Poland (condado de Buena Vista, Iowa)",9.45605e+07
ポーランド郡区 (アイオワ州ブエナビスタ郡),9.45605e+07
"Poland Township, Buena Vista County, Iowa",9.45605e+07
Gmina Poland (Iowa),9.45605e+07
"Municipio de Portland (condado de Cerro Gordo, Iowa)",8.388e+07
ポートランド郡区 (アイオワ州セロゴード郡),8.388e+07
"Portland Township, Cerro Gordo County, Iowa",8.388e+07
Gmina Portland (hrabstwo Cerro Gordo),8.388e+07
"Municipio de Portland (condado de Cerro Gordo, Iowa)",8.38897e+07
ポートランド郡区 (アイオワ州セロゴード郡),8.38897e+07
"Portland Township, Cerro Gordo County, Iowa",8.38897e+07
Gmina Portland (hrabstwo Cerro Gordo),8.38897e+07
"Municipio de Posey (condado de Clay, Indiana)",9.07532e+07
"Posey Township, Clay County, Indiana",9.07532e+07
"Municipio de Posey (condado de Fayette, Indiana)",8.05486e+07
"Posey Township, Fayette County, Indiana",8.05486e+07
"Municipio de Posey (condado de Franklin, Indiana)",4.68529e+07
"Posey Township, Franklin County, Indiana",4.68529e+07
"Municipio de Posey (condado de Harrison, Indiana)",1.02745e+08
"Posey Township, Harrison County, Indiana",1.02745e+08
"Municipio de Posey (condado de Rush, Indiana)",9.38871e+07
"Posey Township, Rush County, Indiana",9.38871e+07
"Municipio de Posey (condado de Switzerland, Indiana)",1.01476e+08
"Posey Township, Switzerland County, Indiana",1.01476e+08
"Municipio de Posey (condado de Washington, Indiana)",8.68941e+07
"Posey Township, Washington County, Indiana",8.68941e+07
"Municipio de Post (condado de Allamakee, Iowa)",9.1e+07
ポスト郡区 (アイオワ州アラマキー郡),9.1e+07
"Post Township, Allamakee County, Iowa",9.1e+07
Gmina Post,9.1e+07
波斯特鎮區 (阿勒馬基縣),9.1e+07
"Municipio de Post (condado de Allamakee, Iowa)",9.10122e+07
ポスト郡区 (アイオワ州アラマキー郡),9.10122e+07
"Post Township, Allamakee County, Iowa",9.10122e+07
Gmina Post,9.10122e+07
波斯特鎮區 (阿勒馬基縣),9.10122e+07
"Municipio de Poyner (condado de Black Hawk, Iowa)",9.01057e+07
ポイナー郡区 (アイオワ州ブラックホーク郡),9.01057e+07
"Poyner Township, Black Hawk County, Iowa",9.01057e+07
Gmina Poyner,9.01057e+07
"Municipio de Poyner (condado de Black Hawk, Iowa)",9.011e+07
ポイナー郡区 (アイオワ州ブラックホーク郡),9.011e+07
"Poyner Township, Black Hawk County, Iowa",9.011e+07
Gmina Poyner,9.011e+07
"Municipio de Prairie Creek (condado de Vigo, Indiana)",9.83936e+07
"Prairie Creek Township, Vigo County, Indiana",9.83936e+07
"Municipio de Prairieton (condado de Vigo, Indiana)",4.61795e+07
"Prairieton Township, Vigo County, Indiana",4.61795e+07
"Municipio de Prescott (condado de Adams, Iowa)",9.199e+07
プレスコット郡区 (アイオワ州アダムズ郡),9.199e+07
"Prescott Township, Adams County, Iowa",9.199e+07
Gmina Prescott (Iowa),9.199e+07
"Municipio de Prescott (condado de Adams, Iowa)",9.19964e+07
プレスコット郡区 (アイオワ州アダムズ郡),9.19964e+07
"Prescott Township, Adams County, Iowa",9.19964e+07
Gmina Prescott (Iowa),9.19964e+07
"Municipio de Providence (condado de Buena Vista, Iowa)",9.28511e+07
プロビデンス郡区 (アイオワ州ブエナビスタ郡),9.28511e+07
"Providence Township, Buena Vista County, Iowa",9.28511e+07
Gmina Providence (hrabstwo Buena Vista),9.28511e+07
"Municipio de Providence (condado de Buena Vista, Iowa)",9.286e+07
プロビデンス郡区 (アイオワ州ブエナビスタ郡),9.286e+07
"Providence Township, Buena Vista County, Iowa",9.286e+07
Gmina Providence (hrabstwo Buena Vista),9.286e+07
Municipio de Prussia,9.184e+07
プロシア郡区 (アイオワ州アデール郡),9.184e+07
"Prussia Township, Adair County, Iowa",9.184e+07
Gmina Prussia,9.184e+07
Municipio de Prussia,9.1841e+07
プロシア郡区 (アイオワ州アデール郡),9.1841e+07
"Prussia Township, Adair County, Iowa",9.1841e+07
Gmina Prussia,9.1841e+07
"Municipio de Pymosa (condado de Cass, Iowa)",9.228e+07
ピモーサ郡区 (アイオワ州カス郡),9.228e+07
"Pymosa Township, Cass County, Iowa",9.228e+07
Gmina Pymosa,9.228e+07
"Municipio de Pymosa (condado de Cass, Iowa)",9.22813e+07
ピモーサ郡区 (アイオワ州カス郡),9.22813e+07
"Pymosa Township, Cass County, Iowa",9.22813e+07
Gmina Pymosa,9.22813e+07
"Municipio de Raccoon (condado de Parke, Indiana)",9.59591e+07
"Raccoon Township, Parke County, Indiana",9.59591e+07
"Municipio de Railroad (condado de Starke, Indiana)",9.48195e+07
"Railroad Township, Starke County, Indiana",9.48195e+07
"Municipio de Reading (condado de Calhoun, Iowa)",9.22036e+07
リーディング郡区 (アイオワ州カルホーン郡),9.22036e+07
"Reading Township, Calhoun County, Iowa",9.22036e+07
Gmina Reading (hrabstwo Calhoun),9.22036e+07
"Municipio de Reading (condado de Calhoun, Iowa)",9.221e+07
リーディング郡区 (アイオワ州カルホーン郡),9.221e+07
"Reading Township, Calhoun County, Iowa",9.221e+07
Gmina Reading (hrabstwo Calhoun),9.221e+07
"Municipio de Red Oak (condado de Cedar, Iowa)",6.12791e+07
レッドオーク郡区 (アイオワ州シーダー郡),6.12791e+07
"Red Oak Township, Cedar County, Iowa",6.12791e+07
Gmina Red Oak (hrabstwo Cedar),6.12791e+07
"Municipio de Red Oak (condado de Cedar, Iowa)",6.128e+07
レッドオーク郡区 (アイオワ州シーダー郡),6.128e+07
"Red Oak Township, Cedar County, Iowa",6.128e+07
Gmina Red Oak (hrabstwo Cedar),6.128e+07
Redcrest (California),1.54881e+06
"Redcrest, California",1.54881e+06
Redcrest (California),1.549e+06
"Redcrest, California",1.549e+06
"Municipio de Reeve (condado de Daviess, Indiana)",1.13649e+08
"Reeve Township, Daviess County, Indiana",1.13649e+08
"Municipio de Republican (condado de Jefferson, Indiana)",7.10693e+07
"Republican Township, Jefferson County, Indiana",7.10693e+07
Municipio de Rich Grove,9.38094e+07
"Rich Grove Township, Pulaski County, Indiana",9.38094e+07
Richland City (Indiana),1.34679e+06
"Richland City, Indiana",1.34679e+06
Richland City,1.34679e+06
Richland City (Indiana),1.35e+06
"Richland City, Indiana",1.35e+06
Richland City,1.35e+06
Rivière-à-Claude,1.5661e+08
"Rivière-à-Claude, Quebec",1.5661e+08
"Municipio de Robb (condado de Posey, Indiana)",9.66e+07
"Robb Township, Posey County, Indiana",9.66e+07
"Municipio de Robb (condado de Posey, Indiana)",9.66066e+07
"Robb Township, Posey County, Indiana",9.66066e+07
"Municipio de Rockcreek (condado de Wells, Indiana)",9.21259e+07
"Rockcreek Township, Wells County, Indiana",9.21259e+07
"Municipio de Root (condado de Adams, Indiana)",9.17892e+07
"Root Township, Adams County, Indiana",9.17892e+07
روشارون (تكساس),8.3e+06
Rosharon (Texas),8.3e+06
"Rosharon, Texas",8.3e+06
Municipio de Round Grove (Indiana),9.18928e+07
"Round Grove Township, White County, Indiana",9.18928e+07
"Municipio de Rushville (condado de Rush, Indiana)",1.13726e+08
"Rushville Township, Rush County, Indiana",1.13726e+08
"Municipio de Rutherford (condado de Martin, Indiana)",9.01575e+07
"Rutherford Township, Martin County, Indiana",9.01575e+07
Saint-Barnabé (Québec),5.907e+07
"Saint-Barnabé, Quebec",5.907e+07
Saint-Bernard (Québec),9.001e+07
"Saint-Bernard, Quebec",9.001e+07
Saint-Bernard (Quebec),9.001e+07
Saint-Narcisse,1.0487e+08
Saint-Narcisse,1.0487e+08
Saint-Édouard-de-Maskinongé,5.285e+07
"Saint-Édouard-de-Maskinongé, Quebec",5.285e+07
Sainte-Cécile-de-Lévrard,3.232e+07
"Sainte-Cécile-de-Lévrard, Quebec",3.232e+07
Sainte-Sophie-de-Lévrard,8.399e+07
"Sainte-Sophie-de-Lévrard, Quebec",8.399e+07
Sainte-Thérèse-de-Gaspé,3.35e+07
"Sainte-Thérèse-de-Gaspé, Quebec",3.35e+07
"Municipio de Salamonie (condado de Huntington, Indiana)",9.40166e+07
"Salamonie Township, Huntington County, Indiana",9.40166e+07
Sansha,1.29499e+07
سانشا,1.29499e+07
Sansha,1.29499e+07
"Oficina Administrativa de las Islas Xisha, Zhongsha y Nansha",1.29499e+07
Sansha,1.29499e+07
Sansha,1.29499e+07
三沙市,1.29499e+07
Sansha,1.29499e+07
Sansha,1.29499e+07
Саньша,1.29499e+07
三沙市,1.29499e+07
Sansha,1.3e+07
سانشا,1.3e+07
Sansha,1.3e+07
"Oficina Administrativa de las Islas Xisha, Zhongsha y Nansha",1.3e+07
Sansha,1.3e+07
Sansha,1.3e+07
三沙市,1.3e+07
Sansha,1.3e+07
Sansha,1.3e+07
Саньша,1.3e+07
三沙市,1.3e+07
"Municipio de Shawnee (condado de Fountain, Indiana)",8.97949e+07
"Shawnee Township, Fountain County, Indiana",8.97949e+07
"Municipio de Shawswick (condado de Lawrence, Indiana)",1.80056e+08
"Shawswick Township, Lawrence County, Indiana",1.80056e+08
Shigawake,7.568e+07
"Shigawake, Quebec",7.568e+07
Shighnan (district),3.528e+09
Shighnan District,3.528e+09
Sisquoc (California),5.775e+06
"Sisquoc, California",5.775e+06
Sisquoc (California),5.77567e+06
"Sisquoc, California",5.77567e+06
"Municipio de Smithfield (condado de DeKalb, Indiana)",9.06237e+07
"Smithfield Township, DeKalb County, Indiana",9.06237e+07
"Municipio de Smyrna (condado de Jefferson, Indiana)",6.71584e+07
"Smyrna Township, Jefferson County, Indiana",6.71584e+07
"Municipio de Southeast (condado de Orange, Indiana)",1.37813e+08
"Southeast Township, Orange County, Indiana",1.37813e+08
Municipio de Spice Valley,1.8218e+08
"Spice Valley Township, Lawrence County, Indiana",1.8218e+08
"Municipio de Spiceland (condado de Henry, Indiana)",5.75495e+07
"Spiceland Township, Henry County, Indiana",5.75495e+07
"Municipio de Springdale (condado de Cedar, Iowa)",9.41979e+07
スプリングデール郡区 (アイオワ州シーダー郡),9.41979e+07
"Springdale Township, Cedar County, Iowa",9.41979e+07
Gmina Springdale (Iowa),9.41979e+07
"Municipio de Springdale (condado de Cedar, Iowa)",9.421e+07
スプリングデール郡区 (アイオワ州シーダー郡),9.421e+07
"Springdale Township, Cedar County, Iowa",9.421e+07
Gmina Springdale (Iowa),9.421e+07
"Municipio de St. John (condado de Lake, Indiana)",1.01528e+08
"St. John Township, Lake County, Indiana",1.01528e+08
"Municipio de St. Marys (condado de Adams, Indiana)",6.3636e+07
"St. Marys Township, Adams County, Indiana",6.3636e+07
"Municipio de Steele (condado de Daviess, Indiana)",1.10748e+08
"Steele Township, Daviess County, Indiana",1.10748e+08
"Municipio de Sterling (condado de Crawford, Indiana)",1.25381e+08
"Sterling Township, Crawford County, Indiana",1.25381e+08
Stewartsville (Nueva Jersey),333000.0
"Stewartsville, New Jersey",333000.0
Stewartsville (Nueva Jersey),334108.0
"Stewartsville, New Jersey",334108.0
"Municipio de Stockton (condado de Greene, Indiana)",9.3395e+07
"Stockton Township, Greene County, Indiana",9.3395e+07
"Municipio de Stoney Creek (condado de Henry, Indiana)",5.00127e+07
"Stoney Creek Township, Henry County, Indiana",5.00127e+07
"Municipio de Stoney Creek (condado de Randolph, Indiana)",6.91268e+07
"Stoney Creek Township, Randolph County, Indiana",6.91268e+07
"Municipio de Stony Creek (condado de Madison, Indiana)",7.32449e+07
"Stony Creek Township, Madison County, Indiana",7.32449e+07
"Municipio de Sugar Ridge (condado de Clay, Indiana)",7.17945e+07
"Sugar Ridge Township, Clay County, Indiana",7.17945e+07
"Municipio de Summerset (condado de Adair, Iowa)",9.23331e+07
サマーセット郡区 (アイオワ州アデール郡),9.23331e+07
"Summerset Township, Adair County, Iowa",9.23331e+07
Gmina Summerset,9.23331e+07
"Municipio de Summerset (condado de Adair, Iowa)",9.234e+07
サマーセット郡区 (アイオワ州アデール郡),9.234e+07
"Summerset Township, Adair County, Iowa",9.234e+07
Gmina Summerset,9.234e+07
Municipio de Sumner No. 2 (Iowa),7.80622e+07
サムナー2郡区 (アイオワ州ブレマー郡),7.80622e+07
"Sumner No. 2 Township, Bremer County, Iowa",7.80622e+07
Gmina Sumner No. 2,7.80622e+07
Municipio de Sumner No. 2 (Iowa),7.807e+07
サムナー2郡区 (アイオワ州ブレマー郡),7.807e+07
"Sumner No. 2 Township, Bremer County, Iowa",7.807e+07
Gmina Sumner No. 2,7.807e+07
"Municipio de Swan (condado de Noble, Indiana)",9.36281e+07
"Swan Township, Noble County, Indiana",9.36281e+07
Tarpey Village (California),2.08494e+06
"Tarpey Village, California",2.08494e+06
Tarpey Village (California),2.085e+06
"Tarpey Village, California",2.085e+06
Tedrow (Ohio),830000.0
"Tedrow, Ohio",830000.0
"Municipio de Thorncreek (condado de Whitley, Indiana)",9.10899e+07
"Thorncreek Township, Whitley County, Indiana",9.10899e+07
Municipio de Tipton (Indiana),1.05205e+08
"Tipton Township, Cass County, Indiana",1.05205e+08
Municipio de Tipton (Indiana),1.0522e+08
"Tipton Township, Cass County, Indiana",1.0522e+08
"Municipio de Turkey Creek (condado de Kosciusko, Indiana)",7.40996e+07
"Turkey Creek Township, Kosciusko County, Indiana",7.40996e+07
"Municipio de Turman (condado de Sullivan, Indiana)",1.47111e+08
"Turman Township, Sullivan County, Indiana",1.47111e+08
"Municipio de Twin Lakes (condado de Calhoun, Iowa)",9.342e+07
