http://dbpedia.org/ontology/MountainRange,http://dbpedia.org/ontology/elevation
Cordillera Ártica,2616.0
Cordigliera Artica,2616.0
Cordillère Arctique,2616.0
Pasmo innuickie,2616.0
Cordilheira Ártica,2616.0
Арктические Кордильеры,2616.0
Central Sudetes,1115.0
Sudety Środkowe,1115.0
Eastern Beskids,1157.0
Eastern Sudetes,1491.0
Sudety Wschodnie,1491.0
Восточные Судеты,1491.0
Serra do Espinhaço,2072.0
Espinhaço Mountains,2072.0
Serra do Espinhaço,2072.0
Serra do Espinhaço,2072.0
Serra do Espinhaço,2072.0
Серра-ду-Эспиньясу,2072.0
埃斯皮尼亞蘇山脈,2072.0
Insular Mountains,2196.82
Monts Insulaires,2196.82
Mahalangur Himal,8848.0
Mahalangur Himal,8848.0
Mahalangur Himal,8848.0
Mahalangur Himal,8848.0
Mahalangur Himal,8848.0
Махалангур-Химал,8848.0
Mansiri Himal,8156.0
Мансири-Гимал,8156.0
Milbanke Sound Group,335.0
Zuckmanteler Bergland,975.0
Opawskie Mountains,975.0
Góry Opawskie,975.0
Serranía del Baudó,1810.0
Serranía del Baudó,1810.0
Serranía del Baudó,1810.0
Баудо,1810.0
Transili-Alatau,4973.0
Trans-Ili Alatau,4973.0
Trans-Ili Alatau,4973.0
Trans-Ili Alataou,4973.0
Ałatau Zailijski,4973.0
Заилийский Алатау,4973.0
外伊犁阿拉套,4973.0
Tropical Andes,6768.0
Andes tropicales,6768.0
Katzengebirge,258.3
Trzebnickie Hills,258.3
Wzgórza Trzebnickie,258.3
Wellington Range,1269.0
Wellington Range,1269.0
Western Sudetes,1602.0
Sudety Zachodnie,1602.0
Западные Судеты,1602.0
Amtsberge,392.2
Amtsberge,392.2
Dubrower Berge,150.0
Dubrower Berge,150.0
Gladenbacher Bergland,609.4
Gladenbach Uplands,609.4
Hainberg (Höhenzug),299.0
Hainberg (hills),299.0
Lagorai,2754.0
Lagorai,2754.0
Catena del Lagorai,2754.0
Lagorai,2754.0
Lagorai,2754.0
Limpurg Hills,564.7
Limpurger Berge,564.7
Marmarole,2932.0
Marmarole,2932.0
Marmarole,2932.0
Marmarole,2932.0
Saalhauser Berge,688.0
Saalhausen Hills,688.0
Sackwald,374.0
Sackwald,374.0
Sauberge,317.0
Sauberge,317.0
Hornosvratecká vrchovina,836.0
Wyżyna Górnoswratecka,836.0
Upper Svratka Highlands,836.0
Vorberge,353.0
Vorberge,353.0
Vértes-Gebirge,487.0
Colline di Vértes,487.0
Vértes,487.0
Vértes Hills,487.0
Western Romanian Carpathians,1849.0
Westrumänische Karpaten,1849.0
Adobe Hills,2322.0
Amedee Mountains,1849.0
"Antelope Range (Nye County, Nevada)",3080.0
"Antelope Range (Pershing County, Nevada)",1879.0
"Antelope Range (White Pine County, Nevada)",2770.0
Arica Mountains,659.0
Bald Mountain Range,2601.0
Bernasconi Hills,776.0
Big Blue Hills,564.0
Bird Hills,1377.0
Bissell Hills,818.0
Dry Hills,2333.0
Dry Lake Range,938.0
Duck Creek Range,2700.0
East Pahranagat Range,1918.0
East Range,1906.0
Elbow Range,1092.0
Eleana Range,1809.0
Eugene Mountains,2075.0
Fish Creek Mountains,1985.0
Fish Creek Range,2477.0
Flowery Range,2237.0
Fort Sage Mountains,2393.0
French Mountains,1652.0
Frenchman Range,792.0
Gabbs Valley Range,2209.0
Gap Mountains,2150.0
General Thomas Hills,1991.0
Goose Creek Mountains,1860.0
H D Range,2015.0
Hannan Range,2109.0
Home Camp Range,2131.0
Jumbled Hills,1955.0
Kern Mountains,2627.0
Kinsley Mountains,2143.0
Lahontan Mountains,1284.0
Leppy Hills,1988.0
Limestone Hills,2233.0
Lodi Hills,1974.0
Lost Creek Hills,1979.0
Lucy Gray Mountains,1302.0
Majuba Mountains,2003.0
Mallard Hills,2052.0
Martin Creek Mountains,2198.0
Marys River Range,3223.0
Marys River Range,3223.0
Monitor Hills,1860.0
Montana Mountains,2016.0
Monte Cristo Mountains,2004.0
Mosquito Mountain,1957.0
Mount Irish Range,2665.0
Mountain Boy Range,2185.0
Needle Range,2417.0
New Pass Range,2744.0
Nimmel Range,489.0
North Muddy Mountains,813.0
North Pahroc Range,2086.0
Osgood Mountains,2401.0
Painted Point Range,1987.0
Papoose Range,1868.0
嬰兒山脈,1868.0
Paradise Range,2091.0
Paymaster Ridge,1769.0
Peko Hills,1799.0
Petersen Mountain,2387.0
Pilot Mountains,2708.0
Pine Forest Range,2858.0
Pinto Peak Range,1987.0
Poker Brown Mountains,1685.0
Ranger Mountains,1411.0
Rawhide Hills,1672.0
Reveille Range,2686.0
River Mountains,963.0
Royston Hills,1827.0
Sahwave Mountains,2278.0
Salmon River Range,2168.0
Sand Hills (Nevada),1855.0
Sand Range,1373.0
Monts Santa Renia,1821.0
Santa Renia Mountains,1821.0
Sentinel Hills,1566.0
Sheep Creek Range,2217.72
Sheephead Mountains,1750.0
Shoshone Mountain,2083.0
Singatse Range,1587.0
Sinkavata Hills,1762.0
Slate Ridge,1966.0
Slumbering Hills,1772.0
Snowstorm Mountains,2561.0
South Pahroc Range,2393.0
South Virgin Mountains,1189.0
Specter Range,1485.0
Spotted Range,1388.0
Terraced Hills,1669.0
Timpahute Range,2345.0
Toana John Mountains,2161.0
Trinity Range,2071.0
Weepah Hills,2068.0
Wellington Hills,1794.0
West Gate Range,1868.0
West Range,1802.0
White River Range,2024.0
White Throne Mountains,1428.0
Wild Horse Range,2138.0
Wilson Creek Range,2250.0
Windermere Hills,2167.0
Wood Hills,2499.0
Alpi Cusiane,2394.0
Alpy Cusiane,2394.0
Alpi Cusiane,2394.0
Alps,4808.73
الألب,4808.73
Alpen,4808.73
Alpes,4808.73
Alpes,4808.73
Alpi,4808.73
アルプス山脈,4808.73
Alpen,4808.73
Alpy,4808.73
Alpes,4808.73
Альпы,4808.73
阿尔卑斯山,4808.73
Andes,6961.0
أنديز,6961.0
Anden,6961.0
Cordillera de los Andes,6961.0
Ande,6961.0
Cordillère des Andes,6961.0
アンデス山脈,6961.0
Andes,6961.0
Andy,6961.0
Cordilheira dos Andes,6961.0
Анды,6961.0
安地斯山脈,6961.0
Pyrenees,3404.0
البرانس,3404.0
Pyrenäen,3404.0
Pirineos,3404.0
Pyrénées,3404.0
Pirenei,3404.0
ピレネー山脈,3404.0
Pyreneeën,3404.0
Pireneje,3404.0
Pireneus,3404.0
Пиренеи,3404.0
比利牛斯山,3404.0
Sudetes,1603.0
جبال السوديت,1603.0
Sudeten,1603.0
Sudetes,1603.0
Sudètes (montagne),1603.0
Sudeti,1603.0
ズデーテン山地,1603.0
Sudeten,1603.0
Sudety,1603.0
Sudetos,1603.0
Судеты,1603.0
蘇台德山脈,1603.0
Schwarze Berge (Rhön),839.0
Black Mountains (Rhön),839.0
Bodie Hills,2871.0
Monts Bodie,2269.0
Bodie Mountains,2269.0
Brawley Peaks,2832.0
Dolly Varden Mountains,2251.0
Fernley Hills,1536.0
Haar (Westfalen),391.0
Haar (Westphalia),391.0
Homburgwald,406.1
Homburg Forest,406.1
Monts Kitakami,1913.6
北上山地,1913.6
Góry Kitakami,1913.6
Китаками (горы),1913.6
Kitakami Mountains,1913.6
Leach Range,1890.0
Lower Morava Valley,322.0
Muelas de Chert,806.0
Moles de Xert,806.0
莫萊斯德徹爾特山脈,806.0
Moles de Xert,806.0
Kirishima (Vulkan),1700.0
Monts Kirishima,1700.0
霧島山,1700.0
雾岛山,1700.0
Mount Kirishima,1700.0
Muddy Mountains,1110.0
Muddy Mountains,1110.0
Owyhee Mountains,2561.0
Panorama Hills (California),703.0
Ports de Tortosa-Beseit,1441.0
Ports de Tortosa-Beseit,1441.0
Puertos de Tortosa-Beceite,1441.0
Ports de Tortosa-Beseit,1441.0
波特斯德托爾托薩貝塞特山,1441.0
Sawtooth Range (San Bernardino County),582.0
Sedco Hills (California),2432.0
Spectrum Range,2430.0
Temblor Range,1176.0
Turia Valley,1033.0
Vercors Massif,2341.0
Vercors,2341.0
Massif du Vercors,2341.0
Prealpi del Vercors,2341.0
Vercors,2341.0
Vercors (masyw górski),2341.0
Maciço do Vercors,2341.0
Веркор (горный массив),2341.0
韦科尔,2341.0
White Horse Mountains,1407.0
White Rock Mountains,2786.0
Driftwood Range,2027.0
Maury Mountains,1844.0
Ox Mountains,544.0
Montañas de Ox,544.0
Ox Mountains,544.0
Monti Ox,544.0
Ox Mountains,544.0
Бычьи горы,544.0
جبال أناميتي,2598.0
Truong Son,2598.0
Annamite Range,2598.0
Cordillera Annamita,2598.0
Cordillère annamitique,2598.0
Catena Annamita,2598.0
アンナン山脈,2598.0
Góry Annamskie,2598.0
Annamitisch gebergte,2598.0
Montanhas Anamitas,2598.0
Чыонгшон,2598.0
安南山脈,2598.0
Arbuckle Mountains,430.0
Montagnes Arbuckle,430.0
Big Bend Ranges,3519.0
Bogong High Plains,1893.0
Bogong High Plains,1893.0
Plateau Bogong,1893.0
Butte Mountains,2672.0
Cassiar Mountains,2748.0
Chaîne des Cassiars,2748.0
Fox Creek Range,2132.0
Hervey Range,709.0
Marble Mountains,685.0
Marble Mountains (San Bernardino County),685.0
Marble Mountains (Californie),2516.0
Marble Mountains (Siskiyou County),2516.0
Pine Hills (California),1408.0
Sankamphaeng Range,1351.0
Monts de Sankamphaeng,1351.0
Shiretoko-Halbinsel,1661.0
Shiretoko Peninsula,1661.0
Péninsule de Shiretoko,1661.0
知床半島,1661.0
Shiretoko (półwysep),1661.0
Península de Shiretoko,1661.0
Сиретоко,1661.0
知床半島,1661.0
Sudirman-Gebirge,4884.0
Montañas Sudirman,4884.0
Sudirman Range,4884.0
Sudirman,4884.0
Chaîne de Sudirman,4884.0
スディルマン山脈,4884.0
Cordillera Urubamba,5818.0
烏魯潘帕山脈,5818.0
Urubamba mountain range,5818.0
Allyn Range,1537.0
جبال البلقان,2376.0
Balkan Mountains,2376.0
Balkangebirge,2376.0
Montes Balcanes,2376.0
Grand Balkan,2376.0
Monti Balcani,2376.0
Balkan (gebergte),2376.0
バルカン山脈,2376.0
Stara Płanina,2376.0
Cordilheira dos Bálcãs,2376.0
Стара-Планина,2376.0
巴尔干山脉,2376.0
Batura Muztagh,7795.0
Batura Muztagh,7795.0
Batura Muztagh,7795.0
Batura Muztagh,7795.0
Batura Muztagh,7795.0
الجبال الزرقاء (جامايكا),2256.0
Blue Mountains (Jamaika),2256.0
Blue Mountains (Jamaica),2256.0
Blue Mountains (Jamaïque),2256.0
Blue Mountains (Giamaica),2256.0
Blue Mountains (Jamaica),2256.0
Góry Błękitne (Jamajka),2256.0
Блу-Маунтинс (Ямайка),2256.0
藍山 (牙買加),2256.0
Capay Hills,420.0
塞爾韋拉山脈,635.0
Cervera Mountains,635.0
D'Aguilar Range,770.0
East Humboldt Range,3446.0
Fairholme Range,2995.0
Gorce (Polen),1310.0
Gorce,1310.0
Горце,1310.0
Gorce Mountains,1310.0
Granite Range (Elko County),2388.0
Granite Range (Washoe County),2365.0
Inglefield Mountains,1500.0
"Potrero Hills (Solano County, California)",107.0
Silver Peak Range,2880.0
Slate Range (California),1583.0
West Humboldt Range,1876.0
Humboldtgebirge (Nordamerika),1876.0
Dandenong Ranges,633.0
Dandenongs,633.0
Monts Dandenong,633.0
Góry Dandenong,633.0
Данденонг (горы),633.0
Junction House Range,1652.0
Muskwa Ranges,3024.0
Norische Alpen,2441.0
Noric Alps,2441.0
Alpes noriques,2441.0
Alpi Noriche,2441.0
Alpy Noryckie,2441.0
Alpes Nóricos,2441.0
諾里克阿爾卑斯山脈,2441.0
"Point of Rocks (Kern County, California)",940.0
Black Hills (Contra Costa County),295.0
Black Hills (Kern County),1316.0
Black Hills (Oregon),1558.0
Black Hills (San Bernardino County),1158.0
Black Hills (Washington),789.0
Borgmassiv,2717.0
Maciço Borg,2717.0
Borg Massif,2717.0
博格地塊,2717.0
Buena Vista Hills (Kern County),390.0
Buena Vista Hills (San Diego County),166.0
Coso Range,2038.0
Chaînon Coso,2038.0
Cottonwood Mountains (Inyo County),2729.0
Cottonwood (Inyo),2729.0
Cottonwood Mountains (Lassen County),2150.0
Cottonwood Mountains (Riverside County),1045.0
Coyote Hills (Alameda County),68.0
Coyote Hills (Oregon),1119.0
Coyote Hills (Plumas County),1784.0
East Coyote Hills,151.0
Gillis Range,2308.0
Khun Tan Range,2031.0
Mesquite Mountains,1321.0
Nikanassin Range,2823.0
Oat Hills (Colusa County),268.0
Oat Hills (Mariposa County),400.0
Oat Hills (San Diego County),462.0
Oat Hills (Yuba County),309.0
Panamint Range,3369.0
Panamint Range,3369.0
Chaînon Panamint,3369.0
パナミント山脈,3369.0
Panamint Range,3369.0
Panamint Range,3369.0
Rila,2925.0
جبال ريلا,2925.0
Rila,2925.0
Montañas Rila,2925.0
Rila,2925.0
Rila,2925.0
Rila (gebergte),2925.0
Riła,2925.0
Rila,2925.0
Рила,2925.0
里拉山脉,2925.0
San Felipe Hills (San Diego County),1392.0
San Felipe Hills (Santa Clara County),1003.0
Santa Rosa Hills (Inyo County),1746.0
Snake Mountains,2603.0
Volcanic Hills (Nevada),1963.0
West Coyote Hills,184.0
White Hills (Inyo County),831.0
White Hills (Santa Barbara County),233.0
جبال آير,2022.0
Aïr Mountains,2022.0
Aïr,2022.0
Montañas de Air,2022.0
Massif de l'Aïr,2022.0
Aïr,2022.0
アイル山地,2022.0
Aïr,2022.0
Aïr,2022.0
Montanhas de Aïr,2022.0
Аир (плато),2022.0
جبال هقار,2908.0
Hoggar Mountains,2908.0
Ahaggar,2908.0
Ahaggar,2908.0
Hoggar,2908.0
Ahaggar,2908.0
ホガール山地,2908.0
Ahaggar,2908.0
Ahaggar,2908.0
Hoggar,2908.0
Ахаггар,2908.0
阿哈加爾高原,2908.0
Monts Iide,2128.0
飯豊山地,2128.0
Iide Mountains,2128.0
Monts Mabla,1195.0
Mabla Mountains,1195.0
法塔雷拉山脈,563.5
Serra de la Fatarella,563.5
Watkins-Gebirge,3649.0
ワトキンス山脈,3649.0
Watkins (gebergte),3649.0
Góry Watkinsa,3649.0
Watkins Range,3649.0
Adelbert Range,1716.0
Cordillera Adelbert,1716.0
Monts Adelbert,1716.0
阿德爾伯特山脈,1716.0
Brenta (Gebirge),3173.0
Brenta group,3173.0
Macizo de Brenta,3173.0
Dolomiti di Brenta,3173.0
Massif de Brenta,3173.0
Brenta (Dolomieten),3173.0
Dolomiti di Brenta,3173.0
Dolomitas de Brenta,3173.0
布倫塔山脈,3173.0
Geraneia,1351.0
Gerania,1351.0
Gerania,1351.0
Monts Géraniens,1351.0
Glyderau,1000.8
Hakkōda Mountains,1584.0
Hakkōda-Gebirge,1584.0
Monts Hakkōda,1584.0
八甲田山,1584.0
Хаккода (хребет),1584.0
八甲田山,1584.0
الأطلس الكبير,4167.0
Hoher Atlas,4167.0
High Atlas,4167.0
Alto Atlas,4167.0
Haut Atlas,4167.0
Alto Atlante,4167.0
Hoge Atlas,4167.0
Atlas Wysoki,4167.0
Alto Atlas,4167.0
Высокий Атлас,4167.0
高阿特拉斯山脈,4167.0
High Tauern,3798.0
Hohe Tauern,3798.0
Hohe Tauern,3798.0
Hohe Tauern,3798.0
Alti Tauri,3798.0
Hohe Tauern,3798.0
Wysokie Taury,3798.0
Alpes Tauern,3798.0
Высокий Тауэрн,3798.0
高地陶恩山脈,3798.0
Lost Hills,129.0
جبال الألب سامناون,3293.0
Samnaungruppe,3293.0
Samnaun Alps,3293.0
Massif de Samnaun,3293.0
Gruppo del Samnaun,3293.0
Samnaungroep,3293.0
Samnaungruppe,3293.0
薩姆瑙恩阿爾卑斯山脈,3293.0
Southern Carpathians,2544.0
Transsilvanische Alpen,2544.0
Cárpatos meridionales,2544.0
Alpi Transilvaniche,2544.0
Alpes de Transylvanie,2544.0
トランシルヴァニアアルプス山脈,2544.0
Transsylvanische Alpen,2544.0
Karpaty Południowe,2544.0
Южные Карпаты,2544.0
南喀尔巴阡山脉,2544.0
Strzelecki Ranges,740.0
Strzelecki-Gebirge,740.0
Chaîne Strzelecki,740.0
Swartberg,2325.0
Swartberge,2325.0
Swartberg,2325.0
Swartberge,2325.0
Góry Czarne (Południowa Afryka),2325.0
斯瓦特山脈,2325.0
Verwall Alps,3168.0
Verwall,3168.0
Massif de Verwall,3168.0
Gruppo del Verwall,3168.0
Verwallgroep,3168.0
Verwallgruppe,3168.0
韋爾瓦爾阿爾卑斯山脈,3168.0
Victorian Alps,1986.0
Alpi Vittoriane,1986.0
Warrumbungles,1206.0
Warrumbungle Range,1206.0
Warrumbungles,1206.0
البيبان (جبل),1862.0
Bibans,1862.0
Bibans,1862.0
Bibans,1862.0
جبال جرجرة,2308.0
Djurdjura,2308.0
Djurdjura,2308.0
Djurdjura,2308.0
Djurdjura,2308.0
جبال الحجاز,2100.0
Hijaz Mountains,2100.0
Аль-Хиджаз (горная цепь),2100.0
جبال ناخون سي ثامارات,1835.0
Nakhon-Si-Thammarat-Bergkette,1835.0
Nakhon Si Thammarat Range,1835.0
الونشريس,1985.0
Ouarsenis,1985.0
Ouarsenis,1985.0
Ouarsenis,1985.0
الحديقة الوطنية ثنية الحد,1787.0
Parque nacional de Theniet El-Haâd,1787.0
Parc national de Theniet El Had,1787.0
Théniet El Had National Park,1787.0
Тениет-эль-Хад (национальный парк),1787.0
التيطري,1485.0
Titteri,1485.0
Titteri,1485.0
Lechquellen Mountains,2753.0
Lechquellengebirge,2753.0
Massif de Lechquellen,2753.0
Monti delle Lechquellen,2753.0
Lechbrongebergte,2753.0
Lechquellengebirge,2753.0
Montes de Lechquellen,2753.0
Schobergruppe,3283.0
Gruppo del Schober,3283.0
Schobergruppe,3283.0
Schober group,3283.0
舍貝爾山脈,3283.0
Mikulovská vrchovina,549.0
Mikulovská vrchovina,549.0
Wzgórza Mikulowskie,549.0
Mikulov Highlands,549.0
Norra Storfjället,1768.0
Norra Storfjället,1768.0
Norra Storfjället,1768.0
Sierra de Alcubierre,822.0
Sierra de Alcubierre,822.0
阿爾庫維耶雷山脈,822.0
Sierra de Alcubierre,822.0
Zentrale Rhön,950.0
Central Rhön,950.0
Dammersfeldrücken,927.9
Dammersfeld Ridge,927.9
Darwaskette,6083.0
Chaînon Darvaz,6083.0
Góry Darwaskie,6083.0
Дарвазский хребет,6083.0
Darvoz Range,6083.0
Gebel al-Ain,570.0
Gebel al-Ain,570.0
Kreuzberg-Gruppe,928.0
Kreuzberg Group,928.0
Lange Rhön,926.0
Long Rhön,926.0
Peter-I.-Kette,6785.0
Chaînon Pierre Ier,6785.0
Góry Piotra Pierwszego,6785.0
Хребет Петра I,6785.0
Peter I Range,6785.0
Sierra de Alcaraz,1796.0
Sierra de Alcaraz,1796.0
Serra de Alcaraz,1796.0
阿爾卡拉斯山脈,1796.0
Sierra de Alcaraz,1796.0
Wasserkuppenrhön,950.0
Wasserkuppen Rhön,950.0
Köroğlu Dağları,2499.0
Sierra Köroğlu,2499.0
Monti Köroğlu,2499.0
Montes Köroğlu,2499.0
Köroğlu Mountains,2499.0
Moldotoo,4185.0
Mołdotoo,4185.0
Молдотау,4185.0
Moldo Too,4185.0
Sierra del Barbanza,685.0
Sierra del Barbanza,685.0
巴爾班薩山脈,685.0
Serra da Barbanza,685.0
Suusamyrtoo,4048.0
Suusamyr,4048.0
Сусамыртау,4048.0
Suusamyr Too,4048.0
Alamo Mocho (Kern County),548.0
Arta Mountains,755.0
Barrier Ranges,297.0
Daen Lao Range,2563.0
Las Tinajas de Los Indios,780.0
Góry Meseș,996.0
Montes Meseș,996.0
Meseș Mountains,996.0
Verron Range,2150.0
Monts Arrei,1301.0
Arrei Mountains,1301.0
Centennial Range,3820.0
Cordillera Carabaya,5780.0
Cordillera de Carabaya,5780.0
Кордильера-де-Карабая,5780.0
卡利亞瓦亞山脈,5780.0
Cordillera Carabaya,5780.0
Cordillera Huallanca,5470.0
瓦良卡山脈,5470.0
Huallanca mountain range,5470.0
Cordillera Huaytapallana,5557.0
瓦伊塔帕利亞納山脈,5557.0
Huaytapallana mountain range,5557.0
King Lear Peak,2720.0
Muganja hills,2000.0
Ogo Mountains,2450.0
帕里亞卡卡山脈,5750.0
Pariacaca mountain range,5750.0
圖爾梅爾山脈,1276.0
Serra del Turmell,1276.0
Serranía del Darién,1875.0
Serranía del Darién,1875.0
達連山脈,1875.0
Serranía del Darién,1875.0
Sierra de Alhama,1500.0
Sierra de Alhama,1500.0
Serra de Alhama,1500.0
阿利亞馬山脈,1500.0
Sierra de Alhama,1500.0
阿拉塞納山脈,962.0
Sierra de Aracena,962.0
Sierra de Lema,1650.0
蒙坦切斯山脈,995.0
Sierra de Montánchez,995.0
聖佩德羅山脈,702.0
Sierra de San Pedro,702.0
Oscar Range,325.0
莫伊塞羅山脈,2276.0
Serra de Moixeró,2276.0
Dahra (Algérie),1550.0
Dahra Range,1550.0
Wyżyna Jaworzycka,837.0
Javořice Highlands (Moravia),837.0
Monts des Ouled Naïl,1491.0
Ouled Naïl Range,1491.0
Dévoluy Mountains,2789.0
Kabir Kuh,3050.0
Kabir Kuh,3050.0
Kabir Kuh,3050.0
فاترا الصغرى,1709.0
Kleine Fatra,1709.0
Malá Fatra,1709.0
Petite Fatra,1709.0
Piccola Fatra,1709.0
Kleine Fatra,1709.0
Mała Fatra,1709.0
Малая Фатра,1709.0
小法特拉山脈,1709.0
Phu Phan Mountains,624.0
Phu-Phan-Höhenzug,624.0
Montañas de Phu Phan,624.0
Phu Phan,624.0
Montanhas de Phu Phan,624.0
Sierra de Baza,2269.0
Sierra de Baza,2269.0
巴薩山脈,2269.0
Sierra de Baza,2269.0
The Bugaboos,3412.0
Bugaboos,3412.0
Veľká Fatra,1592.0
فاترا الكبرى,1592.0
Große Fatra,1592.0
Grande Fatra,1592.0
Grande Fatra,1592.0
Grote Fatra,1592.0
Wielka Fatra,1592.0
Большая Фатра,1592.0
大法特拉山脈,1592.0
Alvord Mountain,1052.0
"Antelope Hills, California",222.0
Bald Hills (Humboldt County),705.0
Bald Hills (Lassen County),1749.0
Britannia Range (Canada),2031.0
Caliente Range,1325.0
Cantabrian Mountains,2648.0
Kantabrisches Gebirge,2648.0
Cordillera Cantábrica,2648.0
Cordillère Cantabrique,2648.0
Cordigliera Cantabrica,2648.0
Cantabrisch Gebergte,2648.0
カンタブリア山脈,2648.0
Góry Kantabryjskie,2648.0
Cordilheira Cantábrica,2648.0
Кантабрийские горы,2648.0
坎塔布连山脉,2648.0
Coppersmith Hills,1995.0
Haug Range,1094.0
Isergebirge,1127.0
Jizera Mountains,1127.0
Montañas Jizera,1127.0
Monti Iser,1127.0
Monts de la Jizera,1127.0
IJzergebergte,1127.0
Góry Izerskie,1127.0
Йизерские горы,1127.0
伊澤拉山脈,1127.0
Chibinen,1201.0
Khibiny Mountains,1201.0
Macizo de Jibiny,1201.0
Massif des Khibiny,1201.0
ヒビヌイ山脈,1201.0
Chibinen,1201.0
Chibiny,1201.0
Хибины,1201.0
希比內山脈,1201.0
Lindbergh Range,3171.0
McCoy Mountains,834.0
Nightingale Mountains,2511.0
Ogilvie Mountains,2362.0
Monts Ogilvie,2362.0
Ogilvie Mountains,2362.0
Cordilheira Ogilvie,2362.0
Огилви (горы),2362.0
奥吉尔维山脉,2362.0
Rainbow Range (Chilcotin Plateau),2495.0
Chaînon Rainbow (plateau Chilcotin),2495.0
Sierra de Cucalón,1517.0
庫卡隆山脈,1517.0
Sierra de Cucalón,1517.0
Tobin Range,2973.0
Vermilion Range (Alberta),2950.0
Chaînon Vermilion (Alberta),2950.0
Waldstein (Gebirgszug),877.0
Waldstein (mountain range),877.0
Archanda,250.85
Mount Artxanda,250.85
Artxanda,250.85
アルチャンダ山,250.85
Monte Archanda,250.85
阿爾特桑達山脈,250.85
Archanda,251.0
Mount Artxanda,251.0
Artxanda,251.0
アルチャンダ山,251.0
Monte Archanda,251.0
阿爾特桑達山脈,251.0
Pagasarri,673.0
Pagasarri,673.0
Pagasarri,673.0
帕加薩里山脈,673.0
卡索爾拉山脈,1847.0
Sierra de Cazorla,1847.0
"Battle Mountains, Nevada",2606.0
"Sheep Hills, California",205.0
Trachyte Hills,1603.0
Vindhya Range,752.0
Vindhyagebirge,752.0
Cordillera de Vindhya,752.0
Vindhya,752.0
Monti Vindhya,752.0
ヴィンディヤ山脈,752.0
Vindhyagebergte,752.0
Windhja,752.0
Montes Víndias,752.0
Виндхья,752.0
温迪亚山脉,752.0
Prokletije,2694.0
Montes Prokletije,2694.0
Prokletije,2694.0
Prokletije,2694.0
Prokletije,2694.0
Albanese Alpen,2694.0
Góry Północnoalbańskie,2694.0
Проклетие,2694.0
Eggegebirge,468.0
Egge (range),468.0
Eggegebergte,468.0
Elko Hills,2289.0
Ennstal Alps,2369.0
Ennstaler Alpen,2369.0
Alpes d'Ennstal,2369.0
Alpi dell'Ennstal,2369.0
Alpy Ennstalskie,2369.0
Alpes de Ennstal,2369.0
恩斯塔爾阿爾卑斯山脈,2369.0
Fairweather Range,4671.0
Chaînon Fairweather,4671.0
フェアウェザー連山,4671.0
Făgăraș Mountains group,2544.0
Grupa Fogaraska,2544.0
Goshute Mountains,2151.0
Gurans Himal,7132.0
Gurans Himal,7132.0
Jarbidge Mountains,3303.0
Monts Jarbidge,3303.0
La Panza Range,727.0
La Panza Range,727.0
Maloti Mountains,3482.0
Maloti,3482.0
Masherbrum-Berge,7821.0
Masherbrum Mountains,7821.0
Monts Masherbrum,7821.0
Masherbrum Range,7821.0
Машербрум (хребет),7821.0
玛夏布洛姆山脉,7821.0
Saltoro-Berge,7742.0
Saltoro Mountains,7742.0
Montagne Saltoro,7742.0
Monts Saltoro,7742.0
Saltoro Muztagh,7742.0
Saltoro Range,7742.0
薩爾托洛山脈,7742.0
Sierra de Ancares,1987.0
Serra dos Ancares,1987.0
Сьерра-де-Анкарес,1987.0
安卡雷斯山脈,1987.0
Waputik Range,3284.0
Monts Waputik,3284.0
ワプティク連山,3284.0
Waputik,3284.0
Acarnanian Mountains,1589.0
Kouebokkeveld Mountains,1690.0
Macrynoros,900.0
Makrynoros,900.0
Smiubelgen,2018.0
Ardeygebirge,273.8
Ardey Hills,273.8
Beckumer Berge,174.4
Beckum Hills,174.4
Berchtesgaden Alps,2941.0
Berchtesgadener Alpen,2941.0
Alpes de Berchtesgaden,2941.0
Alpes de Berchtesgaden,2941.0
Alpi di Berchtesgaden,2941.0
Alpy Berchtesgadeńskie,2941.0
Berchtesgadener Alpen,2941.0
Alpes de Berchtesgaden,2941.0
Берхтесгаденские Альпы,2941.0
貝希特斯加登阿爾卑斯山脈,2941.0
Dammer Berge,146.0
Damme Hills,146.0
Elstergebirge,759.0
Elstergebergte,759.0
Elster Mountains,759.0
Frankenhöhe,554.0
Franconian Heights,554.0
Hagengebirge,2363.0
Hagen Mountains,2363.0
Helpter Berge,179.2
Helpt Hills,179.2
Lützelsoon,599.1
Lützelsoon,599.1
Schladming Tauern,2862.0
Schladminger Tauern,2862.0
Tauri di Schladming e di Murau,2862.0
Schladminger Tauern,2862.0
Tauern de Schladming e de Murau,2862.0
施拉德明陶恩山脈,2862.0
Steinernes Meer,2655.0
Steinernes Meer,2655.0
Steinernes Meer,2655.0
Stemweder Berg,181.4
Stemweder Berg,181.4
Upper Austrian Prealps,1963.0
Oberösterreichische Voralpen,1963.0
Préalpes de Haute-Autriche,1963.0
Prealpi dell'Alta Austria,1963.0
Oberösterreichische Voralpen,1963.0
Pré-Alpes da Alta Áustria,1963.0
上奧地利前阿爾卑斯山脈,1963.0
Wesergebirge,326.1
Wezergebergte,326.1
Wesergebirge,326.1
Altdorfer Wald,776.6
Altdorf Forest,776.6
Garda Mountains,2254.0
Gardaseeberge,2254.0
Montagnes autour du lac de Garde,2254.0
Prealpi Gardesane,2254.0
Prealpi Gardesane,2254.0
