http://dbpedia.org/ontology/Athlete,http://dbpedia.org/ontology/weight
"Воронин, Михаил Яковлевич",65000.0
Miloš Babić,108864.0
Miloš Babić,108864.0
Milos Babić,108864.0
Miloš Babić,108864.0
"Бабич, Милош (баскетболист)",108864.0
米洛斯·巴比奇,108864.0
ミルトン・ヴィエイラ,66225.6
Milton Vieira,66225.6
Milton Vieira,66225.6
Minoru Fujita,80000.0
Minoru Fujita,80000.0
藤田ミノル,80000.0
Minoru Tanaka (wrestler),85000.0
Minoru Tanaka,85000.0
Minoru Tanaka,85000.0
田中稔 (プロレスラー),85000.0
紫雷美央,54000.0
Mio Shirai,54000.0
春日萌花,50000.0
Moeka Haruhi,50000.0
Monique Pronk,45000.0
Monique Pronk,45000.0
Mose Tuiali'i,112000.0
Mose Tuiali'i,112000.0
Mose Tuiali'i,112000.0
ミステル・ニエブラ,98000.0
Mr. Niebla,98000.0
Muhammad Wilkerson,142884.0
Muhammad Wilkerson,142884.0
Muhammad Wilkerson,142884.0
Muhammad Wilkerson,142884.0
موريلو بيكر,102060.0
Murilo Becker da Rosa,102060.0
Murilo Becker,102060.0
Murilo Becker,102060.0
Murilo Becker,102060.0
Mychal Rivera,111132.0
Mychal Rivera,111132.0
Nabil Kassel,75000.0
Nabil Kassel,75000.0
Nabil Kebbab,90000.0
Nabil Kebbab,90000.0
"Кеббаб, Набиль",90000.0
納比爾·凱巴布,90000.0
Nathalie Giguère,51000.0
Nathalie Giguère,51000.0
ناثان جونز (مصارع),159000.0
Nathan Jones (wrestler),159000.0
Nathan Jones,159000.0
Nathan Jones,159000.0
Nathan Jones,159000.0
Nathan Jones (wrestler),159000.0
ネイサン・ジョーンズ,159000.0
Nathan Jones,159000.0
Nathan Jones,159000.0
"Джонс, Натан",159000.0
Nedim Yücel,103874.0
Nelson Bobb,77112.0
Nelson Bobb,77112.0
Nelson Bobb,77112.0
尼尔森·鲍勃,77112.0
Newsy Lalonde,76204.8
Newsy Lalonde,76204.8
Édouard Lalonde,76204.8
Newsy Lalonde,76204.8
Nick Sirota,85276.8
Nick Sirota,85276.8
Desmond Wolfe,99792.0
Nigel McGuinness,99792.0
Nigel McGuinness,99792.0
Nigel McGuinness,99792.0
Nigel McGuinness,99792.0
ナイジェル・マッギネス,99792.0
Desmond Wolfe,99792.0
Nigel McGuinness,99792.0
Nikos Barlos,108864.0
Nikos Barlos,108864.0
Nikos Mparlos,108864.0
Nolan Henke,74844.0
Nolan Schaefer,88452.0
Nolan Schaefer,88452.0
Nolan Schaefer,88452.0
Nolan Schaefer,88452.0
"Шефер, Нолан",88452.0
نولان سميث,83916.0
Nolan Smith,83916.0
Nolan Smith,83916.0
Nolan Smith,83916.0
Nolan Smith,83916.0
Nolan Smith,83916.0
"Смит, Нолан",83916.0
Nufar Edelman,68040.0
Oleksiy Shelest,65000.0
Olin Browne,79380.0
Olin Browne,79380.0
Olin Browne,79380.0
Oliver Ekman Larsson,91173.6
Oliver Ekman Larsson,91173.6
Oliver Ekman Larsson,91173.6
"Экман-Ларссон, Оливер",91173.6
Oliver Ekman-Larsson,91173.6
Oly Hicks,83916.0
Otis Smith (basketball),95256.0
Otis Smith,95256.0
Otis Smith,95256.0
Otis Smith,95256.0
Otis Smith,95256.0
Owen Nolan,97070.4
Owen Nolan,97070.4
Owen Nolan,97070.4
Owen Nolan,97070.4
Owen Nolan,97070.4
"Нолан, Оуэн",97070.4
بايج (مصارعة),54432.0
Saraya-Jade Bevis,54432.0
Paige,54432.0
Paige (wrestler),54432.0
Paige (catcheuse),54432.0
サラヤ・ジェイド・ベヴィス,54432.0
Saraya-Jade Bevis,54432.0
Paige (wrestlerka),54432.0
Paige (lutadora),54432.0
"Бевис, Сарая",54432.0
霈橘,54432.0
Paige (wrestler),54432.0
Pat Hughes (ice hockey),81648.0
Pat Jablonski,84823.2
Pat Jablonski,84823.2
Pat O'Hanlon,102000.0
Pat Rupp,81648.0
Pat Rupp,81648.0
Pat Rupp,81648.0
Patrice Bergeron,88452.0
Patrice Bergeron,88452.0
Patrice Bergeron,88452.0
Patrice Bergeron,88452.0
Patrice Bergeron,88452.0
"Бержерон, Патрис",88452.0
Patricio Noriega,117000.0
Patricio Noriega,117000.0
Patricio Noriega,117000.0
Patricio Noriega,117000.0
Patrick O’Sullivan,86184.0
Patrick O'Sullivan,86184.0
Patrick O'Sullivan,86184.0
Patrick Roy,86184.0
Patrick Roy,86184.0
Patrick Roy (hockey sur glace),86184.0
Patrick Roy,86184.0
パトリック・ロワ,86184.0
Patrick Roy,86184.0
Patrick Roy,86184.0
"Руа, Патрик",86184.0
Patrick Russell (ice hockey),92988.0
Paul Ballantyne,90720.0
Paul Ballantyne (ice hockey),90720.0
Paul Bennett (Canadian football),88452.0
Paul Bennett,95254.4
Paul Bennett,95254.4
Paul Bennett (aviron),95254.4
Paul Bennett (rower),95254.4
Paul Drayton (athlete),73000.0
Paul Drayton,73000.0
Paul Drayton,73000.0
Paul Drayton,73000.0
ポール・ドレイトン,73000.0
Paul Drayton,73000.0
Paul Drayton,73000.0
Paul Drayton,73000.0
"Дрэйтон, Пол",73000.0
Paul Foster (bowls),95000.0
Paul Harris (basketball),104328.0
Paul Harris (baloncestista),104328.0
Paul Harris (cestista),104328.0
Paul Harris (basket-ball),104328.0
Paul Henderson,90000.0
Paul Henderson (rugby union),90000.0
Paul Kariya,81648.0
Paul Kariya,81648.0
Paul Kariya,81648.0
Paul Kariya,81648.0
ポール・カリヤ,81648.0
Paul Kariya,81648.0
Paul Kariya,81648.0
"Кария, Пол",81648.0
Paul Lindemann,104328.0
Paul Roos (rugby player),90500.0
Paul Roos,90500.0
Paul Volley,101605.0
Paul Volley,101605.0
Pavel Rosa,87998.4
Pavel Rosa,87998.4
Pavel Rosa,87998.4
Pavel Rosa,87998.4
Pavel Rosa,87998.4
Paweł Korzeniowski,80000.0
Paweł Korzeniowski,80000.0
Paweł Korzeniowski,80000.0
Paweł Korzeniowski,80000.0
Paweł Korzeniowski,80000.0
Paweł Korzeniowski,80000.0
Paweł Korzeniowski,80000.0
帕维尔·科热尼奥夫斯基,80000.0
Percy Traub,79380.0
Percy Traub,79380.0
Peter Baker (golfer),76204.8
Peter Baker,76204.8
Peter Dods,79000.0
Peter Dods,79000.0
Peter Evans (swimmer),77000.0
Peter Evans,77000.0
Peter Evans (natation),77000.0
Peter Evans,77000.0
Peter Morris (ice hockey),74844.0
Peter Müller (Skirennfahrer),84000.0
Peter Müller (skier),84000.0
Peter Müller (ski alpin),84000.0
Peter Müller (sciatore),84000.0
ペーター・ミュラー,84000.0
Peter Müller (narciarz alpejski),84000.0
"Мюллер, Петер (горнолыжник)",84000.0
Pete Verhoeven,97524.0
Peter Verhoeven,97524.0
Pete Verhoeven,97524.0
Peter Walton (rugby union),109000.0
Peter Walton,109000.0
Peter Wright (swimmer),74844.0
Phil Esposito,92988.0
Phil Esposito,92988.0
Phil Esposito,92988.0
フィル・エスポジト,92988.0
Phil Esposito,92988.0
Phil Esposito,92988.0
"Эспозито, Фил",92988.0
Phil Esposito,92988.0
Phil Nurse,64864.8
Phil Vickery (rugby union),120656.0
Phil Vickery,120656.0
Phil Vickery,120656.0
Phil Vickery,120656.0
Phil de Glanville,82553.8
Phil de Glanville,82553.8
Phil de Glanville,82553.8
Pierre Hola,124000.0
Pierre Hola,124000.0
Pierre Hola,124000.0
Pierre Hola,124000.0
بيترو غيرا,71000.0
Pietro Guerra,71000.0
Pietro Guerra,71000.0
Pietro Guerra,71000.0
Pietro Guerra,71000.0
Pietro Guerra,71000.0
Pietro Guerra,71000.0
Pietro Guerra,71000.0
Prisilla Rivera,70000.0
Prisilla Rivera,70000.0
Prisilla Rivera,70000.0
プリシージャ・リベラ,70000.0
Prisilla Rivera,70000.0
Prisilla Rivera,70000.0
Pál Lakatos,48000.0
Pál Lakatos,48000.0
"Лакатош, Пал",48000.0
رافا مارتينيز,81648.0
Rafa Martínez,81648.0
Rafael Martínez,81648.0
Rafa Martínez,81648.0
Rafa Martínez,81648.0
Raju Rai,80000.0
Raju Rai,80000.0
Randy Smith (basketball),81648.0
Randy Smith,81648.0
Randy Smith,81648.0
Randy Smith,81648.0
ランディ・スミス,81648.0
Randy Smith,81648.0
Randy Smith,81648.0
"Смит, Рэнди (баскетболист)",81648.0
兰迪·史密斯,81648.0
Randy Wood,88452.0
Randy Wood (ice hockey),88452.0
Randy Woods,83916.0
Randy Woods,83916.0
Randy Woods,83916.0
Randy Woods,83916.0
Raphy Reyes,74844.0
Ray Scott (basketball),102060.0
Ray Scott,102060.0
Ray Scott,102060.0
Ray Scott,102060.0
レイ・スコット,102060.0
"Скотт, Рэй (баскетболист)",102060.0
Raúl González (Leichtathlet),64000.0
Raúl González (racewalker),64000.0
Raúl González Rodríguez,64000.0
Raúl González Rodríguez,64000.0
Raúl González Rodríguez,64000.0
ラウル・ゴンサレス (陸上選手),64000.0
Raúl González (chodziarz),64000.0
Raúl González (marcha atlética),64000.0
ريبيكا سوني,60782.4
Rebecca Soni,60782.4
Rebecca Soni,60782.4
Rebecca Soni,60782.4
Rebecca Soni,60782.4
レベッカ・ソニ,60782.4
Rebecca Soni,60782.4
Rebecca Soni,60782.4
Rebecca Soni,60782.4
Rebecca Soni,60782.4
"Сони, Ребекка",60782.4
丽贝卡·索尼,60782.4
René Hoppe,95000.0
René Hoppe,95000.0
René Hoppe,95000.0
René Hoppe,95000.0
René Hoppe,95000.0
René Hoppe,95000.0
"Хоппе, Рене",95000.0
René Robert (Eishockeyspieler),83462.4
René Robert,83462.4
René Robert (hockey sur glace),83462.4
Rian Wallace,110225.0
Rian Wallace,110225.0
Richard Anderson (baloncestista),108864.0
Richard Anderson (cestista 1960),108864.0
Richard Anderson (basketball),108864.0
"Richard Anderson (basket-ball, 1960)",108864.0
理查德·安德森,108864.0
Richard Cockerill,108000.0
Richard Cockerill,108000.0
Richard Cockerill,108000.0
Richard West (rugbista),127006.0
Richard West (rugby union),127006.0
Ricky Reyes,87091.2
Ricky Reyes,87091.2
Ricky Reyes,87091.2
Ricky Reyes,87091.2
Rico Verhoeven,114000.0
Rico Verhoeven,114000.0
リコ・ベホーベン,114000.0
Rico Verhoeven,114000.0
Rico Verhoeven,114000.0
"Верхувен, Рико",114000.0
Rico Verhoeven,114000.0
ホアン・カルネイロ,83689.2
Roan Carneiro,83689.2
Roan Carneiro,83689.2
ロバート・ドリスデール,92988.0
Robert Drysdale,92988.0
Robert Drysdale,92988.0
Robert Fuller,108864.0
Robert Fuller,108864.0
ロバート・フラー (プロレスラー),108864.0
Robert Martin (basketball),95256.0
Robert Page (rower),50803.2
Robert Reyes,97524.0
Robert Thomas (defensive lineman),147420.0
Robyn Maher,73000.0
Robyn Maher,73000.0
Robyn Maher,73000.0
Robyn Maher,73000.0
Rod Curl,72576.0
روجر هويرتا,77112.0
Roger Huerta,77112.0
Roger Huerta,77112.0
ロジャー・ウエルタ,77112.0
Roman Avramenko,95000.0
Roman Awramenko,95000.0
"Авраменко, Роман Валерьевич",95000.0
Roman Avramenko,95000.0
"Ron Anderson (basketball, born 1958)",97524.0
Ron Anderson,97524.0
Ron Anderson (basket-ball),97524.0
Ron Anderson,97524.0
罗恩·安德森,97524.0
"Ron Anderson (basketball, born 1989)",117936.0
"Ron Anderson (ice hockey, born 1945)",77112.0
"Ron Anderson (ice hockey, born 1948)",83916.0
"Ron Anderson (ice hockey, born 1950)",74844.0
Ron Lalonde,77112.0
Ron Stackhouse,83916.0
Ron Stackhouse,83916.0
Ron Stackhouse,83916.0
Ron Steens,80000.0
Ron Steens,80000.0
Ronnie Uys,130000.0
Rory Fitzpatrick,95256.0
Rory Fitzpatrick,95256.0
Rory Fitzpatrick,95256.0
ロリー・フィッツパトリック,95256.0
Ross Johnson (rugby player),160000.0
Ross Smith (ice hockey),83462.4
Ross Smith (rugby union),79000.0
Roy Riegels,74844.0
Roy Riegels,74844.0
Rudolf Stokvis,87000.0
Ruud Stokvis,87000.0
Ruud Stokvis,87000.0
Ryan Flinn (ice hockey),112493.0
Ryan Flinn,112493.0
Ryan Humphrey,106596.0
Ryan Humphrey,106596.0
Ryan Humphrey,106596.0
Ryan Humphrey,106596.0
莱恩·汉弗雷,106596.0
Ryan Johnson (Eishockeyspieler),90266.4
Ryan Johnson (ice hockey),90266.4
Ryan Johnson (hockey sur glace),90266.4
Ryan Reyes,86184.0
Ryan Shortland,94000.0
Réal Cloutier,83916.0
Réal Cloutier,83916.0
Réal Cloutier,83916.0
Salim Sdiri,78000.0
Salim Sdiri,78000.0
Salim Sdiri,78000.0
Salim Sdiri,78000.0
Salim Sdiri,78000.0
Salim Sdiri,78000.0
"Сдири, Салим",78000.0
Santo,95256.0
El Santo,95256.0
El Santo,95256.0
El Santo,95256.0
El Santo,95256.0
エル・サント,95256.0
El Santo,95256.0
El Santo,95256.0
El Santo,95256.0
Saskia de Jonge,63000.0
Saskia de Jonge,63000.0
Saskia de Jonge,63000.0
Saskia de Jonge,63000.0
Scott Brown (golfer),77112.0
Scott Coxon,93000.0
سكوت ديفيس (دراج),60000.0
Scott Davis (Radsportler),60000.0
Scott Davis (ciclista),60000.0
Scott Davis (cyclist),60000.0
Scott Davis (cyclisme),60000.0
Scott Davis (ciclista),60000.0
Scott Davis (wielrenner),60000.0
سكوت هاستينغز (كرة سلة),106596.0
Scott Hastings,106596.0
Scott Hastings (basketball),106596.0
Scott Hastings (cestista),106596.0
Scott Hastings (basket-ball),106596.0
Scott Hastings,106596.0
Scott Hastings,106596.0
"Гастингс, Скотт (баскетболист)",106596.0
斯科特·黑斯廷斯,106596.0
Scott Johnson (rugby à XV),79000.0
Scott Johnson (rugby coach),79000.0
Scott McPhee,73000.0
Scott Miller (swimmer),93000.0
Scott Miller (nuotatore),93000.0
Scott Miller (natation),93000.0
Scott Miller,93000.0
"Миллер, Скотт",93000.0
Scott Nichol,81648.0
Scott Nichol,81648.0
Scott Nichol,81648.0
Scott Smith (fighter),84369.6
スコット・スミス (格闘家),84369.6
Scott Smith (lutador),84369.6
Scott Sterling (golfer),68040.0
Scott Thomas (ice hockey),91627.2
Sean Colson,79380.0
Sean Colson,79380.0
Sean Colson,79380.0
Sean Colson,79380.0
肖恩·科尔森,79380.0
Sean Dockery,83916.0
Sean Gauthier,91627.2
Sean Gauthier,91627.2
Sean Green (basketball),95256.0
Sean Green,95256.0
Sean Green,95256.0
肖恩·格林,95256.0
Sean Hoppe,95000.0
Sean Meaney,90000.0
Sergio Santos Hernández,81648.0
Sergio Hernández (basket-ball),81648.0
Sergio Santos Hernández,81648.0
Sergio Santos Hernández,81648.0
Sergio Hernández (basketball),81648.0
Shannan McPherson,99000.0
Shaun Wane,95254.4
Shaun Wane,95254.4
Shawn Bates,95256.0
Shawn Bates,95256.0
"Бэйтс, Шон",95256.0
Shingo Katayama,73029.6
Shingo Katayama,73029.6
片山晋呉,73029.6
Shingo Katayama,73029.6
Shingo Katayama,73029.6
سيمون ييتس (دراج),58000.0
Simon Yates (Radsportler),58000.0
Simon Yates,58000.0
Simon Yates,58000.0
Simon Yates (cyclisme),58000.0
サイモン・イェーツ,58000.0
Simon Yates (wielrenner),58000.0
Simon Yates,58000.0
Simon Yates,58000.0
"Йейтс, Саймон",58000.0
Simon Yates (cyclist),58000.0
Simon Yates (golfer),77000.0
Sohn Kee-chung,60000.0
Sohn Kee-chung,60000.0
Sohn Kee-chung,60000.0
Son Ki-chong,60000.0
Sohn Kee-chung,60000.0
孫基禎,60000.0
Sohn Kee-chung,60000.0
Sohn Kee-chung,60000.0
Sohn Kee-chung,60000.0
Сон Ки Джон,60000.0
孫基禎,60000.0
Stephanie Brown Trafton,95256.0
Stephanie Brown Trafton,95256.0
Stephanie Brown Trafton,95256.0
Stephanie Brown-Trafton,95256.0
ステファニー・ブラウン・トラフトン,95256.0
Stephanie Brown-Trafton,95256.0
Stephanie Brown Trafton,95256.0
Stephanie Brown Trafton,95256.0
Stephanie Brown Trafton,95256.0
Stephen Brett,85000.0
Stephen Brett,85000.0
Stephen Brett,85000.0
Steve Kariya,77112.0
Steve Kariya,77112.0
Steve Kariya,77112.0
スティーヴ・カリヤ,77112.0
Steve Watson (linebacker),113400.0
Stéphane Beauregard,86184.0
Stéphane Beauregard,86184.0
Sydney Colson,63504.0
Sydney Colson,63504.0
Sydney Colson,63504.0
Sébastien Charpentier (Eishockeyspieler),80287.2
Sébastien Charpentier (ice hockey),80287.2
Sébastien Charpentier (hockey sur glace),80287.2
Tadeusz Rut,90000.0
Tadeusz Rut,90000.0
Tadeusz Rut,90000.0
タデウス・ルット,90000.0
Tadeusz Rut (lekkoatleta),90000.0
Takashi Miyazawa,60000.0
Takashi Miyazawa,60000.0
Takashi Miyazawa,60000.0
Takashi Miyazawa,60000.0
宮澤崇史,60000.0
Takashi Miyazawa,60000.0
Takashi Miyazawa,60000.0
Takashi Miyazawa,60000.0
Takayasu Fukuda,110000.0
ベアー福田,110000.0
Takayasu Fukuda,110000.0
Tana Umaga,102000.0
Tana Umaga,102000.0
Tana Umaga,102000.0
Tana Umaga,102000.0
Tana Umaga,102000.0
タナ・ウマガ,102000.0
Tana Umaga,102000.0
Tana Umaga,102000.0
Tasha Humphrey,86184.0
Tasha Humphrey,86184.0
Tautau Moga,103000.0
Ted Ray (Golfer),99792.0
Ted Ray (golfer),99792.0
Ted Ray,99792.0
Ted Ray,99792.0
Teddy Williams (American football),93895.2
Terrance Roberson,97524.0
Terrance Roberson,97524.0
Terrance Roberson,97524.0
Terrell Bell,108864.0
Terrell Bell,108864.0
Terrell Bell (basketball),108864.0
Terry Smith (ice hockey),83916.0
Terwel Pulew,91000.0
Tervel Pulev,91000.0
Tervel Pulev,91000.0
Tervel Pulev,91000.0
Terweł Pulew,91000.0
"Пулев, Тервел",91000.0
Tervel Pulev,91000.0
The Crusher (wrestler),114307.0
クラッシャー・リソワスキー,114307.0
ذا ميز,104782.0
The Miz,104782.0
The Miz,104782.0
The Miz,104782.0
Michael Mizanin,104782.0
The Miz,104782.0
ザ・ミズ,104782.0
Mike Mizanin,104782.0
The Miz,104782.0
The Miz,104782.0
"Мизанин, Майк",104782.0
米茲,104782.0
Thibault Dubarry,104000.0
Thibault Dubarry,104000.0
Thibault Godefroy,98000.0
Thibault Visensang,95000.0
Thomas Abercrombie,94000.0
Thomas Abercrombie,94000.0
Thomas Abercrombie (basket-ball),94000.0
托馬斯·阿伯克羅姆比,94000.0
Thomas Abercrombie (basketball),94000.0
Thomas Tyner,97524.0
トーマス・ウィリアムス,102060.0
Thomas Williams (American football),102060.0
Thorsten Wiedemann,85000.0
サンダー (プロレスラー),133000.0
Thunder (luchador),133000.0
Tim Browne,112000.0
Tim Miller (Eishockeyspieler),86184.0
Tim Miller (ice hockey),86184.0
Tim Ryan,124000.0
Tim Ryan (rugby union),124000.0
Tim Stimpson,101605.0
Tim Stimpson,101605.0
Tim Stimpson,101605.0
Tim Walsh (rugby union),85000.0
تيم يونغ (كرة سلة),99792.0
Tim Young (basketball),99792.0
Tim Young,99792.0
Tim Young,99792.0
Tim Young (basket-ball),99792.0
Tim Young,99792.0
Tim Young (Eishockeyspieler),86184.0
Tim Young (ice hockey),86184.0
Tim Young (hockey sur glace),86184.0
تيمي دوغان,58968.0
Timothy Duggan,58968.0
Timothy Duggan,58968.0
Timothy Duggan,58968.0
Timmy Duggan,58968.0
Timothy Duggan,58968.0
Timmy Duggan,58968.0
Timmy Duggan,58968.0
Timmy Pettersson,87091.2
Timmy Pettersson,87091.2
"Петтерссон, Тимми",87091.2
Timmy Pettersson,87091.2
Todd Harkins,95256.0
Todd Marchant,81648.0
Todd Marchant,81648.0
Todd Marchant,81648.0
"Маршан, Тодд",81648.0
Tom Murray (rower),82000.0
"Tom Williams (ice hockey, born 1951)",84823.2
"Tom Williams (hockey sur glace, 1951)",84823.2
Tom Williams (rugby player born 1991),85000.0
Tom Williams (rugby union),91000.0
Tommy Smith (basketball),97524.0
Tommy Smith (cestista),97524.0
Tommy Smith (basket-ball),97524.0
Tommy Smith (ice hockey),68040.0
Tommy Smith (Eishockeyspieler),68040.0
Tommy Smith (hockey sur glace),68040.0
Tomáš Filippi,84823.2
"Филиппи, Томаш",84823.2
Tomáš Filippi,84823.2
Tomáš Fučík,78000.0
Toni Kukoč,106596.0
توني كوكوتش,106596.0
Toni Kukoč,106596.0
Toni Kukoč,106596.0
Toni Kukoč,106596.0
Toni Kukoč,106596.0
トニー・クーコッチ,106596.0
Toni Kukoč,106596.0
Toni Kukoč,106596.0
Toni Kukoc,106596.0
"Кукоч, Тони",106596.0
托尼·库科奇,106596.0
Tony Esposito,83916.0
Tony Esposito,83916.0
Tony Esposito,83916.0
Tony Esposito (hockeista su ghiaccio),83916.0
トニー・エスポジト,83916.0
Tony Esposito (hokeista),83916.0
"Эспозито, Энтони Джеймс",83916.0
Tony Jones (wrestler),122472.0
Tosh Masson,92000.0
Tracy Smothers,106596.0
Tracy Smothers,106596.0
Tracy Smothers,106596.0
トレイシー・スマザーズ,106596.0
Travis Bader,86184.0
Travis Bader,86184.0
Travis Bader,86184.0
Travis Bader,86184.0
Tsutomu Hanahara,58000.0
Tsutomu Hanahara,58000.0
Tsutomu Hanahara,58000.0
花原勉,58000.0
"Ханахара, Цутому",58000.0
Tsutomu Hanahara,58000.0
Tsutomu Irie,65000.0
Tyler Wilkerson,108864.0
Tyler Wilkerson,108864.0
ウルトラマン (プロレスラー),89000.0
Ultraman (wrestler),89000.0
إدوارد فاتو,158760.0
Umaga (wrestler),158760.0
Edward Umar Fatu,158760.0
Eddie Fatu,158760.0
Eddie Fatu,158760.0
Umaga,158760.0
エディ・ファトゥ,158760.0
Edward Fatu,158760.0
Umaga (wrestler),158760.0
Eddie Fatu,158760.0
"Фату, Эдди",158760.0
Umaga,158760.0
Uroš Tripković,88452.0
Uroš Tripković,88452.0
Uroš Tripković,88452.0
Uroš Tripković,88452.0
Uroš Tripković,88452.0
"Трипкович, Урош",88452.0
Vasily Artemiev,87000.0
Vasilij Artem'ev,87000.0
Vasily Artemyev,87000.0
"Артемьев, Василий Григорьевич",87000.0
Vickie Johnson,68040.0
Vickie Johnson,68040.0
Vickie Johnson,68040.0
Vickie Johnson,68040.0
Victor Rivera,107050.0
Victor Rivera,107050.0
ビクター・リベラ,107050.0
Víctor Rivera,107050.0
Victor Rivera,107050.0
Ville Peltonen,82555.2
Ville Peltonen,82555.2
Ville Peltonen,82555.2
Ville Peltonen,82555.2
Ville Peltonen,82555.2
"Пелтонен, Вилле",82555.2
فينتشنزو إسبوزيتو,90000.0
Vincenzo Esposito,90000.0
Vincenzo Esposito,90000.0
Vincenzo Esposito (cestista),90000.0
文森佐·埃斯波西托,90000.0
Volodymyr Bondar,83500.0
فون وافر,94802.4
Von Wafer,94802.4
Von Wafer,94802.4
Von Wafer,94802.4
Von Wafer,94802.4
Von Wafer,94802.4
Von Wafer,94802.4
"Уэйфер, Вон",94802.4
冯·韦弗,94802.4
والت فرايزر,90720.0
Walt Frazier,90720.0
Walt Frazier,90720.0
Walt Frazier,90720.0
Walt Frazier,90720.0
Walt Frazier,90720.0
ウォルト・フレイジャー,90720.0
Walt Frazier,90720.0
Walt Frazier,90720.0
"Фрейзер, Уолт",90720.0
沃尔特·弗雷泽,90720.0
والتر ديفيس (كرة سلة),87544.8
Walter Davis (Basketballspieler),87544.8
Walter Davis (basketball),87544.8
Walter Davis,87544.8
Walter Davis (basket-ball),87544.8
Walter Davis (cestista),87544.8
ウォルター・デイビス,87544.8
Walter Davis (koszykarz),87544.8
"Дэвис, Уолтер",87544.8
沃尔特·戴维斯,87544.8
Wang Yan (ginnasta),33000.0
Wang Yan (gymnastique),33000.0
Ван Янь (гимнастка),33000.0
王妍,33000.0
Wang Yan (gymnast),33000.0
Warren Smith (American football),97524.0
Warren Smith (quarterback),90720.0
Wendy Quirk,63000.0
"Will James (rugby à XV, 1976)",120000.0
"Will James (rugby union, born 1976)",120000.0
Willem de Beer,75000.0
Willem de Beer,75000.0
Willem de Beer,75000.0
Willem de Beer,75000.0
William Avery (Basketballspieler),90720.0
William Avery (basketball),90720.0
William Avery,90720.0
William Avery,90720.0
William Avery,90720.0
威廉·艾弗里,90720.0
Willie Applegarth,59000.0
Willie Applegarth,59000.0
William Applegarth,59000.0
Willie Applegarth,59000.0
ウィリアム・アップルガース,59000.0
William Applegarth,59000.0
William Applegarth,59000.0
Wim De Vocht,78000.0
Wim De Vocht,78000.0
Wim De Vocht,78000.0
Wim De Vocht,78000.0
Wim De Vocht,78000.0
Willem Ruska,94000.0
Wim Ruska,94000.0
Wim Ruska,94000.0
Wim Ruska,94000.0
Wim Ruska,94000.0
ウィレム・ルスカ,94000.0
Wim Ruska,94000.0
Wim Ruska,94000.0
"Рюска, Виллем",94000.0
Wim Stroetinga,68947.2
Wim Stroetinga,68947.2
Wim Stroetinga,68947.2
Wim Stroetinga,68947.2
Wim Stroetinga,68947.2
Wim Stroetinga,68947.2
Wim Stroetinga,68947.2
Wim Van Huffel,66000.0
Wim Van Huffel,66000.0
Wim Van Huffel,66000.0
Wim Van Huffel,66000.0
Wim Van Huffel,66000.0
Wim Van Huffel,66000.0
Wim Vansevenant,65000.0
Wim Vansevenant,65000.0
Wim Vansevenant,65000.0
Wim Vansevenant,65000.0
Wim Vansevenant,65000.0
Wim Vansevenant,65000.0
Wim Vansevenant,65000.0
Wim Vansevenant,65000.0
"Вансевенант, Вим",65000.0
Wim Vriend,72000.0
Wim Vriend,72000.0
Wink Davenport,99792.0
Wolfgang Hoppe,89000.0
Wolfgang Hoppe,89000.0
Wolfgang Hoppe,89000.0
Wolfgang Hoppe,89000.0
Wolfgang Hoppe,89000.0
"Хоппе, Вольфганг",89000.0
Wolfgang Schmidt (Leichtathlet),115000.0
Wolfgang Schmidt,115000.0
Wolfgang Schmidt,115000.0
Wolfgang Schmidt,115000.0
ヴォルフガング・シュミット,115000.0
Wolfgang Schmidt (atleet),115000.0
Wolfgang Schmidt,115000.0
Wycliff Palu,120000.0
Wycliff Palu,120000.0
Wycliff Palu,120000.0
Wycliff Palu,120000.0
ウィクリフ・パールー,120000.0
Wycliff Palu,120000.0
Yang Yang (A),60000.0
Yang Yang (A),60000.0
Yang Yang (A),60000.0
Yang Yang (A),60000.0
楊揚,60000.0
Yang Yang (A),60000.0
Yang Yang (A),60000.0
Yang Yang (A),60000.0
Ян Ян (A),60000.0
楊揚,60000.0
Yann Danis,83916.0
Yann Danis,83916.0
Yann Danis,83916.0
Yoshie Takeshita,53000.0
Yoshie Takeshita,53000.0
Yoshie Takeshita,53000.0
Yoshie Takeshita,53000.0
竹下佳江,53000.0
Yoshie Takeshita,53000.0
Yoshie Takeshita,53000.0
Yoshie Takeshita,53000.0
"Такэсита, Ёсиэ",53000.0
竹下佳江,53000.0
يوجي ناغاتا,108000.0
Yuji Nagata,108000.0
Yuji Nagata,108000.0
Yūji Nagata,108000.0
永田裕志,108000.0
Yulia Barsukova,45000.0
Julija Wladimirowna Barsukowa,45000.0
Ioulia Barsoukova,45000.0
ユリア・バルスコワ,45000.0
"Барсукова, Юлия Владимировна",45000.0
Zac Dalpe,88452.0
Zac Dalpe,88452.0
Zac Rinaldo,83916.0
Zac Rinaldo,83916.0
Zac Rinaldo,83916.0
Zac Santo,85000.0
Zac Williams,89000.0
Zac Williams,89000.0
Zac Williams (cyclist),89000.0
Zac Zorn,86184.0
Zachary Zorn,86184.0
Zachary Zorn,86184.0
Zeke Zawoluk,97524.0
Zeke Zawoluk,97524.0
Zeke Zawoluk,97524.0
Sinaida Borissowna Woronina,53000.0
Zinaida Voronina,53000.0
Zinaida Woronina,53000.0
Zinaida Voronina,53000.0
Zinaida Voronina,53000.0
