http://dbpedia.org/ontology/WinterSportPlayer,http://dbpedia.org/ontology/weight
Darious Kasparaïtis,97524.0
Darius Kasparaitis,97524.0
Darius Kasparaitis,97524.0
"Каспарайтис, Дарюс Владович",97524.0
Geoff Sanderson,86184.0
Geoff Sanderson,86184.0
Geoff Sanderson,86184.0
"Сэндерсон, Джефф",86184.0
Glenn Hall,86184.0
Glenn Hall,86184.0
Glenn Hall,86184.0
Glenn Hall,86184.0
Glenn Hall,86184.0
Harry Sinden,81648.0
Harry Sinden,81648.0
Harry Sinden,81648.0
ハリー・シンデン,81648.0
Peter Mahovlich,95256.0
Pete Mahovlich,95256.0
Peter Mahovlich,95256.0
Peter Mahovlich,95256.0
"Маховлич, Питер",95256.0
Sean Avery,88452.0
Sean Avery,88452.0
Sean Avery,88452.0
Sean Avery,88452.0
"Эйвери, Шон",88452.0
Sean Avery,88452.0
Michal Vondrka,89812.8
Michal Vondrka,89812.8
Michal Vondrka,89812.8
"Вондрка, Михал",89812.8
Michal Vondrka,89812.8
ألكسندر كريسانوف,93895.2
Alexander Alexandrowitsch Kryssanow,93895.2
"Крысанов, Александр Александрович",93895.2
Alexander Krysanov,93895.2
جيسون كريستي (دراج),81648.0
Jason Christie,81648.0
جوزيف فيلينو,85730.4
Joseph Veleno,85730.4
ميشال مولدر,82000.0
Michel Mulder,82000.0
Michel Mulder,82000.0
Michel Mulder,82000.0
Michel Mulder,82000.0
Michel Mulder,82000.0
"Мюлдер, Мишель",82000.0
麥克·穆德,82000.0
Michel Mulder,82000.0
رونالد مولدر,84000.0
Ronald Mulder,84000.0
Ronald Mulder,84000.0
Ronald Mulder,84000.0
Ronald Mulder,84000.0
Ronald Mulder,84000.0
"Мюлдер, Роналд",84000.0
羅納德·穆德,84000.0
Ronald Mulder,84000.0
Artemi Sergejewitsch Panarin,77112.0
Artemi Panarine,77112.0
Artemij Panarin,77112.0
Artiemij Panarin,77112.0
"Панарин, Артемий Сергеевич",77112.0
Artemi Panarin,77112.0
Braden Holtby,92080.8
Braden Holtby,92080.8
Braden Holtby,92080.8
Braden Holtby,92080.8
"Холтби, Брэйден",92080.8
Braden Holtby,92080.8
Bruce Bullock,72576.0
Frederik Andersen,99792.0
Frederik Andersen,99792.0
Frederik Andersen,99792.0
"Андерсен, Фредерик",99792.0
Frederik Andersen,99792.0
Hervé Lord,61236.0
Ervīns Muštukovs,84823.2
Ervīns Muštukovs,84823.2
"Муштуков, Эрвин",84823.2
Ervīns Muštukovs,84823.2
Mark McCutcheon,86184.0
Mark McCutcheon,86184.0
Mark McCutcheon,86184.0
Martin Buchwieser,83008.8
Martin Buchwieser,83008.8
Martin Buchwieser,83008.8
Rob Sirianni,77112.0
Robert Sirianni,77112.0
Rob Sirianni,77112.0
Alexander Sergejewitsch Nikulin,87091.2
Aleksandr Nikouline,87091.2
Alexander Nikulin (ice hockey),87091.2
"Никулин, Александр Сергеевич",87091.2
Brett Connolly,82101.6
Brett Connolly,82101.6
Brett Connolly,82101.6
Dan LaCosta,84369.6
Dan LaCosta,84369.6
Dmitri Olegowitsch Wischnewski,83008.8
Dmitri Vichnevski,83008.8
Dmitrij Wiszniewski,83008.8
"Вишневский, Дмитрий Олегович",83008.8
Dmitri Vishnevsky,83008.8
Jegor Borissowitsch Michailow,73029.6
Iegor Mikhaïlov,73029.6
"Михайлов, Егор Борисович",73029.6
Egor Mikhailov,73029.6
Jaime Sifers,90720.0
Jaime Sifers,90720.0
Jaime Sifers,90720.0
Mark Fayne,97524.0
Mark Fayne,97524.0
Mark Fayne,97524.0
"Фэйн, Марк",97524.0
Mark Fayne,97524.0
Peter Nolander,89812.8
Peter Nolander,89812.8
Szjapan Haratscheuskich,77112.0
Stiepan Goriaczewskich,77112.0
"Горячевских, Степан Михайлович",77112.0
Stepan Goryachevskikh,77112.0
Yorick Treille,88905.6
Yorick Treille,88905.6
"Трей, Йорик",88905.6
Yorick Treille,88905.6
Michael Mayr (ice hockey),91173.6
Patrick Machreich,78019.2
Patrick Machreich,78019.2
Abbie Cox,63504.0
Abbie Cox,63504.0
Adam Pineault,91173.6
Adam Pineault,91173.6
Adam Pineault,91173.6
Akim Ramoul,84823.2
Al Huggins,72576.0
Al Huggins,72576.0
Alain Beaulé,90720.0
Alain Beaulé,90720.0
Andreas Molinder,78926.4
Andrew Verner,87998.4
Andrew Verner,87998.4
André Gaudette,70308.0
André Gaudette,70308.0
Andy Branigan,86184.0
Anton Lander,84823.2
Anton Lander,84823.2
Anton Lander,84823.2
"Ландер, Антон",84823.2
Armand Raymond,90720.0
Arthur Bernier,70761.6
Arthur Bernier,70761.6
Babe Donnelly,81648.0
Babe Donnelly,81648.0
Barry Boughner,77112.0
Ben Eaves,81194.4
Ben Eaves,81194.4
Ben Lovejoy,97070.4
Ben Lovejoy,97070.4
Ben Lovejoy,97070.4
Ben Storey,81648.0
Bernie MacNeil,81648.0
Bert Burry,88452.0
Bill Benson,72576.0
Bill McDonagh,68040.0
Bill Orban (ice hockey),81648.0
Bat Phillips,73936.8
Bill Phillips (ice hockey),73936.8
Billy Breen,63504.0
Bob Frampton,79380.0
Bob Fryday,70308.0
"Bob Murray (ice hockey, born 1948)",87998.4
Bob Walton,74844.0
Robert Simpson (hockey sur glace),86184.0
Bobby Simpson (ice hockey),86184.0
Brad Dexter (ice hockey),81648.0
Brian Felsner,85730.4
Brian Felsner,85730.4
Bruce Carmichael,80740.8
Christian Chartier,97977.6
Christian Chartier,97977.6
Chuck Hamilton,82555.2
Chuck Scherza,86184.0
Claude Evans,74844.0
Claus Dalpiaz,69854.4
Claus Dalpiaz,69854.4
Claus Dalpiaz,69854.4
Clay Wilson,88452.0
Clay Wilson,88452.0
Clay Wilson,88452.0
Clay Wilson,88452.0
"Уилсон, Клэй",88452.0
Cliff McBride,81648.0
Cliff McBride,81648.0
Clément Jodoin,76204.8
Clément Jodoin,76204.8
Cole Byers,95256.0
Craig Levie,86184.0
Dale Smedsmo,88452.0
Dan Bjornlie,84823.2
Dan Bjornlie,84823.2
Dan Chicoine,87091.2
Daniel Hacker,86184.0
Dan Hacker,86184.0
Dan Newman (ice hockey),88452.0
Daniel Fernholm,99792.0
Daniel Fernholm,99792.0
"Фернхольм, Даниэль",99792.0
Danny Taylor,80287.2
Danny Taylor (hokeista),80287.2
Danny Taylor (ice hockey),80287.2
Darcy Werenka,95256.0
Darcy Werenka,95256.0
Darcy Werenka,95256.0
"Веренка, Дарси",95256.0
Darren Lowe,84823.2
David Lundbohm,87998.4
David Lundbohm,87998.4
Davis Payne,86184.0
Derek Krestanovich,79380.0
Derek Whitmore,83916.0
Derek Whitmore,83916.0
Deryk Engelland,91627.2
Deryk Engelland,91627.2
Deryk Engelland,91627.2
Dick Meissner,90720.0
Djilali Hamri,77565.6
Don Borgeson,79380.0
Don Keenan (ice hockey),77112.0
Don Willson,71215.2
Don Willson,71215.2
Doug Nolan,95256.0
Doug Nolan,95256.0
Doug Nolan,95256.0
Dylan Yeo,95256.0
Dylan Yeo,95256.0
Dylan Yeo,95256.0
Ed Cooper,85276.8
Ernie Laforce,79380.0
Ernie Roche,77112.0
Frank Mailley,82555.2
François Groleau,89359.2
François Groleau,89359.2
François Groleau,89359.2
Fred Berry (ice hockey),77112.0
Fred Dunsmore,86184.0
Fred Hucul,77112.0
Fred Hucul,77112.0
Fredric Andersson,81194.4
Gary Dillon,78472.8
Gary Dillon,78472.8
Gary Gresdal,88452.0
Gene Sobchuk,77112.0
Gerd Gruber,88905.6
Gerry Fleming,108864.0
Gerry Foley,74844.0
Gilles Dubé,74844.0
Glen Richardson,90720.0
Gordon Kannegiesser,86184.0
Greg Hotham,83008.8
Gus Kyle,91627.2
Gus Mancuso (ice hockey),72576.0
Guy Rousseau,63504.0
Ivan Irwin,81648.0
Jack Duggan,83916.0
Jack Hillen,86184.0
Jack Hillen,86184.0
Jack Hillen,86184.0
"Хиллен, Джек",86184.0
"Jack Hughes (ice hockey, born 1957)",92988.0
Jacques Deslauriers,77112.0
Jamie Milam,90720.0
Jan Platil,93895.2
Jan Platil,93895.2
"Платил, Ян",93895.2
Jason Elliott,83008.8
Jason Elliott,83008.8
Jean Payette,77112.0
Jean Payette,77112.0
Jeannot Gilbert,79380.0
Jeannot Gilbert,79380.0
Jeannot Gilbert,79380.0
Jeff Allan,90720.0
Jeff Mason,81648.0
Jeff Rohlicek,86184.0
Jeff Serowik,86184.0
Jerry Engele,86184.0
Jim Cardiff,74844.0
"Jim McKenzie (ice hockey, born 1984)",95256.0
Johannes Salmonsson,93895.2
Johannes Salmonsson,93895.2
Johannes Salmonsson,93895.2
John Markell,79833.6
Jonathan Boutin,93441.6
Jonathan Boutin,93441.6
Jonathan Boutin,93441.6
Jonathan D’Aversa,90720.0
Jonathan D'Aversa,90720.0
Jonathan Delisle,81648.0
Jonathan Delisle,81648.0
Ken Desjardine,81648.0
Ken Stephanson,86184.0
Kiel McLeod,106596.0
Kurtis McLean,86184.0
Kurtis McLean,86184.0
Kurtis McLean,86184.0
Larry Israelson,78926.4
Leo Lafrance,72576.0
Louis Denis,63504.0
Magnus Wernblom,96616.8
Magnus Wernblom,96616.8
Magnus Wernblom,96616.8
Mark Cornforth,83916.0
Mark Cornforth,83916.0
Mark Lomenda,84369.6
Mark Santorelli,83916.0
Mark Santorelli,83916.0
Mark Santorelli,83916.0
Mark Santorelli,83916.0
Matt D’Agostini,91173.6
Matt D'Agostini,91173.6
Matt D'Agostini,91173.6
Matt D'Agostini,91173.6
"Д’Агостини, Мэтт",91173.6
Matt DelGuidice,77112.0
Matt Glennon (ice hockey),83916.0
Maurice Croghan,83916.0
Maurice Croghan,83916.0
Mel Pearson,81648.0
Mel Pearson,81648.0
"Mel Pearson (ice hockey, born 1938)",81648.0
Michael Kostka,95256.0
Michael Kostka,95256.0
Michael Kostka,95256.0
"Костка, Майкл",95256.0
Michael Teslak,87091.2
Michael Thelvén,81648.0
Michael Thelvén,81648.0
Michael Thelvén,81648.0
Michel Rouleau,77112.0
Mickey Murray,76204.8
Mikael Lidhammar,83916.0
Mike Mole,80740.8
Milton Black,86184.0
Milt Black,86184.0
Mitch Wilson,86184.0
Moe White,80740.8
Murray Keogan,79380.0
Napoleon Dame,72576.0
Napoleon Dame,72576.0
Nathan Barrett,84823.2
Nathan Barrett,84823.2
Nick Martens,91173.6
Nick Martens,91173.6
Nick Niedert,83916.0
Olivier Michaud,78019.2
Pasi Petriläinen,84823.2
Pat Lundy,77112.0
Patrick Mössmer,70761.6
Patrik Zackrisson,84823.2
Patrik Zackrisson,84823.2
Patrik Zackrisson,84823.2
Patrik Zackrisson,84823.2
"Закриссон, Патрик",84823.2
Pauli Levokari,106142.0
Pavel Kolařík,93895.2
Pavel Kolařík,93895.2
Perry Ganchar,81648.0
Perry Ganchar,81648.0
Pete Kapusta,79380.0
Pete Vandermeer,95256.0
Pete Vandermeer,95256.0
Pete Vandermeer,95256.0
Petr Prajsler,90720.0
Ray Manson,81648.0
Regan Kelly,88452.0
Rick Shinske,74844.0
Robert Kabel,83008.8
Roger Côté,83462.4
Roger Lemelin (ice hockey),97524.0
Roland Paulhus,83916.0
Ron Hoover,83916.0
Ross Perkins,79833.6
Ryan Keller,88905.6
Ryan Keller,88905.6
Ryan Mahrle,79380.0
Ryan Maki,94348.8
Ryan Maki,94348.8
Ryan Maki,94348.8
Rémi Royer (hockey sur glace),90720.0
Rémi Royer,90720.0
Sergueï Anchakov,81648.0
Sergei Anshakov,81648.0
Shane Joseph,81648.0
Shane Joseph,81648.0
Stan McCabe (hockey sur glace),74844.0
Stan McCabe (ice hockey),74844.0
Stefan Herzog,83916.0
Stefan Pittl,87091.2
Steve Cuddie,90720.0
Steve Langdon (ice hockey),79380.0
Steve Lingren,83916.0
Steve Saviano,82101.6
Steve Thornton,83916.0
Steve Thornton (hockey sur glace),83916.0
Steve Thornton,83916.0
Steve Witiuk,74844.0
Steve Wochy,72576.0
Stuart Ernest Smith,73936.8
T. J. Caig,90720.0
Taras Foremsky,90720.0
Teddy Saunders,74844.0
Terry Virtue,88452.0
Tim Wallace,93895.2
Tim Wallace (hockey sur glace),93895.2
Tim Wallace,93895.2
Tom Carlon,97524.0
Tony Demers,81648.0
Tony Demers,81648.0
Walter McCartney,72576.0
Wayne Larkin,74844.0
Wes Goldie,81648.0
Wilfie Starr,86184.0
Yannick Hamri,74844.0
Aaron Brocklehurst,87998.4
Aaron Brocklehurst,87998.4
Agnieszka Gąsienica-Daniel,58000.0
Agnieszka Gąsienica-Daniel,58000.0
Agnieszka Gąsienica-Daniel,58000.0
Agnieszka Gąsienica-Daniel,58000.0
Agnieszka Gąsienica-Daniel,58000.0
"Гонсеница-Даниэль, Агнешка",58000.0
Agnieszka Gąsienica-Daniel,58000.0
Beau Bennett,93895.2
Beau Bennett,93895.2
Beau Bennett,93895.2
Nikita Andrejewitsch Gussew,73936.8
Nikita Goussev,73936.8
Nikita Gusiew,73936.8
"Гусев, Никита Андреевич",73936.8
Nikita Gusev,73936.8
Alvin Fisher,79380.0
Ed Pizunski,83916.0
Adrian Esposito,81648.0
Andre Champagne,86184.0
Andre Gill (ice hockey),65772.0
Andreas Falk,81194.4
Andreas Falk,81194.4
Atte Engren,83916.0
Atte Engren,83916.0
Atte Engren,83916.0
"Энгрен, Атте",83916.0
Atte Engren,83916.0
Bob Collyard,77112.0
Bob Collyard,77112.0
Boris Elik,86184.0
Brett Motherwell,88452.0
Brett Motherwell,88452.0
Brian Chapman,87998.4
Bruce Cline,62143.2
Chris Abbott (ice hockey),87091.2
Christoph Fischhaber,81648.0
Connie Forey,83916.0
Dallas Gaume,83916.0
Dave Lucas,92988.0
David-Alexandre Beauregard,86184.0
David Beauregard,86184.0
David Sloane,99792.0
David Sloane,99792.0
Dean DeFazio,83916.0
Dmitrijs Žabotinskis,79833.6
Drayson Bowman,86184.0
Drayson Bowman,86184.0
Drayson Bowman,86184.0
Dustin Kohn,88452.0
Dustin Kohn,88452.0
Edward Leier,79380.0
Eric Walsky,87998.4
Eric Walsky,87998.4
Eric Walsky,87998.4
Ernie Moser,80740.8
Frank Bathgate,73483.2
Gord Brydson,68040.0
Gordie Clark,81648.0
Herb Dickenson,79380.0
Igor Tchibirev,81648.0
Ihor Czybiriew,81648.0
"Чибирев, Игорь Викторович",81648.0
Igor Chibirev,81648.0
Jack Borotsik,77112.0
Jack Dyte,86184.0
Jacques Cossette,83916.0
Jamie Fritsch,88452.0
Jaroslav Kudrna,83916.0
Jaroslav Kudrna,83916.0
"Кудрна, Ярослав",83916.0
Jaroslav Kudrna,83916.0
Jeff Szwez,95256.0
Jeff Szwez,95256.0
Jim Brown (ice hockey),95256.0
Jon Mirasty,99792.0
Jon Mirasty,99792.0
"Мирасти, Джон",99792.0
Jon Mirasty,99792.0
Josh Olson,107050.0
Josh Olson (ice hockey),107050.0
Justin Peters,104328.0
Justin Peters,104328.0
"Питерс, Джастин",104328.0
Justin Peters,104328.0
Július Hudáček,87091.2
Július Hudáček,87091.2
Július Hudáček,87091.2
"Гудачек, Юлиус",87091.2
Július Hudáček,87091.2
Kalle Kerman,86184.0
Kalle Kerman,86184.0
Kalle Kerman,86184.0
Kelly Burnett,72576.0
Kiril Wascharow,77565.6
Kiril Văžarov,77565.6
Kirił Wyżarow,77565.6
"Важаров, Кирил",77565.6
Kiril Vajarov,77565.6
Larry Lozinski,79380.0
Leo Carbol,77112.0
Les Colwill,77112.0
Louie Caporusso,83916.0
Louie Caporusso,83916.0
MacGregor Sharp,83916.0
MacGregor Sharp,83916.0
MacGregor Sharp,83916.0
MacGregor Sharp,83916.0
Matt Duchene,89812.8
Matthew Duchene,89812.8
Matt Duchene,89812.8
Matt Duchene,89812.8
"Дюшен, Мэтт",89812.8
Matt Duchene,89812.8
Matt Gilroy,88452.0
Matt Gilroy,88452.0
"Гилрой, Мэттью",88452.0
Matt Gilroy,88452.0
Maurice Courteau,73483.2
Max Kolu,92988.0
Michal Mikeska,84823.2
Michal Mikeska,84823.2
Mike Berger,102060.0
Miroslav Blaťák,78926.4
Miroslav Blaťák,78926.4
Miroslav Blaťák,78926.4
"Блатяк, Мирослав",78926.4
Miroslav Blaťák,78926.4
Nicola Riopel,86184.0
Nicola Riopel,86184.0
Norm Defelice,68040.0
Norm Dennis,81648.0
Normunds Sējējs,89812.8
"Сейейс, Нормундс",89812.8
Normunds Sējējs,89812.8
Peter Aubry,90720.0
Pijus Rulevičius,91173.6
Pijus Rulevičius,91173.6
Ralph Buchanan,78019.2
Ralph Buchanan,78019.2
Ray Ceresino,72576.0
Red Conn,77112.0
René Vydarený,89812.8
René Vydarený,89812.8
René Vydarený,89812.8
René Vydarený,89812.8
Richie Bayes,72576.0
Richie Bayes,72576.0
Rick Bennett,98884.8
ロブ・ドプソン,92988.0
Rob Dopson,92988.0
Roberts Jekimovs,74844.0
Roberts Jekimovs,74844.0
Roy Burmister,70308.0
Roy Burmister,70308.0
Ryan White (Eishockeyspieler),91173.6
Ryan White (hockey sur glace),91173.6
Ryan White (ice hockey),91173.6
Sacha Treille,94802.4
Sacha Treille,94802.4
"Трей, Саша",94802.4
Sacha Treille,94802.4
Sean Bentivoglio,86184.0
Sean Bentivoglio,86184.0
Sean Bentivoglio,86184.0
Sean Bentivoglio,86184.0
Sebastian Idoff,82101.6
Sebastian Idoff,82101.6
Severin Blindenbacher,85730.4
Severin Blindenbacher,85730.4
Severin Blindenbacher,85730.4
Severin Blindenbacher,85730.4
"Блинденбахер, Зеверин",85730.4
Severin Blindenbacher,85730.4
Shawn Byram,95709.6
Simon Després,98884.8
Simon Després,98884.8
Simon Després,98884.8
Stan Baluik,72576.0
Stan Baluik,72576.0
Tom Dewar,77112.0
Topi Jaakola,89812.8
Topi Jaakola,89812.8
Topi Jaakola,89812.8
"Яакола, Топи",89812.8
Topi Jaakola,89812.8
Wadim Gennadjewitsch Tarassow,83916.0
Vadim Tarassov,83916.0
Wadim Tarasow,83916.0
"Тарасов, Вадим Геннадьевич",83916.0
Vadim Tarasov,83916.0
Ville Mäntymaa,92988.0
Yip Foster,89812.8
Yves Bergeron,74844.0
Yves Bergeron,74844.0
"Грёнборг, Рикард",93895.2
Rikard Grönborg,93895.2
Corey Tropp,83916.0
Corey Tropp,83916.0
"Тропп, Кори",83916.0
Corey Tropp,83916.0
Filip Forsberg,93895.2
Filip Forsberg,93895.2
Filip Forsberg,93895.2
"Форсберг, Филип",93895.2
Filip Forsberg,93895.2
Michael Chaput,87998.4
Michael Chaput,87998.4
Michael Chaput,87998.4
Alex Galchenyuk,93895.2
Alex Galchenyuk,93895.2
Alex Galchenyuk,93895.2
Alex Galchenyuk,93895.2
"Гальченюк, Алекс",93895.2
Alex Galchenyuk,93895.2
Andrea Keszler,62143.2
Andrea Keszler,62143.2
Andreas Hänni,98884.8
Andreas Hänni,98884.8
Andreas Hänni,98884.8
Andreas Hanni,98884.8
Andreas Pauli,83916.0
Andreas Pauli,83916.0
Andrei Wiktorowitsch Korabeinikow,82101.6
Andriej Korabiejnikow,82101.6
"Корабейников, Андрей Викторович",82101.6
Andrei Korabeinikov,82101.6
Andrej Tavželj,94802.4
Andrej Tavželj,94802.4
"Тавжель, Андрей",94802.4
Andrej Tavželj,94802.4
Anthony Guttig,87091.2
Anthony Guttig,87091.2
"Гюттиг, Антони",87091.2
Anthony Guttig,87091.2
Antoine Roussel,90720.0
Antoine Roussel,90720.0
Antoine Roussel,90720.0
"Руссель, Антуан",90720.0
Antoine Roussel,90720.0
Anton Sergejewitsch Poleschtschuk,82101.6
Anton Poleschuk,82101.6
Barbara Kantorová,63000.0
Barbara Kantorová,63000.0
Barbara Kantorová,63000.0
Bart Swings,67000.0
Bart Swings,67000.0
Bart Swings,67000.0
Bart Swings,67000.0
Bart Swings,67000.0
"Свингс, Барт",67000.0
Bart Swings,67000.0
Batdsajaagiin Pürewdordsch,72122.4
Batzayaagiin Pürevdorj,72122.4
Bill Colvin,74844.0
Bill Colvin,74844.0
"Колвин, Билл",74844.0
Bill Colvin,74844.0
Bjarke Møller,84823.2
Bjarke Møller,84823.2
Blaž Gregorc,94802.4
Blaž Gregorc,94802.4
Blaž Gregorc,94802.4
Brandon Bollig,101153.0
Brandon Bollig,101153.0
Brandon Bollig,101153.0
Brandon Bollig,101153.0
Brian Lebler,96163.2
Brian Lebler,96163.2
"Леблер, Брайан",96163.2
Brian Lebler,96163.2
Bud Holloway,90720.0
Bud Holloway,90720.0
Bud Holloway,90720.0
Bud Holloway,90720.0
Buddy Horne,78926.4
Buddy Horne,78926.4
Calle Ridderwall,86184.0
Calle Ridderwall,86184.0
"Риддервалль, Калле",86184.0
Calle Ridderwall,86184.0
Cam Atkinson,78472.8
Cameron Atkinson,78472.8
"Аткинсон, Кэм",78472.8
Cam Atkinson,78472.8
Chris Stanley (Eishockeyspieler),98884.8
Chris Stanley,98884.8
Chris VandeVelde,86184.0
Chris VandeVelde,86184.0
Chris VandeVelde,86184.0
Colin Greening,95256.0
Colin Greening,95256.0
"Грининг, Колин",95256.0
Colin Greening,95256.0
Craig Schira,88452.0
Craig Schira,88452.0
Cristopher Nihlstorp,87091.2
Cristopher Nihlstorp,87091.2
Cristopher Nihlstorp,87091.2
Damien Raux,82101.6
Damien Raux,82101.6
"Ро, Дамьен",82101.6
Damien Raux,82101.6
Daniel Bellissimo,81194.4
Daniel Bellissimo,81194.4
Daniel Bellissimo,81194.4
Daniel Grillfors,86184.0
Daniel Grillfors,86184.0
Daniel Grillfors,86184.0
Daniel Rubin,74844.0
Daniel Rubin,74844.0
Daniel Rubin,74844.0
Dave Henderson,68040.0
Dave Henderson,68040.0
"Хендерсон, Дейв",68040.0
Dave Henderson (ice hockey),68040.0
Denis Dmitrijewitsch Batschurin,97070.4
"Бачурин, Денис Дмитриевич",97070.4
Denis Bachurin (ice hockey),97070.4
Dennis Saikkonen,74390.4
Dennis Saikkonen,74390.4
Derek Edwardson,79833.6
Derek Edwardson,79833.6
Derek Edwardson,79833.6
Derek Edwardson,79833.6
Diego Iori,89812.8
Diego Iori,89812.8
"Иори, Диего",89812.8
Diego Iori,89812.8
Dsmitry Miltschakou,77112.0
Dzmitry Miltchakow,77112.0
Dzmitryj Milczakou,77112.0
"Мильчаков, Дмитрий Сергеевич",77112.0
Dmitri Milchakov,77112.0
Doru Tureanu,82101.6
Doru Tureanu,82101.6
Dwight King,106142.0
Dwight King,106142.0
Dwight King,106142.0
"Кинг, Дуайт",106142.0
Dwight King,106142.0
Eric Wellwood,81648.0
Eric Wellwood,81648.0
Eric Wellwood,81648.0
Etienne Froidevaux,83008.8
Étienne Froidevaux,83008.8
Etienne Froidevaux,83008.8
Evelina Raselli,63050.4
Evelina Raselli,63050.4
"Разелли, Эвелина",63050.4
Evelina Raselli,63050.4
Jewgeni Witaljewitsch Solowjow,79833.6
Evgeny Solovyov,79833.6
Federico Lardi,97070.4
Federico Lardi,97070.4
Federico Lardi,97070.4
Florian Hardy,83008.8
Florian Hardy,83008.8
"Арди, Флориан",83008.8
Florian Hardy,83008.8
Frédéric Cloutier,74844.0
Frédéric Cloutier,74844.0
Frédéric Cloutier,74844.0
Frederic Cloutier,74844.0
Göran Lindblom,84823.2
Göran Lindblom,84823.2
Göran Lindblom,84823.2
Heikki Laine,83916.0
Heikki Laine,83916.0
Heikki Laine,83916.0
Heinz Jenni,82101.6
Heinz Jenni,82101.6
Henrik Solberg,92988.0
Henrik Solberg,92988.0
Henrik Solberg,92988.0
Henry Haase,99792.0
Henry Haase,99792.0
Igor Olegowitsch Oschiganow,97070.4
Igor Ojiganov,97070.4
Igor Ożyganow,97070.4
"Ожиганов, Игорь Олегович",97070.4
Igor Ozhiganov,97070.4
Ivan Ďatelinka,99792.0
Ivan Ďatelinka,99792.0
Jakob Goll,69854.4
Jacob Goll,69854.4
Jake Muzzin,97070.4
Jake Muzzin,97070.4
Jake Muzzin,97070.4
"Маззин, Джейк",97070.4
Jake Muzzin,97070.4
Jan Snopek,101153.0
Jan Snopek,101153.0
Jason Zucker,84369.6
Jason Zucker,84369.6
Jason Zucker,84369.6
Jeremy Boyce-Rotevall,79833.6
Jeremy Boyce-Rotevall,79833.6
Jimmy Hayes (Eishockeyspieler),100246.0
Jimmy Hayes,100246.0
Jimmy Hayes (ice hockey),100246.0
Johan Mattsson,89812.8
Johan Mattsson,89812.8
Jordan Nolan,102060.0
Jordan Nolan,102060.0
"Нолан, Джордан",102060.0
Jordan Nolan,102060.0
Jordan Weal,78019.2
Jordan Weal,78019.2
Jordan Weal,78019.2
Juma Al Dhaheri,63957.6
Juma Al Dhaheri,63957.6
Justin Hodgman,88905.6
Justin Hodgman,88905.6
"Ходжман, Джастин",88905.6
Justin Hodgman,88905.6
Justin Shugg,83916.0
Justin Shugg,83916.0
Justin Shugg,83916.0
Kasper Jensen (Eishockeyspieler),88905.6
Kasper Jensen (ice hockey),88905.6
Kenneth Purpur,63957.6
"Пёрпер, Кеннет",63957.6
Ken Purpur,63957.6
Kenneth Kennholt,91173.6
Kenneth Kennholt,91173.6
Kevin Orendorz,84823.2
Kevin Orendorz,84823.2
Kilian Keller (Eishockeyspieler),84823.2
Kilian Keller,84823.2
Koba Jass,87091.2
"Ясс, Коба",87091.2
Koba Jass,87091.2
Konstantin Sergejewitsch Sawenkow,78926.4
Konstantin Sawienkow,78926.4
"Савенков, Константин Сергеевич",78926.4
Konstantin Savenkov,78926.4
Kyle Clifford,94802.4
Kyle Clifford,94802.4
Kyle Clifford,94802.4
Lars-Gunnar Pettersson,83916.0
Lars-Gunnar Pettersson,83916.0
Lars Løkken Østli,87091.2
Lars Løkken Østli,87091.2
Lars Løkken Østli,87091.2
Leszek Laszkiewicz,83916.0
Leszek Laszkiewicz,83916.0
Leszek Laszkiewicz,83916.0
Leszek Laszkiewicz,83916.0
Leszek Laszkiewicz,83916.0
Libor Hudáček,78019.2
Libor Hudáček,78019.2
Libor Hudáček,78019.2
"Гудачек, Либор",78019.2
Libor Hudáček,78019.2
Lino Martschini,64864.8
Lino Martschini,64864.8
Loïc Lampérier,89812.8
Loïc Lampérier,89812.8
"Ламперье, Лоик",89812.8
Loïc Lampérier,89812.8
Lucia Peretti,53978.4
Lucia Peretti,53978.4
Lucia Peretti,53978.4
Lucia Peretti,53978.4
"Перетти, Лючия",53978.4
Lucia Peretti,53978.4
Marco Scandella,95709.6
Marco Scandella,95709.6
Marco Scandella,95709.6
"Сканделла, Марко",95709.6
Marco Scandella,95709.6
Marcus Paulsson,89812.8
Marcus Paulsson,89812.8
Marina Georgiewa-Nikolowa,53978.4
Marina Georgieva-Nikolova,53978.4
Mario Chitaroni,79833.6
Mario Chitaroni,79833.6
Mario Chitaroni,79833.6
Mark Cundari,92080.8
Mark Cundari,92080.8
Mark Katic,83916.0
Mark Katic,83916.0
"Катич, Марк",83916.0
Mark Katic,83916.0
Matic Kralj,87091.2
Matic Kralj,87091.2
Matic Kralj,87091.2
Mats Rosseli Olsen,83008.8
Mats Rosseli Olsen,83008.8
Mats Rosseli Olsen,83008.8
Matt De Marchi,86184.0
Matt De Marchi,86184.0
Matt DeMarchi,86184.0
Matt Frattin,92988.0
Matt Frattin,92988.0
"Фрэттин, Мэтт",92988.0
Matt Frattin,92988.0
Matt Read,86184.0
Matt Read,86184.0
"Рид, Мэтт",86184.0
Matt Read,86184.0
Matthias Bieber,87998.4
Matthias Bieber,87998.4
"Бибер, Маттиас",87998.4
Matthias Bieber,87998.4
Maxime Moisand,78019.2
Maxime Moisand,78019.2
"Муазан, Максим",78019.2
Maxime Moisand,78019.2
Michael Hjälm,83008.8
Michael Hjälm,83008.8
Mika Ozawa,58060.8
小澤美夏,58060.8
Mika Ozawa,58060.8
Miks Indrašis,84823.2
Miks Indrašis,84823.2
