http://dbpedia.org/ontology/SportsTeamMember,http://dbpedia.org/ontology/squadNumber
List of Russian football transfers winter 2011–12,66
List of Greek football transfers summer 2010,32
List of Serbian football transfers summer 2010,12
List of Ukrainian football transfers summer 2010,12
List of Chinese football transfers summer 2010,34
List of Cypriot football transfers summer 2013,27
1980 CIS Men's Soccer Championship,20
List of Cypriot football transfers summer 2013,44
Al Sadd SC (handball),11
Full Members Cup 1988-89,1
Elencos da Copa do Mundo de Clubes da FIFA de 2013,86
2008 FIFA Club World Cup squads,42
List of Greek football transfers summer 2012,17
List of German football transfers summer 2010,36
2007 South Carolina Gamecocks men's soccer team,20
2010 Saint Louis Athletica season,2
Лиссабонские львы,4
List of Azerbaijan football transfers winter 2012,30
List of Iranian football transfers summer 2010,28
List of Chinese football transfers summer 2013,47
List of Club Universitario de Deportes players,16
2013–14 Viborg FF season,22
List of Russian football transfers summer 2012,80
2013–14 C.F. União season,8
قوائم كأس العالم للأندية لكرة القدم 2013,22
List of Dutch football transfers winter 2010–11,22
2013–14 UEFA Youth League squads,2
Клубный чемпионат мира по футболу 2012 (составы),8
List of Maltese football transfers summer 2010,69
FIU Panthers men's soccer,21
List of Maltese football transfers summer 2012,110
Meelin GAA,17
2014 Indonesian Inter Island Cup squads,37
List of Iranian football transfers summer 2011,33
West Ham United FC in het seizoen 2010/11,26
List of Uzbek football transfers 2012,5
List of Iranian football transfers summer 2012,8
韋斯咸2012年至2013年球季,47
List of Bosnia and Herzegovina football transfers summer 2012,75
Lisbon Lions,12
Green Bay Phoenix men's soccer,11
Eredivisie 2010/11 (mannenvoetbal)/Transfers winter,6
List of German football transfers summer 2010,50
List of Azerbaijan football transfers summer 2011,22
HNK Hajduk Split statistics and records,6
2013年中国足球冬季转会列表,21
Delta Queens,7
List of Bulgarian football transfers winter 2011–12,84
List of Maltese football transfers summer 2008,97
List of Azerbaijan football transfers summer 2011,93
2010–11 Jaguares de Chiapas season,4
List of Cypriot football transfers summer 2008,15
Clemson Tigers men's soccer,2
Virginia Cavaliers men's soccer,13
Detroit Ignition,4
List of Azerbaijan football transfers winter 2010,29
Saison 2013-2014 du Valenciennes FC,4
List of Serbian football transfers summer 2012,13
List of German football transfers winter 2008–09,3
2005 South Carolina Gamecocks men's soccer team,12
List of Azerbaijan football transfers summer 2010,12
List of Serbian football transfers winter 2011–12,12
List of Hungarian football transfers winter 2011–12,70
List of Iranian football transfers summer 2009,17
List of Iranian football transfers summer 2012,4
List of Chinese football transfers winter 2011,16
Lijst van Bundesliga-transfers zomer 2012,28
List of Japanese football transfers winter 2009–10,8
List of Club Universitario de Deportes players,6
List of Russian football transfers summer 2010,21
List of Belgian football transfers winter 2013–14,23
Detroit Ignition,20
List of Hungarian football transfers summer 2013,16
HNK Hajduk Split statistics and records,9
2013–14 C.F. União season,26
2013年中国足球冬季转会列表,47
2008–09 Queensland Roar W-League season,11
2010–11 C.F. Pachuca season,13
List of German football transfers summer 2008,40
List of Greek football transfers summer 2012,11
List of Bosnia and Herzegovina football transfers summer 2012,6
List of Latvian football transfers summer 2014,5
List of Bulgarian football transfers summer 2010,103
List of Cypriot football transfers summer 2013,103
Manchester City Football Club 2002-2003,4
List of German football transfers summer 2008,25
2008–09 Blackpool F.C. season,36
2014 Indonesian Inter Island Cup qualification squads,29
List of Cypriot football transfers summer 2013,58
Лиссабонские львы,10
List of Uzbek football transfers 2012,25
2010–11 Deportivo Toluca season,7
2010 FIFA Club World Cup squads,15
List of Hungarian football transfers winter 2011–12,35
Lijst van Bundesliga-transfers zomer 2013,9
Virginia Cavaliers men's soccer,8
List of Chinese football transfers summer 2013,61
Convocazioni per la Coppa del mondo per club FIFA 2006,10
List of Serbian football transfers winter 2011–12,23
List of Cypriot football transfers summer 2013,37
List of German football transfers summer 2009,55
List of Chinese football transfers summer 2013,60
List of German football transfers summer 2010,3
List of Serbian football transfers winter 2013–14,65
List of Russian football transfers summer 2012,18
Syracuse Orange men's soccer,4
List of Iranian football transfers summer 2011,15
2006 SK Brann season,10
Al-Rayan SC Handball Team,25
2009–10 Ipswich Town F.C. season,34
Toledo BM,22
Virginia Cavaliers men's soccer,16
Sliema Hotsticks Hockey Club,18
List of Maltese football transfers summer 2008,1
Tacoma Tides,10
List of Russian football transfers winter 2011–12,82
2010–11 Puebla F.C. season,25
West Ham United FC in het seizoen 2010/11,20
Club Universidad Nacional 2010-2011,3
List of Bulgarian football transfers winter 2011–12,79
Meelin GAA,26
List of Serbian football transfers winter 2011–12,3
List of Russian football transfers summer 2010,91
List of Iranian football transfers winter 2013–14,37
List of Slovak football transfers winter 2012–13,4
List of Russian football transfers winter 2009–10,48
List of Russian football transfers summer 2012,53
2008 CIS Men's Soccer Championship,1
List of Estonian football transfers winter 2012–13,20
List of Slovak football transfers winter 2012–13,16
List of Iranian football transfers summer 2010,11
List of Russian football transfers summer 2012,83
List of Hungarian football transfers summer 2013,43
Клубный чемпионат мира по футболу 2012 (составы),13
Lisbon Lions,4
List of German football transfers summer 2013,47
List of Iranian football transfers summer 2013,28
List of Ukrainian football transfers winter 2008–09,37
List of South Korean football transfers summer 2012,11
List of German football transfers summer 2008,10
2014 Indonesian Inter Island Cup qualification squads,48
2010–11 Club Universidad Nacional season,69
قوائم الفرق في كأس العالم لأندية كرة القدم 2010,17
List of Mexican Football Transfers Winter 2011–12,40
1996–97 UE Lleida season,10
قوائم كأس العالم للأندية لكرة القدم 2013,4
2014–15 UEFA Youth League squads,77
قوائم كأس العالم للأندية لكرة القدم 2013,24
2013–14 Vitória F.C. season,13
2002–03 Manchester City F.C. season,3
2003–04 Fulham F.C. season,30
List of South Korean football transfers winter 2013–14,44
List of South Korean football transfers summer 2012,8
Elencos da Copa do Mundo de Clubes da FIFA de 2010,13
List of Mexican Football Transfers Winter 2011–12,6
List of Hungarian football transfers summer 2013,12
2011 Western New York Flash season,7
List of Japanese football transfers winter 2011–12,14
List of German football transfers winter 2008–09,9
List of Russian football transfers summer 2010,27
List of Bulgarian football transfers winter 2013–14,5
Virginia Cavaliers men's soccer,20
List of Chinese football transfers summer 2013,2
Al Rayyan Handball Team,26
2010–11 West Ham United F.C. season,16
List of Azerbaijan football transfers summer 2011,17
2010–11 West Ham United F.C. season,2
Клубный чемпионат мира по футболу 2012 (составы),3
Michigan Wolverines men's soccer,18
Ajax Sportsman Combinatie,8
List of Iranian football transfers summer 2009,8
Convocazioni per la Coppa del mondo per club FIFA 2006,7
List of Cypriot football transfers winter 2011–12,32
List of German football transfers summer 2008,40
Radford Highlanders women's soccer,5
List of Bulgarian football transfers winter 2010–11,4
2007 CIS Men's Soccer Championship,5
قوائم الفرق في كأس العالم لأندية كرة القدم 2010,7
2014 Indonesian Inter Island Cup qualification squads,8
List of Belgian football transfers winter 2012–13,23
List of South Korean football transfers winter 2011–12,16
List of German football transfers winter 2009–10,14
List of Mexican football transfers winter 2013–14,55
List of Uzbek football transfers 2012,26
2013–14 UEFA Youth League squads,1
List of Hungarian football transfers winter 2013–14,83
Manchester City Football Club 2000-2001,5
List of Bulgarian football transfers winter 2013–14,101
2011–12 Grimsby Town F.C. season,19
Hóquei Clube de Braga,3
Ohio State Buckeyes men's soccer,11
Convocazioni per la Coppa del mondo per club FIFA 2010,16
2011–12 Grimsby Town F.C. season,27
List of Norwegian football transfers summer 2014,28
2010–11 Querétaro F.C. season,6
List of Cypriot football transfers summer 2013,74
List of German football transfers summer 2013,23
2014 Indonesian Inter Island Cup squads,1
South Florida Bulls men's soccer,7
List of Hungarian football transfers summer 2013,24
2010–11 Atlante F.C. season,25
Toledo BM,41
List of Belgian football transfers summer 2010,1
List of Norwegian football transfers winter 2012–13,37
2012–13 Walsall F.C. season,27
2004–05 Fulham F.C. season,3
List of Hungarian football transfers winter 2011–12,12
List of Azerbaijan football transfers summer 2012,17
List of German football transfers summer 2009,1
List of Mexican Football Transfers Winter 2011–12,22
List of Hungarian football transfers summer 2010,17
List of Serbian football transfers winter 2013–14,86
List of Mexican football transfers summer 2010,4
List of Latvian football transfers summer 2014,34
List of Chinese football transfers winter 2012,54
List of Azerbaijan football transfers winter 2012,35
List of Slovak football transfers winter 2012–13,11
Manchester City Football Club 2002-2003,39
List of Albanian football transfers summer 2010,4
List of German football transfers summer 2009,30
2010–11 Tigres UANL season,12
2010–11 Club América season,36
List of Russian football transfers winter 2009–10,17
List of Latvian football transfers winter 2011–12,1
List of Cypriot football transfers summer 2008,36
List of Serbian football transfers summer 2012,84
List of Serbian football transfers summer 2010,8
Convocazioni per la Coppa del mondo per club FIFA 2013,19
F.C. Cape Town,11
List of Belgian football transfers summer 2010,18
List of Turkish football transfers summer 2013,52
List of French football transfers summer 2013,4
List of Ukrainian football transfers winter 2014–15,12
List of Uzbek football transfers 2012,15
List of Bulgarian football transfers winter 2013–14,95
2000–01 Fulham F.C. season,24
2006–07 Plymouth Argyle F.C. season,5
List of South Korean football transfers winter 2011–12,25
UR La Louvière Centre,18
List of Maltese football transfers summer 2010,16
Lisbon Lions,6
1999–2000 Blackpool F.C. season,34
List of Iranian football transfers winter 2009–10,38
Delaware Fightin' Blue Hens men's soccer,13
2009–10 Ipswich Town F.C. season,12
Convocazioni per la Coppa del mondo per club FIFA 2013,25
List of Ukrainian football transfers winter 2008–09,81
List of Hungarian football transfers summer 2010,32
List of Norwegian football transfers 2010,13
List of Azerbaijan football transfers winter 2011,16
2007 SK Brann season,6
List of Azerbaijan football transfers summer 2011,28
South Florida Bulls men's soccer,11
Saison 2013-2014 du Valenciennes FC,33
Manchester City Football Club 2002-2003,5
List of Belgian football transfers summer 2010,61
List of Serbian football transfers summer 2013,6
2013–14 UEFA Youth League squads,98
2006 South Carolina Gamecocks men's Soccer Team,2
List of German football transfers summer 2012,47
List of Hungarian football transfers summer 2012,91
List of Hungarian football transfers winter 2011–12,39
2002–03 Manchester City F.C. season,12
List of Iranian football transfers summer 2012,10
List of Hungarian football transfers winter 2011–12,75
List of Russian football transfers winter 2009–10,6
2007 SK Brann season,19
Ajax Sportman Combinatie,1
2007 SK Brann season,15
2013–14 Stationery Stores season,21
List of Chinese football transfers winter 2012,19
Sportsklubben Brann 2007,21
2011 Western New York Flash season,12
West Ham United FC in het seizoen 2010/11,16
List of Cypriot football transfers summer 2013,10
Manchester City Football Club 2000-2001,30
2006–07 Fulham F.C. season,24
List of Cypriot football transfers winter 2013–14,77
2010–11 Club Universidad Nacional season,13
List of Slovak football transfers summer 2013,4
List of Chinese football transfers winter 2014,37
2010–11 Tigres UANL season,40
Ajax Sportsman Combinatie,16
2010–11 Club Atlas season,12
2010–11 Club Atlas season,11
Shabab Al-Bireh Institute,8
List of Russian football transfers summer 2013,18
List of Hungarian football transfers winter 2013–14,30
2003–04 Fulham F.C. season,17
List of Russian football transfers summer 2012,2
List of Norwegian football transfers 2010,22
Union Royale La Louvière Centre,16
Elencos da Copa do Mundo de Clubes da FIFA de 2010,38
List of Azerbaijan football transfers winter 2012,59
List of Maltese football transfers winter 2008–09,8
2007 South Carolina Gamecocks men's soccer team,25
2009–10 Göztepe A.Ş. season,1
List of Iranian football transfers summer 2011,8
2010–11 West Ham United F.C. season,23
1999–2000 Blackpool F.C. season,20
Universitario Lima/Lista piłkarzy,20
List of Japanese football transfers summer 2013,11
2011–12 Grimsby Town F.C. season,41
1982 CIS Men's Soccer Championship,16
1999 Indiana Hoosiers men's soccer team,9
List of Cypriot football transfers summer 2013,33
List of Iranian football transfers winter 2013–14,25
List of South Korean football transfers winter 2013–14,14
1980 CIS Men's Soccer Championship,25
List of Azerbaijan football transfers winter 2014,4
List of Bulgarian football transfers winter 2011–12,3
2013–14 Valenciennes FC season,14
2000–01 Fulham F.C. season,31
List of Belgian football transfers winter 2012–13,41
List of Serbian football transfers winter 2011–12,42
Detroit Ignition,21
List of Hungarian football transfers summer 2012,40
Lisbon Lions,6
2010–11 C.F. Pachuca season,23
قوائم كأس العالم للأندية لكرة القدم 2013,17
List of Iranian football transfers winter 2011–12,13
List of Hungarian football transfers summer 2013,47
List of Cypriot football transfers summer 2013,17
2010–11 Club Atlas season,17
List of Mexican football transfers summer 2013,20
List of Azerbaijan football transfers summer 2013,63
里斯本雄狮,8
List of German football transfers winter 2012–13,30
List of Belgian football transfers summer 2015,59
2013年中国足球冬季转会列表,24
West Ham United F.C. Reserves and Academy,67
List of Estonian football transfers summer 2013,28
Клубный чемпионат мира по футболу 2010 (составы),2
List of Turkish football transfers summer 2013,91
List of Estonian football transfers summer 2013,29
List of German football transfers winter 2008–09,15
Manchester City Football Club 2002-2003,33
Convocazioni per la Coppa del mondo per club FIFA 2012,29
List of Bulgarian football transfers summer 2010,35
2013 FIFA Club World Cup squads,28
List of Azerbaijan football transfers winter 2010,6
Sportsklubben Brann 2006,12
List of South Korean football transfers winter 2013–14,6
2009–10 Göztepe A.Ş. season,80
List of Russian football transfers winter 2009–10,19
2008 Colo-Colo season,5
List of Albanian football transfers summer 2010,7
2008–09 Blackpool F.C. season,9
List of Ukrainian football transfers summer 2009,23
List of Greek football transfers summer 2010,23
List of Bulgarian football transfers winter 2013–14,8
2010–11 C.F. Monterrey season,9
List of Russian football transfers summer 2010,34
Lijst van Bundesliga-transfers zomer 2012,12
List of Hungarian football transfers winter 2011–12,69
List of Russian football transfers winter 2009–10,11
List of Hungarian football transfers summer 2010,34
2010–11 San Luis F.C. season,17
2010–11 Querétaro F.C. season,16
List of Russian football transfers winter 2011–12,40
2013–14 Maccabi Tel Aviv F.C. season,16
List of Iranian football transfers winter 2011–12,25
2010 Saint Louis Athletica season,6
Meelin GAA,28
List of Slovak football transfers summer 2013,26
2010–11 Jaguares de Chiapas season,7
Wake Forest Demon Deacons men's soccer,32
List of Belgian football transfers summer 2009,21
Meelin GAA,7
List of Russian football transfers summer 2013,62
2006 FIFA Club World Cup squads,1
List of Latvian football transfers winter 2013–14,4
Convocazioni per la Coppa del mondo per club FIFA 2013,6
List of Bulgarian football transfers summer 2013,6
List of Greek football transfers summer 2012,13
Detroit Ignition,16
List of Bulgarian football transfers winter 2011–12,77
List of Azerbaijan football transfers summer 2012,18
List of Iranian football transfers summer 2010,6
Laguna Football Club,13
List of Hungarian football transfers winter 2011–12,103
2014 Indonesian Inter Island Cup squads,61
List of Belgian football transfers summer 2009,36
List of Greek football transfers summer 2010,8
List of German football transfers summer 2009,27
List of Slovak football transfers summer 2013,5
List of Albanian football transfers summer 2010,21
2000–01 Fulham F.C. season,28
List of Norwegian football transfers winter 2012–13,9
List of Iranian football transfers winter 2010–11,34
2010–11 Club Universidad Nacional season,19
List of Mexican football transfers summer 2010,21
List of Azerbaijan football transfers summer 2011,1
List of Serbian football transfers summer 2010,35
List of Iranian football transfers winter 2013–14,21
New Mexico Lobos men's soccer,17
2008–09 Queensland Roar W-League season,1
2008 Colo-Colo season,1
List of German football transfers summer 2008,12
List of Azerbaijan football transfers summer 2009,19
Meelin GAA,15
List of Mexican football transfers summer 2012,19
Club Universidad Nacional 2010-2011,12
Клубный чемпионат мира по футболу 2013 (составы),31
FIU Panthers men's soccer,16
Ignition de Détroit,21
Al Rayyan Handball Team,3
List of Russian football transfers summer 2012,39
2007 South Carolina Gamecocks men's soccer team,16
List of Chinese football transfers summer 2010,2
2010–11 Atlante F.C. season,7
List of Norwegian football transfers summer 2014,33
2010–11 C.F. Monterrey season,19
UMBC Retrievers men's soccer,67
List of Bulgarian football transfers winter 2010–11,29
List of Latvian football transfers summer 2012,32
2010–11 Deportivo Toluca season,1
List of Russian football transfers winter 2011–12,27
Toledo Balonmano,23
List of South Korean football transfers winter 2013–14,35
Convocazioni per la Coppa del mondo per club FIFA 2012,51
List of Belgian football transfers summer 2014,31
List of Latvian football transfers winter 2013–14,21
2006–07 Fulham F.C. season,1
List of Hungarian football transfers summer 2013,27
South Florida Bulls men's soccer,12
Wake Forest Demon Deacons men's soccer,18
List of Macedonian football transfers winter 2014–15,4
Convocazioni per la Coppa del mondo per club FIFA 2012,1
List of Mexican football transfers summer 2012,2
List of Russian football transfers summer 2012,110
2010 Rochester Rhinos season,11
List of Azerbaijan football transfers summer 2013,18
List of Russian football transfers summer 2010,41
List of Albanian football transfers winter 2009–10,27
F.C. Cape Town,23
List of Latvian football transfers summer 2014,31
List of Latvian football transfers winter 2013–14,96
List of Bosnian football transfers winter 2013–14,17
List of South Korean football transfers winter 2011–12,44
Sportsklubben Brann 2007,1
2000–01 Fulham F.C. season,28
2007 SK Brann season,11
List of Cypriot football transfers summer 2013,76
List of Qatari football transfers winter 2011–12,17
List of Serbian football transfers summer 2013,19
New Mexico Lobos men's soccer,23
List of Albanian football transfers summer 2013,20
List of Bulgarian football transfers winter 2011–12,89
List of Albanian football transfers summer 2013,18
List of Hungarian football transfers summer 2012,18
List of Latvian football transfers winter 2014–15,109
List of Albanian football transfers summer 2010,5
List of German football transfers winter 2009–10,45
List of Mexican football transfers summer 2012,17
Union Royale La Louvière Centre,8
List of Russian football transfers winter 2010–11,7
New Mexico Lobos men's soccer,4
Manchester City Football Club 2000-2001,26
All-time Saint Louis Athletica roster,17
2013年中国足球冬季转会列表,37
2010–11 Club América season,18
List of Azerbaijan football transfers summer 2012,35
2006 CIS Men's Soccer Championship,16
List of Japanese football transfers winter 2009–10,31
List of German football transfers summer 2008,13
List of Hungarian football transfers winter 2013–14,34
List of Serbian football transfers winter 2011–12,23
Cal Poly Mustangs men's soccer,19
Green Bay Phoenix men's soccer,14
List of German football transfers summer 2013,17
2009 Carolina RailHawks FC season,20
Клубный чемпионат мира по футболу 2013 (составы),18
Virginia Cavaliers men's soccer,2
List of Maltese football transfers summer 2013,6
2010–11 Puebla F.C. season,29
2003–04 Fulham F.C. season,9
List of Club Universitario de Deportes players,26
قوائم كأس العالم للأندية لكرة القدم 2013,12
List of Maltese football transfers summer 2010,22
List of Iranian football transfers winter 2013–14,32
2009–10 Paris Saint-Germain F.C. (Ladies) season,17
List of Belgian football transfers winter 2013–14,15
List of Chinese football transfers winter 2013,18
List of Bulgarian football transfers summer 2013,15
List of Ukrainian football transfers summer 2009,3
2006–07 Fulham F.C. season,30
List of Belgian football transfers winter 2013–14,9
Sportsklubben Brann 2006,2
List of Belgian football transfers winter 2011–12,10
List of Iranian football transfers winter 2013–14,29
Al Sadd Handball Team,95
2010–11 Club Universidad Nacional season,55
List of Azerbaijan football transfers summer 2013,2
2013–14 Maccabi Tel Aviv F.C. season,7
FK Bratstvo Cijevna,6
List of Dutch football transfers winter 2010–11,2
2002–03 Manchester City F.C. season,6
2011 Western New York Flash season,26
2009 Carolina RailHawks FC season,9
List of Slovak football transfers winter 2011–12,26
2010–11 Tigres UANL season,26
2006 SK Brann season,14
List of Ukrainian football transfers summer 2009,11
Club Universidad Nacional 2010-2011,26
List of Iranian football transfers winter 2011–12,24
List of Cypriot football transfers winter 2013–14,75
List of Norwegian football transfers 2010,3
List of Bulgarian football transfers winter 2013–14,13
List of Russian football transfers winter 2009–10,72
1980 CIS Men's Soccer Championship,18
List of Japanese football transfers winter 2011–12,8
List of Iranian football transfers winter 2013–14,5
Wake Forest Demon Deacons women's soccer,20
List of Bulgarian football transfers winter 2011–12,29
2010–11 Atlante F.C. season,2
List of Maltese football transfers summer 2008,21
Markaz Balata,6
2010–11 C.D. Guadalajara season,5
List of German football transfers summer 2013,2
List of Bulgarian football transfers summer 2013,30
List of Belgian football transfers winter 2013–14,28
List of Estonian football transfers winter 2012–13,24
Sapura HC,8
List of Albanian football transfers summer 2013,1
List of Turkish football transfers summer 2013,26
List of Azerbaijan football transfers summer 2012,24
List of Iranian football transfers winter 2010–11,15
Maryland Terrapins men's soccer,7
List of Belgian football transfers summer 2010,34
Laguna Football Club,23
List of Serbian football transfers winter 2011–12,14
قوائم كأس العالم للأندية لكرة القدم 2013,5
List of Ukrainian football transfers summer 2009,30
Elencos da Copa do Mundo de Clubes da FIFA de 2012,32
List of Azerbaijan football transfers winter 2010,26
List of Uzbek football transfers 2010,16
List of Serbian football transfers winter 2013–14,12
Michigan Wolverines men's soccer,6
2009–10 Göztepe A.Ş. season,30
List of Chinese football transfers summer 2013,14
2011 Western New York Flash season,24
2007 South Carolina Gamecocks men's soccer team,24
Convocazioni per la Coppa del mondo per club FIFA 2013,39
2010–11 Puebla F.C. season,8
Convocazioni per la Coppa del mondo per club FIFA 2006,1
2010–11 Club Necaxa season,30
List of Iranian football transfers winter 2009–10,11
2014 Indonesian Inter Island Cup squads,26
List of Russian football transfers summer 2012,40
Elencos da Copa do Mundo de Clubes da FIFA de 2013,5
List of Hungarian football transfers summer 2012,26
List of Cypriot football transfers winter 2013–14,5
List of Azerbaijan football transfers summer 2013,35
Lijst van Bundesliga-transfers zomer 2013,8
List of Latvian football transfers summer 2013,20
List of Russian football transfers winter 2009–10,44
List of Russian football transfers winter 2011–12,47
Hóquei Clube de Braga,10
List of Japanese football transfers winter 2011–12,5
List of Bulgarian football transfers winter 2011–12,40
Elencos da Copa do Mundo de Clubes da FIFA de 2012,16
List of Ukrainian football transfers summer 2010,32
2014–15 UEFA Youth League squads,90
2013–14 UEFA Youth League squads,52
2014–15 UEFA Youth League squads,17
2010–11 Jaguares de Chiapas season,2
Football for Hope,3
1999–2000 Blackpool F.C. season,21
Convocazioni per la Coppa del mondo per club FIFA 2008,32
2012–13 Walsall F.C. season,24
List of Belgian football transfers winter 2008–09,25
List of Norwegian football transfers summer 2014,9
Maybank HC,8
2010–11 West Ham United F.C. season,47
Radford Highlanders women's soccer,25
List of Greek football transfers summer 2012,2
List of German football transfers winter 2008–09,39
List of Hungarian football transfers summer 2012,33
Wake Forest Demon Deacons women's soccer,3
List of Bulgarian football transfers winter 2011–12,86
List of Azerbaijan football transfers summer 2012,83
List of Bulgarian football transfers summer 2013,24
List of Russian football transfers winter 2011–12,76
1999 Indiana Hoosiers men's soccer team,16
List of Japanese football transfers winter 2011–12,41
2013 FIFA Club World Cup squads,16
List of Latvian football transfers summer 2012,11
List of Estonian football transfers winter 2012–13,29
Al-Sadd Sports Club Handball,98
2003–04 Fulham F.C. season,14
List of Turkish football transfers summer 2010,41
2008 FIFA Club World Cup squads,2
List of Russian football transfers winter 2011–12,55
List of Bulgarian football transfers winter 2013–14,90
List of Japanese football transfers summer 2012,13
List of Ukrainian football transfers winter 2008–09,6
West Ham United FC in het seizoen 2012/13,38
Maryland Terrapins men's soccer,11
Sportsklubben Brann 2006,8
2008 FIFA Club World Cup squads,15
2010–11 Club Universidad Nacional season,93
List of Slovak football transfers winter 2012–13,34
List of Turkish football transfers summer 2013,18
2013–14 Grimsby Town F.C. season,8
Akron Zips men's soccer,8
2010–11 Club América season,34
Ajax Sportman Combinatie,13
2010–11 Estudiantes Tecos season,18
2008–09 Sydney FC W-League season,17
2008 Colo-Colo season,29
List of Hungarian football transfers summer 2010,25
List of Russian football transfers winter 2009–10,34
2012 Wake Forest Demon Deacons men's soccer team,18
List of German football transfers summer 2008,32
List of Belgian football transfers summer 2009,3
2008–09 Queensland Roar W-League season,14
List of Chinese football transfers winter 2012,23
List of Azerbaijan football transfers summer 2009,22
2012–13 West Ham United F.C. season,38
2008–09 Paris Saint-Germain F.C. (Ladies) season,10
2000–01 Manchester City F.C. season,24
List of Maltese football transfers summer 2008,26
List of Greek football transfers summer 2011,3
List of Serbian football transfers summer 2013,91
List of Belgian football transfers summer 2014,82
List of Russian football transfers summer 2010,17
2014 Indonesian Inter Island Cup qualification squads,79
2004–05 Fulham F.C. season,1
List of Bulgarian football transfers summer 2013,35
List of Serbian football transfers winter 2013–14,27
List of Iranian football transfers winter 2013–14,12
List of Russian football transfers winter 2010–11,47
List of Macedonian football transfers winter 2014–15,72
Sportsklubben Brann 2006,13
List of South Korean football transfers winter 2013–14,42
List of Turkish football transfers summer 2014,83
List of Iranian football transfers winter 2013–14,10
2013–14 Valenciennes FC season,12
Sportsklubben Brann 2007,11
List of Belgian football transfers winter 2013–14,12
List of Belgian football transfers winter 2011–12,24
List of Norwegian football transfers summer 2013,1
Syracuse Orange men's soccer,27
List of Cypriot football transfers winter 2011–12,32
List of Latvian football transfers winter 2013–14,5
Michigan Wolverines men's soccer,19
List of Serbian football transfers summer 2013,25
List of Azerbaijan football transfers summer 2011,2
2014 Indonesian Inter Island Cup squads,76
Toledo Balonmano,22
Lijst van Bundesliga-transfers zomer 2012,22
List of Serbian football transfers winter 2011–12,80
2010–11 San Luis F.C. season,3
List of Latvian football transfers summer 2012,18
List of Belgian football transfers summer 2015,30
List of Maltese football transfers summer 2009,13
List of Ukrainian football transfers summer 2009,7
List of Bosnian football transfers winter 2013–14,14
List of Bulgarian football transfers summer 2013,24
List of Serbian football transfers winter 2013–14,80
Manchester City Football Club 2002-2003,17
Elencos da Copa do Mundo de Clubes da FIFA de 2012,2
List of Albanian football transfers summer 2013,6
2013–14 C.F. União season,4
List of Cypriot football transfers summer 2013,107
List of Mexican football transfers summer 2012,12
Al Sadd Handball Team,16
List of Russian football transfers winter 2011–12,60
2010–11 C.F. Pachuca season,2
Shabab Al-Bireh Institute,8
2014–15 UEFA Youth League squads,39
List of Chinese football transfers winter 2014,2
List of German football transfers summer 2009,22
2012–13 Walsall F.C. season,31
E.I.S. Men's Volleyball,7
List of Cypriot football transfers winter 2011–12,29
List of Iranian football transfers summer 2013,6
List of German football transfers summer 2008,7
List of Club Universitario de Deportes players,10
2005 South Carolina Gamecocks men's soccer team,15
List of Bulgarian football transfers winter 2013–14,34
List of Cypriot football transfers summer 2013,23
List of German football transfers winter 2009–10,10
List of Belgian football transfers summer 2015,2
2012 FIFA Club World Cup squads,17
Sportsklubben Brann 2006,22
Virginia Cavaliers men's soccer,3
2010–11 Jaguares de Chiapas season,16
List of Iranian football transfers summer 2011,19
List of German football transfers winter 2009–10,3
List of Dutch football transfers winter 2010–11,12
2008 FIFA Club World Cup squads,15
Lijst van Bundesliga-transfers zomer 2013,43
List of Japanese football transfers summer 2012,5
List of Azerbaijan football transfers summer 2013,37
List of Iranian football transfers winter 2013–14,23
List of German football transfers summer 2009,31
List of Iranian football transfers summer 2009,10
List of Latvian football transfers winter 2011–12,17
2010–11 Puebla F.C. season,24
Cal Poly Mustangs men's soccer,25
List of Russian football transfers summer 2010,97
List of Hungarian football transfers winter 2011–12,28
List of German football transfers winter 2009–10,2
List of Serbian football transfers winter 2013–14,46
List of Iranian football transfers summer 2013,85
2011 Western New York Flash season,10
2013年中国足球冬季转会列表,45
List of Hungarian football transfers winter 2013–14,1
Al-Sadd Sports Club Handball,4
2010–11 Deportivo Toluca season,18
List of Ukrainian football transfers winter 2014–15,22
2009–10 Ipswich Town F.C. season,37
2009 Carolina RailHawks FC season,13
List of South Korean football transfers winter 2011–12,11
List of Iranian football transfers winter 2010–11,8
2002–03 Manchester City F.C. season,8
Eredivisie 2010/11 (mannenvoetbal)/Transfers winter,45
2010–11 Estudiantes Tecos season,22
2004 South Carolina Gamecocks men's Soccer Team,23
2011 Western New York Flash season,39
2014–15 Grimsby Town F.C. season,1
Saison 2013-2014 du Valenciennes FC,17
2010–11 West Ham United F.C. season,16
قوائم الفرق في كأس العالم لأندية كرة القدم 2010,82
List of Belgian football transfers summer 2010,18
2012–13 Galatasaray S.K. Basketball season,5
List of Bulgarian football transfers winter 2010–11,3
List of North American Soccer League transfers in 2014,18
2006 SK Brann season,19
List of Russian football transfers winter 2009–10,34
List of German football transfers summer 2013,13
2006 South Carolina Gamecocks men's Soccer Team,5
List of Japanese football transfers winter 2011–12,11
List of German football transfers summer 2008,36
List of Norwegian football transfers summer 2014,9
Universitario Lima/Lista piłkarzy,21
2013 FIFA Club World Cup squads,12
List of Cypriot football transfers summer 2013,51
List of Belgian football transfers summer 2015,32
2006 CIS Men's Soccer Championship,3
List of Cypriot football transfers winter 2013–14,4
List of Bulgarian football transfers summer 2010,29
