http://dbpedia.org/ontology/Location,http://dbpedia.org/ontology/populationTotal
"Marada, Libya",2211
Saint-Martin-des-Champs (Yonne),296
Tremblay (Ille-et-Vilaine),1576
Saint-Genis-l'Argentière,854
列寧區 (塞瓦斯托波爾),106711
Ist,182
"Pleasant Valley Township, Finney County, Kansas",133
多马尔坦瓦里蒙,132
Abra Pampa,9203
Saint-Luc (Svizzera),307
"Aappilattoq, Qaasuitsup",183
Gimel-les-Cascades,718
Dommartin-sur-Vraine,344
Selva di Progno,1002
Bry,362
Рамин,672
Akbarabad-e Qushchi,54
وخان دي كويو (مدينة),103128
Dommartin-le-Saint-Père,272
Hints,354
Noisy-sur-Oise,693
拉维莱迪厄迪克兰,1403
Зайсанский район,37395
L'Isle-Adam,12312
Marey-sur-Tille,332
Mirabello Monferrato,1386
Achola,810
Ituzaingó (Argentine),21314
Horst (Sundhagen),491
Saint-Gratien-Savigny,130
Archerfield (Queensland),498
卡斯泰尔韦基奥迪罗卡巴尔贝纳,175
"Krasnogorsk, Uzbekistan",19392
Saint-Sauveur-de-Pierrepont,140
Weare,651
Pommiers (Aisne),620
Mikulovice (district de Znojmo),594
