http://dbpedia.org/ontology/Region,http://dbpedia.org/ontology/areaLand
Alta (Norvège),3663421885
Bærum,197393010
Lardal,277174727
مقاطعة رايس (كانساس),1819652948
Gloppen,955757511
Nordreisa,3256680297
"Allen County, Kansas",1298377170
Klepp,103053946
Нёустдал,341622223
Adams County (North Dakota),2458869972
"Атчисон (округ, Миссури)",1428526239
"Уэйн (округ, Пенсильвания)",1954461384
Bø i Vesterålen,227744389
Contea di Bannock,2811217720
博諾姆縣 (南達科他州),1459958133
Тюснес,254194004
Sigdal,819426121
Vågå,1249961756
ブレア郡 (ペンシルベニア州),1352305823
Comté de Botetourt,1403003028
Condado de Boyd (Nebraska),1342766371
ブランチ郡 (ミシガン州),1246538533
Bennett County,2917250390
"Alexander County, Illinois",584255695
مقاطعة برنيت (تكساس),2635815776
"Армстронг (округ, Техас)",2378323061
Фёуске,1153391665
"Benton County, Washington",4587894867
ビエンビル郡 (ルイジアナ州),2034865242
"Баррен (округ, Кентукки)",1260094702
Джорджия,147550849978
Allen County (Ohio),1024292967
Åseral,820467119
Hof (Vestfold),144063854
"Эйвери (округ, Северная Каролина)",647558940
Østre Toten,475444631
Rennebu,922393156
Condado de Washington (Kansas),2300161340
مقاطعة هيتينغر (داكوتا الشمالية),2899936055
Sokndal,265608261
馬克爾 (挪威),359374777
"Бурбон (округ, Канзас)",1641283823
アレナク郡 (ミシガン州),931533741
哈尔登,593293702
比爾縣 (德克薩斯州),3297028190
Sauherad,280138229
Hvaler,93361263
Hrabstwo Douglas (Kansas),1207641668
Midtre Gauldal,1838060236
Klæbu,167335967
مقاطعة برادفورد (فلوريدا),729333506
