http://dbpedia.org/ontology/SoccerClub,http://dbpedia.org/ontology/capacity
Budapesti Vasutas Sport Club-Zugló 1911,3816
WA Tlemcen,18000
Real Estelí Fútbol Club,5000
Kossa FC,22000
HSV Hoek,3500
ナディFC,18000
Villa Sports Club,5202
Club Deportivo Colonia Moscardó,14000
Forest City London,1000
バンコク・ユナイテッドFC,25000
SC Young Fellows Juventus,2850
Al-Ahly SC (Tripoli),80000
Union Böckingen,10000
Paradou AC,15000
Santa Pola Club de Fútbol,3000
Trujillanos FC,25000
Clube Desportivo Travadores,8000
第聶伯斯摩棱斯克足球會,12500
聖馬田大學體育會,17000
Lupo Martini Wolfsburg,1500
AD San Juan,1500
London Gryphons,3000
メルボルン・ビクトリーFC,30050
CD Aves,5441
UE Llagostera,3724
Club Real Potosí,32000
Sapekhburto K'lubi Samt'redia,3000
ハートリプール・ユナイテッドFC,7856
UE Llagostera,3724
Siderurgistul Galați,6000
莫雷洛斯美洲獅,15000
FC Zimbru Chișinău,10400
Clube Nacional de Benguela,10000
الرابطة كوستي,3000
Corporación Social Deportiva y Cultural de Pereira,30297
Bogotá Fútbol Club,8000
FC Callatis Mangalia,5000
Olympiacos Volou 1937 F.C.,9000
Sint-Truidense VV (vrouwen),500
Montedio Yamagata,20315
アル・カルフSC,6000
Centro Deportivo Bezana,3000
نادي الاتفاق (السعودية),26000
马拉巴老鹰足球俱乐部,4500
نادي فاقوس,10000
Sport Lisboa e Benfica B,2720
Булонь (футбольный клуб),15004
Futbol'nyj Klub Tekstil'ščik Kamyšin,10000
Gaborone United SC,22500
California Victory,10000
Football Club Niutao,1500
FK Wizebsk,8100
Persela Lamongan,14000
Prone Lugo AD,2500
رامبلا جونيورز,6000
Hertha Berliner Sport Club,74475
إيرغوتيليس,26240
"Ривер Плейт (футбольный клуб, Кармополис)",2500
Ferroviário Esporte Clube (Serra Talhada),5000
Club Deportivo Irapuato,28500
KS Delvina,2500
Ethnikós Le Pirée,3
Краснодар-2 (футбольный клуб),3500
Associação Atlética Coruripe,2000
IFK Hässleholm,6000
Union sportive Créteil-Lusitanos,12150
Al-Sailiya,25000
Sportverein Höngg,1000
Кайруан (футбольный клуб),25000
Turan İK,10000
Mogas 90 FC,15000
Football Club Progrès Niederkorn,4830
FCウラル・スヴェルドロフスク・オブラスト,10000
FC Tyumen,13057
Bathgate Thistle F.C.,2000
Titanes de Tulancingo,2500
FK Mažeikiai,2400
FCミルサミ・オルヘイ,2539
Associação Olímpica de Itabaiana,14123
VfL Oldenburg,3500
フェイエノールト,51177
Tarbes Pyrénées Football,3000
SV Höngg,1000
Конинклейке ХФК,1000
CSD Comunicaciones,17022
Grupo Desportivo Cruz Vermelha,6500
Football Club Déifferdeng 03,2400
Al-Hala,10000
Córdoba CF B,3000
FK Jezero Plav,5000
Tacuarembó F.C.,12000
Unión Club Ceares,1500
Red Bull Brasil,19722
مونتيديو ياماغاتا,20315
FC Blauw-Wit Amsterdam,2000
RB Leipzig,42959
Kabuscorp SC,12000
Камза (футбольный клуб),4800
FC Fastav Zlín,6375
El Gawafel Sportives de Gafsa,12000
アルトナ93,8
نادي جيرونا,9286
Grêmio Atlético Sampaio,6000
Società Sportiva Acqui Calcio 1911,1500
Dinamo Batoum,6000
FC Blau-Weiß Linz,2000
Chimia Râmnicu Vâlcea,10000
Llanidloes Town F.C.,4000
Flota Świnoujście,3070
Indios de Ciudad Juárez,19765
Ethnikos Piraeus F.C.,3
SC Opel Rüsselsheim,8000
FC Penzberg,800
União Desportiva Oliveirense,4000
Gloria Buzău,18000
Luparense F.C.,800
JK Trans Narva,2200
Piteå IF,3950
La Roda CF,3000
Amsterdamsche Football Club,8000
Kilwinning Rangers F.C.,2500
Deportes Quindío,21500
Freetown City,30000
Kristianstads FF,6000
Cabinteely Football Club,1620
卡迪夫城足球俱乐部,33280
FKクルオヤ・パクルオイス,2000
Кастриоти (футбольный клуб),10000
CD Palestino,12000
Futbol'nyj Klub Žemčužina-Soči,10200
Mohammedan SC Dhaka,36000
AD Torrejón CF,1300
FC Stade Nyonnais,7200
"Неман (футбольный клуб, Мосты)",2500
Brisbane Roar,52500
Gazovik Orenburg,7500
Asociación Deportiva Ceuta,6500
"Олимпик (футбольный клуб, Сафи)",15000
ローイエット・ユナイテッドFC,2000
Salahaddin FC,10000
"Локомотив (футбольный клуб, Мездра)",5000
Clubul Sportiv Pandurii Lignitul Târgu Jiu,20054
Football Club de Gueugnon,13800
ASV Cham,10000
Esporte Clube Itaúna,6
FC VSS Košice,9000
PFCナフバホール・ナマンガン,22000
Club Deportivo Educación de Abancay,10000
IF Älgarna,2500
Associação Desportiva Perilima,38000
Juventud Escuintleca,3000
Futbol'nyj Klub Dinamo Vologda,10000
Спортинг Вильянуэва Промесас,3000
Stal Sanok,2
Club Deportivo Iruña,2500
Universidad San Martín de Porres,17000
St Andrews F.C.,1000
Football Inter Club Association,7500
Segesta Sisak,8000
نادي أشانتي جولد,30000
Hardenberg Heemse Combinatie,4500
UD Lanzarote,6000
FK Inter Bakoe,8152
FCシオニ・ボルニシ,3000
Al-Ahly Trypolis,80000
戴納瓦足球俱樂部,3790
كاليدونيا إي آي إي,23000
Yaracuyanos FC,10000
FC Narva Trans,2200
CD Guijuelo,1500
Maritzburg United Football Club,12000
Carrick Rangers,6000
FK Belasica Strumica,6500
Club Deportivo Getxo,3500
Брайтенрайн,1500
Stade Tunisien,18000
Club athlétique bizertin (football),20000
FC Vysočina Jihlava,4082
نادي ملبورن فيكتوري,53359
Forfar Athletic F.C.,739
Playford City Patriots SC,5000
Racing Club Vichy football,4900
FC Rattana Bundit,1000
Glenrothes F.C.,5000
FC Spartak Plovdiv,3500
Army United Football Club,20000
KS Shkumbini Peqin,5000
Associação Olímpica de Itabaiana,14123
TSG Backnang 1919,5000
FK BSK Borča,4000
Алванд Хамедан,8000
Águia de Marabá Futebol Clube,4500
SD Leioa,3500
Selangor FA,80372
نادي فان,9500
Ashanti Gold SC,30000
Associazione Sportiva Cesenatico Chimicart Associazione Dilettantistica,9500
Стад Тунизьен,18000
União São João Esporte Clube,22000
A.C.D. Guidonia Montecelio,2000
نادي البحر الأحمر الإرتري,20000
Pego Club de Futbol,1000
Hertha BSC,74475
Maccabi Ironi Jatt F.C.,12000
SpVgg Landshut,10000
FC Neman Mosty,2500
FC Samtredia,3000
Győri Egyetértés Torna Osztály Football Club,16000
Southern Myanmar United Football Club,15000
Al-Arabi Sports Club,13000
FC Tofaga,1500
FB Gulbene,1500
Club Atlético Bucaramanga Corporación Deportiva,28000
FK Makedonija Gjorče Petrov,3000
Batuque FC,5000
FK Neman Grodno,8479
Football club bassin d'Arcachon,1000
博亞卡捷高足球會,20630
FK Mladost Podgorica,2000
Gloria Buzău,18000
Atlabara FC,12000
Newcastle United F.C.,52354
Unión Deportiva San Sebastián de los Reyes,3000
Deportivo Pereira,30297
FKスティエスカ・ニクシッチ,5214
SC Binningen,1300
Unión Huayllaspanca,20000
AS Tempête Mocaf,20000
Football Club Avenir Beggen,4830
Orihuela CF,6000
Perseru Serui,10000
Joensuun Iloiset Peli-Pojat,2000
Coton Sport Football Club de Garoua,22000
FK Shoʻrtan Guzar,8000
"Динамо (футбольный клуб, Тирана)",10000
Пудун Зобон,16000
Fudbalski Klub Jezero Plav,5000
FC La Chaux-de-Fonds,12700
Al-Arabi Kuwait,26000
Associação Atlética Coruripe,2000
CD Puerta Bonita,4000
VfL Oldenburg,3500
Hereford United F.C.,5000
Sporting Clube Farense,15000
Nacional de Benguela,10000
新波洛茨克足球俱樂部,5300
FK Rostow,15840
Timbaúba Futebol Clube,6000
FK Liepājas Metalurgs,5083
墨尔本胜利足球俱乐部,30050
SV Horn,3500
ED Moratalaz,2500
Патриотас (футбольный клуб),21000
Vikingur Ólafsvík,1130
Società Sportiva Lazio,70634
Briton Ferry Llansawel A.F.C.,2000
Grulla Morioka,5000
Kastamonu Spor Kulübü,4000
Sport Huancayo,20000
Playas de Castellón FS,6000
AS Bantous,35000
Melita FC,500
Câu lạc bộ bóng đá Hà Nội T&T,22500
Delfines de Coatzacoalcos,4800
CDC Moscardó,14000
Futbol'nyj Klub Saljut,12000
FC Ameri Tbilisi,1000
Corporación Deportiva Patriotas Fútbol Club,21000
FC Lokomotiv-2 Moscú,10000
拉密根吉夫阿塔伊姆夏普爾足球會,41583
Самтредиа (футбольный клуб),3000
Defensa y Justicia,10500
阿斯塔納足球俱樂部,30000
Clube Ferroviário do Recife,5000
نادي بيريكوم تشيلسي,10000
Real Valladolid B,1500
Челябинск (футбольный клуб),15000
ASV Cham 1863,10000
Дифаа,15000
SV Wienerberg,3
FC Dinamo II București,2000
FC Nanumaga,1500
Mangotsfield United F.C.,2500
MŠK Púchov,6080
卡巴拉足球會,2000
Club Deportivo Beniel,4000
Ulaanbaatar Mazaalai,3500
Club Deportivo Irapuato,28500
Жирона (футбольный клуб),9286
Agrosport,6500
Universidad SC,5000
Skellefteå FF,1500
نادي النجوم,20000
Indios de Ciudad Juárez,19765
Al-Fateh,19096
FK Zvezda Irkutsk,4000
阿波羅利馬素,13331
Bears FC,15250
Kozakken Boys,2500
Inuit Timersoqatigiiffiat-79,2000
Deportivo Galicia,15000
伊萬尼察楓樹足球俱樂部,4000
Такуарембо (футбольный клуб),12000
Оренбург (футбольный клуб),7500
アーセナルFC.リザーブ,4502
FC TVMK Tallinn,4750
Al-Karkh SC,6000
Klubi Sportiv Flamurtari Vlorë,8500
伊蒂法克足球俱乐部,26000
Agrupación Deportiva Alcorcón,6000
Paulínia Futebol Clube,10070
Karvan Yevlax,5000
Santiago Futsal,5500
AS Bantous,35000
CR Caála,10000
FK Mladost Lučani,8000
Альбирекс Ниигата,42300
Varzim Sport Club,11000
Kazma SC,21500
FC Nitra,5050
Portimonense SC,9544
Clube Do Bilene Quelimane,10
Associação Atlética Ferroviária (Botucatu),3000
Novelda Club de Fútbol,5000
Ankara Demirspor,35000
Unión Deportiva San Sebastián de los Reyes,3000
FCダラス,20500
Club Deportivo Teguise,1500
Hapoel Rishon LeZion F.C.,6000
Deportes Colchagua,5900
آلبيركس نيغاتا,42300
Centre d'Esports L'Hospitalet,6740
Rangers F.C. (South Africa),25000
Kastamonuspor 1966,4000
Clubul Sportiv Turnu Severin,20322
Independiente del Valle,8000
Qviding FIF,4
CDバスコニア,8500
Borussia Mönchengladbach,54057
Hakoah Berlin,5700
Adlershofer BC 08,5000
Шуртан (футбольный клуб),8000
Futbol'nyj Klub Fakel Voronež,31793
1. FC Aschersleben,5000
Волочанин-Ратмир,5000
Chonburi Blue Wave Futsal Club,3000
Associação Desportiva Recreativa e Cultural Icasa,20000
نادي تور,16247
FK Tioumen,13057
Power Dynamos Football Club,12000
Aberystwyth Town,5000
Adelaide United FC,17000
نادي يزد لوله,6000
ケンブリッジ・ユナイテッドFC,8127
نادي هبوعيل بئر السبع,16126
Malleco Unido,2
Enköpings Sportklubb,4500
グルージャ盛岡,5000
Killymoon Rangers F.C.,700
Ballspielverein Borussia 1909 e. V. Dortmund,81359
Mogas 90 FC,15000
Westwacht Aachen,2000
Club de Deportes Regional Atacama,12000
Africa Sports National,20000
ENTO Aberaman Athletic FC,3000
CD Linares,12000
Vasas Budapest,18000
Palmeiras Nordeste Futebol,16274
FC Iskra-Stal Rîbnița,4500
نادي بلدية مقديشو,15000
CD Giner Torrero,500
Koninklijke HFC,1000
Red Sea FC,20000
MFK Zemplín Michalovce,4440
Сибиряк (футбольный клуб),8000
Igreja Nova Futebol Clube,5000
Carpi Football Club 1909,4144
Montedio Yamagata,20315
1. HFC Humenné,4750
Southill Alexander F.C.,3000
AD Casar de Cáceres,500
Tampereen Pallo-Veikot,5040
Lakena United,1500
SKディナモ・チェスケー・ブジェヨヴィツェ,6681
Paradou Athletic Club,15000
Red Bull Brasil,19722
CD Villegas,800
Asociación Deportiva Municipal de Pérez Zeledón,6000
FC Chernomorets Novorossiysk,12500
Granada CF,23934
A.C. Bastia 1924,1500
FK Mažeikiai,2400
Associazione Calcio Bellinzone,5000
SD Órdenes,3000
KS Kastrioti Krujë,10000
Unión Deportiva Vall de Uxó,4000
Torslanda IK,1500
Stade Centrafricain,20000
Asociación de Fútbol Calahorra,4000
Mouloudia Oujda,35000
U.S. Russi,2500
Aiglon du Lamentin,8500
Гостивар (футбольный клуб),1000
FC Dallas,20500
唐卡士打流浪百麗絲女子足球會,15231
Аль-Батин (футбольный клуб),3000
Clubul Sportiv Turnu Severin,20322
Moghreb Athlétic de Tétouan,15000
Unión Coquimbo,19
Klubi Sportiv Apolonia Fier,6800
Savanne SC,2000
FC Zug 94,4900
Futbolniy Klub Tekstilshchik,10000
Club Deportivo Zuera,2500
AS Korofina,35000
FC Lugano,6330
Grulla Morioka,5000
FC Aarau,9249
乔治维尔斯特尔曼俱乐部,36000
FC Vysočina Jihlava,4082
Club Deportivo Beniel,4000
ACルガーノ,6330
Hapoel Kfar Saba,5800
Clube Recreativo da Caála,10000
AS Tempête Mocaf,20000
Сет (футбольный клуб),8000
Íþróttafélagið Höttur,500
Guarany Sporting Club,15000
Profesionalen Futbolen Klub Černomorec-Burgas-Bălgarija,2000
BV Cloppenburg,5001
"Викингур (футбольный клуб, Гота)",2000
1461 Trabzon,6238
Floridsdorfer AC,3000
FKゼムン,10000
Santos FC de Angola,17000
AZS PWSZ Biała Podlaska,1600
雅丹纳博足球俱乐部,17000
نادي كراسنودار,34291
Rampla Juniors Fútbol Club,6000
Райо Вальекано B,1000
FCシャフハウゼン,7300
Лацио (футбольный клуб),70634
Hibernians FC,4000
Jantra Gabrowo,14000
Ankara Demirspor,35000
Suwon FC,11808
Rot-Weiß Lüdenscheid,19000
FK Velež Mostar,7000
サラブリーFC,6000
SpVgg Aidlingen,3000
FC Basel,37500
AmaZulu Football Club,12000
Suwaiq Club,14000
Postel 2000 FC,30000
瓦讷奥林匹克俱乐部,9500
VFC Anklam,10000
SV Feldkirchen,2000
Flekkerøy IL,1500
FC Kuban Krasnodar,31654
FC Chomutov,10000
Drogheda United,2000
Astres FC,30000
Универсидад де Консепсьон,30448
Al Tadamon Tyr,6500
FC Tsjepinets Velingrad,8000
JIPPO,2000
FC Puente Tocinos,1000
KS Kamza,4800
Stade Tunisien,18000
Apollon Limassol,13331
FK Belasica Strumica,6500
SpVgg 03 Neu-Isenburg,10000
Sorrento FC,5000
CD Cenicero,1200
Грёдиг (футбольный клуб),4128
Kalmar AIK,9000
Boulevard Blazers,7000
Печ (футбольный клуб),7000
AD Dili Leste,5000
FC Dila Gori,5000
Club Nalón,300
Clube Recreativo Desportivo do Libolo,10000
FK BSK Borča,4000
スポルト・ボーイズ,17000
Santiago Futsal,5500
FC Differdange 03,2400
Kickers Emden,7200
FK Smederevo,17200
Kapaz PFK,27000
Вильянди (футбольный клуб),2506
Nogometni Klub Iskra Bugojno,12000
Fudbalski Klub Mladost Podgorica,2000
Ashton Athletic F.C.,600
Maranatha Fiokpo,5000
Don Bosco SC,1000
TSV Hartberg,4500
Moghreb Athletic Tétouan,15000
梁贊足球會,25000
Carabobo Fútbol Club,10400
Association Football Club de Compiègne,15000
Nest-Sotra Fotball,2000
نادي السد (قطر),12946
Arema Malang,42449
ヘレフォード・ユナイテッドFC,5000
Deportivo Cañaña,8000
"Факел (футбольный клуб, Воронеж)",31793
Caravaca Club de Fútbol,2000
Club Deportivo Unión Criptanense,2500
Lombard-Pápa TFC,5500
Club Social y Deportivo Coatepeque,20
Forces Armées Royales de Rabat,52000
福岡黃蜂,22563
GBK Kokkola,3000
Oeste Futebol Clube,17430
جمعية اسنيم,5000
迪費爾丹格足球俱樂部,2400
Sport Club Kriens,5360
NAC Breda,19000
CD Ñublense,12000
Cetatea Suceava,12500
SC Apolda,7000
Sportivo Huracán Arequipa,20000
インテルFS,2700
KF Këlcyra,1000
Football Club Tofaga,1500
SV Alsenborn,8000
巴伦西亚足球俱乐部,55000
ASO Buhuși,3000
Union Sportive Rumelange,2950
Emirates Club,4830
Wuhan Zall FC,22140
Club de Deportes Malleco Unido,2
MKS Kluczbork,2100
Эспаньол B,6000
نادي سيستاو ريفر,8905
Werder Bremen,42100
Club Atlético River Plate (Uruguai),6000
GBK,3000
KF Apolonia Fier,6800
電力巨擘足球會,12000
Al-Wakrah Sport Club,12000
Islanders FC,2000
奧斯迪足球會,17430
Associazione Calcio Dilettantistica Nardò,5000
Kalamata FC,4000
FC Basel,37500
Karacabey Birlikspor,2000
Astur CF,2000
FCスラヴィア＝マズィル,5300
Unione Sportiva Fiumana,8000
FC Narva Trans,2200
Stade Poitiers,12000
DFK Dainava Alytus,3790
CD Getxo,3500
MŠK Rimavská Sobota,5000
阿普朗尼亞足球會,6800
Spartaki Tsinvali,1535
FC Diepoldsau-Schmitter,1000
Deportivo Coatepeque,20
Berekum Chelsea,10000
拿薩夫足球會,14750
US Yatenga,5000
Melbourne Victory FC,30050
Royal Thai Navy F.C.,12500
United Petrotrin F.C.,10000
Vinaròs CF,9600
卡阿拉娛樂俱樂部,10000
HNK Šibenik,8000
