http://dbpedia.org/ontology/Organisation,http://dbpedia.org/ontology/numberOfStudents
ウィーン美術アカデミー,1268
Lionel Hampton Fine & Performing Arts School,676
圣地尼尔中学,1250
Staatliche Technische Universität für Nuklearenergie Obninsk,3000
Midwest City High School,1606
Uniwersytet Techniczny w Warnie,7500
Colton High School (California),3300
Crestwood High School (Pennsylvania),1062
Albertville-Realschule,580
Клаустальский технический университет,1
George Washington University Law School,1376
Южно-Флоридский университет,48793
"Indian Institute of Information Technology and Management, Gwalior",732
North Carolina Central University,9600
R S McLaughlin Collegiate and Vocational Institute,1071
Universität Split,25000
Bradley Stoke Community School,1117
Hochschule für Musik Carl Maria von Weber,1
Coudersport Area School District,796
Redcar Academy,743
Universidad de las Indias Occidentales,36000
Millis High School,382
Bromley High School,890
Loxford School of Science and Technology,1526
Nokomis Regional High School,725
La Salle University (Ozamiz),5041
Mainland High School,1980
Oviedo High School,2493
Johnston Senior High School (Rhode Island),900
"Carson High School (Carson, California)",3281
Islamic Azad University South Tehran Branch,110000
Trachtenberg School of Public Policy and Public Administration,425
"Royal Academy of Art, The Hague",1000
Tunis University,28000
Maumee Valley Country Day School,500
Shaker Heights High School,1876
Antietam School District,1046
Souhegan High School,870
Pontifical Catholic University of Puerto Rico School of Law,584
Blackheath High School,680
Institut national des sciences appliquées de Toulouse,2200
National University of Advanced Legal Studies,450
Lyman School for Boys,400
Universidad Estatal de Ingeniería de Armenia,10000
Bodindecha (Sing Singhaseni) School,5000
"St Paul's High School, Hyderabad",3000
Captain John L. Chapin High School,1900
台北市立松山高級中学,2800
韓國放送通訊大學,173758
Armstrong School District (Pennsylvania),5405
Aiyas Matriculation Higher Secondary School,200
カルヴィン神学校,379
St Ambrose College,950
Universidad de Salerno,34000
浙江师范大学,20000
Universidade de Kent (Estados Unidos),30167
Académie des beaux-arts de Vienne,1268
Freedom High School (Pennsylvania),1800
Universidad de Macquarie,39335
Little Village Lawndale High School Campus,270
Edsel Ford High School,1535
漢堡法學院,557
Texas A&M International University,7408
Instituto de Tecnologia da Geórgia,25017
University School,862
ミシュコルツ大学,15000
"Mulberry High School (Mulberry, Florida)",1131
国防科学技術大学,15700
Hatch End High School,1250
Meharry Medical College School of Dentistry,200
Berkley High School,1330
Lincoln County School District (Georgia),1450
Università Campus Bio-Medico,1629
Saint Francis College,2749
Ware County High School,1750
Jackson College,5487
Cobblestone School,60
Garden City High School (Kansas),2165
Marygrove College,2702
John H. Francis Polytechnic High School,3500
Blue Mountain High School,795
Terry College of Business,3346
高等科学技术学院,1500
Gorsebrook Junior High School,207
St. Martin's Engineering College,3400
Innisfree House School,750
Rapid City Area Schools,13063
Sophia-Universität,11986
Fredonia High School (New York),502
Red Oak High School (Texas),1875
Chatham High School (Virginia),672
Universidad de Guanajuato,30774
École Normale de Musique,1100
Schreiner University,1117
Hallmoor School,225
جامعة مودينا وريدجو إميليا,19931
ハーバード大学デザイン大学院,878
UC San Diego School of Medicine,299
Christian Academy in Japan,464
جامعة كولومبيا,27942
Moorpark College,13756
"International College of Management, Sydney",1200
Conservatorium Maastricht,600
Avondale School District,3850
Université d'État du Kansas,23779
Riverton Parke Junior-Senior High School,479
J. A. Fair Systems Magnet High School,867
جامعة البوليتكنيك في ميلانو,40670
Penn State Greater Allegheny,783
Bulacan State University,30000
Jarvis Christian College,800
Digital Media Arts College,317
Uniwersytet Technologiczno-Humanistyczny im. Kazimierza Pułaskiego w Radomiu,8125
Ponderosa High School,1828
Mersin Üniversitesi,27
University of Chieti-Pescara,30000
Thomas Jefferson Arts Academy,826
Maurice J. McDonough High School,1326
Saint Petersburg State University of Service and Economics,38000
Godolphin and Latymer School,754
La Vergne High School,1723
"Rye High School (Rye, Colorado)",280
Maria Carrillo High School,1599
Instituto Politécnico Nacional,171581
Truro School,1050
Sioux Falls Christian Schools,804
"San Pasqual High School (Escondido, California)",2592
Oxon Hill High School,1361
Newcastle School for Boys,400
Колледж Святого Креста,2787
Drexel University,26359
"Delhi Private School, Dubai",3350
Prince Rupert School,1000
Pisgah High School,976
Reidsville High School,827
弗莱贝格工业大学,4927
Ashford School,840
Busan Arts College,790
Gateway High School (San Francisco),440
Hampton Township School District (Pennsylvania),3083
Hangzhou High School,1728
Jeju National University,53565
Université de Mongolie-Intérieure,23203
Antioch Community High School,1317
国家与世界经济大学,21430
福建省福州第一中学,2100
Pacific Grove High School,590
Durham Johnston Comprehensive School,1500
Universidad Estatal Belarusa de Informática y Radioelectrónica,17000
Universität Lund,41000
Monterey College of Law,120
Lake Travis Independent School District,8200
Penn State Wilkes-Barre,545
Claflin University,1800
Bangladesh Air Force Shaheen College,10000
Kasetsart University Laboratory School,4768
国立雲林科技大学,9500
Robert S. Farrell High School,187
Citadel High School,1231
Bethany College (Saskatchewan),0
Battlefield High School,3061
Kingswood Secondary Academy,1253
Linz International School Auhof,400
Universidad de Piura,6600
ハバナ大学,24247
Albanian School of Magistrates,27
Université de la République,80000
Universiteit van Piura,6600
King Charles I School,1190
University of Nottingham,43893
Universidad de Princeton,8088
مدرسة طب جامعة جونز هوبكنز,480
New Smyrna Beach High School,2048
Fort Worth Country Day School,1116
Cordon bleu (Kochschule),20000
Thornton Academy,1420
Eastview High School,2125
Universität Camerino,10000
Saint Petersburg Art and Industry Academy,1500
American School of Dubai,1630
Siskiyou Union High School District,735
Uniwersytet w Hamburgu,42106
Newport High School (Pennsylvania),376
Carmi-White County High School,385
School for Ethics and Global Leadership,24
Line Mountain Jr./Sr. High School,304
Hanley Castle High School,1003
Колледж Лисгар,1100
Bernice MacNaughton High School,838
جامعة غراتس الطبية,4108
"University of Dental Medicine, Mandalay",830
Journeys School,197
المدرسة الأمريكية في الدوحة,2100
Université de Reggio de Calabre,10
Montgomery County Community College,12805
Patcham High School,1050
Johnson College,471
United World College–USA,46
Birmingham Blue Coat School,1
Chalmers University of Technology,11000
Athens Technical College,4137
Center for Transnational Legal Studies,60
Deer Park High School (Texas),4034
جامعة ستكهولم,66944
Miramar High School,2622
West Jefferson Hills School District,2863
El Toro High School,2925
Hingham High School,1038
Eagle High School,1500
Hochschule für Musik Karlsruhe,560
Valdez High School,228
KIIT Law School,900
Collège Montmorency,7390
Universidad Azteca,16200
Institut d'études politiques d'Aix-en-Provence,1925
Université nationale d'Ouzbékistan,10000
Haughton High School,1159
"Queen Elizabeth's School, Crediton",1600
Plantsbrook School,1274
Shri Ramdeobaba College of Engineering and Management,4750
Sunningdale School,100
Российско-таджикский (славянский) университет,3105
張祝珊英文中學,900
Universidade Carlos III de Madrid,18676
College Prep International,150
荷语天主教鲁汶大学,55484
Uniwersytet Pavla Jozefa Šafárika w Koszycach,5700
"Lamar School (Meridian, Mississippi)",545
Accademia degli studi economici di Bucarest,22684
Stephen Perse Foundation,800
Glenbard South High School,1428
Columbia High School (New Jersey),1841
Университет Софии (Токио),11986
ハーバード・ビジネス・スクール,2009
Jessore University of Science & Technology,3000
North Paulding High School,2300
Financial University under the Government of the Russian Federation,81453
Universität Göteborg,37000
Appleton North High School,1485
Emerson School for Visual and Performing Arts,612
Escuela Universitaria de Ålesund,2249
Zhejiang A & F University,18000
جامعة 9 ايلول,48447
Royal National College for the Blind,196
Far Hills Country Day School,440
オハイオ州立大学,58322
Boricua College,1200
Brunswick (Brittonkill) Central School District,1363
Silverton Independent School District,234
Our Lady of the Lake University,3173
Mount Royal Collegiate,899
Universidad de Orán,26216
Universität Regensburg,21400
Bethany College (Kansas),716
フェリックス・メンデルスゾーン・バルトルディ音楽演劇大学ライプツィヒ,813
Queen Margaret Academy,678
Charlestown Senior High School,715
Sam Barlow High School,1754
York Suburban Senior High School,850
"Coronado High School (Coronado, California)",1000
Morningside College,2000
Davis High School (Utah),3413
Fitch Senior High School,1392
جامعة لينيوس,15000
Université norvégienne pour les sciences de la vie,5000
University of Oran,26216
Marymount International School Barranquilla,1327
Astronaut High School,1127
Universidad Tecnológica Nacional,75000
Sarasota High School,2312
Framingham High School,2184
Allegan High School,712
馬里蘭藝術學院,1872
George Rogers Clark High School (Kentucky),1644
スワジランド大学,5785
"Mulberry High School (Mulberry, Florida)",9
"Sainik School, Korukonda",525
Alberto Hurtado University,4300
Uniwersytet Republiki,80000
Will Rogers High School,1169
Coastal Pines Technical College,2431
Marietta City Schools (Georgia),7524
"Southern High School (Durham, North Carolina)",1600
Albany High School (Georgia),921
McClellan Magnet High School,864
Universiteti i Prishtinës,42
Open University of Hong Kong,17276
Peter the Great St. Petersburg Polytechnic University,30197
Universidade de Perúgia,27934
Universidad Johnson & Wales,16095
School of Health Professions,557
North Gwinnett High School,3000
兵庫県立大学,6158
Tinago National High School,611
Croatan High School,930
"Cleveland High School (Los Angeles, California)",3910
Universidade da Suazilândia,5785
Escuela de cine Marubi,0
奧蘭治中學 (俄亥俄州),729
Roger Williams University,4416
Cumbernauld College,3000
جامعة تويو,30587
College Avenue Secondary School,800
Università degli Studi di Messina,22292
مدرسة النرويجية الدولية,200
Universidade do Estado do Arizona,4173
Woodstock North High School,930
Blue Mountain High School,913
Kaneland High School,1346
湖南中医药大学,3
University of Eastern Finland,15000
Uzhhorod Gymnasium,800
Эрфуртский университет,5596
Università di Edimburgo,35582
The Key School,715
"Wayland Academy, Wisconsin",72
Glasgow High School (Kentucky),544
McIntosh High School,1684
Universidad de Gabès,22500
Baden-Württemberg Cooperative State University,34000
Osaka Prefecture University,7959
Melbourne Law School,1200
Staniland Academy,336
Amphitheater Public Schools,17000
Bloomington Jefferson High School,1680
Institut d'Administration des Entreprises,45000
Université de Rome « La Sapienza »,112564
Università Tecnica Ceca di Praga,23185
أكاديمية الغابة السوداء,300
Carlisle Area School District,4981
Transcona Collegiate Institute,650
Université Panthéon-Assas,17705
Frederick Gent School,893
Saint Paul American School,304
Holy Cross Catholic Academy,880
International School of Kraków,241
Hayes Mission School,150
Waynflete School,245
Millard North High School,2534
Akureyri Junior College,750
Universidad de Tecnología y Economía de Budapest,21171
National University of San Luis,12399
Russische Akademie für Theaterkunst,1500
Liberty Middle School (Virginia),1100
معهد كارلسروه للتكنولوجيا,25196
"Friends' School, Lisburn",950
Université FON,5300
Collège Ahuntsic,10000
Università degli Studi di Bari Aldo Moro,49000
Watkinson School,275
Forest Hill High School,1148
Kwantlen Park Secondary School,1500
Webster County High School (West Virginia),500
UCL Institute of Archaeology,650
Mars Hill Bible School,528
Universidad Técnica de Creta,3443
American School in Taichung,180
Mars Hill University,1444
University of Applied Sciences Wedel,1044
Redmond High School (Oregon),850
Roger Williams University,4416
"Hudson Catholic High School (Hudson, Massachusetts)",120
Haywood Academy,1160
"St Edward's School, Oxford",680
Escuela Nacional de Educación Secundaria Wen-Hua,2407
Diamond Bar High School,4715
Bellerive FCJ Catholic College,898
Wren Hollow Elementary School,448
BUITEMS,8315
Universiteit van Modena en Reggio Emilia,19931
كلية المكسيك,453
东芬兰大学,15000
DePaul University College of Law,720
Kelso High School,1819
Universidade Joseph Fourier,16710
Universität für Chemie und Technologie in Prag,3606
Instituto Tecnológico de Ciudad Juárez,5660
Blountstown High School,426
Lynnwood High School,1600
University of National and World Economy,21430
CCC Heep Woh College,1200
Seisen International School,725
Université technique d'Eindhoven,7100
Avon Old Farms,406
Universidade da República,80000
浙江中医药大学,5751
Longyan University,8000
Russian Academy of Theatre Arts,1500
The Rodillian Academy,1337
Nelson Marlborough Institute of Technology,3091
Monroe County School District (Georgia),3872
Mangotsfield School,1236
Bridgeport Academy,120
Plashet School,1350
Instituto Químico-Tecnológico de Praga,3606
Chippewa Secondary School,660
KIIT International School,90
Blacklick Valley School District,688
Стокгольмский университет,66944
Trevor G. Browne High School,3170
Backwell School,1706
深圳中学,4000
"New Tech High School, Coppell",385
Clarke Central High School,1376
The Chantry School,700
Normanhurst School,249
Uniwersytet Edynburski,35582
Institut national des sciences appliquées de Toulouse,2200
Shenyang International School,233
Microsoft's School of the Future,608
Клаустальский технический университет,4
Université de L'Aquila,21517
École secondaire de Par-en-Bas,400
Bentley Wood High School,1021
The Fallibroome Academy,1500
Akademie der musischen Künste in Prag,1541
Palmview High School,2512
Colonial High School,3484
جامعة مالطا,11342
Université Nice-Sophia-Antipolis,25049
Tigard High School,2100
Oak Creek High School,2150
Somerset County Vocational and Technical High School,356
Sylvia Young Theatre School,230
جامعة أكاديا,4358
Universität Bangkok,28000
Forest Hills Central High School,1300
Moon Area High School,1100
Université de Nottingham,43893
American School of Doha,2100
Baltic Film and Media School,430
Woodberry Forest School,395
Томский политехнический университет,22261
Uniwersytet w Göteborgu,37000
High School for Recording Arts,200
Giles County High School,980
New College Berkeley,200
Doss High School,978
Maria Curie-Skłodowska University,25192
Pacific Northern Academy,132
Школа права Новой Англии,1077
光启学校,4000
Università degli Studi di Cagliari,31102
Lucknow College of Arts and Crafts,626
Universidad de San Francisco,10828
Full Sail University,16100
Universidad de Argel,100827
"Oak Grove High School (Jefferson County, Alabama)",885
جامعة رايت للولاية مدرسة طب بونشوفت,430
Phoenix High School (Oregon),822
Campbell County Comprehensive High School,1350
Cedarburg High School,1135
Piscataway Township High School,2195
Tuscarora School District,2573
Оснабрюкский университет,11034
National Polytechnic University of Armenia,10000
Instituto Tecnológico de Ciudad Juárez,5660
Sophia University,11986
Academy for Information Technology,263
Palisades Charter High School,2903
Universidade de Seul,11855
Foothills Academy (Arizona),400
Ohio University Southern Campus,2100
Salesian Secondary College,530
South Umpqua High School,577
Suor Orsola Benincasa University of Naples,8918
Poynton High School,1700
Peebles High School (Ohio),455
Lost River Jr./Sr. High School,291
NMBU,5000
"Stratford High School (Goose Creek, South Carolina)",2300
Harmony High School,1816
The Elizabethan Academy,1198
Ch. Brahm Prakash Government Engineering College,800
Mt. Lebanon School District,5300
Sentinel High School,1200
Williamstown High School (New Jersey),1814
The Branson School,320
Cove School (Oregon),252
聊城大学,29
Connellsville Area School District,4321
Национальный университет Сан-Антонио Абад,14828
"Downtown High School (Columbus, Ohio)",650
Bramcote Hills Sport and Community College,783
معهد جورجيا التقني,25017
台中美國學校,180
Università degli Studi di Brescia,14000
Franklin Heights High School,1107
"Andrews High School (Andrews, Texas)",873
中華基督教會協和書院,1200
University of Mons,6000
Institut national des sciences appliquées de Toulouse,2200
Pacific College of Oriental Medicine,75
"Wah Engineering College, Wah Cantt",550
Universiteit van Göteborg,37000
St. Mark's High School,855
Osceola High School (Wisconsin),545
Charlestown High School,959
Lake Forest College,1592
Dominican College of Tarlac,3000
Therfield School,951
Blackhawk School District,2707
Uniwersytet Technologii i Ekonomii w Budapeszcie,21171
Interdenominational Theological Center,265
Cégep André-Laurendeau,5300
Macquarie University Faculty of Human Sciences,5709
CSU–Global Campus,12000
Savannah State University,4915
"Università degli Studi di Napoli ""Parthenope""",15000
Benenden School,544
Frazier School District,1178
Dame Elizabeth Cadbury Technology College,624
"Cotter High School (Winona, Minnesota)",305
A&M Consolidated High School,2720
Universität Ankara,42830
浙江理工大学,26000
Westtown School,638
Freetown Elementary School,542
Centro Federal de Educação Tecnológica Celso Suckow da Fonseca,10523
Widener University School of Law,742
Bacone College,900
Antioch College,270
Wake Forest University School of Law,525
North-West University,64081
江原大学,38264
Universität Karthago,48634
Sir John Cass Redcoat School,1830
Longcroft School,1500
Yamhill Carlton High School,400
戴尔豪斯大学,18564
جامعة ماركي التقنية,17500
Hortonville High School,1071
SIM-Universität,13369
Olentangy Liberty High School,1726
Universität Nizza Sophia-Antipolis,25049
羅傑威廉姆斯大學,4416
Evangelische Hochschule Nürnberg,806
Delaware Technical Community College,23568
Sankt-Petersburski Państwowy Instytut Górniczy,16500
University Centre in Svalbard,497
Bear River High School,1108
Takoma Park Middle School,826
Le Cordon Bleu,20000
"Pickering High School, Ajax",2029
Parks Junior High School,1050
Denis Morris Catholic High School,1100
Athens Area School District,2335
Malibu High School,1152
Белорусский государственный университет,44877
Abbotsholme School,290
Collège Ahuntsic,10000
Universität Catania,66235
Saint Peter-Marian High School,710
Will C. Crawford High School,1600
