http://dbpedia.org/ontology/AdministrativeRegion,http://dbpedia.org/ontology/areaLand
Spydeberg,132546994
Båtsfjord,1424071206
エリス郡 (カンザス州),2406183361
Iveland,254170170
Condado de Bourbon (Kansas),1602398387
"Стивенс (округ, Канзас)",1917228778
Førde (Sogn og Fjordane),577749126
Contea di Wabaunsee,2059848505
Sumner County (Kansas),3091498374
Халден,610464245
Midsund,94208365
Georgia (Estados Unidos),146996605442
Дённа (коммуна),194917915
Bibb County (Georgia),627229450
Fitjar,128838508
倫內比,879109269
優洛縣 (加利福尼亞州),2524283931
Clark County (Kansas),2571833127
Vik,763700877
バークス郡 (ペンシルベニア州),2118927943
Bergen County,599738461
Nordkapp,884834508
Comté d'Autauga,1502040137
"Gray County, Kansas",2223980939
مقاطعة باكستر (أركنساس),1437698971
Marnardal,367135726
安帕賴區,4248326392
Condado de Porter,1096839706
Condado de Norton,2301932096
Austrheim,58318615
Comté de Johnson (Kansas),1220028204
Farsund,243504506
Contea di Adams (Washington),4747859901
アルピーナ郡 (ミシガン州),1544267822
Vågan,461989843
Hrabstwo Lyon (Kentucky),573986008
Fitjar,134682925
Сёр-Варангер,3360127547
Skedsmo,72137491
阿丘利塔縣 (科羅拉多州),3491756565
Fræna,359695226
Nøtterøy,62444999
ロードアイランド州,2838991575
Condado de Morton (Kansas),1808209592
エルバート郡 (コロラド州),4754842965
Ohio,107867734029
"Седжуик (округ, Канзас)",2605157681
Contea di Ottawa (Ohio),669270053
Sirdal,1400017627
Hrabstwo Bennett,2964245352
Contea di Berrien (Michigan),1403908943
Midtre Gauldal,1794629745
Kristiansund,82219349
ラムトン郡,2960711133
Songdalen,204020875
Notodden,815779618
Contea di Clay (Kansas),1681219446
Hrabstwo Bibb (Alabama),1665211633
Kvinesdal,914054201
Adair County (Missouri),1495789746
"Eid, Norway",406804729
Hornindal,177506276
Contea di Asotin,1716228024
Comté de Banks,599153749
Comté d'Archuleta,3558069744
Adams County (Ohio),1474527276
Comté de Baker (Géorgie),904485092
ディケーター郡 (カンザス州),2254300661
Вердал,1437862535
蒂達爾,1251905641
Гранвин,197696544
Hrabstwo Bertie,1766090225
Condado de Greeley (Kansas),2031080761
مقاطعة كوهمانتشي (كانساس),2112975274
Comté d'Essex (Ontario),1720258845
Sande (Møre og Romsdal),90459529
ノトデン,880022934
Namsos,738487572
Lillehammer,459943470
"Baker County, Florida",1491712291
Voss,1735507733
華盛頓縣 (堪薩斯州),2241459654
"Haskell County, Kansas",1475058198
Comté d'Alpena,1491793080
Ullensvang,1324073346
Aurland,1441307713
Andrews County,3891642016
Contea di Beadle,3283541665
Labette County,1658408601
Gildeskål,642222046
Bømlo,233839667
Lindås,471098723
Contea di Aiken,2752875236
Beaufort County (North Carolina),2143871696
沃邦西县 (堪萨斯州),2132598694
艾克縣 (堪薩斯州),1602027730
Contea di LaSalle,2898148278
Condado de Beaverhead,14751183991
Hemnes,1370620605
"Бэкон (округ, Джорджия)",702512446
Haugesund,65873961
Maine,80327894389
Trikunamalaja (dystrykt),2417937288
Capitale-Nationale,19250985191
Kautokeino,9337168280
Lindås,440743724
Rissa (Norvège),576656993
West Virginia,64962371275
Condado de Tulare,11889418189
Oppegård,33016577
Malvik,156375137
Tjeldsund,306301007
Alaska,1498376848464
モンゴメリー郡 (カンザス州),1690215403
Meade County (Kansas),2610759600
"Bond County, Illinois",1003603090
"Берген (округ, Нью-Джерси)",632101170
Austevoll,116174842
Contea di Alpena,1535180115
Jewell County,2401799114
バリー郡 (ミズーリ州),1976218467
Мелёй,759763534
利勒桑,180788360
Sirdal,1326035550
Contea di Bradley (Arkansas),1748491776
Contea di Garrett,1631902056
松達爾,716679272
Distretto di Batticaloa,2536602587
Lund (Norvège),360934726
アラバマ州,133642061493
Høylandet,723462360
"Boyd County, Kentucky",432664574
ラナーク郡,3005763014
Tydal,1222273174
Comté d'Andrews,4008823196
ビリングス郡 (ノースダコタ州),2836523137
Halsa,299564593
Sauda,506861163
法爾松,257188556
Condado de Benson,3712063748
"Бентон (округ, Миссисипи)",1060522783
مقاطعة جيفرسون (كانساس),1440154722
Verran,570703158
Bonneville County,4656084256
Kviteseid,619478819
Leirfjord,429326074
Loppa,655450731
Comté d'Allen (Kentucky),892745430
Condado de Rooks,2359639274
Ulvik,681411092
مقاطعة هاسكيل (كانساس),1547932943
Delaware,5113825959
Baraga County,2226218493
Gol (Norvegia),531903531
Distrito de Mannar,1851720846
Sunndal,1600634110
Нуре-ог-Увдал,2332494107
"Виктория (графство, Новая Шотландия)",2821977208
弗拉唐厄爾,438809806
Austin County,1714249643
Ullensvang,1346319510
Condado de Meade (Kansas),2497127354
Tysvær,388172029
Hrabstwo Cloud,1773157990
Comté de Brewster,15459292820
エドワーズ郡 (カンザス州),1537199099
"Картер (округ, Теннесси)",902330922
Jevnaker,196938661
Hægebostad,411477763
Брус (графство),4158027888
"Adams County, North Dakota",2641550976
"Boone County, Kentucky",612751570
朱厄爾縣 (堪薩斯州),2441700837
بورشغرون,168658574
比弗黑德縣,13950820655
Stafford County (Kansas),2064548504
Nærøy,1021361578
Stord,137033300
Hrabstwo Cumberland (Pensylwania),1456830135
安蒂洛普縣,2113541600
Contea di Franklin (Kansas),1462223633
亞代爾縣 (肯塔基州),1077112357
Сортланн,678405271
"Anderson County, Kentucky",543444217
瓦勒,1123902538
Overhalla,714000841
Hasvik,550424597
Røros,1827280795
Condado de Beltrami,6497740712
Sandøy,20672336
Бамбле,280480853
Lardal,260811770
Hrabstwo Guysborough,3937348677
Arkansas,136192014781
Bradley County (Arkansas),1613983486
Nannestad,339875885
Austevoll,116132008
"Branch County, Michigan",1304937941
Sola,65897659
Condado de Benton (Iowa),1795497388
Alta,3721767551
阿士塔布拉縣,1871013713
Audnedal,236238629
Bokn,45636441
Nøtterøy,60137524
Gausdal,1196058560
Hrabstwo Smith (Kansas),2340129327
Condado de Barry (Míchigan),1465505251
Condado de Bibb (Georgia),654540893
Nore og Uvdal,2374310144
Overhalla,698644488
レブンワース郡 (カンザス州),1146319429
Jackson County (Kansas),1634478654
Condado de Colchester,3459144974
Armstrong County (Texas),2237096528
"Breathitt County, Kentucky",1229251893
Rømskog,159520725
カーニー郡 (カンザス州),2218373491
Tysnes,237557714
Hasvik,520947511
Hrabstwo Rawlins,2682052995
トロムソ,2413513918
Nore og Uvdal,2235279009
Condado de Blair,1386246150
Comté de Billings,2845518568
Condado de Bath (Kentucky),740508415
威奇托縣 (堪薩斯州),1894398799
Øyer,614722438
Contea di Kings (Nuova Scozia),2180160970
フレドリクスタ,280514117
アレゲニー郡 (ペンシルベニア州),1859086647
Tjøme,38004733
Condado de Beadle,3237844504
Kvalsund,1780867315
Marnardal,369326359
Våler (Østfold),250421075
Gjesdal,556583095
Hrabstwo Berrien (Michigan),1540800569
Osage County (Kansas),1874502970
Contea di Travis,2621795502
Comté d'Adair (Kentucky),1035004185
Greenwood County (Kansas),2928278684
Kongsberg,740489409
Bedford County (Pennsylvania),2592780854
Condado de Aroostook,16702913642
Sør-Varanger,3419207448
"Billings County, North Dakota",2939734467
Hrabstwo Rooks,2414846484
阿什兰县 (俄亥俄州),1130212810
Gran (Norwegen),656045062
于特西拉,6509492
ヘイヤンゲル,820676866
Sirdal,1346185404
Øystre Slidre,921854900
Tjøme,38708306
Hrabstwo Knox (Ohio),1307842122
Nes (Akershus),609891954
アマースト郡 (バージニア州),1262932650
Rennebu,925539333
Jølster,598198045
Contea di Blair,1329727811
"Аламанс (округ, Северная Каролина)",1134030296
Frøya,240884915
Condado de Alger,2251736979
Condado de Lawrence (Indiana),1207064593
特罗姆瑟,2536067502
Drangedal,958060999
Kvitsøy,6072547
Kane County (Illinois),1347954905
Graham County (Kansas),2425598733
Gáivuotna Kåfjord,948891586
Nordre Land,883242400
Hå,257543136
Sykkylven,319700824
Condado de Volusia (Florida),2976214461
Eidfjord (gemeente),1441869341
Prescott-Russell,1908794440
Lyngdal,386620676
Tingvoll,309067246
Condado de Boone (Arkansas),1547610419
Condado de Blackford,437143249
Huron County (Ontario),3481006218
Leavenworth County,1166013358
مقاطعة سكوت (إنديانا),480506784
Barron County,2316298964
Montana,388227192422
Crawford County (Kansas),1503726659
アンソン郡 (ノースカロライナ州),1346529772
Contea di Washington (Kansas),2242286434
艾于斯特爾海姆,59507743
"Bayfield County, Wisconsin",3654428900
Condado de Wayne (Pensilvania),1818580871
"Поттаватоми (округ, Канзас)",2070353170
拉什縣 (堪薩斯州),1895684445
Hrabstwo Republic,1804218711
مقاطعة باوي (تكساس),2250578522
"Бланко (округ, Техас)",1845278892
ブラッドフォード郡 (ペンシルベニア州),2943647949
Jackson County (Kansas),1622918589
Contea di Boulder,1963153679
Рёмскуг,158068301
Comté de Stanton (Kansas),1848037743
Hammerfest,856416910
Frogn,85979822
Condado de DuPage,888472003
Harvey County,1429615845
Gjerdrum,79805136
Condado de Bannock,2956091321
Contea di Aitkin,4834884804
Comté d'Alleghany (Virginie),1175954885
"Адамс (округ, Вашингтон)",5125766041
Comté d'Alcona,1664826032
Osterøy,253080776
Bonneville County,5048363118
Condado de Mitchell (Kansas),1879477998
"Bradford County, Florida",786993753
Comté de Beaverhead,13694635958
Comté de Barry (Michigan),1387822665
Hammerfest,844868312
Остерёй,252005547
سليورد,654847179
ナムソス,720211637
Fauske,1122682878
Våler (Østfold),249873609
エヴェネス,243879482
مقاطعة يولو (كاليفورنيا),2595563972
"Бенева (округ, Айдахо)",2111585248
Halden (Norwegen),617663093
Condado de Kearny,2335858419
"Grane, Nordland",1803578779
Hattfjelldal,2450106664
Øygarden,62140067
Hrabstwo Alcorn,1068617442
Ringsaker,1153891667
Baltimore County,1513516485
Hodgeman County,2160648414
布拉索斯縣 (德克薩斯州),1508101282
Masfjorden,495511935
Contea di Edwards (Kansas),1534317218
"Блейден (округ, Северная Каролина)",2256880899
Condado de Ottawa (Ohio),631744541
Accomack County,1189883066
內特島,62731579
"Brooke County, West Virginia",226947583
Volda,535132661
Брённёй,985890132
Holmestrand,85329384
باروم,191530080
Mannar (dystrykt),1836294179
Arkansas,139041712644
Lund (Rogaland),362503784
"Волуси (округ, Флорида)",2769250596
Snillfjord,510607017
"Elk County, Kansas",1591324212
博福特縣 (北卡羅萊納州),2198507359
Comté de Benson,3517035963
芬岛 (挪威),102795804
許達爾,250113821
Hrabstwo Boyle,470927202
Анн-Арандел,1039330757
ファーマナ州,1767956489
Salangen,416724941
Hrabstwo Allegan,2135612078
Røst,10604196
Aremark,278795618
Станге,609123949
Hrabstwo Atoka,2410368943
Tranøy,519827323
Kvalsund,1706485774
Steinkjer,1482998573
Lindesnes,300498508
瓦勒爾,87320478
"Arapahoe County, Colorado",2059319576
Bollinger County,1619172413
バートン郡 (カンザス州),2291095477
Comté de Geary,974772354
Condado de Ellsworth,1783623958
Hrabstwo Greenwood (Kansas),2877977176
Барду,2517554411
Contea di Kearny,2185634291
"Грейам (округ, Канзас)",2349927732
Hrabstwo Kingman,2139987851
Сёрум,207232156
Sogndal,757650016
Maryland,25677249886
Solund,219689634
Hemnes,1449475952
サルプスボルグ,368766736
Aremark,289398461
Farsund (gemeente),261755448
納姆索斯,775064946
Stange (gemeente),650894454
"Барнуэлл (округ, Южная Каролина)",1410181557
Adams County (Pennsylvania),1294657687
Karmøy,211786136
Рингсакер,1116001759
Sola (Norvège),65802266
Bee County,2288937100
Tysvær,402847899
斯韋爾維克,56094474
Hobøl,138079545
Porter County,1037900322
Holtålen,1153482817
Contea di Cloud,1845930037
呂斯特,2552087719
布拉克斯頓縣 (西維吉尼亞州),1258222738
Dovre,1310707591
Condado de Alexander (Carolina del Norte),701692021
Condado de Bibb (Geórgia),674722518
"Archer County, Texas",2361352389
Luisiana,116083915668
班伯格縣 (南卡羅萊納州),976017502
Hjartdal,727904604
Sør-Fron,700795755
Høyanger,816186823
Bømlo,239249559
Condado de Morris (Kansas),1751097833
Balsfjord,1484133424
バーバー郡 (カンザス州),3001521889
Lierne,2620607286
Nærøy,1022595491
"Бревард (округ, Флорида)",2741039107
Meråker (gemeente),1162760146
羅德島州,2815393593
Делавэр,5040788875
Comté de Ness,2893897275
Рёдёй,660891172
Comté d'Aransas,682218807
Hrabstwo Sheridan (Kansas),2324621468
"Ролинс (округ, Канзас)",2708636752
Parrocchia di Assumption,872116768
沃勒 (東福爾郡),234811694
Hrabstwo San Mateo,1170103440
Contea di Arthur,1904277659
"Kiowa County, Kansas",1806137699
Comté d'Atkinson,910456907
埃德 (松恩-菲尤拉讷郡),413745321
Holmestrand,85920881
Inderøy,346105246
مقاطعة بلونت (تينيسي),1421218751
Rendalen,2993149819
غامفيك,1404025100
"Томас (округ, Канзас)",2697902501
亞當斯縣 (密西西比州),1197674438
Meløy,785544316
Edwards County (Kansas),1625555101
Contea di Armstrong (Pennsylvania),1768055133
Ål (gemeente),1099388099
Eidsberg,233499876
Marnardal,394559517
Condado de Bath (Kentucky),697807847
مقاطعة مونغومري (كانساس),1648874981
Condado de Chautauqua (Kansas),1696238864
Condado de Benson,3667396509
Rensselaer County,1648148767
Lebesby,3080137206
Contea di Bedford (Virginia),1874883519
ヨロ郡 (カリフォルニア州),2752709860
Stranda,824276268
バンクス郡 (ジョージア州),577168997
Hvaler,86857596
Atoka County,2614431079
Kviteseid,594357826
Trøgstad,178864794
Sørum,207934279
Linn County (Kansas),1532027694
"Barry County, Michigan",1458740295
Leirfjord,466880372
Benton County (Indiana),1035790490
مقاطعة أوغوستا (فيرجينيا),2550400189
Gildeskål,588509105
Condado de Big Horn (Montana),12402799136
Vaksdal,715124565
Nord-Aurdal,822922042
Vågsøy,178137732
Condado de Rensselaer,1766644011
Rendalen,3146495202
مقاطعة ترايل (داكوتا الشمالية),2168364577
Sauherad,285853735
Contea di Comanche (Kansas),2025739808
格里利縣 (堪薩斯州),2007861141
Condado de Decatur (Kansas),2260227158
لارفيك,487563501
フランクリン郡 (カンザス州),1469876359
Askøy,93771179
Parroquia de Bossier,2074825312
Contea di Benzie,815694824
Lyngdal,352026164
"Yarmouth County, Nova Scotia",2136168427
مقاطعة ويلسون (كانساس),1498282807
Bristol County (Massachusetts),1401766888
Tydal,1226879132
"Алачуа (округ, Флорида)",2228179852
"Atkinson County, Georgia",859101570
塔納 (挪威),3996945878
Condado de Grey,4590343787
Condado de Stanton (Kansas),1777254022
Beiarn,1139886174
Contea di Baraga,2387922708
Målselv,3139513849
Comté d'Arthur (Nebraska),1871523023
Tysnes,254784683
Lane County (Kansas),1817867033
Hrabstwo Boyd (Kentucky),403802772
Øyer,630483613
كراغرو,282998423
Røros,1812822856
"Lane County, Kansas",1774357410
Leira,834292227
Stjørdal,933067243
Contea di Ellis (Kansas),2272181504
Lane County (Kansas),1774269310
Bø (Nordland),240895546
ポーター郡 (インディアナ州),1118613436
Orkdal,561625860
Batticaloa District,2676246278
Bindal,1184069139
Contea di Alamance,1132821384
Alabama,129175063362
"Alleghany County, Virginia",1095605298
Comté d'Annapolis,3199109695
Fredrikstad,269245124
Condado de Albany (Nueva York),1357498249
Rennesøy,63705215
"Bienville Parish, Louisiana",2076338646
ペトローリアム郡 (モンタナ州),4118208268
"Рукс (округ, Канзас)",2199116100
"Ренсселер (округ, Нью-Йорк)",1645582338
Condado de Bear Lake,2482215338
Tana (Norvège),3823428052
Марнардал,367355811
安妮阿倫德爾縣,1123149669
Comté de Saint Clair (Alabama),1706534835
Comté de Lawrence (Indiana),1199717296
Victoria County (Nova Scotia),2732188270
Agdenes,309617037
"Расселл (округ, Канзас)",2366775236
Appling County,1354270960
North Carolina,125897513076
Contea di Franklin (Tennessee),1418374067
Seljord,650504077
Novo México,306545531022
"Alfalfa County, Oklahoma",2212660323
Hrabstwo Tuscola (Michigan),2000873381
Alexander County (Illinois),610137072
Albemarle County,1954112966
Audnedal,243621519
Froland,624743723
ヴェヴェルスター,508827090
Bastrop County,2247478552
"Herøy, Møre og Romsdal",115700728
Comté de Saline (Kansas),1929728447
Рисса,587148036
Hrabstwo Boone (Arkansas),1579563414
Contea di Allegheny,1935100766
Condado de Blaine (Nebraska),1911901227
Коннектикут,13146102333
