http://dbpedia.org/ontology/SportsTeamMember,http://dbpedia.org/ontology/squadNumber
List of Russian football transfers winter 2011–12,68
List of Greek football transfers summer 2010,30
List of Serbian football transfers summer 2010,13
List of Ukrainian football transfers summer 2010,11
List of Chinese football transfers summer 2010,39
List of Cypriot football transfers summer 2013,23
1980 CIS Men's Soccer Championship,18
List of Cypriot football transfers summer 2013,42
Al Sadd SC (handball),10
Full Members Cup 1988-89,1
Elencos da Copa do Mundo de Clubes da FIFA de 2013,96
2008 FIFA Club World Cup squads,38
List of Greek football transfers summer 2012,16
List of German football transfers summer 2010,33
2007 South Carolina Gamecocks men's soccer team,17
2010 Saint Louis Athletica season,2
Лиссабонские львы,4
List of Azerbaijan football transfers winter 2012,27
List of Iranian football transfers summer 2010,33
List of Chinese football transfers summer 2013,41
List of Club Universitario de Deportes players,16
2013–14 Viborg FF season,27
List of Russian football transfers summer 2012,74
2013–14 C.F. União season,9
قوائم كأس العالم للأندية لكرة القدم 2013,23
List of Dutch football transfers winter 2010–11,24
2013–14 UEFA Youth League squads,2
Клубный чемпионат мира по футболу 2012 (составы),9
List of Maltese football transfers summer 2010,78
FIU Panthers men's soccer,22
List of Maltese football transfers summer 2012,100
Meelin GAA,21
2014 Indonesian Inter Island Cup squads,37
List of Iranian football transfers summer 2011,31
West Ham United FC in het seizoen 2010/11,30
List of Uzbek football transfers 2012,5
List of Iranian football transfers summer 2012,7
韋斯咸2012年至2013年球季,41
List of Bosnia and Herzegovina football transfers summer 2012,78
Lisbon Lions,11
Green Bay Phoenix men's soccer,13
Eredivisie 2010/11 (mannenvoetbal)/Transfers winter,6
List of German football transfers summer 2010,46
List of Azerbaijan football transfers summer 2011,21
HNK Hajduk Split statistics and records,7
2013年中国足球冬季转会列表,19
Delta Queens,8
List of Bulgarian football transfers winter 2011–12,88
List of Maltese football transfers summer 2008,99
List of Azerbaijan football transfers summer 2011,89
2010–11 Jaguares de Chiapas season,4
List of Cypriot football transfers summer 2008,16
Clemson Tigers men's soccer,2
Virginia Cavaliers men's soccer,11
Detroit Ignition,4
List of Azerbaijan football transfers winter 2010,29
Saison 2013-2014 du Valenciennes FC,4
List of Serbian football transfers summer 2012,15
List of German football transfers winter 2008–09,3
2005 South Carolina Gamecocks men's soccer team,14
List of Azerbaijan football transfers summer 2010,13
List of Serbian football transfers winter 2011–12,14
List of Hungarian football transfers winter 2011–12,72
List of Iranian football transfers summer 2009,21
List of Iranian football transfers summer 2012,4
List of Chinese football transfers winter 2011,17
Lijst van Bundesliga-transfers zomer 2012,29
List of Japanese football transfers winter 2009–10,8
List of Club Universitario de Deportes players,6
List of Russian football transfers summer 2010,24
List of Belgian football transfers winter 2013–14,24
Detroit Ignition,25
List of Hungarian football transfers summer 2013,14
HNK Hajduk Split statistics and records,10
2013–14 C.F. União season,23
2013年中国足球冬季转会列表,47
2008–09 Queensland Roar W-League season,12
2010–11 C.F. Pachuca season,13
List of German football transfers summer 2008,34
List of Greek football transfers summer 2012,11
List of Bosnia and Herzegovina football transfers summer 2012,6
List of Latvian football transfers summer 2014,5
List of Bulgarian football transfers summer 2010,83
List of Cypriot football transfers summer 2013,92
Manchester City Football Club 2002-2003,4
List of German football transfers summer 2008,22
2008–09 Blackpool F.C. season,33
2014 Indonesian Inter Island Cup qualification squads,32
List of Cypriot football transfers summer 2013,56
Лиссабонские львы,10
List of Uzbek football transfers 2012,23
2010–11 Deportivo Toluca season,7
2010 FIFA Club World Cup squads,15
List of Hungarian football transfers winter 2011–12,39
Lijst van Bundesliga-transfers zomer 2013,10
Virginia Cavaliers men's soccer,7
List of Chinese football transfers summer 2013,53
Convocazioni per la Coppa del mondo per club FIFA 2006,10
List of Serbian football transfers winter 2011–12,20
List of Cypriot football transfers summer 2013,37
List of German football transfers summer 2009,47
List of Chinese football transfers summer 2013,54
List of German football transfers summer 2010,3
List of Serbian football transfers winter 2013–14,77
List of Russian football transfers summer 2012,17
Syracuse Orange men's soccer,4
List of Iranian football transfers summer 2011,18
2006 SK Brann season,9
Al-Rayan SC Handball Team,28
2009–10 Ipswich Town F.C. season,41
Toledo BM,24
Virginia Cavaliers men's soccer,20
Sliema Hotsticks Hockey Club,17
List of Maltese football transfers summer 2008,1
Tacoma Tides,10
List of Russian football transfers winter 2011–12,96
2010–11 Puebla F.C. season,20
West Ham United FC in het seizoen 2010/11,23
Club Universidad Nacional 2010-2011,3
List of Bulgarian football transfers winter 2011–12,88
Meelin GAA,25
List of Serbian football transfers winter 2011–12,3
List of Russian football transfers summer 2010,83
List of Iranian football transfers winter 2013–14,35
List of Slovak football transfers winter 2012–13,4
List of Russian football transfers winter 2009–10,43
List of Russian football transfers summer 2012,49
2008 CIS Men's Soccer Championship,1
List of Estonian football transfers winter 2012–13,22
List of Slovak football transfers winter 2012–13,17
List of Iranian football transfers summer 2010,11
List of Russian football transfers summer 2012,79
List of Hungarian football transfers summer 2013,42
Клубный чемпионат мира по футболу 2012 (составы),13
Lisbon Lions,4
List of German football transfers summer 2013,41
List of Iranian football transfers summer 2013,31
List of Ukrainian football transfers winter 2008–09,32
List of South Korean football transfers summer 2012,11
List of German football transfers summer 2008,9
2014 Indonesian Inter Island Cup qualification squads,52
2010–11 Club Universidad Nacional season,67
قوائم الفرق في كأس العالم لأندية كرة القدم 2010,16
List of Mexican Football Transfers Winter 2011–12,32
1996–97 UE Lleida season,11
قوائم كأس العالم للأندية لكرة القدم 2013,4
2014–15 UEFA Youth League squads,61
قوائم كأس العالم للأندية لكرة القدم 2013,22
2013–14 Vitória F.C. season,15
2002–03 Manchester City F.C. season,3
2003–04 Fulham F.C. season,28
List of South Korean football transfers winter 2013–14,48
List of South Korean football transfers summer 2012,8
Elencos da Copa do Mundo de Clubes da FIFA de 2010,15
List of Mexican Football Transfers Winter 2011–12,6
List of Hungarian football transfers summer 2013,11
2011 Western New York Flash season,8
List of Japanese football transfers winter 2011–12,16
List of German football transfers winter 2008–09,10
List of Russian football transfers summer 2010,23
List of Bulgarian football transfers winter 2013–14,5
Virginia Cavaliers men's soccer,23
List of Chinese football transfers summer 2013,2
Al Rayyan Handball Team,22
2010–11 West Ham United F.C. season,15
List of Azerbaijan football transfers summer 2011,18
2010–11 West Ham United F.C. season,2
Клубный чемпионат мира по футболу 2012 (составы),3
Michigan Wolverines men's soccer,17
Ajax Sportsman Combinatie,8
List of Iranian football transfers summer 2009,7
Convocazioni per la Coppa del mondo per club FIFA 2006,8
List of Cypriot football transfers winter 2011–12,27
List of German football transfers summer 2008,40
Radford Highlanders women's soccer,5
List of Bulgarian football transfers winter 2010–11,4
2007 CIS Men's Soccer Championship,5
قوائم الفرق في كأس العالم لأندية كرة القدم 2010,8
2014 Indonesian Inter Island Cup qualification squads,10
List of Belgian football transfers winter 2012–13,22
List of South Korean football transfers winter 2011–12,15
List of German football transfers winter 2009–10,15
List of Mexican football transfers winter 2013–14,59
List of Uzbek football transfers 2012,26
2013–14 UEFA Youth League squads,1
List of Hungarian football transfers winter 2013–14,88
Manchester City Football Club 2000-2001,5
List of Bulgarian football transfers winter 2013–14,99
2011–12 Grimsby Town F.C. season,16
Hóquei Clube de Braga,3
Ohio State Buckeyes men's soccer,11
Convocazioni per la Coppa del mondo per club FIFA 2010,15
2011–12 Grimsby Town F.C. season,34
List of Norwegian football transfers summer 2014,28
2010–11 Querétaro F.C. season,6
List of Cypriot football transfers summer 2013,80
List of German football transfers summer 2013,25
2014 Indonesian Inter Island Cup squads,1
South Florida Bulls men's soccer,7
List of Hungarian football transfers summer 2013,25
2010–11 Atlante F.C. season,25
Toledo BM,39
List of Belgian football transfers summer 2010,1
List of Norwegian football transfers winter 2012–13,36
2012–13 Walsall F.C. season,28
2004–05 Fulham F.C. season,3
List of Hungarian football transfers winter 2011–12,12
List of Azerbaijan football transfers summer 2012,17
List of German football transfers summer 2009,1
List of Mexican Football Transfers Winter 2011–12,22
List of Hungarian football transfers summer 2010,17
List of Serbian football transfers winter 2013–14,93
List of Mexican football transfers summer 2010,4
List of Latvian football transfers summer 2014,32
List of Chinese football transfers winter 2012,44
List of Azerbaijan football transfers winter 2012,33
List of Slovak football transfers winter 2012–13,11
Manchester City Football Club 2002-2003,36
List of Albanian football transfers summer 2010,4
List of German football transfers summer 2009,34
2010–11 Tigres UANL season,14
2010–11 Club América season,41
List of Russian football transfers winter 2009–10,14
List of Latvian football transfers winter 2011–12,1
List of Cypriot football transfers summer 2008,34
List of Serbian football transfers summer 2012,82
List of Serbian football transfers summer 2010,8
Convocazioni per la Coppa del mondo per club FIFA 2013,23
F.C. Cape Town,10
List of Belgian football transfers summer 2010,21
List of Turkish football transfers summer 2013,56
List of French football transfers summer 2013,4
List of Ukrainian football transfers winter 2014–15,11
List of Uzbek football transfers 2012,14
List of Bulgarian football transfers winter 2013–14,90
2000–01 Fulham F.C. season,28
2006–07 Plymouth Argyle F.C. season,5
List of South Korean football transfers winter 2011–12,24
UR La Louvière Centre,18
List of Maltese football transfers summer 2010,15
Lisbon Lions,6
1999–2000 Blackpool F.C. season,33
List of Iranian football transfers winter 2009–10,34
Delaware Fightin' Blue Hens men's soccer,13
2009–10 Ipswich Town F.C. season,12
Convocazioni per la Coppa del mondo per club FIFA 2013,23
List of Ukrainian football transfers winter 2008–09,71
List of Hungarian football transfers summer 2010,28
List of Norwegian football transfers 2010,13
List of Azerbaijan football transfers winter 2011,17
2007 SK Brann season,7
List of Azerbaijan football transfers summer 2011,30
South Florida Bulls men's soccer,10
Saison 2013-2014 du Valenciennes FC,31
Manchester City Football Club 2002-2003,5
List of Belgian football transfers summer 2010,76
List of Serbian football transfers summer 2013,6
2013–14 UEFA Youth League squads,92
2006 South Carolina Gamecocks men's Soccer Team,2
List of German football transfers summer 2012,43
List of Hungarian football transfers summer 2012,87
List of Hungarian football transfers winter 2011–12,43
2002–03 Manchester City F.C. season,11
List of Iranian football transfers summer 2012,10
List of Hungarian football transfers winter 2011–12,71
List of Russian football transfers winter 2009–10,6
2007 SK Brann season,17
Ajax Sportman Combinatie,1
2007 SK Brann season,13
2013–14 Stationery Stores season,24
List of Chinese football transfers winter 2012,21
Sportsklubben Brann 2007,21
2011 Western New York Flash season,12
West Ham United FC in het seizoen 2010/11,19
List of Cypriot football transfers summer 2013,12
Manchester City Football Club 2000-2001,28
2006–07 Fulham F.C. season,23
List of Cypriot football transfers winter 2013–14,92
2010–11 Club Universidad Nacional season,13
List of Slovak football transfers summer 2013,4
List of Chinese football transfers winter 2014,31
2010–11 Tigres UANL season,35
Ajax Sportsman Combinatie,17
2010–11 Club Atlas season,12
2010–11 Club Atlas season,11
Shabab Al-Bireh Institute,8
List of Russian football transfers summer 2013,15
List of Hungarian football transfers winter 2013–14,28
2003–04 Fulham F.C. season,19
List of Russian football transfers summer 2012,2
List of Norwegian football transfers 2010,20
Union Royale La Louvière Centre,15
Elencos da Copa do Mundo de Clubes da FIFA de 2010,38
List of Azerbaijan football transfers winter 2012,75
List of Maltese football transfers winter 2008–09,7
2007 South Carolina Gamecocks men's soccer team,21
2009–10 Göztepe A.Ş. season,1
List of Iranian football transfers summer 2011,8
2010–11 West Ham United F.C. season,26
1999–2000 Blackpool F.C. season,20
Universitario Lima/Lista piłkarzy,18
List of Japanese football transfers summer 2013,10
2011–12 Grimsby Town F.C. season,35
1982 CIS Men's Soccer Championship,19
1999 Indiana Hoosiers men's soccer team,9
List of Cypriot football transfers summer 2013,34
List of Iranian football transfers winter 2013–14,23
List of South Korean football transfers winter 2013–14,14
1980 CIS Men's Soccer Championship,21
List of Azerbaijan football transfers winter 2014,4
List of Bulgarian football transfers winter 2011–12,3
2013–14 Valenciennes FC season,17
2000–01 Fulham F.C. season,32
List of Belgian football transfers winter 2012–13,39
List of Serbian football transfers winter 2011–12,43
Detroit Ignition,21
List of Hungarian football transfers summer 2012,41
Lisbon Lions,7
2010–11 C.F. Pachuca season,26
قوائم كأس العالم للأندية لكرة القدم 2013,14
List of Iranian football transfers winter 2011–12,16
List of Hungarian football transfers summer 2013,50
List of Cypriot football transfers summer 2013,18
2010–11 Club Atlas season,17
List of Mexican football transfers summer 2013,19
List of Azerbaijan football transfers summer 2013,68
里斯本雄狮,8
List of German football transfers winter 2012–13,37
List of Belgian football transfers summer 2015,58
2013年中国足球冬季转会列表,25
West Ham United F.C. Reserves and Academy,71
List of Estonian football transfers summer 2013,30
Клубный чемпионат мира по футболу 2010 (составы),2
List of Turkish football transfers summer 2013,93
List of Estonian football transfers summer 2013,27
List of German football transfers winter 2008–09,17
Manchester City Football Club 2002-2003,32
Convocazioni per la Coppa del mondo per club FIFA 2012,26
List of Bulgarian football transfers summer 2010,31
2013 FIFA Club World Cup squads,30
List of Azerbaijan football transfers winter 2010,6
Sportsklubben Brann 2006,12
List of South Korean football transfers winter 2013–14,6
2009–10 Göztepe A.Ş. season,67
List of Russian football transfers winter 2009–10,22
2008 Colo-Colo season,5
List of Albanian football transfers summer 2010,8
2008–09 Blackpool F.C. season,10
List of Ukrainian football transfers summer 2009,21
List of Greek football transfers summer 2010,26
List of Bulgarian football transfers winter 2013–14,9
2010–11 C.F. Monterrey season,10
List of Russian football transfers summer 2010,33
Lijst van Bundesliga-transfers zomer 2012,11
List of Hungarian football transfers winter 2011–12,75
List of Russian football transfers winter 2009–10,11
List of Hungarian football transfers summer 2010,32
2010–11 San Luis F.C. season,20
2010–11 Querétaro F.C. season,16
List of Russian football transfers winter 2011–12,44
2013–14 Maccabi Tel Aviv F.C. season,15
List of Iranian football transfers winter 2011–12,32
2010 Saint Louis Athletica season,6
Meelin GAA,24
List of Slovak football transfers summer 2013,22
2010–11 Jaguares de Chiapas season,7
Wake Forest Demon Deacons men's soccer,31
List of Belgian football transfers summer 2009,21
Meelin GAA,8
List of Russian football transfers summer 2013,72
2006 FIFA Club World Cup squads,1
List of Latvian football transfers winter 2013–14,4
Convocazioni per la Coppa del mondo per club FIFA 2013,6
List of Bulgarian football transfers summer 2013,6
List of Greek football transfers summer 2012,14
Detroit Ignition,20
List of Bulgarian football transfers winter 2011–12,72
List of Azerbaijan football transfers summer 2012,18
List of Iranian football transfers summer 2010,7
Laguna Football Club,14
List of Hungarian football transfers winter 2011–12,90
2014 Indonesian Inter Island Cup squads,55
List of Belgian football transfers summer 2009,42
List of Greek football transfers summer 2010,8
List of German football transfers summer 2009,25
List of Slovak football transfers summer 2013,5
List of Albanian football transfers summer 2010,21
2000–01 Fulham F.C. season,29
List of Norwegian football transfers winter 2012–13,11
List of Iranian football transfers winter 2010–11,33
2010–11 Club Universidad Nacional season,21
List of Mexican football transfers summer 2010,23
List of Azerbaijan football transfers summer 2011,1
List of Serbian football transfers summer 2010,31
List of Iranian football transfers winter 2013–14,18
New Mexico Lobos men's soccer,20
2008–09 Queensland Roar W-League season,1
2008 Colo-Colo season,1
List of German football transfers summer 2008,11
List of Azerbaijan football transfers summer 2009,21
Meelin GAA,14
List of Mexican football transfers summer 2012,22
Club Universidad Nacional 2010-2011,13
Клубный чемпионат мира по футболу 2013 (составы),29
FIU Panthers men's soccer,19
Ignition de Détroit,22
Al Rayyan Handball Team,3
List of Russian football transfers summer 2012,42
2007 South Carolina Gamecocks men's soccer team,19
List of Chinese football transfers summer 2010,2
2010–11 Atlante F.C. season,7
List of Norwegian football transfers summer 2014,31
2010–11 C.F. Monterrey season,23
UMBC Retrievers men's soccer,81
List of Bulgarian football transfers winter 2010–11,34
List of Latvian football transfers summer 2012,29
2010–11 Deportivo Toluca season,1
List of Russian football transfers winter 2011–12,22
Toledo Balonmano,19
List of South Korean football transfers winter 2013–14,33
Convocazioni per la Coppa del mondo per club FIFA 2012,55
List of Belgian football transfers summer 2014,28
List of Latvian football transfers winter 2013–14,21
2006–07 Fulham F.C. season,1
List of Hungarian football transfers summer 2013,29
South Florida Bulls men's soccer,13
Wake Forest Demon Deacons men's soccer,21
List of Macedonian football transfers winter 2014–15,4
Convocazioni per la Coppa del mondo per club FIFA 2012,1
List of Mexican football transfers summer 2012,2
List of Russian football transfers summer 2012,98
2010 Rochester Rhinos season,11
List of Azerbaijan football transfers summer 2013,21
List of Russian football transfers summer 2010,41
List of Albanian football transfers winter 2009–10,24
F.C. Cape Town,22
List of Latvian football transfers summer 2014,26
List of Latvian football transfers winter 2013–14,91
List of Bosnian football transfers winter 2013–14,16
List of South Korean football transfers winter 2011–12,41
Sportsklubben Brann 2007,1
2000–01 Fulham F.C. season,32
2007 SK Brann season,10
List of Cypriot football transfers summer 2013,74
List of Qatari football transfers winter 2011–12,19
List of Serbian football transfers summer 2013,21
New Mexico Lobos men's soccer,27
List of Albanian football transfers summer 2013,21
List of Bulgarian football transfers winter 2011–12,89
List of Albanian football transfers summer 2013,18
List of Hungarian football transfers summer 2012,16
List of Latvian football transfers winter 2014–15,99
List of Albanian football transfers summer 2010,5
List of German football transfers winter 2009–10,43
List of Mexican football transfers summer 2012,16
Union Royale La Louvière Centre,8
List of Russian football transfers winter 2010–11,8
New Mexico Lobos men's soccer,4
Manchester City Football Club 2000-2001,26
All-time Saint Louis Athletica roster,19
2013年中国足球冬季转会列表,36
2010–11 Club América season,19
List of Azerbaijan football transfers summer 2012,37
2006 CIS Men's Soccer Championship,17
List of Japanese football transfers winter 2009–10,32
List of German football transfers summer 2008,16
List of Hungarian football transfers winter 2013–14,32
List of Serbian football transfers winter 2011–12,27
Cal Poly Mustangs men's soccer,19
Green Bay Phoenix men's soccer,16
List of German football transfers summer 2013,15
2009 Carolina RailHawks FC season,23
Клубный чемпионат мира по футболу 2013 (составы),17
Virginia Cavaliers men's soccer,2
List of Maltese football transfers summer 2013,7
2010–11 Puebla F.C. season,32
2003–04 Fulham F.C. season,8
List of Club Universitario de Deportes players,24
قوائم كأس العالم للأندية لكرة القدم 2013,12
List of Maltese football transfers summer 2010,22
List of Iranian football transfers winter 2013–14,30
2009–10 Paris Saint-Germain F.C. (Ladies) season,16
List of Belgian football transfers winter 2013–14,15
List of Chinese football transfers winter 2013,19
List of Bulgarian football transfers summer 2013,17
List of Ukrainian football transfers summer 2009,3
2006–07 Fulham F.C. season,38
List of Belgian football transfers winter 2013–14,9
Sportsklubben Brann 2006,2
List of Belgian football transfers winter 2011–12,10
List of Iranian football transfers winter 2013–14,28
Al Sadd Handball Team,94
2010–11 Club Universidad Nacional season,50
List of Azerbaijan football transfers summer 2013,2
2013–14 Maccabi Tel Aviv F.C. season,7
FK Bratstvo Cijevna,7
List of Dutch football transfers winter 2010–11,2
2002–03 Manchester City F.C. season,6
2011 Western New York Flash season,25
2009 Carolina RailHawks FC season,8
List of Slovak football transfers winter 2011–12,25
2010–11 Tigres UANL season,28
2006 SK Brann season,13
List of Ukrainian football transfers summer 2009,13
Club Universidad Nacional 2010-2011,26
List of Iranian football transfers winter 2011–12,27
List of Cypriot football transfers winter 2013–14,87
List of Norwegian football transfers 2010,3
List of Bulgarian football transfers winter 2013–14,12
List of Russian football transfers winter 2009–10,82
1980 CIS Men's Soccer Championship,15
List of Japanese football transfers winter 2011–12,9
List of Iranian football transfers winter 2013–14,5
Wake Forest Demon Deacons women's soccer,18
List of Bulgarian football transfers winter 2011–12,28
2010–11 Atlante F.C. season,2
List of Maltese football transfers summer 2008,20
Markaz Balata,7
2010–11 C.D. Guadalajara season,5
List of German football transfers summer 2013,2
List of Bulgarian football transfers summer 2013,36
List of Belgian football transfers winter 2013–14,25
List of Estonian football transfers winter 2012–13,28
Sapura HC,8
List of Albanian football transfers summer 2013,1
List of Turkish football transfers summer 2013,22
List of Azerbaijan football transfers summer 2012,30
List of Iranian football transfers winter 2010–11,13
Maryland Terrapins men's soccer,7
List of Belgian football transfers summer 2010,37
Laguna Football Club,21
List of Serbian football transfers winter 2011–12,16
قوائم كأس العالم للأندية لكرة القدم 2013,5
List of Ukrainian football transfers summer 2009,28
Elencos da Copa do Mundo de Clubes da FIFA de 2012,30
List of Azerbaijan football transfers winter 2010,25
List of Uzbek football transfers 2010,15
List of Serbian football transfers winter 2013–14,11
Michigan Wolverines men's soccer,6
2009–10 Göztepe A.Ş. season,26
List of Chinese football transfers summer 2013,16
2011 Western New York Flash season,23
2007 South Carolina Gamecocks men's soccer team,21
Convocazioni per la Coppa del mondo per club FIFA 2013,32
2010–11 Puebla F.C. season,9
Convocazioni per la Coppa del mondo per club FIFA 2006,1
2010–11 Club Necaxa season,34
List of Iranian football transfers winter 2009–10,11
2014 Indonesian Inter Island Cup squads,31
List of Russian football transfers summer 2012,44
Elencos da Copa do Mundo de Clubes da FIFA de 2013,5
List of Hungarian football transfers summer 2012,28
List of Cypriot football transfers winter 2013–14,5
List of Azerbaijan football transfers summer 2013,40
Lijst van Bundesliga-transfers zomer 2013,8
List of Latvian football transfers summer 2013,22
List of Russian football transfers winter 2009–10,45
List of Russian football transfers winter 2011–12,40
Hóquei Clube de Braga,9
List of Japanese football transfers winter 2011–12,5
List of Bulgarian football transfers winter 2011–12,38
Elencos da Copa do Mundo de Clubes da FIFA de 2012,15
List of Ukrainian football transfers summer 2010,32
2014–15 UEFA Youth League squads,86
2013–14 UEFA Youth League squads,58
2014–15 UEFA Youth League squads,16
2010–11 Jaguares de Chiapas season,2
Football for Hope,3
1999–2000 Blackpool F.C. season,23
Convocazioni per la Coppa del mondo per club FIFA 2008,28
2012–13 Walsall F.C. season,27
List of Belgian football transfers winter 2008–09,24
List of Norwegian football transfers summer 2014,11
Maybank HC,8
2010–11 West Ham United F.C. season,44
Radford Highlanders women's soccer,32
List of Greek football transfers summer 2012,2
List of German football transfers winter 2008–09,35
List of Hungarian football transfers summer 2012,32
Wake Forest Demon Deacons women's soccer,3
List of Bulgarian football transfers winter 2011–12,101
List of Azerbaijan football transfers summer 2012,80
List of Bulgarian football transfers summer 2013,26
List of Russian football transfers winter 2011–12,73
1999 Indiana Hoosiers men's soccer team,16
List of Japanese football transfers winter 2011–12,35
2013 FIFA Club World Cup squads,16
List of Latvian football transfers summer 2012,10
List of Estonian football transfers winter 2012–13,28
Al-Sadd Sports Club Handball,87
2003–04 Fulham F.C. season,17
List of Turkish football transfers summer 2010,37
2008 FIFA Club World Cup squads,2
List of Russian football transfers winter 2011–12,53
List of Bulgarian football transfers winter 2013–14,88
List of Japanese football transfers summer 2012,13
List of Ukrainian football transfers winter 2008–09,6
West Ham United FC in het seizoen 2012/13,40
Maryland Terrapins men's soccer,13
Sportsklubben Brann 2006,10
2008 FIFA Club World Cup squads,14
2010–11 Club Universidad Nacional season,80
List of Slovak football transfers winter 2012–13,33
List of Turkish football transfers summer 2013,19
2013–14 Grimsby Town F.C. season,9
Akron Zips men's soccer,8
2010–11 Club América season,37
Ajax Sportman Combinatie,14
2010–11 Estudiantes Tecos season,18
2008–09 Sydney FC W-League season,17
2008 Colo-Colo season,31
List of Hungarian football transfers summer 2010,24
List of Russian football transfers winter 2009–10,34
2012 Wake Forest Demon Deacons men's soccer team,18
List of German football transfers summer 2008,28
List of Belgian football transfers summer 2009,3
2008–09 Queensland Roar W-League season,14
List of Chinese football transfers winter 2012,28
List of Azerbaijan football transfers summer 2009,20
2012–13 West Ham United F.C. season,39
2008–09 Paris Saint-Germain F.C. (Ladies) season,12
2000–01 Manchester City F.C. season,23
List of Maltese football transfers summer 2008,30
List of Greek football transfers summer 2011,3
List of Serbian football transfers summer 2013,97
List of Belgian football transfers summer 2014,87
List of Russian football transfers summer 2010,15
2014 Indonesian Inter Island Cup qualification squads,67
2004–05 Fulham F.C. season,1
List of Bulgarian football transfers summer 2013,31
List of Serbian football transfers winter 2013–14,24
List of Iranian football transfers winter 2013–14,12
List of Russian football transfers winter 2010–11,56
List of Macedonian football transfers winter 2014–15,63
Sportsklubben Brann 2006,14
List of South Korean football transfers winter 2013–14,44
List of Turkish football transfers summer 2014,86
List of Iranian football transfers winter 2013–14,9
2013–14 Valenciennes FC season,11
Sportsklubben Brann 2007,10
List of Belgian football transfers winter 2013–14,11
List of Belgian football transfers winter 2011–12,22
List of Norwegian football transfers summer 2013,1
Syracuse Orange men's soccer,28
List of Cypriot football transfers winter 2011–12,32
List of Latvian football transfers winter 2013–14,5
Michigan Wolverines men's soccer,19
List of Serbian football transfers summer 2013,26
List of Azerbaijan football transfers summer 2011,2
2014 Indonesian Inter Island Cup squads,72
Toledo Balonmano,23
Lijst van Bundesliga-transfers zomer 2012,21
List of Serbian football transfers winter 2011–12,75
2010–11 San Luis F.C. season,3
List of Latvian football transfers summer 2012,19
List of Belgian football transfers summer 2015,35
List of Maltese football transfers summer 2009,14
List of Ukrainian football transfers summer 2009,8
List of Bosnian football transfers winter 2013–14,15
List of Bulgarian football transfers summer 2013,24
List of Serbian football transfers winter 2013–14,71
Manchester City Football Club 2002-2003,14
Elencos da Copa do Mundo de Clubes da FIFA de 2012,2
List of Albanian football transfers summer 2013,6
2013–14 C.F. União season,4
List of Cypriot football transfers summer 2013,96
List of Mexican football transfers summer 2012,11
Al Sadd Handball Team,14
List of Russian football transfers winter 2011–12,50
2010–11 C.F. Pachuca season,2
Shabab Al-Bireh Institute,7
2014–15 UEFA Youth League squads,36
List of Chinese football transfers winter 2014,2
List of German football transfers summer 2009,22
2012–13 Walsall F.C. season,32
E.I.S. Men's Volleyball,8
List of Cypriot football transfers winter 2011–12,26
List of Iranian football transfers summer 2013,6
List of German football transfers summer 2008,8
List of Club Universitario de Deportes players,12
2005 South Carolina Gamecocks men's soccer team,18
List of Bulgarian football transfers winter 2013–14,39
List of Cypriot football transfers summer 2013,20
List of German football transfers winter 2009–10,11
List of Belgian football transfers summer 2015,2
2012 FIFA Club World Cup squads,20
Sportsklubben Brann 2006,23
Virginia Cavaliers men's soccer,3
2010–11 Jaguares de Chiapas season,14
List of Iranian football transfers summer 2011,21
List of German football transfers winter 2009–10,3
List of Dutch football transfers winter 2010–11,14
2008 FIFA Club World Cup squads,15
Lijst van Bundesliga-transfers zomer 2013,40
List of Japanese football transfers summer 2012,5
List of Azerbaijan football transfers summer 2013,32
List of Iranian football transfers winter 2013–14,19
List of German football transfers summer 2009,26
List of Iranian football transfers summer 2009,10
List of Latvian football transfers winter 2011–12,15
2010–11 Puebla F.C. season,25
Cal Poly Mustangs men's soccer,27
List of Russian football transfers summer 2010,96
List of Hungarian football transfers winter 2011–12,30
List of German football transfers winter 2009–10,2
List of Serbian football transfers winter 2013–14,43
List of Iranian football transfers summer 2013,80
2011 Western New York Flash season,10
2013年中国足球冬季转会列表,47
List of Hungarian football transfers winter 2013–14,1
Al-Sadd Sports Club Handball,4
2010–11 Deportivo Toluca season,17
List of Ukrainian football transfers winter 2014–15,25
2009–10 Ipswich Town F.C. season,35
2009 Carolina RailHawks FC season,15
List of South Korean football transfers winter 2011–12,13
List of Iranian football transfers winter 2010–11,9
2002–03 Manchester City F.C. season,7
Eredivisie 2010/11 (mannenvoetbal)/Transfers winter,41
2010–11 Estudiantes Tecos season,23
2004 South Carolina Gamecocks men's Soccer Team,24
2011 Western New York Flash season,37
2014–15 Grimsby Town F.C. season,1
Saison 2013-2014 du Valenciennes FC,21
2010–11 West Ham United F.C. season,19
قوائم الفرق في كأس العالم لأندية كرة القدم 2010,92
List of Belgian football transfers summer 2010,19
2012–13 Galatasaray S.K. Basketball season,5
List of Bulgarian football transfers winter 2010–11,3
List of North American Soccer League transfers in 2014,20
2006 SK Brann season,18
List of Russian football transfers winter 2009–10,37
List of German football transfers summer 2013,13
2006 South Carolina Gamecocks men's Soccer Team,5
List of Japanese football transfers winter 2011–12,10
List of German football transfers summer 2008,35
List of Norwegian football transfers summer 2014,9
Universitario Lima/Lista piłkarzy,24
2013 FIFA Club World Cup squads,14
List of Cypriot football transfers summer 2013,51
List of Belgian football transfers summer 2015,34
2006 CIS Men's Soccer Championship,3
List of Cypriot football transfers winter 2013–14,4
List of Bulgarian football transfers summer 2010,29
