http://dbpedia.org/ontology/Region,http://dbpedia.org/ontology/areaLand
Hrabstwo Beadle,3243713590
Lavangen,290042482
Condado de Bucks,1545718233
Comté de Bedford (Tennessee),1216705974
Jevnaker,192579756
Agdenes,293295293
Comté d'Alcona,1822139534
Midsund,94703078
Рисёр,184207310
Condado de Brown (Texas),2411931537
オールバニ郡 (ニューヨーク州),1422011453
Banner County,1939440478
Time (Noorwegen),167735365
Wyandotte County,374905697
"Бун (округ, Западная Виргиния)",1264688285
"Браун (округ, Висконсин)",1416660135
Selje,219949728
Sirdal,1442353083
Gmina Marker,368236502
Delaware,4980994677
مقاطعة بوفالو (ويسكونسن),1669314857
Lindesnes,296044797
Contea di Boulder,1874848147
مقاطعة بوني (نبراسكا),1765776689
أوباغور,34027275
Gjesdal,565619933
"Bath County, Kentucky",728937602
Adams County (Ohio),1458256458
Condado de Labette,1736936879
アマースト郡 (バージニア州),1235335202
Contea di Bexar,3263090205
Ashe County,1105047273
羅德島州,2616311236
Hrabstwo Burt,1262810415
Tokke,879358006
مقاطعة بروستر (تكساس),16527160458
Hrabstwo Gray (Kansas),2319396263
"Newton County, Georgia",710212133
諾克斯縣 (俄亥俄州),1347486392
Ski,165582238
Kvam,586636599
نوتودن,826224314
Brønnøy,1006221996
Condado de Beaufort (Carolina do Sul),1427701269
"Би (округ, Техас)",2374635680
Gloppen,975160496
مقاطعة لينكن (كانساس),1776781851
ベイカー郡 (フロリダ州),1524353587
Contea di Hettinger,2858939400
Nes (Akershus),594842001
Hrabstwo Brevard,2707934964
مقاطعة بيورو (إلينوي),2353857248
Askvoll,327607969
Ашим,68386786
Våler (Østfold),247381032
Bureau County,2342032661
مقاطعة أليغاني (كارولاينا الشمالية),614670558
Hrabstwo Pawnee (Kansas),1939054888
Porsgrunn,157001746
Boise County,5079714411
Шедсму,71803071
Røyken,115707929
Modalen,393860403
"Биллингс (округ, Северная Дакота)",2927850662
Hrabstwo Gove,2780540414
艾于斯特爾海姆,57013376
Condado de Blanco,1859043115
"Aurora County, South Dakota",1776163286
آن أروندل كاونتي,1090268456
Lebesby,3352199936
Nesna,180121426
Молсэльв,3359162462
Nærøy,967767797
مقاطعة تالاديجا (ألاباما),1888655218
Квенанген,1916092234
Condado de Stafford (Kansas),2113579718
مقاطعة بيرين (جورجيا),1171056254
مقاطعة أرثور (نبراسكا),1941142201
貝利縣 (德克薩斯州),2066586802
Condado de Barbour (Virginia Occidental),870972899
Condado de Audubon,1184262309
Decatur County (Kansas),2208959300
杰克逊县 (密歇根州),1759583630
Comté de Bristol (Rhode Island),61767444
ميلهاوس,634103249
فيت,134832054
Эвенес,253086892
Comté de Blount (Tennessee),1498157565
مقاطعة ستيفينز (كانساس),1902771781
Vestvågøy,405245501
Missouri,174618626531
Condado de Androscoggin,1187298275
Eidsvoll,401326419
Kansas,219708084832
巴勒斯特蘭,429985377
耶斯達爾,550893431
Karlsøy,1049695661
蒂默,176950256
Etne (gemeente),681185974
Comté de Box Butte,2817396260
مقاطعة أتاسكوسا (تكساس),3129918320
"Bon Homme County, South Dakota",1519343382
مقاطعة برودواتر (مونتانا),3160271616
Øystre Slidre,842844637
Condado de Boyd (Nebraska),1436531897
奧普達爾,2133781980
多尼芬縣 (堪薩斯州),969180102
Ohio,108992906325
Comté de Berks,2133253103
Rhode Island,2641155789
Louisiana,117612146098
Allen County (Kentucky),901465978
Sel (Oppland),908465918
Hrabstwo Scott (Indiana),497096404
吉里縣 (堪薩斯州),976947024
バーク郡 (ノースカロライナ州),1272102594
Butler County (Iowa),1437772585
Восс (коммуна),1783140021
مقاطعة بونير (أيداهو),4270417337
رانا (النرويج),4406982834
Bremanger,760759494
Sumner County (Kansas),2910284727
مقاطعة الفالفا (أوكلاهوما),2153590902
Brazos County,1503646419
Bamble,295117340
Vågsøy,173815014
アレン郡 (ルイジアナ州),1988309316
Maine,81730520894
Comté de Butler (Alabama),1945144512
アーチャー郡 (テキサス州),2423836857
Ottawa County (Ohio),633417632
Condado de Bee,2199483788
Sunndal,1627038265
奧羅拉縣 (南達科他州),1859879861
"Бритит (округ, Кентукки)",1301678920
Hrabstwo Boone (Arkansas),1543342949
水牛縣 (南達科他州),1199820439
Comté de Bartholomew,1054707536
Hrabstwo Butler (Alabama),2103155019
Salangen,454567344
"Rissa, Norway",589557970
Lindås,477107502
Voss,1646253729
Hrabstwo Morton (Kansas),1883038895
加姆珀哈區,1313765003
Audnedal,233662029
"Brunswick County, North Carolina",2151855684
埃德斯貝格,229943853
Box Butte County,2914841303
布萊恩縣 (內布拉斯加州),1843057309
Boyle County,449099050
"Alfalfa County, Oklahoma",2205696612
Condado de Box Elder,14833236430
Sør-Odal,487285838
Comté d'Apache,28082664438
アラマンス郡 (ノースカロライナ州),1063280854
Nedre Eiker,108665445
Engerdal,1969626246
ミネソタ州,211635808756
Капиталь-Насьональ,18671128068
Kautokeino,8843339942
مقاطعة ميامي (كانساس),1476337993
下圣劳伦斯地区,21548232973
Berkshire County,2284735309
Hrabstwo Petroleum,4175479812
Tana (Noruega),3785290963
Blue Earth County,1973536631
Condado de Bear Lake,2451247330
Røst,9826460
Hjelmeland,929468970
مقاطعة غراهام (كانساس),2279319431
مقاطعة أتكينسون (جورجيا),845370139
Comté de Brookings,1982292282
Bradley County (Arkansas),1612802795
Alaska,1418239331151
Condado de Beaver (Oklahoma),4528070723
Хаттфьелльдал,2434096529
Spydeberg,137778594
ベイカー郡 (ジョージア州),888972545
斯彼得贝格,138363515
Spydeberg,128509274
Kansas,210460244434
مقاطعة بلادين (كارولاينا الشمالية),2301541325
Hawaï,16357601897
Vadsø,1203985715
مقاطعة كاولي (كانساس),2798849623
Froland,596875687
瑟雷薩,361879575
Bourbon County (Kansas),1587342139
Frogn,89038823
Condado de Burnett,2201642398
Jølster,597752472
Ullensaker,253759187
Lyngdal,373909584
نيسبي,1425376086
貝勒沃格,1101845518
Contea di Greeley (Kansas),1965251204
福斯內斯,455960736
Caroline County (Maryland),813860993
"Adams County, North Dakota",2545731379
Tennessee,103767658017
Comté de Benton (Iowa),1784333411
Contea di Norton,2241324084
Лёренскуг,64661176
Fjell,137423431
Carolina do Norte,122024265039
Songdalen,196017982
Grant County (Kansas),1431969225
"Wichita County, Kansas",1821605300
Condado de Allamakee,1677425489
Vestby,133782313
登納島,188850037
ノースカロライナ州,127015125109
Ballangen,886900642
Hammerfest,853127114
バンコム郡 (ノースカロライナ州),1635506675
Condado de Breckinridge,1451715320
Røst,10172127
Hrabstwo Blount (Alabama),1724692743
Stange,614051185
巴拉加縣,2348141853
Comté de Brown (Texas),2373415454
Namdalseid,757260056
Condado de Alfalfa,2139579284
Comté de Brooke,227614479
Сель (Оппланн),906543923
貝克縣 (明尼蘇達州),3247430187
Måsøy,1016716211
Lavangen,292491223
"Nes, Buskerud",804041770
Øygarden,61575770
مقاطعة شوني (كانساس),1367082157
巴爾迪 (挪威),2485206755
Condado de Morris (Kansas),1806469696
Condado de Archer,2434243797
Ibestad,233024336
مقاطعة كين (إلينوي),1318286886
Sandefjord,117648405
Бейарн,1141009484
"Brookings County, South Dakota",2012396411
Comté de Cherokee (Kansas),1549727091
Balsfjord,1459658337
Montreal (aglomeración),521317515
Snillfjord,503991231
Dønna,180701499
Bremanger,822128421
Elverum,1213430707
Comté de Boone (Nebraska),1692158683
バーンスタブル郡 (マサチューセッツ州),987653183
Вевельстад,518952076
Contea di Dickinson (Kansas),2169045696
Condado de Ford (Kansas),2766492213
Søndre Land,630062666
Lund (Norvège),357056280
Hrabstwo Elk (Kansas),1728942743
Volda,539201482
Bærum,185636373
Samnanger,261270044
Condado de Bastrop,2384931640
Bon Homme County,1526467314
"Bedford County, Tennessee",1218184643
Condado de White (Geórgia),605859476
Hof (Norvegia),152543983
ビッグホーン郡 (ワイオミング州),8415896156
厄什庫格,126033758
Adams County (Iowa),1064071454
奧沃爾哈拉,676777729
克溫赫拉,1062211445
Comté de Bath (Kentucky),687965502
シャイアン郡 (カンザス州),2747938730
Hægebostad,423673758
バートン郡 (ミズーリ州),1590120661
Skedsmo,74485802
Comté de Bonneville,4823435564
ブラッドリー郡 (テネシー州),832011011
Hemne,631563451
"Big Stone County, Minnesota",1248685005
Condado de Nemaha (Kansas),1841264532
Nevada,295397280540
Comté d'Allegan,2126730757
バンデラ郡 (テキサス州),2105766280
Саннёй,19361967
アルピーナ郡 (ミシガン州),1504541672
博根縣,612236013
Condado de Shawnee,1409206513
Омут (коммуна),1302203819
"Bottineau County, North Dakota",4500072530
フランクリン郡 (テネシー州),1378824742
كونيتيكت,12588210838
Condado de Gove,2798609083
Asker,99090382
"Кларк (округ, Канзас)",2564485526
Contea di Boone (Arkansas),1460622685
Rakkestad,407207312
Nord-Fron,1112704518
Eidskog,620550945
Condado de Blaine (Nebraska),1872044880
Sirdal,1437764306
"Брайан (округ, Джорджия)",1167918539
Nøtterøy,59688283
"Harvey County, Kansas",1395869971
Alstahaug,187495821
Condado de Atoka,2547851596
Barbour County (West Virginia),840228627
巴克斯特縣 (阿肯色州),1397467464
Gaspésie–Îles-de-la-Madeleine,19639899896
Minnesota,213370634185
Condado de Beckham,2220849094
阿拉楚阿縣 (佛羅里達州),2307829393
Roan (Norvège),367838946
Lund (Noruega),341198279
Hrabstwo Brookings,2081515577
Illinois,149316099548
Grant County (Kansas),1467971210
Rice County (Kansas),1970287019
Condado de Lyon (Kansas),2118745877
Condado de Bibb (Geórgia),674967085
Condado de Talladega,1932686518
Condado de Adams (Pensilvania),1286244343
Dovre,1305647004
ミッチェル郡 (カンザス州),1784078902
Bayfield County,3744242121
Hrabstwo Arapahoe,2063529420
"Marker, Norway",369734635
Boone County (West Virginia),1324449091
Vang,1293003955
Gran (Norwegen),665480255
Comté d'Osage (Kansas),1878185418
Sørfold,1508454780
"Атока (округ, Оклахома)",2602841267
Hrabstwo Phillips (Kansas),2227811915
Eidsvoll (gemeente),394760505
Карасйок,5409727982
Лиллехаммер,439040336
恩厄達爾,1954083489
Salangen,416179420
Condado de Armstrong (Pensilvânia),1620657457
"Greeley County, Kansas",2092750236
Hrabstwo Adair (Oklahoma),1467550620
Comté de Knox (Ohio),1357533807
"Атенс (округ, Огайо)",1247927120
維克 (挪威),771107228
スコット郡 (インディアナ州),515804476
"Barren County, Kentucky",1249566550
Comté de Brown (Nebraska),3314679536
ベント郡,3758879090
北达科他州,171331467396
Mullaitivu District,2457438955
卡尼縣 (堪薩斯州),2362066404
ブランド郡 (バージニア州),904289967
Nord-Aurdal,826037598
"Kingman County, Kansas",2327736874
Hrabstwo Cheyenne (Kansas),2721595761
Rana (Norvegia),4231446257
Сёмна,185020264
Sørum,206486730
مقاطعة أليغاني (فيرجينيا),1167764452
Воган,436454557
Andøy,586042700
コロンボ県,701062327
Kautokeino,8865288005
مقاطعة باكر (جورجيا),855340109
阿普林縣 (喬治亞州),1247704405
"Брадфорд (округ, Пенсильвания)",3036269466
亞當斯縣 (密西西比州),1183147476
"Адамс (округ, Висконсин)",1616536052
格林伍德縣 (堪薩斯州),2985950086
Ванг (коммуна),1296740489
Vestre Toten,236014146
Oppdal,2129444739
アスケー,100636786
斯泰恩谢尔,1449931479
阿利根尼縣 (馬里蘭州),1142407256
Aurora County,1840440559
Eid (Noorwegen),422391357
"Бриско (округ, Техас)",2349945900
Bærum,183519173
Distretto di Trincomalee,2499471102
Харам (коммуна),241343871
فاردو,588759378
"Амелиа (округ, Виргиния)",880820693
"Chautauqua County, Kansas",1684770973
Hrabstwo Attala,1997416506
ブキャナン郡 (バージニア州),1341017967
"Marion County, Kansas",2546787637
"Pawnee County, Kansas",1918782569
Garrett County,1597453026
Hrabstwo Boyd (Nebraska),1427339309
Арендал,262732147
كوفيورد,913990954
腓特烈斯塔,278617809
Hrabstwo Benton (Arkansas),2162093854
Hrabstwo Saline (Kansas),1857273558
Vegårshei,324609848
Øvre Eiker,435040011
Skjåk,1985937589
Time (Norvège),162912940
Свейу,233886563
Gjerstad,306875736
Nesodden,61888905
Ås,97735141
Kvænangen,1923466998
Гратанген,294474374
Evje og Hornnes,514401292
Contea di Ashe,1130554778
Comté de Cumberland (Pennsylvanie),1474221483
Rælingen,58182111
Comté de Burke (Caroline du Nord),1306849448
Comté de Brazoria,3620210765
Dyrøy,266999454
Alamance County,1050739588
مقاطعة بلاين (نبراسكا),1893110517
Condado de Sherman (Kansas),2609301560
博斯基縣 (德克薩斯州),2419973247
Røros,1731552344
"Hamilton County, Kansas",2642457650
"Осборн (округ, Канзас)",2388047213
Steinkjer,1358178125
"Adams County, Colorado",3128694855
Loppa,645086386
エルコ郡 (ネバダ州),44330600984
克維特綏,6473224
Adams County (Wisconsin),1659576469
Elko County,43515453344
مقاطعة آرمسترونغ (تكساس),2393072532
Tromsø,2586568004
"Benton County, Mississippi",1049191394
南弗龍,712154861
"Боумен (округ, Северная Дакота)",2908075409
ベイ郡 (フロリダ州),1908758277
Arendal,244116554
"Rana, Norway",4294699791
Hrabstwo Apache,29183615854
Kvitsøy,6144598
Sund (Norwegen),93918814
Askim,64094665
Ленвик,817732712
Comté de Burleson,1710539935
Fjell,138939868
Boone County (Kentucky),613482488
Anderson County (Texas),2709124045
"Райли (округ, Канзас)",1613258692
Hrabstwo Marion (Kansas),2512211373
Свельвик,56690774
مقاطعة أليني (بنسيلفانيا),1841922338
Hemne,663692347
Condado de Pawnee (Kansas),2035909232
مقاطعة بلانكو (تكساس),1814220316
ノートン郡 (カンザス州),2379784837
Несодден,59776599
Øvre Eiker,401646235
Båtsfjord,1474450810
مقاطعة بورليغ (داكوتا الشمالية),4171877689
Baylor County,2199836303
Ada County,2739852879
"Брэкстон (округ, Западная Виргиния)",1370821184
利勒哈默尔,436001130
比于恩,366696575
Comté de Beaver (Oklahoma),4719108577
Gamvik,1328120869
"Butler County, Ohio",1263196508
Hemsedal,723485255
アデール郡 (オクラホマ州),1419502562
Comté de Bandera,2112284557
Anderson County (Tennessee),853024788
Snillfjord,493472434
Condado de Bernalillo,2976894190
波特瓦特米縣 (堪薩斯州),2103930714
Алабама,125026534741
Nannestad,315663290
"Leavenworth County, Kansas",1205079272
مقاطعة ألغني (ماريلاند),1043342931
مقاطعة بيغ هورن (مونتانا),12402029457
Wabaunsee County,2158094799
Comté de Meade (Kansas),2429259040
مقاطعة بيكسار (تكساس),3125873713
Comté d'Athens,1287638211
Namdalseid,721134286
Evje og Hornnes,540766979
ボリンガー郡 (ミズーリ州),1658668464
"Аллеган (округ, Мичиган)",2158838025
Hrabstwo Ashley,2388468824
Эстре-Тутен,472187862
Будё,1337426006
Østre Toten,508252270
西托滕,232883175
佛蒙特州,24158772056
Gol (miasto),537792698
Kvæfjord,502389795
Contea di Bowie,2204722681
Fræna,368818088
Fet (Norvegia),137284223
Contea di Harvey,1428302645
Armstrong County (Pennsylvania),1684388502
Østre Toten,476614237
مقاطعة أباتشي (أريزونا),28595783097
Adams County (Pennsylvania),1320616711
Graham County (Kansas),2403586329
Contea di Butler (Nebraska),1453337304
"Adams County, Mississippi",1144253442
敘拉,56314989
"Эллис (округ, Канзас)",2344154526
Frogn,87720713
馬歇爾縣 (堪薩斯州),2229045817
Sykkylven,343646093
Aleutians East (distrito),18429781583
Cloud County,1808845312
Comté de Bladen,2351415065
Grong (gemeente),1100465868
Øksnes,316401000
Illinois,142570603333
Гран (Норвегия),651451117
拉克斯塔,433005275
Kvitsøy,6157654
Contea di Baldwin (Alabama),4227386446
Condado de Bureau,2303292459
Comté de Barrow,417949295
"Берриэн (округ, Мичиган)",1518795728
Hrabstwo Butler (Kentucky),1131000517
Condado de Breckinridge,1497402245
"Райс (округ, Канзас)",1956699563
Contea di Barbour (Virginia Occidentale),873951609
韋加,168369410
Hrabstwo Arenac,932704324
مقاطعة براون (إنديانا),817243495
斯圖爾,141042208
Гаспези — Острова Мадлен,19867750848
Loppa (gemeente),654618534
ナッソー郡 (ニューヨーク州),726414772
Comté de Butler (Missouri),1814864233
Bucks County,1557618036
Contea di Bourbon (Kentucky),735920622
塞爾布,1150051622
Thomas County (Kansas),2785010383
Rakkestad,433192164
Målselv,3090649964
Halsa,281440380
Condado de Boundary,3198976685
Molde,361694372
Birkenes,625798750
Condado de Butler (Alabama),2047763753
مقاطعة باربر (كانساس),3018586481
فينيه,2761672867
Contea di Amite,1898320852
Comté de Lyon (Kansas),2303224726
"Cloud County, Kansas",1772046668
Hrabstwo Beaver (Oklahoma),4649514446
"Блейн (округ, Айдахо)",6820914740
Hurum,150605030
هورتن,64694247
Nittedal,184982265
Målselv,3348719424
مقاطعة أفيري (كارولاينا الشمالية),637745390
Condado de Blair,1327981013
Hrabstwo Asotin,1683409673
Fjaler,389985246
Bosque County,2652851377
Vang,1349089322
Malvik,153979649
"Ashland County, Wisconsin",2790038642
مقاطعة بينتون (تينيسي),1002722857
"Reno County, Kansas",3244660820
霍爾托倫,1161128370
Condado de Franklin (Tennessee),1370858274
バンクス郡 (ジョージア州),575019408
ヴァードー,582910706
